# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	gutQ//
go_0015891_6	thrB//
go_0015906_6	scpB//
go_0015909_8	recO//
go_0015912_8	ogt//
go_0015914_7	moaA//
go_0015920_7	citE//kdsC//
go_0015937_7	eutD//tktB//entF//patZ//
go_0015940_6	gabT//
go_0015944_4	ruvA//ghrB//carA//
go_0015949_5	apaH//waaS//eptC//caiD//argA//wzc//pfkB//gmk//fabG//waaA//paaC//mepS//nagB//psuG//argF//arnB//csdA//trpE//
go_0015950_6	deoD//
go_0015951_7	mutL//solA//
go_0015968_6	
go_0015969_8	tktB//hisS//
go_0015976_2	mog//
go_0015986_7	
go_0015990_10	rsmG//betA//
go_0016024_7	ubiD//
go_0016032_5	phnN//
go_0016036_6	ribE//hcaD//
go_0016042_5	
go_0016052_5	pyrF//purU//pyrF//pphB//
go_0016075_8	hisS//
go_0016078_8	aroD//
go_0016094_6	fkpB//kdgK//
go_0016226_5	oxc//trmD//argD//yieH//
go_0016259_7	valS//
go_0016260_8	treC//nagZ//yccX//
go_0016310_6	mutH//tmk//ugd//fre//eda//rbsD//nadC//hemL//ispU//glpC//alaA//kdsD//nagK//yghU//yqaB//tsaB//upp//
go_0016311_6	ispU//tnaA//gutQ//proB//rsmH//bioA//sdaB//pgm//lacZ//nagK//idnK//ulaE//waaA//leuC//cmoA//rhaA//ldtB//paoC//mltB//dgkA//yqaB//mrcA//narZ//fabG//cmk//fadE//citE//frmB//trmA//rsmI//gloA//gabT//kdsD//allC//ppk//menH//ahpC//queG//ynfF//gpmM//
go_0016458_3	
go_0016485_6	murI//glcF//
go_0016540_7	yfiC//rlmI//
go_0016579_7	prs//
go_0016998_5	mhpA//
go_0017001_5	pyrB//
go_0017003_8	ligB//
go_0017004_7	rlmH//
go_0017013_7	
go_0017038_6	
go_0017148_8	xapA//paaK//gloA//gcvT//tktB//
go_0017189_7	idi//
go_0017198_7	epmC//
go_0018012_8	mobA//
go_0018023_7	menD//
go_0018063_8	proC//
go_0018070_8	yihS//cysI//
go_0018104_8	pyrF//curA//mobA//rsmD//fadM//
go_0018105_8	ldtA//
go_0018106_8	
go_0018108_8	rpiB//
go_0018117_8	
go_0018125_6	yfaU//
go_0018131_6	fes//
go_0018160_8	ubiG//
go_0018206_8	ansB//
go_0018247_9	add//
go_0018283_6	
go_0018298_7	rdgB//
go_0018307_7	thiC//
go_0018315_8	treC//
go_0018339_9	miaB//
go_0018345_8	dcm//
go_0018364_6	narV//speF//
go_0018378_9	
go_0018393_10	dsdA//
go_0018394_9	queD//
go_0018410_8	ilvC//
go_0018909_5	uidA//
go_0018937_4	azoR//
go_0019042_6	ubiE//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	lysA//
go_0019243_7	speD//nirD//upp//nanK//
go_0019249_6	hycB//
go_0019250_7	rluB//
go_0019262_6	rfbD//hflX//ubiG//glgC//aldA//
go_0019264_7	cysI//
go_0019272_9	ubiC//rlmF//
go_0019284_7	cdh//nrfD//
go_0019285_5	glpK//eda//
go_0019288_6	argI//pheA//hdhA//cysD//
go_0019290_5	
go_0019292_8	nrdD//
go_0019294_6	ldtA//sdaA//dcd//atoB//
go_0019299_6	yfcG//
go_0019301_7	glyA//ygeX//purB//aroK//pgk//selD//mhpA//
go_0019303_7	ldtC//serS//
go_0019305_7	rihA//
go_0019309_7	aldA//
go_0019316_8	tsaE//nanE//rlmG//
go_0019318_5	ung//
go_0019323_6	glpC//malS//clsB//pabA//rsmI//aroE//rlmD//
go_0019324_6	fadA//ung//mrcA//thrS//tehB//
go_0019343_8	ilvM//
go_0019344_7	fumC//
go_0019346_7	putA//
go_0019353_8	slyD//argD//gcvH//hcaE//
go_0019354_6	xapA//
go_0019379_5	gph//
go_0019380_6	metK//gcl//
go_0019388_7	cpsG//
go_0019391_6	paaG//
go_0019394_7	sucB//
go_0019395_5	cysQ//
go_0019404_8	purB//yieF//
go_0019413_6	ribE//yjhG//
go_0019419_4	murD//
go_0019427_7	trpA//
go_0019430_5	ruvB//dhaL//aspA//
go_0019432_7	cpdB//
go_0019439_5	mtlD//yieH//
go_0019447_8	yghU//
go_0019450_9	psd//
go_0019464_7	murI//tcdA//serA//ddlB//citC//codA//
go_0019480_4	gloC//
go_0019509_7	
go_0019516_4	phnN//puuD//
go_0019521_6	leuD//garK//
go_0019542_6	sad//
go_0019545_6	gloC//
go_0019546_9	coaA//
go_0019563_7	citE//galM//gcd//
go_0019568_7	truB//amyA//
go_0019569_7	aspA//yieF//fbaA//
go_0019571_8	queA//nudG//ribF//
go_0019572_8	dld//
go_0019584_7	
go_0019588_7	bglA//hemG//
go_0019592_8	paaZ//
go_0019595_8	dcyD//
go_0019607_6	katE//agp//
go_0019622_6	gcvT//tag//ispF//
go_0019629_7	asnB//hinT//
go_0019632_5	panD//clsA//bglX//gatZ//
go_0019634_5	epmB//
go_0019645_6	rlmH//maeA//aes//
go_0019646_6	ahpC//trmI//mtn//gdhA//
go_0019664_6	treF//umpG//
go_0019665_5	murC//
go_0019673_6	waaC//
go_0019676_3	wzb//
go_0019677_8	
go_0019679_7	queF//truA//aroA//
go_0019686_6	tesB//
go_0019698_7	trmI//pgaB//paaC//rlmG//pdxB//speG//
go_0019700_6	aroC//tdcB//codA//rffC//
go_0019740_2	lacZ//yfbR//nadA//fadD//rlmE//pdxB//
go_0019752_6	
go_0019805_6	purD//
go_0019835_3	
go_0019852_5	kdsA//tsaC//kbaZ//
go_0019854_6	puuA//dacC//
go_0019856_7	treF//
go_0019858_7	gatZ//
go_0019859_7	aroD//
go_0019877_6	hisH//cobU//waaJ//
go_0019878_9	mdh//
go_0019935_6	tsaE//lipB//
go_0019985_8	hisH//ispB//
go_0019988_7	pykF//
go_0022417_4	adiA//
go_0022610_2	yccX//
go_0022611_3	appA//kbaZ//fau//
go_0022900_4	pepD//ispU//
go_0022904_5	clsC//ppsA//trpC//
go_0023014_4	rluE//cfa//chbF//
go_0030001_7	betB//dcyD//speC//
go_0030007_8	ldhA//
go_0030026_9	
go_0030091_6	lpxT//queD//cysD//orn//
go_0030153_5	
go_0030162_7	
go_0030163_5	lpxD//yfeX//ftnA//ppk//
go_0030244_9	
go_0030258_5	rpiA//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	glgP//trmA//
go_0030388_5	paaF//chbF//rluD//
go_0030488_6	ilvB//slt//eptA//hemE//phnJ//dgoA//cysM//rihA//speG//asnB//
go_0030490_10	
go_0030497_7	rsmH//adiA//
go_0030541_4	
go_0030573_6	ushA//
go_0030632_8	thrA//dacA//pnp//der//
go_0030641_8	pbpC//aphA//
go_0030643_8	
go_0030961_9	epmB//
go_0030980_7	ltaE//hisC//aroB//
go_0031118_8	hemD//
go_0031119_8	hyaA//acnB//ribA//aroE//sad//aroL//
go_0031125_10	gcvH//
go_0031162_5	icd//
go_0031167_6	speD//hflX//ubiG//gluQ//cyaA//glnS//
go_0031280_6	gnd//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	preA//
go_0031400_8	
go_0031439_9	
go_0031460_7	phnN//frlC//mutY//hemB//lysC//queA//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	mhpD//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	panE//
go_0032026_6	gatY//
go_0032049_8	murF//folD//idnD//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	ubiH//
go_0032196_3	pdxB//
go_0032238_6	otsA//
go_0032259_3	rsmG//tdh//rffH//rnt//
go_0032261_6	pykF//
go_0032263_7	rpe//arnB//
go_0032264_7	dcd//otsB//
go_0032265_7	prpD//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	tsaE//adiA//dacC//
go_0032329_7	rhaB//aroA//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	rlmF//
go_0032445_10	rutD//speD//
go_0032462_7	lplA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	paaZ//ubiI//trmO//psuG//
go_0032774_6	mutL//
go_0032775_6	hemH//nrdD//rhaA//
go_0032781_7	
go_0032784_8	
go_0032790_6	garD//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	nadE//
go_0032978_7	
go_0033014_6	ulaE//mrcB//
go_0033051_5	birA//
go_0033120_8	
go_0033194_5	aroA//phnJ//mutM//
go_0033195_5	umuC//
go_0033212_10	sucB//gstA//
go_0033214_11	yjjG//gabD//
go_0033228_8	glxK//ltaE//argA//
go_0033317_7	hypB//nrfA//rsuA//btuR//
go_0033320_6	bioC//
go_0033345_8	bioH//acpH//
go_0033353_5	cpsB//
go_0033359_7	rnd//rsmJ//
go_0033384_6	dhaK//
go_0033388_7	scpB//
go_0033477_5	sgbE//
go_0033499_8	hcp//glcB//lpd//ydiB//mltC//
go_0033518_6	slyD//
go_0033539_7	murD//
go_0033542_7	ansB//
go_0033543_8	arnT//
go_0033567_6	
go_0033585_7	yfcF//preA//
go_0033611_8	fkpB//
go_0033683_7	
go_0034194_8	tdh//frlB//umuC//
go_0034195_8	metL//
go_0034198_6	fucI//ldcA//
go_0034203_6	icd//
go_0034204_5	pdxY//frmB//
go_0034213_6	cysE//
go_0034214_7	murF//metE//ldhA//
go_0034219_6	pphA//dacC//murA//bfr//proS//nfi//sucC//adhP//pykA//malY//mak//cpdA//yihX//mrcB//serB//tsaE//malZ//dgt//glpC//eutD//ribA//yajO//garD//glnS//clsB//dgoD//moaA//roxA//paaC//
go_0034220_6	cysN//yjcS//rnb//argE//nemA//argB//
go_0034224_6	
go_0034227_8	hdhA//
go_0034258_8	glcB//
go_0034260_5	
go_0034289_7	moeA//
go_0034337_3	purT//
go_0034355_7	metL//uxuB//ssuD//pdxH//
go_0034401_5	
go_0034414_9	katG//
go_0034421_8	gcvH//
go_0034470_8	epmA//
go_0034552_7	
go_0034599_5	citC//pgk//xylA//mutL//waaS//
go_0034605_5	wrbA//trmL//
go_0034614_6	galK//
go_0034620_6	rsuA//
go_0034628_9	nrdA//rsmC//ybcF//rsuA//pncB//
go_0034635_6	cyoE//
go_0034644_7	yfaU//
go_0034661_7	
go_0034775_7	selB//thiE//
go_0034983_9	ahr//guaC//
go_0035235_6	pheS//dut//deoA//
go_0035307_9	
go_0035335_8	ilvN//lpxM//
go_0035344_8	yajO//uvrB//
go_0035350_6	lsrK//
go_0035429_8	rsmC//waaL//nrdE//garR//pgpA//folC//
go_0035433_7	mltA//
go_0035434_9	cof//
go_0035435_9	bcsA//rffC//rlmI//pyrE//
go_0035442_7	aldA//mog//paaB//cdsA//hisS//yahK//nudB//
go_0035443_7	alsE//torC//uvrC//
go_0035444_9	hisG//epmC//nrfC//mcrB//
go_0035461_6	murB//
go_0035524_8	kbaY//
go_0035552_6	maa//
go_0035553_6	etk//
go_0035556_4	
go_0035600_8	gcd//
go_0035672_6	pgpB//ilvI//glnS//
go_0035725_9	pdxJ//moeA//guaA//speG//dmsB//
go_0035784_9	dkgB//
go_0035864_6	
go_0035873_8	paaK//mtgA//
go_0035999_5	pgl//galT//glpX//
go_0036001_7	mcrA//
go_0036047_9	argF//
go_0036049_9	selA//
go_0036088_6	alr//
go_0036104_6	menH//glcD//
go_0036172_6	uxaC//
go_0036214_3	
go_0036265_6	tmcA//
go_0036289_9	recF//otsA//
go_0036448_6	ynfH//queC//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	torC//curA//
go_0040033_9	
go_0042026_4	cheB//yjhG//fkpB//aes//
go_0042126_5	gcvH//
go_0042128_5	
go_0042150_7	mutH//
go_0042157_5	
go_0042158_6	ycaO//guaA//
go_0042177_7	
go_0042182_5	prpB//
go_0042219_6	
go_0042245_7	pinE//dhaM//ndh//
go_0042254_5	narY//
go_0042255_6	
go_0042274_5	cadA//
go_0042304_7	
go_0042351_7	gmk//
go_0042355_8	ileS//lpxC//frmB//ribA//phnM//plsC//
go_0042371_7	fadI//
go_0042413_6	ada//pinE//
go_0042450_7	citG//lpd//ddlB//uxaA//lysC//rlmM//
go_0042454_7	waaA//
go_0042493_4	araD//dapF//ligB//paaG//fumA//dapA//fumB//hcaC//ttdA//tesB//citC//pheT//yajO//
go_0042538_6	frlC//dfp//waaP//
go_0042542_5	nanK//epd//thiL//kdsB//
go_0042545_5	katE//
go_0042594_4	rsmD//katE//entH//rpiB//
go_0042619_6	
go_0042710_4	miaB//frlC//argI//rluF//ndh//ulaE//mtn//aroE//
go_0042732_6	waaZ//
go_0042744_6	tyrA//fucA//
go_0042759_7	manA//
go_0042773_6	metH//
go_0042777_8	
go_0042780_10	tag//prmB//
go_0042817_5	apaH//
go_0042819_6	glcD//
go_0042823_6	ispH//ilvN//queF//tmcA//
go_0042838_6	yhdH//mog//ghrB//lpcA//
go_0042840_7	amiD//hisH//pphB//araA//rfe//purC//
go_0042843_7	cysE//fumC//
go_0042846_8	eutD//
go_0042852_9	etk//
go_0042867_8	iaaA//
go_0042873_7	pyrB//
go_0042882_10	tdcB//yfaU//
go_0042884_7	kdsC//aroC//torC//
go_0042885_8	spoT//
go_0042891_6	ftsI//yahK//nudB//gudD//ppx//narG//asnA//
go_0042906_8	gltB//yhdJ//ispA//
go_0042908_5	gpp//
go_0042914_8	ynfH//
go_0042918_6	nfsB//valS//
go_0042919_6	
go_0042920_6	ppc//
go_0042928_7	
go_0042930_7	rlmC//gloB//clsB//gshB//ldtC//talB//sgbH//nadE//mepS//rffM//
go_0042938_8	hcaB//nth//ppiC//
go_0042939_8	glgB//
go_0042941_8	ilvB//
go_0042942_6	dusB//sgbE//
go_0042953_6	
go_0042956_8	rsmH//murE//
go_0042968_8	speF//dhaM//speG//
go_0043039_6	amyA//aroF//mmuM//
go_0043041_6	yhdH//folE//
go_0043085_5	trmA//dbpA//dgoK//
go_0043086_5	yegS//
go_0043093_3	rfbB//aceA//mnmG//dfp//
go_0043097_6	gpt//clsC//
go_0043099_7	pyrF//
go_0043100_6	amyA//
go_0043102_5	ubiX//
go_0043103_7	araB//
go_0043137_6	mraY//aceA//
go_0043150_8	
go_0043157_6	mraY//
go_0043164_6	argG//folA//dsdA//nagA//trpD//ycjU//ribC//
go_0043165_6	rfbD//sdhA//
go_0043171_5	trmO//glyA//cynT//ribD//patD//
go_0043200_5	
go_0043201_6	
go_0043213_7	gpsA//hypF//
go_0043254_5	
go_0043335_3	xapA//tmcA//kbaZ//chbG//paaC//
go_0043433_5	uxaC//rlmD//aspS//
go_0043442_6	panE//
go_0043456_6	dxr//
go_0043462_6	fadE//
go_0043470_6	
go_0043471_6	
go_0043488_5	dusC//sgbU//trpE//
go_0043547_7	
go_0043571_7	fadH//
go_0043610_4	sdhD//mrcA//rhaM//
go_0043686_7	cmoB//
go_0043687_7	pyrF//rsmC//mhpB//lpxT//ppiC//
go_0043708_5	yigL//
go_0043709_6	ribA//
go_0043711_5	
go_0043952_7	
go_0043953_7	galE//
go_0044010_5	eptB//umpG//appA//mnmG//luxS//ulaD//
go_0044011_4	thiM//
go_0044036_5	gudD//arsC//waaB//
go_0044038_6	rrrD//dhaL//
go_0044092_4	
go_0044179_5	
go_0044208_7	prmB//
go_0044238_3	hycB//paoC//pgaC//hcaE//
go_0044248_4	
go_0044255_4	
go_0044262_4	dsdA//trmD//
go_0044273_5	pfkA//
go_0044275_5	wrbA//
go_0044349_6	
go_0044355_6	gluQ//
go_0044532_6	
go_0044659_7	btuE//
go_0044718_6	queG//
go_0044764_3	
go_0044780_6	asnS//
go_0044781_5	
go_0044787_5	alaS//
go_0044874_7	
go_0045004_7	folX//coaD//fadJ//
go_0045013_7	
go_0045226_7	leuS//rsuA//lpxT//paaF//fumC//ssuE//
go_0045333_5	ubiE//dmsA//
go_0045337_6	gatD//
go_0045454_4	murB//feaB//hcaF//hinT//cysQ//bioD//adhP//
go_0045471_5	rluE//eptB//
go_0045717_8	glcE//pphA//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	pdeR//cysC//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	hemN//aldA//pnp//ilvC//dsdA//
go_0045893_8	murE//lpxC//
go_0045900_9	
go_0045903_5	dapF//
go_0045912_6	yqhD//mdh//waaA//
go_0045926_5	
go_0045936_8	
go_0045947_9	cysD//dgcZ//
go_0045975_9	
go_0045990_6	
go_0046037_8	mog//
go_0046040_8	suhB//
go_0046047_8	gadA//
go_0046050_8	gltD//ilvH//kdsB//
go_0046052_8	pdxH//
go_0046061_8	pgl//
go_0046076_8	bioA//
go_0046081_8	rrrD//hemD//
go_0046086_6	polA//
go_0046098_7	argE//
go_0046100_7	hemF//
go_0046101_6	tdh//phoA//
go_0046103_9	uvrB//
go_0046104_8	ygeX//
go_0046115_10	glgB//
go_0046133_8	rfbC//dld//
go_0046166_6	recJ//
go_0046168_6	uxaA//rsmH//
go_0046176_6	patD//fucK//ispH//ubiI//
go_0046177_7	yciV//azoR//hemN//alkA//
go_0046181_7	allB//
go_0046183_7	pbpC//entD//cof//
go_0046187_6	ldtC//
go_0046196_5	bglB//
go_0046210_6	leuD//malY//cdh//
go_0046214_6	menF//
go_0046256_7	plsB//epmC//
go_0046271_5	pdxH//
go_0046279_6	rsmC//
go_0046292_4	puuE//
go_0046294_5	mrcB//add//
go_0046296_6	xapA//hemB//sdhB//
go_0046306_6	fucK//fadI//
go_0046323_10	prs//
go_0046325_8	
go_0046336_6	pfkA//
go_0046342_8	ynfE//
go_0046348_6	rihA//wecC//
go_0046365_5	sodC//
go_0046392_7	ghrB//yagF//abgB//rluF//
go_0046397_6	
go_0046416_6	miaA//
go_0046452_6	araD//
go_0046459_6	glk//
go_0046470_5	
go_0046474_6	ftsI//napC//idnO//pyrH//rpiA//queF//
go_0046487_5	rffM//
go_0046501_6	rbn//
go_0046618_6	yqjH//accC//eutB//ddlB//glgA//glgA//
go_0046654_7	xylA//plsC//gapA//gcd//recO//
go_0046655_5	serB//
go_0046656_6	gatD//napB//fadM//putA//kdsB//ung//
go_0046657_6	glcF//
go_0046677_4	ppc//narZ//rlmC//dusB//fabA//miaB//gdhA//glnS//epmC//rsmI//rfbD//ilvI//poxB//frdA//pdxH//gntK//wecC//garR//yagF//narZ//lpcA//lpcA//ndh//fabZ//ldtB//uxaA//lpxT//cobC//ubiA//tynA//cysD//
go_0046685_4	murA//murB//
go_0046686_6	tgt//
go_0046688_6	pyrD//leuA//
go_0046690_5	paaE//treF//
go_0046710_8	plsB//
go_0046718_8	eptA//rutB//
go_0046777_8	gmk//gmk//alaC//
go_0046834_6	ansB//
go_0046835_5	tmcA//yfcG//pheA//rsmD//cysC//treC//pck//gpsA//tsaB//sdhD//rfaD//mmuM//nrdE//rbsK//fabH//sdaB//dhaK//trmH//fdhF//fcl//ulaF//
go_0046836_7	gabT//
go_0046839_6	dnaE//
go_0046855_6	moaE//
go_0046892_8	
go_0046901_7	ybjG//
go_0046939_7	fabG//serA//oxc//lsrK//
go_0046942_7	tdh//moeA//trpC//
go_0046944_7	katE//
go_0047484_6	
go_0048034_6	yhdJ//
go_0048255_6	
go_0048473_8	aroK//
go_0048518_4	
go_0048870_3	prpD//
go_0050427_5	talB//
go_0050667_6	dgcZ//otsA//
go_0050779_5	panE//
go_0050790_4	gabT//nrdE//
go_0050821_5	thrA//umpG//
go_0050918_5	waaQ//rlmM//
go_0050919_5	moaA//
go_0051050_5	
go_0051083_5	roxA//
go_0051085_5	alaA//trmL//
go_0051090_4	katG//
go_0051091_5	argH//
go_0051131_7	
go_0051143_8	bcsA//
go_0051156_5	acpT//
go_0051171_5	
go_0051188_5	ilvI//
go_0051191_6	hycB//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	murB//treA//
go_0051270_5	
go_0051271_6	ubiA//proB//
go_0051274_8	
go_0051276_5	
go_0051289_8	nhoA//fabA//deoD//lpoA//rsmE//rnb//moaD//cueO//pgpA//mobA//leuB//def//fumA//argB//pyrF//tsaE//fabG//dacD//sgbE//ubiX//panD//glmM//menF//lpxB//kdsD//mltC//argK//dgt//rffM//yfbR//gutQ//galK//
go_0051301_3	rlmI//dapF//hemG//hchA//hyi//psd//kbaZ//hcp//
go_0051302_5	
go_0051304_4	ldhA//
go_0051338_5	
go_0051345_6	
go_0051346_6	adhE//
go_0051347_6	
go_0051349_6	
go_0051353_6	acnA//
go_0051391_8	arnA//
go_0051409_4	narV//
go_0051410_3	menD//
go_0051452_10	ubiE//
go_0051453_9	rihC//
go_0051454_10	rutE//ispH//treF//dinB//murQ//
go_0051476_7	fcl//
go_0051484_7	suhB//
go_0051495_8	
go_0051595_6	cfa//ribD//
go_0051596_6	dgoA//metG//bacA//pbpC//
go_0051599_4	
go_0051603_6	entA//narY//
go_0051604_5	sdhB//dacD//thrC//
go_0051607_4	folP//waaQ//
go_0051649_4	
go_0051668_4	
go_0051692_6	maeA//metB//
go_0051704_2	yqjH//mrdA//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	ldtB//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	cdh//trpD//
go_0052778_6	ndk//
go_0052837_6	xapA//
go_0055070_10	mdh//
go_0055072_10	dapD//gadB//
go_0055085_5	tyrA//pfkB//hemA//adhE//pgk//ldcC//ybjG//pyrG//dcyD//pabA//hcaD//yfdR//clsA//cobC//bioC//gutQ//preA//argH//alsE//ppiA//hemG//waaY//clsC//nfsB//gmd//dcyD//manA//ybcF//purL//thiI//dapB//accD//rlmI//waaQ//hycB//ugd//ilvE//otsB//feaB//cmk//ribA//ybjG//katE//dgoK//arsC//torZ//aroF//rhaM//bacA//dapA//accB//acpS//aspS//pyrF//rluE//betA//hemG//bglB//waaY//lsrK//bglB//tmcA//metL//dkgA//slt//pldB//glpD//glnA//ribF//hisD//gmk//putA//mdh//yieF//pgi//lyxK//gluQ//aldB//frmB//rnt//
go_0055086_4	nrfB//astC//
go_0055114_3	citE//alaC//menA//folC//rpiB//nanA//fadM//der//thiI//yjjX//pta//menF//nrdF//serA//yeaE//yjiA//dusC//maa//yahK//nadC//aphA//rlmF//tatD//rpiA//uxaC//pcm//aldB//menA//srlD//queC//nagA//ilvE//fucA//ampH//purL//aroE//edd//murG//argB//eptC//psd//ispA//rutA//metH//
go_0055129_5	fadJ//ilvN//ddlA//
go_0055130_8	phnN//yjhG//
go_0060003_10	truD//ubiC//
go_0060274_5	uxuB//
go_0060326_5	galU//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	fkpA//
go_0061077_4	gshB//hdhA//rihC//pfkB//ubiA//
go_0061475_9	argF//
go_0061504_8	ycjU//
go_0061610_5	iaaA//
go_0061615_7	mnaT//yrfG//
go_0061720_5	ileS//nrfC//folA//
go_0065002_6	sgbU//
go_0065007_2	ulaG//
go_0070084_7	rffC//
go_0070178_5	purA//
go_0070207_8	narG//fucO//deoB//
go_0070298_8	
go_0070301_6	pykA//prpB//
go_0070329_5	ppiC//
go_0070413_7	frmA//
go_0070415_6	folA//paaB//
go_0070417_5	ruvC//
go_0070453_7	acpT//
go_0070475_7	trmJ//thrS//fadM//dxr//mutT//ribE//phnM//tsaB//hemD//ltaE//aroK//uxaC//rlmF//yfcF//phnI//dmsA//ygjK//ampH//lyxK//
go_0070476_7	ubiH//ldtD//
go_0070482_4	cynS//
go_0070574_9	dmlA//cadA//accB//cpsB//
go_0070581_8	
go_0070588_9	
go_0070689_6	chbG//carA//
go_0070726_5	eutD//mltC//
go_0070778_6	entB//putA//
go_0070894_6	
go_0070930_7	
go_0070981_6	dsdA//
go_0070989_4	glpA//
go_0071139_6	
go_0071218_6	ileS//
go_0071229_5	
go_0071230_6	dadA//
go_0071236_5	hyaA//ppk//ygeX//
go_0071237_6	
go_0071243_5	tdcG//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	menA//
go_0071271_7	rlmB//
go_0071276_7	
go_0071280_7	fabD//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	dgkA//cmk//
go_0071289_7	katG//
go_0071291_6	uvrB//
go_0071292_7	hisA//
go_0071294_7	nanE//
go_0071310_5	
go_0071421_9	coaD//aes//adhE//
go_0071422_7	mutH//trmI//tehB//
go_0071423_8	apt//
go_0071454_5	clsC//yfcG//
go_0071456_5	
go_0071467_5	
go_0071468_6	phoA//caiD//hcp//uvrA//
go_0071470_5	
go_0071474_6	kbaZ//frdB//entF//
go_0071500_5	dld//
go_0071502_5	
go_0071555_4	rhaA//rbsD//malQ//puuC//ilvM//murD//rlmJ//menB//
go_0071577_9	fumA//upp//dgoK//opgE//yhdH//torA//
go_0071705_5	
go_0071731_5	
go_0071732_6	ispH//
go_0071769_5	
go_0071805_4	mngB//nadC//lgoD//clsC//cysH//hisC//umuD//bioD//aroD//
go_0071806_6	gstB//carA//
go_0071807_8	
go_0071897_6	ubiX//lsrK//pepD//cmoA//uxuA//dkgB//
go_0071915_9	bglB//
go_0071932_8	queC//
go_0071934_6	udp//
go_0071945_7	
go_0071951_8	yagF//
go_0071963_4	
go_0071973_6	yidA//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	dam//kbaY//
go_0072348_5	hcp//
go_0072488_7	trpA//
go_0072511_7	prpB//
go_0072531_6	yagE//
go_0072581_9	gpmA//
go_0072714_5	
go_0075713_7	
go_0080111_4	ubiF//trmO//
go_0089705_7	
go_0089709_7	moaA//yjiA//
go_0090071_6	
go_0090116_7	cmoA//
go_0090143_4	
go_0090305_6	ymdB//truB//frc//sgbU//ligA//phnN//maa//ravA//birA//cheB//tsaE//lsrG//mltC//phnG//maeA//ppiA//kbaY//glpB//ybiV//nadB//narZ//galM//dam//rlmG//gcvT//thiG//waaQ//metC//lpxH//dgcM//purC//entA//ilvD//pgl//glk//mutS//ilvM//gor//prpB//lpxD//manA//fabB//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	aceB//rlmC//gloB//lipB//hpt//folE//paaH//clsA//mtn//plsC//rluE//mutT//
go_0090502_8	hcaE//dgcZ//puuE//rlmJ//prmB//citG//adhP//hisI//cysI//mazG//paaH//ampH//sdhB//aceA//asnA//xthA//cmoA//
go_0090503_8	ulaG//nudC//epmB//yhdJ//insI-2//tatD//pgi//purN//ddlB//
go_0090529_5	
go_0090540_10	eptB//
go_0090549_5	
go_0090609_6	fdhF//
go_0097056_7	yfeW//
go_0097264_6	folE//
go_0097304_7	ybcF//
go_0097339_7	leuA//
go_0097428_6	ruvB//yfaU//
go_0097502_4	gdhA//
go_0097510_7	tyrB//
go_0097533_5	
go_0097638_8	lpxH//
go_0098002_8	
go_0098655_7	otsA//hemH//malS//trpA//mutL//galK//rbsD//frdA//umpH//acnB//rluC//hinT//queF//lysS//ubiD//
go_0098656_7	garR//
go_0098707_10	
go_0098708_8	wrbA//rsmF//
go_0098710_7	udk//queD//
go_0098713_8	aroK//ubiH//
go_0098719_9	
go_0098732_6	mobA//
go_0098795_9	murA//
go_0098869_4	preT//patZ//kdsC//ppx//hisB//aes//ugd//feaB//bioH//nagA//epmC//aroB//pdxK//lpxM//suhB//
go_0099131_7	ribA//
go_0099132_7	serA//ldtC//torC//argF//panD//psd//pncB//cobS//
