# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	tsaD//
go_0015909_8	fadH//
go_0015912_8	leuD//
go_0015914_7	ubiE//
go_0015920_7	alsE//yfcG//
go_0015937_7	miaB//nrfB//aroG//aspS//
go_0015940_6	acnA//
go_0015944_4	leuC//truA//gltB//
go_0015949_5	cmk//rpiB//pdxJ//miaB//murF//kbaY//dinB//ppx//treF//argA//yfbR//asnB//entA//ilvH//truB//hcaC//rsgA//hyaA//
go_0015950_6	gluQ//
go_0015951_7	phnH//thiH//
go_0015968_6	
go_0015969_8	prpC//pykF//
go_0015976_2	glk//
go_0015986_7	
go_0015990_10	coaE//narG//
go_0016024_7	alr//
go_0016032_5	waaY//
go_0016036_6	rfaE//lldD//
go_0016042_5	
go_0016052_5	hisG//xylA//rnt//trmL//
go_0016075_8	coaD//
go_0016078_8	betA//
go_0016094_6	kbaZ//citX//
go_0016226_5	mnmC//ispA//pdeR//gpp//
go_0016259_7	ackA//
go_0016260_8	yieF//mrcB//pgi//
go_0016310_6	xdhB//arnB//mutS//entB//glyS//pgaB//bcsA//nadB//uxuB//ydfG//leuD//ogt//folP//phoA//glyA//alkA//ruvB//
go_0016311_6	metL//purD//waaY//yqaB//moeA//paaC//kbaY//cfa//lpxP//rffH//ampD//pgpC//nemA//sad//gcl//dmsC//hisH//bglB//rlmH//mrcB//ycjU//malY//birA//ybhA//psd//alsK//acnA//add//guaB//gluQ//speC//speF//ackA//hemE//dxr//uxaB//thrB//dusB//dsdA//dacA//
go_0016458_3	
go_0016485_6	ybhA//cynS//
go_0016540_7	uvrB//etp//
go_0016579_7	rsmE//
go_0016998_5	purF//
go_0017001_5	rutB//
go_0017003_8	folX//
go_0017004_7	gloB//
go_0017013_7	
go_0017038_6	
go_0017148_8	puuC//gmk//deoD//yajO//purT//
go_0017189_7	yfcF//
go_0017198_7	menI//
go_0018012_8	selA//
go_0018023_7	fadE//
go_0018063_8	pphB//
go_0018070_8	truD//cysQ//
go_0018104_8	ansB//epd//cpsB//gudD//trmI//
go_0018105_8	gcvP//
go_0018106_8	
go_0018108_8	lpd//
go_0018117_8	
go_0018125_6	napB//
go_0018131_6	rhaB//
go_0018160_8	xylB//
go_0018206_8	fkpB//
go_0018247_9	azoR//
go_0018283_6	
go_0018298_7	folD//
go_0018307_7	lpxM//
go_0018315_8	birA//
go_0018339_9	nadB//
go_0018345_8	ndh//
go_0018364_6	aroD//pdeL//
go_0018378_9	
go_0018393_10	deoB//
go_0018394_9	miaA//
go_0018410_8	ttdB//
go_0018909_5	rsmF//
go_0018937_4	rlmA//
go_0019042_6	gudD//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	yfaU//
go_0019243_7	ybiV//prmB//deoB//gabT//
go_0019249_6	narZ//
go_0019250_7	pyrC//
go_0019262_6	hemN//rlmE//yidA//tilS//tktB//
go_0019264_7	paaF//
go_0019272_9	uvrB//tynA//
go_0019284_7	moaE//gltX//
go_0019285_5	gadA//entH//
go_0019288_6	mrcA//deoC//puuE//mobA//
go_0019290_5	
go_0019292_8	waaP//
go_0019294_6	ilvH//fumC//guaB//uxaB//
go_0019299_6	purD//
go_0019301_7	glxK//mmuM//purL//menF//menC//serS//purF//
go_0019303_7	mhpD//aroH//
go_0019305_7	phnP//
go_0019309_7	asnS//
go_0019316_8	leuA//glpK//aceF//
go_0019318_5	cysQ//
go_0019323_6	pgsA//garD//ubiC//aldA//guaB//nadB//thiC//
go_0019324_6	lpxH//thiD//waaA//lysS//cpsB//
go_0019343_8	sdhB//
go_0019344_7	codA//
go_0019346_7	recG//
go_0019353_8	garK//hisS//rhaB//codA//
go_0019354_6	yciV//
go_0019379_5	metB//
go_0019380_6	insI-2//fucA//
go_0019388_7	fucK//
go_0019391_6	cysN//
go_0019394_7	valS//
go_0019395_5	nrfB//
go_0019404_8	proS//nirB//
go_0019413_6	ttdA//fumB//
go_0019419_4	hemA//
go_0019427_7	dxr//
go_0019430_5	recO//yfcG//birA//
go_0019432_7	cynS//
go_0019439_5	trmD//treC//
go_0019447_8	hemL//
go_0019450_9	nagA//
go_0019464_7	pyrE//rffT//speA//upp//ldtA//betA//
go_0019480_4	leuC//
go_0019509_7	
go_0019516_4	pheT//rlmG//
go_0019521_6	mog//nrfB//
go_0019542_6	narV//
go_0019545_6	hisS//
go_0019546_9	zwf//
go_0019563_7	hypF//glk//rpe//
go_0019568_7	paaA//pyrG//
go_0019569_7	moeB//rnb//birA//
go_0019571_8	tsaD//sgbU//fadM//
go_0019572_8	waaU//
go_0019584_7	
go_0019588_7	frlC//rsmJ//
go_0019592_8	entE//
go_0019595_8	rbsK//
go_0019607_6	yihU//accC//
go_0019622_6	ilvI//glgA//gshA//
go_0019629_7	idnK//aroL//
go_0019632_5	argC//opgB//pgk//trmI//
go_0019634_5	coaA//
go_0019645_6	pgl//patD//allD//
go_0019646_6	carA//frlC//pyrH//nrdB//
go_0019664_6	fadE//lpoA//
go_0019665_5	fcl//
go_0019673_6	fklB//
go_0019676_3	lpxL//
go_0019677_8	
go_0019679_7	aroA//ydfG//gatZ//
go_0019686_6	pgpC//
go_0019698_7	roxA//fkpB//trmL//aroG//aspC//waaF//
go_0019700_6	cyaA//sucD//nagA//aldB//
go_0019740_2	poxB//nudF//malQ//ribB//moaA//malZ//
go_0019752_6	
go_0019805_6	glxR//
go_0019835_3	
go_0019852_5	btuR//truA//etk//
go_0019854_6	tdcG//idnD//
go_0019856_7	thiL//
go_0019858_7	cysD//
go_0019859_7	psd//
go_0019877_6	sgbE//moeA//hyaC//
go_0019878_9	paaE//
go_0019935_6	nagK//napB//
go_0019985_8	clsA//rbn//
go_0019988_7	pdeF//
go_0022417_4	zwf//
go_0022610_2	ilvA//
go_0022611_3	waaU//pyrF//azoR//
go_0022900_4	def//queG//
go_0022904_5	coaD//narI//mnaT//
go_0023014_4	kdsD//sdaB//ushA//
go_0030001_7	panD//fabB//aldB//
go_0030007_8	frc//
go_0030026_9	
go_0030091_6	galM//sdaA//fkpA//narY//
go_0030153_5	
go_0030162_7	
go_0030163_5	ruvB//nrdF//glxR//glcE//
go_0030244_9	
go_0030258_5	napB//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	rlmC//panD//
go_0030388_5	entB//trmI//tktA//
go_0030488_6	ampH//acs//lpxD//galT//argB//lysC//dut//deoA//moeA//argK//
go_0030490_10	
go_0030497_7	cpdA//trmA//
go_0030541_4	
go_0030573_6	ssuD//
go_0030632_8	rluE//moeB//gdhA//rlmI//
go_0030641_8	aroA//yeaE//
go_0030643_8	
go_0030961_9	rluF//
go_0030980_7	argS//pgi//fadI//
go_0031118_8	ulaD//
go_0031119_8	cynT//yegS//eptB//moeA//tgt//sufS//
go_0031125_10	dmsC//
go_0031162_5	tyrA//
go_0031167_6	ilvA//aroF//sad//sucC//nagK//rbsD//
go_0031280_6	uxaB//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	recG//
go_0031400_8	
go_0031439_9	
go_0031460_7	dcm//pagP//tyrB//murC//frdC//glgC//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	puuA//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	pykF//
go_0032026_6	gabT//
go_0032049_8	yfbR//tdcE//dkgA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	gatD//
go_0032196_3	yhdJ//
go_0032238_6	hemL//
go_0032259_3	thiM//paaF//yihV//fucI//
go_0032261_6	ndh//
go_0032263_7	eptA//recR//
go_0032264_7	panD//tmk//
go_0032265_7	hisF//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	otsA//pdxH//wecC//
go_0032329_7	entC//rutC//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	narG//
go_0032445_10	pgl//opgB//
go_0032462_7	fadA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	entB//proS//pepD//dnaE//
go_0032774_6	idnK//
go_0032775_6	lsrK//polA//dacA//
go_0032781_7	
go_0032784_8	
go_0032790_6	yjjX//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	lpxP//
go_0032978_7	
go_0033014_6	pgk//fkpB//
go_0033051_5	dcyD//
go_0033120_8	
go_0033194_5	hdhA//rpiB//rsmD//
go_0033195_5	ycjU//
go_0033212_10	tmcA//ansA//
go_0033214_11	trmL//folM//
go_0033228_8	agp//dhaL//folM//
go_0033317_7	ispG//tilS//aphA//rfbB//
go_0033320_6	ycaO//
go_0033345_8	tnaA//ybjG//
go_0033353_5	pyrE//
go_0033359_7	nadB//malY//
go_0033384_6	phnH//
go_0033388_7	betB//
go_0033477_5	rbsK//
go_0033499_8	yajO//napB//rpe//mrcA//yajO//
go_0033518_6	thrB//
go_0033539_7	gadB//
go_0033542_7	rffC//
go_0033543_8	caiD//
go_0033567_6	
go_0033585_7	ligB//tsaC//
go_0033611_8	cysQ//
go_0033683_7	
go_0034194_8	acpS//nudG//murQ//
go_0034195_8	dapA//
go_0034198_6	tsaE//betA//
go_0034203_6	ilvN//
go_0034204_5	hcaF//bioB//
go_0034213_6	nrdE//
go_0034214_7	waaU//mepS//mpaA//
go_0034219_6	uxaC//mug//plsB//relA//entF//pabC//rfbB//glpA//glnA//ilvA//iscS//nadE//pgm//ftnA//tauD//yahK//hemG//ldtC//clsC//menH//recR//melA//maeA//purL//uvrC//purT//yeaG//aspC//yieH//
go_0034220_6	ycjU//menH//ybjG//kefF//waaU//aceF//
go_0034224_6	
go_0034227_8	speD//
go_0034258_8	mutY//
go_0034260_5	
go_0034289_7	ycjU//
go_0034337_3	yihV//
go_0034355_7	ppiC//ftsI//cysS//gloC//
go_0034401_5	
go_0034414_9	cysS//
go_0034421_8	ampD//
go_0034470_8	entD//
go_0034552_7	
go_0034599_5	pflB//frdA//rihA//curA//yqjH//
go_0034605_5	ybhA//proC//
go_0034614_6	ddlB//
go_0034620_6	pgaC//
go_0034628_9	glpA//aes//mhpC//edd//nemA//
go_0034635_6	xthA//
go_0034644_7	argS//
go_0034661_7	
go_0034775_7	cpdB//patA//
go_0034983_9	abgA//melA//
go_0035235_6	ogt//hcaE//pgsA//
go_0035307_9	
go_0035335_8	cheR//gdhA//
go_0035344_8	hisI//mltB//
go_0035350_6	argC//
go_0035429_8	trmO//ribF//speE//nrdB//hemD//btuE//
go_0035433_7	sucA//
go_0035434_9	frmA//
go_0035435_9	aroL//treA//ubiI//narI//
go_0035442_7	slt//truD//rihC//ldtD//gltD//lpxT//cobB//
go_0035443_7	hchA//pphA//ilvC//
go_0035444_9	nirD//trmO//dkgA//cobC//
go_0035461_6	fau//
go_0035524_8	avtA//
go_0035552_6	accC//
go_0035553_6	ldcA//
go_0035556_4	
go_0035600_8	rlmL//
go_0035672_6	mobA//puuA//bglA//
go_0035725_9	pflB//dgoD//frdB//garD//pfkA//
go_0035784_9	cof//
go_0035864_6	
go_0035873_8	wzb//bioB//
go_0035999_5	glnE//phnN//accD//
go_0036001_7	folX//
go_0036047_9	acnA//
go_0036049_9	kduD//
go_0036088_6	waaC//
go_0036104_6	cmk//rluA//
go_0036172_6	sucC//
go_0036214_3	
go_0036265_6	pdxH//
go_0036289_9	uidA//waaY//
go_0036448_6	hcaB//dsdA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	dcd//mutY//
go_0040033_9	
go_0042026_4	preT//ispH//abgA//yfdR//
go_0042126_5	gltD//
go_0042128_5	
go_0042150_7	malS//
go_0042157_5	
go_0042158_6	yagF//panE//
go_0042177_7	
go_0042182_5	phnG//
go_0042219_6	
go_0042245_7	yidA//sufS//fucI//
go_0042254_5	pdxH//
go_0042255_6	
go_0042274_5	yeaG//
go_0042304_7	
go_0042351_7	uxaA//
go_0042355_8	fdhF//trmI//trpE//frlC//def//speD//
go_0042371_7	folE//
go_0042413_6	ybhA//sgbU//
go_0042450_7	rffC//dacC//bioD//allC//hcaD//deoC//
go_0042454_7	hchA//
go_0042493_4	yqjH//opgB//pagP//cysE//bcsA//recO//mltD//insI-1//rihA//dapA//glgA//cobT//allD//
go_0042538_6	entA//lpoB//dam//
go_0042542_5	trpA//sucC//glnE//dmsB//
go_0042545_5	thiL//
go_0042594_4	opgE//hemC//sodC//uxaA//
go_0042619_6	
go_0042710_4	patD//metK//aroE//dadA//araA//ulaG//ampH//lpxH//
go_0042732_6	dusC//
go_0042744_6	prs//truA//
go_0042759_7	galE//
go_0042773_6	sucA//
go_0042777_8	
go_0042780_10	yihT//kdsB//
go_0042817_5	tdh//
go_0042819_6	gabD//
go_0042823_6	yfeX//cobB//waaU//pbpC//
go_0042838_6	umpG//nrfA//paaA//mrdA//
go_0042840_7	proS//rluB//udk//bioB//gmd//uvrC//
go_0042843_7	opgE//mog//
go_0042846_8	ahpC//
go_0042852_9	kdsB//
go_0042867_8	hcaF//
go_0042873_7	leuB//
go_0042882_10	mmuM//metE//
go_0042884_7	pdeL//ileS//hchA//
go_0042885_8	ada//
go_0042891_6	ubiI//adhP//rutB//tyrS//carA//acs//epmC//
go_0042906_8	pdeF//insI-1//rluE//
go_0042908_5	rsmJ//
go_0042914_8	cysQ//
go_0042918_6	accD//rpe//
go_0042919_6	
go_0042920_6	otsB//
go_0042928_7	
go_0042930_7	leuS//bioC//pabC//ugd//yciA//alaA//patA//lsrK//lacZ//metH//
go_0042938_8	manA//bioH//accA//
go_0042939_8	speG//
go_0042941_8	lyxK//
go_0042942_6	phnH//aroG//
go_0042953_6	
go_0042956_8	panE//ygjK//
go_0042968_8	trpD//yfiC//entB//
go_0043039_6	frc//adhE//dxs//
go_0043041_6	rfbC//eda//
go_0043085_5	ppc//acs//gluQ//
go_0043086_5	purU//
go_0043093_3	malY//aspA//hyaC//purT//
go_0043097_6	rsmC//otsB//
go_0043099_7	mcrB//
go_0043100_6	trpC//
go_0043102_5	gcvH//
go_0043103_7	hisS//
go_0043137_6	malS//idnK//
go_0043150_8	
go_0043157_6	waaG//
go_0043164_6	murA//phoA//nrfD//gor//aroH//ddlA//speE//
go_0043165_6	gpp//ubiI//
go_0043171_5	rhaM//gcvT//trpC//gpmM//hisG//
go_0043200_5	
go_0043201_6	
go_0043213_7	ribB//waaS//
go_0043254_5	
go_0043335_3	uxaB//fklB//trpB//epmB//xylB//
go_0043433_5	dmlA//paaC//yjhH//
go_0043442_6	hcaE//
go_0043456_6	acpT//
go_0043462_6	purB//
go_0043470_6	
go_0043471_6	
go_0043488_5	clsA//mtn//tdcG//
go_0043547_7	
go_0043571_7	ilvD//
go_0043610_4	hflX//speC//acpH//
go_0043686_7	fadA//
go_0043687_7	pfkA//paaZ//nrdE//entB//murQ//
go_0043708_5	rnb//
go_0043709_6	pfkA//
go_0043711_5	
go_0043952_7	
go_0043953_7	paaB//
go_0044010_5	dxr//napA//yihS//paaF//entC//trmD//
go_0044011_4	glpK//
go_0044036_5	purL//tsaD//narH//
go_0044038_6	ydiB//dusB//
go_0044092_4	
go_0044179_5	
go_0044208_7	uvrB//
go_0044238_3	yihT//ddlA//nagB//gpp//
go_0044248_4	
go_0044255_4	
go_0044262_4	ydfG//ftnA//
go_0044273_5	wecC//
go_0044275_5	paaB//
go_0044349_6	
go_0044355_6	narH//
go_0044532_6	
go_0044659_7	nadB//
go_0044718_6	sdhC//
go_0044764_3	
go_0044780_6	polB//
go_0044781_5	
go_0044787_5	speE//
go_0044874_7	
go_0045004_7	pfkB//ddlA//pnp//
go_0045013_7	
go_0045226_7	pldB//acnA//rlmH//serB//yfaU//dcd//
go_0045333_5	pfkB//frlC//
go_0045337_6	eptB//
go_0045454_4	ribA//dinB//menB//malS//queC//tgt//speF//
go_0045471_5	gcvH//rsmD//
go_0045717_8	abgA//sucD//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	kduD//mhpD//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	panD//waaO//phnL//nanE//cheR//
go_0045893_8	mraY//entE//
go_0045900_9	
go_0045903_5	yfeX//
go_0045912_6	frlB//xdhB//aldB//
go_0045926_5	
go_0045936_8	
go_0045947_9	aspA//ychF//
go_0045975_9	
go_0045990_6	
go_0046037_8	yihX//
go_0046040_8	yfeX//
go_0046047_8	rdgB//
go_0046050_8	uxuA//mmuM//glxK//
go_0046052_8	aspC//
go_0046061_8	hemA//
go_0046076_8	nfsB//
go_0046081_8	argI//xthA//
go_0046086_6	glgX//
go_0046098_7	dkgA//
go_0046100_7	argH//
go_0046101_6	ampD//pgm//
go_0046103_9	speD//
go_0046104_8	leuS//
go_0046115_10	frdD//
go_0046133_8	tig//nadB//
go_0046166_6	alsE//
go_0046168_6	fumA//garD//
go_0046176_6	glgX//aroH//ycaO//solA//
go_0046177_7	mcrB//yihV//glmS//glcB//
go_0046181_7	dam//
go_0046183_7	hyaA//pdxY//argE//
go_0046187_6	ppiC//
go_0046196_5	fabB//
go_0046210_6	birA//waaF//tdcB//
go_0046214_6	rihC//
go_0046256_7	cyoE//pphA//
go_0046271_5	mltB//
go_0046279_6	citE//
go_0046292_4	tadA//
go_0046294_5	mutT//galE//
go_0046296_6	lpxM//rsmE//frlC//
go_0046306_6	fcl//argE//
go_0046323_10	galM//
go_0046325_8	
go_0046336_6	galU//
go_0046342_8	wzb//
go_0046348_6	mhpB//lpxH//
go_0046365_5	glxK//
go_0046392_7	ulaG//aroD//pheA//hisG//
go_0046397_6	
go_0046416_6	dapD//
go_0046452_6	fklB//
go_0046459_6	ndh//
go_0046470_5	
go_0046474_6	ubiA//pgpA//uvrA//purN//prpC//pgaB//
go_0046487_5	metF//
go_0046501_6	pagP//
go_0046618_6	rfbB//uvrB//pyrG//hchA//scpB//paaE//
go_0046654_7	cdsA//hyi//asd//rsmC//rfe//
go_0046655_5	cysD//
go_0046656_6	gcd//fkpB//leuA//asnA//phr//cdh//
go_0046657_6	nagB//
go_0046677_4	nadK//yajO//accA//nfsB//epmA//yqhD//epd//tmcA//rihA//epmC//cobC//dgcZ//yciV//metE//dusB//murC//gstA//yfeX//aroC//hcp//gloA//waaH//dkgB//dhaL//arnA//frlB//tdh//ydfG//etk//lpcA//upp//
go_0046685_4	cobU//ybjI//
go_0046686_6	atoB//
go_0046688_6	ycjU//ugd//
go_0046690_5	garD//malY//
go_0046710_8	fruK//
go_0046718_8	nudF//iscS//
go_0046777_8	metH//umpG//hemB//
go_0046834_6	glnS//
go_0046835_5	gcvP//murD//dmsA//narZ//sdhA//gabT//fadD//pgpC//katG//bcsA//pdxA//pyrG//yhdH//tdcG//codA//ansB//eno//icd//rsmI//yqaB//glxK//
go_0046836_7	pinE//
go_0046839_6	cadA//
go_0046855_6	fucA//
go_0046892_8	
go_0046901_7	pdeR//
go_0046939_7	betA//rfe//fucK//puuD//
go_0046942_7	paaC//poxB//aroL//
go_0046944_7	entF//
go_0047484_6	
go_0048034_6	aphA//
go_0048255_6	
go_0048473_8	ybjG//
go_0048518_4	
go_0048870_3	sdhA//
go_0050427_5	mutS//
go_0050667_6	lpxB//hemG//
go_0050779_5	rsmF//
go_0050790_4	speA//argB//
go_0050821_5	sseA//ssuD//
go_0050918_5	mtn//der//
go_0050919_5	tdh//
go_0051050_5	
go_0051083_5	arnB//
go_0051085_5	frdB//glyA//
go_0051090_4	menI//
go_0051091_5	fucA//
go_0051131_7	
go_0051143_8	folC//
go_0051156_5	asnA//
go_0051171_5	
go_0051188_5	trpD//
go_0051191_6	ilvM//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	trmH//tmcA//
go_0051270_5	
go_0051271_6	ispU//tdcB//
go_0051274_8	
go_0051276_5	
go_0051289_8	fruK//cysD//murG//astB//nrfC//asd//cobS//cmoA//rluB//pgl//dgoK//ubiI//trmL//ddlA//lysS//lldD//icd//tig//treC//rpe//cysQ//selB//yigL//lplA//rlmD//nagB//leuD//sdaA//rsmA//tdcG//rsmE//puuA//
go_0051301_3	kefF//mutL//nrdF//dgt//glk//garR//rimK//wcaJ//
go_0051302_5	
go_0051304_4	gmk//
go_0051338_5	
go_0051345_6	
go_0051346_6	purL//
go_0051347_6	
go_0051349_6	
go_0051353_6	recJ//
go_0051391_8	glnS//
go_0051409_4	moaD//
go_0051410_3	ldtD//
go_0051452_10	pphB//
go_0051453_9	proS//
go_0051454_10	murD//sodB//lpxT//fabZ//yagE//
go_0051476_7	mutT//
go_0051484_7	fabZ//
go_0051495_8	
go_0051595_6	mutS//metK//
go_0051596_6	ligA//gstA//manA//cpdA//
go_0051599_4	
go_0051603_6	hypB//dacD//
go_0051604_5	ldtD//cpsG//thiE//
go_0051607_4	menH//rutD//
go_0051649_4	
go_0051668_4	
go_0051692_6	udk//aroA//
go_0051704_2	araD//apaH//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	rsuA//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	trmA//glnS//
go_0052778_6	rluB//
go_0052837_6	dgkA//
go_0055070_10	acpT//
go_0055072_10	plsB//cdd//
go_0055085_5	pyrE//appA//rhaB//thiE//ispB//tdcD//hpt//frc//fruK//nrdE//frdA//ackA//ynfE//slyD//rlmJ//luxS//rimK//cpdA//yihV//atoB//frlC//kdsD//mhpA//ascB//tadA//xylA//malY//yfdR//fau//hcaD//yegS//rfe//nrfA//menH//argF//aes//rlmI//gluQ//adhE//adiA//upp//rhaD//nadD//melA//ravA//thiG//rsmG//rnb//fadE//dusB//cyaA//lipA//proB//arnB//pncB//trpS//lysU//ruvA//gshB//bioF//garL//ampH//yhdH//garL//serB//waaO//pykF//thiH//sufS//acpH//hycB//ppx//alsE//udk//pgm//lpxP//hemA//yegS//kdgK//bioH//
go_0055086_4	pdxA//ansB//
go_0055114_3	wrbA//ilvM//cobB//citC//dld//tyrS//ddlB//lysA//preA//thiH//phnG//cadA//mtn//luxS//upp//bioB//appA//phnP//lpxL//lpoA//paaC//ung//tadA//ruvB//glmM//cysK//rfbB//mgsA//nirB//deoD//purC//nadK//nrfA//menE//rlmH//rffC//pheA//ybjI//asnS//apaH//pyrD//yjhH//adeD//selA//
go_0055129_5	tpiA//dxr//fadA//
go_0055130_8	nrfC//rpe//
go_0060003_10	pnp//citE//
go_0060274_5	yeaE//
go_0060326_5	paaB//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	argF//
go_0061077_4	lpxM//ndk//ppiA//rph//nrfC//
go_0061475_9	ispU//
go_0061504_8	glnS//
go_0061610_5	hyi//
go_0061615_7	citX//edd//
go_0061720_5	dcm//proA//ddlB//
go_0065002_6	argD//
go_0065007_2	hflX//
go_0070084_7	surA//
go_0070178_5	nirD//
go_0070207_8	xthA//lipA//dusC//
go_0070298_8	
go_0070301_6	gadA//speF//
go_0070329_5	yigL//
go_0070413_7	fadH//
go_0070415_6	queF//fucK//
go_0070417_5	eutB//
go_0070453_7	metK//
go_0070475_7	dmsB//tktB//hemB//umuC//nadD//lysC//poxB//preA//mgsA//glmM//rlmA//mltA//cdh//sucA//rpiA//gcvP//hyaB//paaA//hisC//
go_0070476_7	fklB//fes//
go_0070482_4	trmH//
go_0070574_9	waaZ//nirD//folM//pck//
go_0070581_8	
go_0070588_9	
go_0070689_6	ymdB//arnA//
go_0070726_5	asd//deoA//
go_0070778_6	glpK//xdhB//
go_0070894_6	
go_0070930_7	
go_0070981_6	rlmM//
go_0070989_4	fabZ//
go_0071139_6	
go_0071218_6	rutC//
go_0071229_5	
go_0071230_6	gloB//
go_0071236_5	nth//dkgA//hdhA//
go_0071237_6	
go_0071243_5	nudB//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	dcd//
go_0071271_7	narV//
go_0071276_7	
go_0071280_7	gnd//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	ynfE//amyA//
go_0071289_7	dgcZ//
go_0071291_6	murC//
go_0071292_7	folE//
go_0071294_7	pdxK//
go_0071310_5	
go_0071421_9	proC//gldA//trpE//
go_0071422_7	gor//rpe//prmB//
go_0071423_8	nanE//
go_0071454_5	gatD//malZ//
go_0071456_5	
go_0071467_5	
go_0071468_6	menF//mnmG//glpD//dgkA//
go_0071470_5	
go_0071474_6	hemN//trpC//ulaD//
go_0071500_5	eutB//
go_0071502_5	
go_0071555_4	tesB//mgsA//tyrA//glpB//thiL//hemN//hemN//araA//
go_0071577_9	metE//gadA//fau//galU//gloC//rfaE//
go_0071705_5	
go_0071731_5	
go_0071732_6	betA//
go_0071769_5	
go_0071805_4	srlD//patZ//tag//deoA//sthA//rluA//ttdB//nfsB//menA//
go_0071806_6	citE//paaJ//
go_0071807_8	
go_0071897_6	xylA//cyaA//prpC//ybhA//asnB//ilvI//
go_0071915_9	bfr//
go_0071932_8	alaS//
go_0071934_6	ppiA//
go_0071945_7	
go_0071951_8	fumA//
go_0071963_4	
go_0071973_6	lysU//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	malZ//hcaD//
go_0072348_5	speE//
go_0072488_7	rihB//
go_0072511_7	nirD//
go_0072531_6	fumC//
go_0072581_9	gloC//
go_0072714_5	
go_0075713_7	
go_0080111_4	puuA//mrcA//
go_0089705_7	
go_0089709_7	dgt//ligB//
go_0090071_6	
go_0090116_7	ubiE//
go_0090143_4	
go_0090305_6	hpt//nrfA//oxc//maa//hemN//slyD//pheT//lpxP//hcp//alaC//pgpA//miaA//lacZ//paaC//lpxP//dmsB//glmS//rluC//truB//lpxC//mutS//lysU//edd//ada//nrdD//dapD//dgcT//ldtA//fkpA//scpC//purF//proA//bioD//nrdA//nadA//ybjI//argH//paaK//mltC//gmd//clsB//bioC//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	murG//nfi//frdB//ahpC//rlmG//btuE//ldhA//gstA//murG//rffG//rrrD//yieF//
go_0090502_8	nrdA//nadD//lpcA//hpt//ubiH//yghU//ilvD//cyaA//glgB//btuE//yihU//scpC//fucI//glmS//ravA//bfr//yfeW//
go_0090503_8	deoD//metC//moeB//patD//purC//mnmG//phnJ//spoT//hypF//
go_0090529_5	
go_0090540_10	gpsA//
go_0090549_5	
go_0090609_6	acpT//
go_0097056_7	fbp//
go_0097264_6	nirB//
go_0097304_7	curA//
go_0097339_7	aroB//
go_0097428_6	mhpC//mutH//
go_0097502_4	entD//
go_0097510_7	serC//
go_0097533_5	
go_0097638_8	dgcM//
go_0098002_8	
go_0098655_7	rihB//waaH//hisI//nanK//allD//icd//maeA//add//narV//purF//leuD//ahr//argA//cynT//gcvP//
go_0098656_7	phnP//
go_0098707_10	
go_0098708_8	rnb//hcaD//
go_0098710_7	dxs//coaD//
go_0098713_8	waaC//citG//
go_0098719_9	
go_0098732_6	caiB//
go_0098795_9	manA//
go_0098869_4	gabD//trmO//tadA//aroH//lpxM//sthA//clsC//rhaA//hinT//cobS//rsmD//frdD//cdd//purF//rlmB//
go_0099131_7	pdeH//
go_0099132_7	aroE//mutH//clsA//tdcB//speG//glnA//idnO//gcvT//
go_0099133_8	cobT//argC//gcd//pgk//rluA//dusC//gadB//aceA//rluD//dusC//dgcZ//ahpC//
go_0101030_8	uvrB//
go_1900190_5	ydfG//
go_1900191_6	
go_1900192_6	
go_1900231_6	mak//
go_1900232_7	
go_1900233_7	fadD//
