# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	pgi//
go_0015920_7	deoC//curA//
go_0015937_7	garK//dkgB//citG//abgA//
go_0015940_6	tmk//
go_0015944_4	metC//ribD//glgP//
go_0015949_5	clsA//tadA//deoD//rhaM//recF//dgoK//treF//ravA//argG//pdxA//rpe//arnT//ribB//fucO//gstA//pgk//mepS//fcl//
go_0015950_6	cysI//
go_0015951_7	allB//tdcD//
go_0015968_6	
go_0015969_8	guaD//mtlD//
go_0015976_2	pldB//
go_0015986_7	
go_0015990_10	rluF//yghU//
go_0016024_7	ychF//
go_0016032_5	tdcG//
go_0016036_6	torA//ilvA//
go_0016042_5	
go_0016052_5	phnM//mnmC//fucA//gltB//
go_0016075_8	dnaE//
go_0016078_8	rsmF//
go_0016094_6	tag//bacA//
go_0016226_5	dhaK//pnp//wrbA//dgoK//
go_0016259_7	folE//
go_0016260_8	fadD//mocA//pphB//
go_0016310_6	dam//rbn//epmC//uvrC//tdcD//rsmF//fdhF//phnG//surA//aceF//lpxB//gmhB//rlmI//dbpA//ilvB//mhpB//ydiF//
go_0016311_6	gatZ//nanA//ygeX//menC//rnd//nemA//cynS//valS//fadB//pgaD//deoB//cobT//betA//nrfB//cynT//tmcA//rfbD//bglX//clsC//yigB//ugd//trpB//deoD//tynA//entH//mhpB//tnaA//bfr//gcd//truD//ugd//ispU//eno//orn//gmk//dnaQ//ileS//rdgB//thiG//eptB//
go_0016458_3	
go_0016485_6	rutD//ppc//
go_0016540_7	idi//nudB//
go_0016579_7	phnM//
go_0016998_5	frlB//
go_0017001_5	ribE//
go_0017003_8	mltB//
go_0017004_7	ahpC//
go_0017013_7	
go_0017038_6	
go_0017148_8	phnO//rlmG//puuE//rpe//rutD//
go_0017189_7	dgcM//
go_0017198_7	yqaB//
go_0018012_8	ribC//
go_0018023_7	idnK//
go_0018063_8	aroC//
go_0018070_8	gutQ//nudB//
go_0018104_8	phnN//nrdD//appA//gloC//pabA//
go_0018105_8	lipB//
go_0018106_8	
go_0018108_8	appA//
go_0018117_8	
go_0018125_6	mltC//
go_0018131_6	paaC//
go_0018160_8	pabA//
go_0018206_8	sdhB//
go_0018247_9	proC//
go_0018283_6	
go_0018298_7	argD//
go_0018307_7	gabT//
go_0018315_8	rutD//
go_0018339_9	nadD//
go_0018345_8	pdxB//
go_0018364_6	metB//ruvC//
go_0018378_9	
go_0018393_10	purT//
go_0018394_9	malS//
go_0018410_8	ppiA//
go_0018909_5	gnd//
go_0018937_4	waaU//
go_0019042_6	gloC//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	dgt//
go_0019243_7	waaS//hflX//nanE//cysQ//
go_0019249_6	yahK//
go_0019250_7	pheS//
go_0019262_6	entE//ubiD//icd//glgP//nrfA//
go_0019264_7	rsmA//
go_0019272_9	metK//nadK//
go_0019284_7	kdsC//rsmB//
go_0019285_5	hpt//pphA//
go_0019288_6	ugd//bglX//srlD//gshA//
go_0019290_5	
go_0019292_8	rhaB//
go_0019294_6	ubiH//fucA//hycB//agp//
go_0019299_6	rsmF//
go_0019301_7	purB//cobS//mmuM//hinT//garR//hemE//rph//
go_0019303_7	ubiF//narG//
go_0019305_7	glgA//
go_0019309_7	accC//
go_0019316_8	cysK//uxaC//katG//
go_0019318_5	folD//
go_0019323_6	eutD//rutE//adhE//putA//yieF//ygeX//fadM//
go_0019324_6	gstB//cysQ//suhB//fadH//lysU//
go_0019343_8	ribF//
go_0019344_7	phnG//
go_0019346_7	napA//
go_0019353_8	rffG//pncB//tdcB//tmk//
go_0019354_6	dam//
go_0019379_5	lgoD//
go_0019380_6	gabD//yggF//
go_0019388_7	tdcD//
go_0019391_6	fabG//
go_0019394_7	accB//
go_0019395_5	pheT//
go_0019404_8	uvrB//rffM//
go_0019413_6	nanA//ulaE//
go_0019419_4	gloB//
go_0019427_7	galE//
go_0019430_5	ldtB//deoD//galT//
go_0019432_7	glcF//
go_0019439_5	kduD//hcaE//
go_0019447_8	rluB//
go_0019450_9	waaP//
go_0019464_7	yrfG//pyrD//narY//ung//opgE//epmC//
go_0019480_4	speC//
go_0019509_7	
go_0019516_4	dusC//yihV//
go_0019521_6	fre//argD//
go_0019542_6	sucC//
go_0019545_6	mrcA//
go_0019546_9	lyxK//
go_0019563_7	rdgB//fbp//sodA//
go_0019568_7	ftnA//prpD//
go_0019569_7	glcD//hyaC//mutL//
go_0019571_8	alr//ppsA//hyaC//
go_0019572_8	fabB//
go_0019584_7	
go_0019588_7	tgt//ybhA//
go_0019592_8	epmA//
go_0019595_8	gph//
go_0019607_6	fumC//fucI//
go_0019622_6	tnaA//ygeX//poxB//
go_0019629_7	rlmI//acs//
go_0019632_5	galK//ddlA//purD//dhaM//
go_0019634_5	patA//
go_0019645_6	fadD//ribC//atoB//
go_0019646_6	mnaT//mtn//tktA//pfkB//
go_0019664_6	paaA//nadD//
go_0019665_5	cysI//
go_0019673_6	metB//
go_0019676_3	rpiA//
go_0019677_8	
go_0019679_7	avtA//malQ//sucD//
go_0019686_6	epmA//
go_0019698_7	btuR//dgoD//lpd//entC//mug//fucA//
go_0019700_6	btuR//dgcZ//gcd//fadJ//
go_0019740_2	pphB//wzc//pykF//dgt//iaaA//pdxA//
go_0019752_6	
go_0019805_6	dgoA//
go_0019835_3	
go_0019852_5	allC//phnI//arnB//
go_0019854_6	waaO//ndh//
go_0019856_7	sodB//
go_0019858_7	nth//
go_0019859_7	frlB//
go_0019877_6	lpxM//trmI//pabC//
go_0019878_9	cynS//
go_0019935_6	xdhB//aphA//
go_0019985_8	ygjK//waaJ//
go_0019988_7	rdgB//
go_0022417_4	gpmA//
go_0022610_2	gudD//
go_0022611_3	phnJ//trmI//moeB//
go_0022900_4	napC//rpiA//
go_0022904_5	bglB//ldtB//rihA//
go_0023014_4	aroF//prpD//upp//
go_0030001_7	cysI//tgt//aspC//
go_0030007_8	sseA//
go_0030026_9	
go_0030091_6	deoC//citG//pdxJ//alr//
go_0030153_5	
go_0030162_7	
go_0030163_5	waaQ//dusC//cysN//surA//
go_0030244_9	
go_0030258_5	torC//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	malS//mhpC//
go_0030388_5	mgsA//mdh//pabC//
go_0030488_6	speF//sgbE//ftnA//epmA//thiI//speB//eutB//napA//gstB//polB//
go_0030490_10	
go_0030497_7	moaE//citX//
go_0030541_4	
go_0030573_6	tdcB//
go_0030632_8	cysI//hcaB//lldD//yieH//
go_0030641_8	murE//fumA//
go_0030643_8	
go_0030961_9	leuD//
go_0030980_7	tmcA//ilvA//moeA//
go_0031118_8	plsB//
go_0031119_8	hisA//lpd//purF//paaG//cpsG//sgbU//
go_0031125_10	dgcZ//
go_0031162_5	trmD//
go_0031167_6	leuC//fcl//cysG//gmd//azoR//pphA//
go_0031280_6	pheA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	idnD//
go_0031400_8	
go_0031439_9	
go_0031460_7	speE//ispF//speF//guaB//ldtA//gpmA//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	ghrB//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	narG//
go_0032026_6	glxR//
go_0032049_8	puuA//tsaD//tyrS//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	hinT//
go_0032196_3	trmO//
go_0032238_6	pck//
go_0032259_3	ydiF//leuS//ampD//pdxH//
go_0032261_6	rimK//
go_0032263_7	selD//dgt//
go_0032264_7	yciA//rpe//
go_0032265_7	tsaB//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	rsmC//yghU//cfa//
go_0032329_7	nrdE//rffT//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	gcl//
go_0032445_10	moaE//mak//
go_0032462_7	manA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	cysM//gatZ//cynS//entH//
go_0032774_6	pyrF//
go_0032775_6	rlmL//gatD//cmk//
go_0032781_7	
go_0032784_8	
go_0032790_6	wecB//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	cpsB//
go_0032978_7	
go_0033014_6	fkpA//wrbA//
go_0033051_5	waaU//
go_0033120_8	
go_0033194_5	frdB//dadA//hpt//
go_0033195_5	thiG//
go_0033212_10	ulaD//yfeX//
go_0033214_11	argK//cheB//
go_0033228_8	pgk//xapA//prpB//
go_0033317_7	yajO//gshA//fucA//hemN//
go_0033320_6	pheA//
go_0033345_8	mltF//mltB//
go_0033353_5	glgC//
go_0033359_7	apt//tdk//
go_0033384_6	trmD//
go_0033388_7	kdgK//
go_0033477_5	cfa//
go_0033499_8	sodC//lacZ//pgaC//queF//add//
go_0033518_6	ampH//
go_0033539_7	sseA//
go_0033542_7	mdh//
go_0033543_8	rfbC//
go_0033567_6	
go_0033585_7	trpS//gmd//
go_0033611_8	lpd//
go_0033683_7	
go_0034194_8	yjhG//ftnA//rlmJ//
go_0034195_8	xylA//
go_0034198_6	ahr//fau//
go_0034203_6	nanE//
go_0034204_5	pdxK//fabZ//
go_0034213_6	hinT//
go_0034214_7	yjcS//insI-1//glgP//
go_0034219_6	selA//mutY//amyA//glpA//pgi//nrfC//wzb//lpxL//lpxL//iaaA//cheR//betB//plsC//pheT//yeaE//dkgB//glpX//hemN//pheT//truC//rffH//metC//zwf//cobB//araA//rlmI//trmH//pta//aroA//
go_0034220_6	bioB//rfbC//rluB//argC//mrcA//rbn//
go_0034224_6	
go_0034227_8	opgB//
go_0034258_8	nrdD//
go_0034260_5	
go_0034289_7	alsK//
go_0034337_3	patA//
go_0034355_7	hisF//entE//rfaE//leuB//
go_0034401_5	
go_0034414_9	ybjI//
go_0034421_8	nemA//
go_0034470_8	folA//
go_0034552_7	
go_0034599_5	lysS//prpB//menA//gldA//yfeX//
go_0034605_5	puuA//menA//
go_0034614_6	rluE//
go_0034620_6	ahr//
go_0034628_9	fabA//rbsD//preA//ada//hypF//
go_0034635_6	folA//
go_0034644_7	ynfE//
go_0034661_7	
go_0034775_7	speB//mcrA//
go_0034983_9	rutE//hcaB//
go_0035235_6	tag//aspA//cdd//
go_0035307_9	
go_0035335_8	menI//murQ//
go_0035344_8	deoB//tnaA//
go_0035350_6	trmH//
go_0035429_8	thyA//ubiA//speD//hemF//metE//prmC//
go_0035433_7	gstA//
go_0035434_9	caiD//
go_0035435_9	yhdH//sdhB//cdsA//pcm//
go_0035442_7	waaH//hmp//ulaE//aspA//ubiE//nudB//mrdA//
go_0035443_7	umpH//dxs//cueO//
go_0035444_9	pyrE//yieF//glpC//alsK//
go_0035461_6	ychF//
go_0035524_8	sdaB//
go_0035552_6	asnB//
go_0035553_6	gcl//
go_0035556_4	
go_0035600_8	argE//
go_0035672_6	insI-2//hemD//entA//
go_0035725_9	tnaA//prs//paoC//rlmF//rbsD//
go_0035784_9	apt//
go_0035864_6	
go_0035873_8	paaZ//mpaA//
go_0035999_5	sdhB//idi//plsC//
go_0036001_7	menC//
go_0036047_9	pfkB//
go_0036049_9	glgB//
go_0036088_6	glxK//
go_0036104_6	cysH//murI//
go_0036172_6	rlmM//
go_0036214_3	
go_0036265_6	birA//
go_0036289_9	dusB//hcaC//
go_0036448_6	sodA//polA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	fadB//ubiH//
go_0040033_9	
go_0042026_4	miaB//hmp//allC//ruvA//
go_0042126_5	trpE//
go_0042128_5	
go_0042150_7	fes//
go_0042157_5	
go_0042158_6	ynfE//phnN//
go_0042177_7	
go_0042182_5	ybjI//
go_0042219_6	
go_0042245_7	gltD//scpC//hcp//
go_0042254_5	speA//
go_0042255_6	
go_0042274_5	ribB//
go_0042304_7	
go_0042351_7	yahK//
go_0042355_8	arnA//ruvB//uidA//yfdR//panC//nagB//
go_0042371_7	pgaB//
go_0042413_6	phnI//waaS//
go_0042450_7	trpD//rnb//pykA//cdh//feaB//yhdJ//
go_0042454_7	ybiV//
go_0042493_4	sthA//nagB//xapA//betB//rlmE//kefF//guaB//rpiA//queG//glyA//ppsA//nirB//rlmA//
go_0042538_6	dmsA//ileS//hemD//
go_0042542_5	dld//upp//selD//phnJ//
go_0042545_5	queG//
go_0042594_4	phnH//bglX//fadB//puuE//
go_0042619_6	
go_0042710_4	pdxY//queA//fadJ//nrdF//yagF//yccX//plsC//fucK//
go_0042732_6	gutQ//
go_0042744_6	cysK//dhaM//
go_0042759_7	napB//
go_0042773_6	menD//
go_0042777_8	
go_0042780_10	lgoD//dnaE//
go_0042817_5	ubiI//
go_0042819_6	dgt//
go_0042823_6	phnJ//folP//ldtE//aroK//
go_0042838_6	acs//hisI//murF//rlmM//
go_0042840_7	hcaD//rbn//serA//fruK//dmlA//garR//
go_0042843_7	cdh//lysC//
go_0042846_8	ilvM//
go_0042852_9	pyrB//
go_0042867_8	umpG//
go_0042873_7	folA//
go_0042882_10	rutC//yahK//
go_0042884_7	ycaO//ygjK//glgB//
go_0042885_8	chbF//
go_0042891_6	rpiA//alsE//ddlB//rluF//hchA//fadI//der//
go_0042906_8	wzb//gstA//puuA//
go_0042908_5	yieH//
go_0042914_8	rfbD//
go_0042918_6	mltB//rutC//
go_0042919_6	
go_0042920_6	iaaA//
go_0042928_7	
go_0042930_7	narG//moaE//asd//sodC//adiA//dam//frmA//mpaA//panE//pgk//
go_0042938_8	leuB//dacD//hcaE//
go_0042939_8	tilS//
go_0042941_8	ilvH//
go_0042942_6	yjcS//pgaD//
go_0042953_6	
go_0042956_8	phnL//insI-1//
go_0042968_8	ubiX//queF//tktA//
go_0043039_6	slt//hycB//ndh//
go_0043041_6	yqjH//sthA//
go_0043085_5	fadM//yggF//wzb//
go_0043086_5	gpmM//
go_0043093_3	yqhD//pgpB//lpxK//fdhF//
go_0043097_6	tktA//citC//
go_0043099_7	ribD//
go_0043100_6	murB//
go_0043102_5	apt//
go_0043103_7	rutB//
go_0043137_6	mnmE//ispH//
go_0043150_8	
go_0043157_6	epmA//
go_0043164_6	patA//fumB//gpt//dxs//menI//udp//yhdH//
go_0043165_6	maa//malQ//
go_0043171_5	yajO//acnB//menF//recF//tauD//
go_0043200_5	
go_0043201_6	
go_0043213_7	phnH//dapD//
go_0043254_5	
go_0043335_3	psuG//mnmG//cheR//ispU//tyrA//
go_0043433_5	rbsK//rsmF//lpxH//
go_0043442_6	tesB//
go_0043456_6	pgk//
go_0043462_6	glgX//
go_0043470_6	
go_0043471_6	
go_0043488_5	aroK//ybcF//ruvC//
go_0043547_7	
go_0043571_7	thrB//
go_0043610_4	accB//rlmB//alaC//
go_0043686_7	dapA//
go_0043687_7	codA//glgX//bioD//lysS//folC//
go_0043708_5	sgbE//
go_0043709_6	yihU//
go_0043711_5	
go_0043952_7	
go_0043953_7	frlB//
go_0044010_5	mtgA//paaG//nrfA//metF//glk//nrfC//
go_0044011_4	ogt//
go_0044036_5	ushA//cdsA//uxaC//
go_0044038_6	carB//ribA//
go_0044092_4	
go_0044179_5	
go_0044208_7	pfkA//
go_0044238_3	btuE//mutM//rutA//fruK//
go_0044248_4	
go_0044255_4	
go_0044262_4	rffC//speA//
go_0044273_5	orn//
go_0044275_5	maeA//
go_0044349_6	
go_0044355_6	sdaA//
go_0044532_6	
go_0044659_7	speC//
go_0044718_6	purF//
go_0044764_3	
go_0044780_6	alaS//
go_0044781_5	
go_0044787_5	dapA//
go_0044874_7	
go_0045004_7	glgP//ampD//gadB//
go_0045013_7	
go_0045226_7	narH//rfbB//tktA//glnA//rimK//metC//
go_0045333_5	yqjH//rlmB//
go_0045337_6	amyA//
go_0045454_4	trmA//fabG//pdxJ//epmA//pepD//kdsC//malP//
go_0045471_5	waaQ//aldA//
go_0045717_8	gltX//rluD//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	trmO//nirD//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	rdgB//roxA//glpC//fre//dusB//
go_0045893_8	panD//gltD//
go_0045900_9	
go_0045903_5	kbaZ//
go_0045912_6	glmM//pdeF//waaA//
go_0045926_5	
go_0045936_8	
go_0045947_9	tsaD//cof//
go_0045975_9	
go_0045990_6	
go_0046037_8	hisD//
go_0046040_8	pgk//
go_0046047_8	yfeX//
go_0046050_8	uvrB//ppx//pgaC//
go_0046052_8	cynT//
go_0046061_8	thrC//
go_0046076_8	gabT//
go_0046081_8	entD//fadA//
go_0046086_6	rbsK//
go_0046098_7	preT//
go_0046100_7	eutD//
go_0046101_6	rlmH//hpt//
go_0046103_9	gshA//
go_0046104_8	nanE//
go_0046115_10	bacA//
go_0046133_8	moeA//malQ//
go_0046166_6	dcyD//
go_0046168_6	ddlA//selD//
go_0046176_6	galT//pheA//truA//sbcB//
go_0046177_7	surA//kdsD//yfeW//tdk//
go_0046181_7	hemB//
go_0046183_7	moaD//tatD//mrdA//
go_0046187_6	yieH//
go_0046196_5	queG//
go_0046210_6	frc//ribF//rhaD//
go_0046214_6	epmA//
go_0046256_7	aroG//dsdA//
go_0046271_5	cysD//
go_0046279_6	pyrH//
go_0046292_4	glnE//
go_0046294_5	ubiA//glnS//
go_0046296_6	dgoK//epmB//ribE//
go_0046306_6	trmJ//tdk//
go_0046323_10	yfiC//
go_0046325_8	
go_0046336_6	hisB//
go_0046342_8	paaJ//
go_0046348_6	narY//pphB//
go_0046365_5	ybjG//
go_0046392_7	ppk//ilvD//lysC//xthA//
go_0046397_6	
go_0046416_6	aroF//
go_0046452_6	pdxH//
go_0046459_6	rsmB//
go_0046470_5	
go_0046474_6	gatD//puuB//nfi//yeaG//upp//phnG//
go_0046487_5	mhpD//
go_0046501_6	yghU//
go_0046618_6	dcyD//uxuB//ppk//rph//pgaD//paaE//
go_0046654_7	yccX//garR//upp//purU//menI//
go_0046655_5	cpdA//
go_0046656_6	dusC//nudB//dnaQ//gatD//kdsA//paaC//
go_0046657_6	hemE//
go_0046677_4	uxaB//glmU//rlmF//suhB//waaZ//lpxK//nrdF//purN//upp//edd//narI//umpG//dmlA//pepD//rihB//cobC//araA//waaG//mcrA//fadM//cheB//mhpB//mhpC//narZ//cdsA//ilvM//mltF//serB//pyrG//udk//fucK//
go_0046685_4	guaD//otsB//
go_0046686_6	glcB//
go_0046688_6	menB//dxs//
go_0046690_5	uxaA//folX//
go_0046710_8	kdsC//
go_0046718_8	napB//malY//
go_0046777_8	plsB//aroA//trmA//
go_0046834_6	mltF//
go_0046835_5	yeaG//rsmB//gstB//mug//yhdJ//lpxD//dusC//glpB//garL//yagF//glpC//pagP//hypF//yfcF//purU//rlmH//sucA//katG//amyA//eutB//mutH//
go_0046836_7	ogt//
go_0046839_6	argF//
go_0046855_6	waaY//
go_0046892_8	
go_0046901_7	tcdA//
go_0046939_7	hcaE//yegS//nadE//paaH//
go_0046942_7	sgbH//ssuE//cobB//
go_0046944_7	phnP//
go_0047484_6	
go_0048034_6	ilvA//
go_0048255_6	
go_0048473_8	kdsA//
go_0048518_4	
go_0048870_3	menB//
go_0050427_5	kdsC//
go_0050667_6	gcvT//gstA//
go_0050779_5	rihB//
go_0050790_4	dam//uvrC//
go_0050821_5	nfi//gmk//
go_0050918_5	mutM//dapA//
go_0050919_5	hdhA//
go_0051050_5	
go_0051083_5	ydiB//
go_0051085_5	fucO//dapF//
go_0051090_4	leuS//
go_0051091_5	ssuE//
go_0051131_7	
go_0051143_8	pgpA//
go_0051156_5	umpH//
go_0051171_5	
go_0051188_5	cof//
go_0051191_6	alsK//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	ldtB//hpt//
go_0051270_5	
go_0051271_6	mhpC//mhpC//
go_0051274_8	
go_0051276_5	
go_0051289_8	solA//thiH//cfa//asnB//hisS//frmA//ghrB//argB//ulaF//frdB//alsE//entF//narZ//amiD//rfaD//add//cmoB//ackA//eptA//dadA//rihA//pdxJ//tdcB//tynA//pyrD//hemF//yciA//umpH//treA//leuC//yjjX//sdhB//
go_0051301_3	dcm//nagZ//nadA//yihV//miaA//lsrG//dmsA//nudB//
go_0051302_5	
go_0051304_4	tktA//
go_0051338_5	
go_0051345_6	
go_0051346_6	gadB//
go_0051347_6	
go_0051349_6	
go_0051353_6	frc//
go_0051391_8	speD//
go_0051409_4	uxaC//
go_0051410_3	glgX//
go_0051452_10	gntK//
go_0051453_9	moeB//
go_0051454_10	dnaE//sdhD//nanK//etk//ulaF//
go_0051476_7	ldtC//
go_0051484_7	ygeX//
go_0051495_8	
go_0051595_6	ispF//yjjG//
go_0051596_6	btuR//hisB//astC//yfdR//
go_0051599_4	
go_0051603_6	trpB//hchA//
go_0051604_5	eptC//hyaA//argK//
go_0051607_4	hemD//gpt//
go_0051649_4	
go_0051668_4	
go_0051692_6	umpG//ynfH//
go_0051704_2	lipB//metB//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	waaO//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	dfp//prpB//
go_0052778_6	cmk//
go_0052837_6	rnpA//
go_0055070_10	trmI//
go_0055072_10	ssuE//sbcB//
go_0055085_5	dusC//kbaZ//cadA//ogt//tktA//tehB//prpC//sgbH//chbF//gadA//citG//ydiF//gshA//narG//trmH//panB//argG//proB//purB//ugd//coaE//dgoA//astB//murQ//manA//proB//rlmL//gadB//hyaB//bglA//glnA//hypB//udp//cobS//rlmA//pncB//lipA//ybjI//ubiH//rsmB//folD//mnmG//nanK//mutM//hemE//rutD//fadB//ulaE//btuR//pinE//ubiD//lplA//nrfC//lpcA//ddlA//lgoD//pnp//wzb//mpaA//putA//sgbE//lpxK//aes//cyoE//ung//idnD//gltX//tdcE//acnA//prpC//trpE//dgcM//cysN//bcsA//yjcS//orn//mutH//purN//rpiA//sufS//
go_0055086_4	accD//birA//
go_0055114_3	pabB//nadE//ssuE//menE//rfe//lpxH//galT//metB//chbF//udp//pck//pphA//eptA//tdcD//dacD//ssuE//ogt//hemA//paaA//rhaD//serS//thiL//napB//xthA//ygeX//entB//ubiF//lpd//garL//tdcD//adhP//rph//nadA//bacA//dkgB//glpA//rsmD//sodB//cmk//ribD//trmJ//mcrA//aldA//umuD//
go_0055129_5	cadA//phnO//astB//
go_0055130_8	cdh//yggF//
go_0060003_10	selA//ppiC//
go_0060274_5	treA//
go_0060326_5	xdhB//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	fadK//
go_0061077_4	pta//gabT//otsB//preT//hisA//
go_0061475_9	dmsB//
go_0061504_8	guaC//
go_0061610_5	melA//
go_0061615_7	phnO//ruvB//
go_0061720_5	nanK//proS//ppsA//
go_0065002_6	hcaC//
go_0065007_2	mltC//
go_0070084_7	tauD//
go_0070178_5	gabD//
go_0070207_8	ybjG//murI//tehB//
go_0070298_8	
go_0070301_6	entC//coaD//
go_0070329_5	acpH//
go_0070413_7	yjjX//
go_0070415_6	kdsC//cynS//
go_0070417_5	ldtD//
go_0070453_7	cpdB//
go_0070475_7	cdd//hisD//glgC//sodC//srlD//queD//lsrK//dgt//mog//hyaA//ugd//pyrE//trpA//hypB//def//sucD//rimK//purT//trmH//
go_0070476_7	cynS//manA//
go_0070482_4	moaD//
go_0070574_9	recG//aroH//gloB//alaC//
go_0070581_8	
go_0070588_9	
go_0070689_6	rbsK//folP//
go_0070726_5	rffH//glpA//
go_0070778_6	bglA//thiG//
go_0070894_6	
go_0070930_7	
go_0070981_6	phnJ//
go_0070989_4	mutT//
go_0071139_6	
go_0071218_6	thiI//
go_0071229_5	
go_0071230_6	bglA//
go_0071236_5	spoT//puuD//mltA//
go_0071237_6	
go_0071243_5	ubiD//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	torC//
go_0071271_7	cpsG//
go_0071276_7	
go_0071280_7	prpC//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	kdsA//eutD//
go_0071289_7	aldB//
go_0071291_6	recJ//
go_0071292_7	argA//
go_0071294_7	allC//
go_0071310_5	
go_0071421_9	citC//hisH//deoA//
go_0071422_7	moaA//rluC//dcm//
go_0071423_8	dld//
go_0071454_5	nrdF//hcaC//
go_0071456_5	
go_0071467_5	
go_0071468_6	ispH//dsdA//glpK//lpxT//
go_0071470_5	
go_0071474_6	opgE//bioF//dmsA//
go_0071500_5	spoT//
go_0071502_5	
go_0071555_4	epd//bglB//ilvI//thyA//ushA//tdcE//glcB//murF//
go_0071577_9	dhaM//asd//pgk//argE//idnK//ftsI//
go_0071705_5	
go_0071731_5	
go_0071732_6	acpT//
go_0071769_5	
go_0071805_4	carB//leuA//curA//rsmH//arsC//lpxT//pgsA//rlmF//tsaE//
go_0071806_6	leuS//ssuD//
go_0071807_8	
go_0071897_6	sgbE//glcD//hinT//narY//argA//fumC//
go_0071915_9	citC//
go_0071932_8	rffH//
go_0071934_6	cobC//
go_0071945_7	
go_0071951_8	speB//
go_0071963_4	
go_0071973_6	acpS//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	paaE//rsmD//
go_0072348_5	bglX//
go_0072488_7	kdsC//
go_0072511_7	sdhB//
go_0072531_6	dacD//
go_0072581_9	araA//
go_0072714_5	
go_0075713_7	
go_0080111_4	hcaF//sufS//
go_0089705_7	
go_0089709_7	mak//trpE//
go_0090071_6	
go_0090116_7	murA//
go_0090143_4	
go_0090305_6	aroH//ychF//torC//rihB//xylA//ilvD//tilS//dcm//eptB//dbpA//frdC//rhaA//entC//hcaE//fucK//ascB//rihC//recR//cysM//yfiC//otsA//yihS//pheS//miaA//ghrB//hisS//xylB//ubiG//nrdB//guaC//mnmG//proA//prs//dadA//add//lpxK//bioD//ndk//fabH//ung//puuA//yieH//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	prs//bioF//rsmC//sucC//ynfE//pyrF//guaA//argG//pfkA//menD//mltC//rutE//
go_0090502_8	feaB//hcaE//acpS//gltD//katG//tgt//fadK//rfaD//der//yihT//yihV//phnP//ushA//ruvA//mrcB//sucA//frc//
go_0090503_8	uxaA//rffM//fklB//sdaA//xapA//phnG//sodC//sucB//paaA//
go_0090529_5	
go_0090540_10	adiA//
go_0090549_5	
go_0090609_6	proS//
go_0097056_7	rsmA//
go_0097264_6	dmsB//
go_0097304_7	trmA//
go_0097339_7	menF//
go_0097428_6	pdxY//murB//
go_0097502_4	gstB//
go_0097510_7	rlmH//
go_0097533_5	
go_0097638_8	ssuE//
go_0098002_8	
go_0098655_7	argG//nrdE//aceF//scpB//murF//dhaL//hisF//cobB//argG//orn//fabB//yihU//lpxP//selB//dgoK//
go_0098656_7	menD//
go_0098707_10	
go_0098708_8	sucD//dapF//
go_0098710_7	fbaA//leuC//
go_0098713_8	paaG//hisA//
go_0098719_9	
go_0098732_6	waaH//
go_0098795_9	pphB//
go_0098869_4	rnd//cmk//sgbH//idnD//tpiA//menD//acpT//folE//cyoE//paaJ//hisI//yciV//mltC//gmk//nanE//
go_0099131_7	yjhH//
go_0099132_7	mraY//yfeX//hyaC//yfiC//rlmD//frmB//ynfE//guaA//
go_0099133_8	rbsK//sgbU//rfbC//metL//xthA//pabA//pdxH//thiG//garL//gcd//fes//rlmA//
go_0101030_8	hycB//
go_1900190_5	pheT//
go_1900191_6	
go_1900192_6	
go_1900231_6	purB//
go_1900232_7	
go_1900233_7	slt//
