# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	frlB//
go_0015886_6	gatY//rhaA//
go_0015887_7	epmB//
go_0015888_6	narZ//
go_0015889_6	narI//iscS//mcrB//
go_0015891_6	nrdD//
go_0015906_6	hemN//
go_0015909_8	ushA//
go_0015912_8	rutE//
go_0015914_7	epmA//
go_0015920_7	waaL//hcaC//
go_0015937_7	panB//pyrG//ybcF//ligB//
go_0015940_6	treA//
go_0015944_4	hcaF//feaB//aceA//
go_0015949_5	fumC//rlmC//folX//ydiF//purA//ligB//uvrB//gntK//torC//alkA//hemD//hemA//spoT//pgk//phnL//ybjG//yieH//deoA//
go_0015950_6	dxr//
go_0015951_7	gshB//serS//
go_0015968_6	
go_0015969_8	cobT//yfiC//
go_0015976_2	dapA//
go_0015986_7	
go_0015990_10	speG//waaJ//
go_0016024_7	nrdD//
go_0016032_5	gpp//
go_0016036_6	betA//dhaL//
go_0016042_5	
go_0016052_5	sbcB//fklB//pdxB//dcd//
go_0016075_8	yeiG//
go_0016078_8	carB//
go_0016094_6	ubiH//entH//
go_0016226_5	pphA//ldtC//tesB//ybiV//
go_0016259_7	murB//
go_0016260_8	idnO//fruK//mcrB//
go_0016310_6	truC//ansB//panC//dmlA//moaA//glgC//katE//lpxB//trmA//ansB//frdA//mutM//narV//gatZ//nadK//menE//sucA//
go_0016311_6	hemL//glpC//ubiI//dgoK//glcB//hemF//malP//rpiB//waaU//fbp//dacC//luxS//hisS//metG//thiE//arsC//rlmG//fabZ//gshA//moaA//glcD//fucO//polB//mrcA//aceB//cdh//waaL//hyaA//dhaL//entF//ycjU//gpp//nudF//nrfA//gloB//ushA//phoA//rutD//truD//mtlD//
go_0016458_3	
go_0016485_6	serS//entC//
go_0016540_7	bglA//tdcB//
go_0016579_7	pepD//
go_0016998_5	gcvP//
go_0017001_5	trpC//
go_0017003_8	cheB//
go_0017004_7	rluF//
go_0017013_7	
go_0017038_6	
go_0017148_8	cmoA//ldtD//ribE//ispH//mog//
go_0017189_7	leuS//
go_0017198_7	paaJ//
go_0018012_8	fklB//
go_0018023_7	proA//
go_0018063_8	ampH//
go_0018070_8	coaD//torC//
go_0018104_8	fumC//yagF//nadB//lysS//aroE//
go_0018105_8	scpC//
go_0018106_8	
go_0018108_8	purL//
go_0018117_8	
go_0018125_6	fabH//
go_0018131_6	rdgB//
go_0018160_8	gatZ//
go_0018206_8	hyaA//
go_0018247_9	gabT//
go_0018283_6	
go_0018298_7	pheA//
go_0018307_7	bioH//
go_0018315_8	pta//
go_0018339_9	hemB//
go_0018345_8	asnA//
go_0018364_6	pgi//rsmJ//
go_0018378_9	
go_0018393_10	etp//
go_0018394_9	panD//
go_0018410_8	glxK//
go_0018909_5	gcvH//
go_0018937_4	rfbB//
go_0019042_6	mrcB//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	ada//
go_0019243_7	rfbC//waaS//plsC//moaE//
go_0019249_6	thiH//
go_0019250_7	speE//
go_0019262_6	rdgB//speD//dsdA//arnB//asnB//
go_0019264_7	rph//
go_0019272_9	ubiE//iscS//
go_0019284_7	narY//lysU//
go_0019285_5	yjhG//dapD//
go_0019288_6	sthA//narG//yciV//entA//
go_0019290_5	
go_0019292_8	lsrG//
go_0019294_6	entD//dsdA//nhoA//ruvA//
go_0019299_6	dapB//
go_0019301_7	ahpC//paaJ//gltD//ldcA//ligA//amiD//melA//
go_0019303_7	trmD//appA//
go_0019305_7	pheS//
go_0019309_7	araD//
go_0019316_8	lpxB//poxB//gpmA//
go_0019318_5	rsmJ//
go_0019323_6	hemL//trpE//waaG//selB//gcvP//alaA//frdC//
go_0019324_6	malZ//argE//bioB//ldcA//argF//
go_0019343_8	sodB//
go_0019344_7	frdD//
go_0019346_7	pta//
go_0019353_8	frdD//mltB//sgbE//chbF//
go_0019354_6	kdsD//
go_0019379_5	acnA//
go_0019380_6	waaZ//trmH//
go_0019388_7	alaS//
go_0019391_6	atoB//
go_0019394_7	waaH//
go_0019395_5	paaZ//
go_0019404_8	polB//glgC//
go_0019413_6	ribE//fucA//
go_0019419_4	bioB//
go_0019427_7	slt//
go_0019430_5	lpcA//acnB//cysE//
go_0019432_7	ribC//
go_0019439_5	garK//gpsA//
go_0019447_8	rhaD//
go_0019450_9	eutB//
go_0019464_7	entB//garD//lpoA//apaH//cyaA//rlmL//
go_0019480_4	paaG//
go_0019509_7	
go_0019516_4	epmA//thiL//
go_0019521_6	guaA//hyaB//
go_0019542_6	codA//
go_0019545_6	pphB//
go_0019546_9	kdsB//
go_0019563_7	waaH//rffC//gshA//
go_0019568_7	garL//ulaE//
go_0019569_7	glyA//phnG//cmoB//
go_0019571_8	pgk//clsA//rfaD//
go_0019572_8	aceB//
go_0019584_7	
go_0019588_7	rfaE//yieH//
go_0019592_8	truA//
go_0019595_8	nrfD//
go_0019607_6	gpt//curA//
go_0019622_6	cyaA//fadM//yagE//
go_0019629_7	uxaC//yjhG//
go_0019632_5	glgP//nrdD//thiD//leuC//
go_0019634_5	rlmJ//
go_0019645_6	hemG//pheS//tsaC//
go_0019646_6	alaC//paaE//sdhC//araD//
go_0019664_6	yqaB//murA//
go_0019665_5	serC//
go_0019673_6	fcl//
go_0019676_3	dkgB//
go_0019677_8	
go_0019679_7	allD//rrrD//dsdA//
go_0019686_6	hisC//
go_0019698_7	nirB//phnO//phnN//cysK//purB//nrfD//
go_0019700_6	citC//rfaE//apt//mcrB//
go_0019740_2	hisC//menI//tcdA//mrcA//caiD//queA//
go_0019752_6	
go_0019805_6	polA//
go_0019835_3	
go_0019852_5	trmH//argG//phr//
go_0019854_6	murB//eno//
go_0019856_7	surA//
go_0019858_7	clsA//
go_0019859_7	uxaB//
go_0019877_6	ribC//dut//ddlA//
go_0019878_9	coaD//
go_0019935_6	astC//mltA//
go_0019985_8	tnaA//fbp//
go_0019988_7	fabI//
go_0022417_4	ubiC//
go_0022610_2	gldA//
go_0022611_3	argD//rsgA//gloC//
go_0022900_4	entD//trmJ//
go_0022904_5	leuD//rsmF//glpA//
go_0023014_4	gpmA//wecC//folC//
go_0030001_7	metC//yggF//ssuD//
go_0030007_8	glpC//
go_0030026_9	
go_0030091_6	yagE//dmlA//selD//ravA//
go_0030153_5	
go_0030162_7	
go_0030163_5	lpoA//rlmA//pdxJ//tadA//
go_0030244_9	
go_0030258_5	etp//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	aroD//fadM//
go_0030388_5	sgbE//menC//pgaB//
go_0030488_6	polB//ilvN//hcaE//waaA//lpxC//gdhA//aceB//ogt//mrdA//mcrB//
go_0030490_10	
go_0030497_7	yjhG//ada//
go_0030541_4	
go_0030573_6	rihC//
go_0030632_8	frdD//valS//ribC//pykA//
go_0030641_8	purU//solA//
go_0030643_8	
go_0030961_9	malS//
go_0030980_7	rluF//yqjH//thiH//
go_0031118_8	thrA//
go_0031119_8	pncB//sdhC//thyA//ampD//mutM//birA//
go_0031125_10	trpS//
go_0031162_5	acpT//
go_0031167_6	pyrH//yajO//gnd//nrfC//paaF//rnb//
go_0031280_6	alaA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	paaC//
go_0031400_8	
go_0031439_9	
go_0031460_7	glgB//rihC//gpt//tig//mutS//hemH//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	queD//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	pabC//
go_0032026_6	ilvM//
go_0032049_8	metC//gadB//ltaE//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	nfi//
go_0032196_3	argD//
go_0032238_6	hisB//
go_0032259_3	gor//gabT//gcvP//ltaE//
go_0032261_6	aroK//
go_0032263_7	hypB//pheS//
go_0032264_7	gltD//gpsA//
go_0032265_7	poxB//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	tnaA//yigB//dgoD//
go_0032329_7	ndh//ravA//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	thiG//
go_0032445_10	poxB//yfcF//
go_0032462_7	metH//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	nagA//dmsB//pyrH//adhP//
go_0032774_6	ybiV//
go_0032775_6	thiM//mutS//rlmI//
go_0032781_7	
go_0032784_8	
go_0032790_6	entE//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	lgoD//
go_0032978_7	
go_0033014_6	torA//phoA//
go_0033051_5	nrfD//
go_0033120_8	
go_0033194_5	rluB//paoC//pdeL//
go_0033195_5	accC//
go_0033212_10	paoC//narG//
go_0033214_11	hisB//narI//
go_0033228_8	dnaQ//metL//glgA//
go_0033317_7	aroA//murG//yeaG//rutD//
go_0033320_6	prmB//
go_0033345_8	panC//queC//
go_0033353_5	hcp//
go_0033359_7	cdh//ahr//
go_0033384_6	chbG//
go_0033388_7	murF//
go_0033477_5	bioC//
go_0033499_8	yfaU//pgpC//fes//hemH//citG//
go_0033518_6	yqhD//
go_0033539_7	wzc//
go_0033542_7	dusC//
go_0033543_8	napB//
go_0033567_6	
go_0033585_7	nadK//ascB//
go_0033611_8	waaZ//
go_0033683_7	
go_0034194_8	etp//mnmE//ileS//
go_0034195_8	lpxH//
go_0034198_6	glgP//nfi//
go_0034203_6	yihV//
go_0034204_5	polA//prpC//
go_0034213_6	phnI//
go_0034214_7	pta//citG//murE//
go_0034219_6	accB//hemB//tag//sdhC//ybcF//adk//nudG//ruvB//lpxC//ygeX//acpT//menD//dkgB//dhaL//waaJ//clsC//gluQ//gntK//cobB//yfcG//queC//speA//glxR//malY//hmp//gntK//glpX//serC//prmB//
go_0034220_6	lpxL//gnd//recG//nudF//nrfC//rnpA//
go_0034224_6	
go_0034227_8	dkgB//
go_0034258_8	cysQ//
go_0034260_5	
go_0034289_7	pgsA//
go_0034337_3	agp//
go_0034355_7	katG//gloA//cdsA//dnaQ//
go_0034401_5	
go_0034414_9	allD//
go_0034421_8	preT//
go_0034470_8	cysK//
go_0034552_7	
go_0034599_5	lpxT//nirD//selB//hmp//menD//
go_0034605_5	pgm//bioA//
go_0034614_6	dcd//
go_0034620_6	folA//
go_0034628_9	zwf//fkpA//frdC//sdaB//hyaA//
go_0034635_6	gltB//
go_0034644_7	fcl//
go_0034661_7	
go_0034775_7	malQ//trmJ//
go_0034983_9	rlmE//trmJ//
go_0035235_6	ampD//asnB//pykA//
go_0035307_9	
go_0035335_8	rsgA//gshA//
go_0035344_8	galE//napC//
go_0035350_6	murC//
go_0035429_8	aldA//thrA//hemN//paaJ//moaA//ilvN//
go_0035433_7	nrfB//
go_0035434_9	purB//
go_0035435_9	aceB//murF//nfsB//yeaE//
go_0035442_7	pta//glcB//glxR//waaL//torY//mrdA//moaD//
go_0035443_7	ahpC//sgbE//fcl//
go_0035444_9	aroH//treC//murD//sucA//
go_0035461_6	galE//
go_0035524_8	aceF//
go_0035552_6	dcm//
go_0035553_6	rbsD//
go_0035556_4	
go_0035600_8	glyA//
go_0035672_6	btuR//tyrA//abgB//
go_0035725_9	puuB//galU//waaZ//rnb//ung//
go_0035784_9	cobS//
go_0035864_6	
go_0035873_8	fabG//truD//
go_0035999_5	ubiG//gabD//kduD//
go_0036001_7	ssuE//
go_0036047_9	nudG//
go_0036049_9	coaD//
go_0036088_6	nrdA//
go_0036104_6	etk//tdcD//
go_0036172_6	rph//
go_0036214_3	
go_0036265_6	plsC//
go_0036289_9	uvrA//mhpA//
go_0036448_6	rutA//gldA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	lpd//chbF//
go_0040033_9	
go_0042026_4	accA//glnS//pheS//sgbE//
go_0042126_5	codA//
go_0042128_5	
go_0042150_7	fklB//
go_0042157_5	
go_0042158_6	nadK//glnE//
go_0042177_7	
go_0042182_5	wrbA//
go_0042219_6	
go_0042245_7	araD//dam//narZ//
go_0042254_5	leuB//
go_0042255_6	
go_0042274_5	yjjX//
go_0042304_7	
go_0042351_7	thrC//
go_0042355_8	rfaD//hinT//mhpC//carB//dapB//apt//
go_0042371_7	pabC//
go_0042413_6	ahpC//cysH//
go_0042450_7	srlD//paaC//ampH//iscS//tag//galE//
go_0042454_7	cpdA//
go_0042493_4	psuG//yhdJ//napB//ilvC//allD//nrdF//paaH//trmA//fadB//argH//miaA//rsmI//cysM//
go_0042538_6	gutQ//moaE//gdhA//
go_0042542_5	fucK//ymdB//ribF//speG//
go_0042545_5	udk//
go_0042594_4	nadC//nrfD//prs//gluQ//
go_0042619_6	
go_0042710_4	argB//rihA//mrdA//cysC//btuR//aphA//tig//pta//
go_0042732_6	tdcB//
go_0042744_6	mpaA//bioC//
go_0042759_7	rhaD//
go_0042773_6	scpB//
go_0042777_8	
go_0042780_10	ligA//ligA//
go_0042817_5	ribE//
go_0042819_6	lysS//
go_0042823_6	yjjG//gcvP//coaD//pdeR//
go_0042838_6	yihV//selA//waaC//trpS//
go_0042840_7	rsmG//relA//manA//lysS//ubiE//tehB//
go_0042843_7	yihV//ilvI//
go_0042846_8	cadA//
go_0042852_9	fadD//
go_0042867_8	ulaF//
go_0042873_7	trpA//
go_0042882_10	mutS//mpaA//
go_0042884_7	galU//ldcC//rluA//
go_0042885_8	mrcB//
go_0042891_6	dacC//pyrF//ydiB//entC//mutY//pgaB//guaC//
go_0042906_8	tpiA//frlB//nrdF//
go_0042908_5	fabA//
go_0042914_8	truB//
go_0042918_6	codA//ldtE//
go_0042919_6	
go_0042920_6	thiG//
go_0042928_7	
go_0042930_7	folC//nrfA//hcaE//hpt//rpiB//tsaE//menH//gapA//truA//dxs//
go_0042938_8	fabD//phnL//guaC//
go_0042939_8	gabD//
go_0042941_8	tdcG//
go_0042942_6	lgoD//rutD//
go_0042953_6	
go_0042956_8	cheB//ydiF//
go_0042968_8	lysC//nirD//treA//
go_0043039_6	psd//glpK//cmoB//
go_0043041_6	gluQ//glmU//
go_0043085_5	hemC//tmk//eutD//
go_0043086_5	xthA//
go_0043093_3	ilvM//rbn//relA//kdsA//
go_0043097_6	mog//bioB//
go_0043099_7	frc//
go_0043100_6	ldtB//
go_0043102_5	cpsB//
go_0043103_7	nadC//
go_0043137_6	accA//tdcB//
go_0043150_8	
go_0043157_6	mnmE//
go_0043164_6	hcaE//hisF//rfe//rsgA//ahpC//cobT//menC//
go_0043165_6	ldtD//ydfG//
go_0043171_5	speE//yigL//cadA//mcrB//fumC//
go_0043200_5	
go_0043201_6	
go_0043213_7	pcm//nagZ//
go_0043254_5	
go_0043335_3	ybcF//lsrK//glmU//phnP//napA//
go_0043433_5	metH//yfcF//kefF//
go_0043442_6	leuB//
go_0043456_6	idnD//
go_0043462_6	purU//
go_0043470_6	
go_0043471_6	
go_0043488_5	folC//fumB//pgpC//
go_0043547_7	
go_0043571_7	aroK//
go_0043610_4	hisI//cobU//mtgA//
go_0043686_7	rdgB//
go_0043687_7	rpiB//cpdA//pgk//queA//pgpB//
go_0043708_5	yidA//
go_0043709_6	prs//
go_0043711_5	
go_0043952_7	
go_0043953_7	fcl//
go_0044010_5	yciV//deoD//rsmA//pdxA//ubiX//speA//
go_0044011_4	tynA//
go_0044036_5	ilvC//sthA//gcl//
go_0044038_6	trpD//ubiC//
go_0044092_4	
go_0044179_5	
go_0044208_7	fdhF//
go_0044238_3	hyaC//alsK//pphB//eno//
go_0044248_4	
go_0044255_4	
go_0044262_4	rsmE//lldD//
go_0044273_5	aceB//
go_0044275_5	nrfB//
go_0044349_6	
go_0044355_6	yggF//
go_0044532_6	
go_0044659_7	azoR//
go_0044718_6	ybcF//
go_0044764_3	
go_0044780_6	glxK//
go_0044781_5	
go_0044787_5	phnH//
go_0044874_7	
go_0045004_7	ddlA//fadK//yrfG//
go_0045013_7	
go_0045226_7	ahpC//psd//eno//mgsA//dgt//alaC//
go_0045333_5	pdxK//thyA//
go_0045337_6	gapA//
go_0045454_4	sseA//dmsB//pphB//serC//dbpA//yihV//rlmD//
go_0045471_5	dbpA//epmA//
go_0045717_8	glcD//lpxL//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	frmA//abgB//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	lpxP//fadJ//moaD//ycjU//pflB//
go_0045893_8	speA//adeD//
go_0045900_9	
go_0045903_5	paoC//
go_0045912_6	murC//tktB//surA//
go_0045926_5	
go_0045936_8	
go_0045947_9	pheT//uxuA//
go_0045975_9	
go_0045990_6	
go_0046037_8	uidA//
go_0046040_8	fadJ//
go_0046047_8	mnmE//
go_0046050_8	rsmG//fabZ//prmC//
go_0046052_8	carA//
go_0046061_8	rluE//
go_0046076_8	ppiC//
go_0046081_8	glxR//thiE//
go_0046086_6	glgX//
go_0046098_7	tsaE//
go_0046100_7	hemC//
go_0046101_6	nudF//cobT//
go_0046103_9	bglB//
go_0046104_8	hemD//
go_0046115_10	fkpB//
go_0046133_8	rhaB//nirB//
go_0046166_6	rlmD//
go_0046168_6	btuE//hisB//
go_0046176_6	torA//pabB//hemC//lpxK//
go_0046177_7	phnL//gadB//manA//yjhG//
go_0046181_7	pgl//
go_0046183_7	ndh//mnmC//argG//
go_0046187_6	icd//
go_0046196_5	xylA//
go_0046210_6	treA//rlmD//rnb//
go_0046214_6	metK//
go_0046256_7	glnA//moaD//
go_0046271_5	phnM//
go_0046279_6	ileS//
go_0046292_4	entC//
go_0046294_5	pheT//feaB//
go_0046296_6	rlmD//aspS//cof//
go_0046306_6	birA//frlB//
go_0046323_10	mrdA//
go_0046325_8	
go_0046336_6	rlmF//
go_0046342_8	xdhB//
go_0046348_6	pgaB//fruK//
go_0046365_5	yeaG//
go_0046392_7	tktB//lpcA//yihU//etp//
go_0046397_6	
go_0046416_6	nrdD//
go_0046452_6	sdhD//
go_0046459_6	purA//
go_0046470_5	
go_0046474_6	argH//mhpD//hemA//frdA//yjjX//lsrK//
go_0046487_5	galU//
go_0046501_6	rutC//
go_0046618_6	tdcE//relA//aspS//araB//trmH//gshB//
go_0046654_7	mug//hcaE//aspC//rlmI//glcF//
go_0046655_5	fre//
go_0046656_6	tdcG//ispU//mtn//astC//bioC//trpA//
go_0046657_6	ghrB//
go_0046677_4	sgbH//gstA//dmsA//pgpC//sdhC//maeA//ubiD//nrdF//menF//ldcA//tsaD//thiD//fucK//glmS//wecC//mnmG//gabT//pdeH//metF//upp//dbpA//ulaE//sodB//gcl//glcE//lpd//fabB//cynT//valS//cysG//preA//
go_0046685_4	rhaM//ribB//
go_0046686_6	selA//
go_0046688_6	rlmL//rutD//
go_0046690_5	epmC//rlmA//
go_0046710_8	abgA//
go_0046718_8	tdcE//gloA//
go_0046777_8	yagE//speB//queD//
go_0046834_6	hemG//
go_0046835_5	yigB//yggF//mmuM//mmuM//waaG//rhaD//recJ//caiD//trpS//entD//narZ//garL//dfp//dcd//alaS//hemG//atoB//waaC//yihT//yhdJ//araA//
go_0046836_7	guaA//
go_0046839_6	lpcA//
go_0046855_6	coaA//
go_0046892_8	
go_0046901_7	rlmJ//
go_0046939_7	tdcE//paaB//murE//fabZ//
go_0046942_7	mnmE//trpE//rlmM//
go_0046944_7	xdhB//
go_0047484_6	
go_0048034_6	hemC//
go_0048255_6	
go_0048473_8	sdhA//
go_0048518_4	
go_0048870_3	cysM//
go_0050427_5	ygjK//
go_0050667_6	ddlA//fabH//
go_0050779_5	guaA//
go_0050790_4	coaE//kdsD//
go_0050821_5	ispU//adk//
go_0050918_5	paoC//nagA//
go_0050919_5	pheT//
go_0051050_5	
go_0051083_5	galK//
go_0051085_5	dmsB//dmsC//
go_0051090_4	hemG//
go_0051091_5	ydiB//
go_0051131_7	
go_0051143_8	ampH//
go_0051156_5	insI-1//
go_0051171_5	
go_0051188_5	idnO//
go_0051191_6	dcd//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	menB//dapA//
go_0051270_5	
go_0051271_6	dmlA//cadA//
go_0051274_8	
go_0051276_5	
go_0051289_8	alkB//hemB//pabB//ygjK//gcvP//thrS//gcl//luxS//pabC//rsmE//ispB//pck//gcl//mngB//fkpB//hinT//tmcA//ileS//ycjU//arnB//tktB//add//aldB//cpdB//dgoK//mhpA//ydiF//waaQ//tag//proS//thiE//mutY//
go_0051301_3	tgt//pphA//folP//ygeX//hisI//hcaE//ssuE//hchA//
go_0051302_5	
go_0051304_4	eptC//
go_0051338_5	
go_0051345_6	
go_0051346_6	hemA//
go_0051347_6	
go_0051349_6	
go_0051353_6	uidA//
go_0051391_8	fucK//
go_0051409_4	sdhC//
go_0051410_3	glgB//
go_0051452_10	nrdB//
go_0051453_9	tdcD//
go_0051454_10	dmsB//prmB//metB//lsrG//lpxT//
go_0051476_7	paaF//
go_0051484_7	thiD//
go_0051495_8	
go_0051595_6	gshB//folP//
go_0051596_6	ydfG//dld//preA//arnA//
go_0051599_4	
go_0051603_6	fucK//thrB//
go_0051604_5	ldtA//nadK//chbG//
go_0051607_4	gltB//cysE//
go_0051649_4	
go_0051668_4	
go_0051692_6	ftsI//pabA//
go_0051704_2	purN//pykA//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	frlB//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	waaO//tilS//
go_0052778_6	mhpC//
go_0052837_6	rutE//
go_0055070_10	folA//
go_0055072_10	pfkB//guaA//
go_0055085_5	pgi//frlC//pdeR//nadD//tdcD//ybcF//trmA//ansA//ogt//pinE//tdcE//fucK//menF//hcaC//dkgA//fdhF//metL//gshA//aspC//ttdA//aspS//gcvT//kdsD//ppsA//ldhA//purA//mutY//uxaB//hemD//leuD//yihV//lpxM//polA//cdh//insI-1//uvrA//ymdB//carB//guaC//katG//aroA//dfp//cobU//hdhA//umuC//ispA//glnS//dapF//yccX//entC//pphB//yciV//apt//xapA//bglX//paaA//moeA//tynA//gpmA//rph//sbcB//aroL//rbn//apaH//ldcC//gpt//ascB//acnB//hypF//pykA//azoR//treC//dmsB//prpD//rhaB//ubiX//garR//pyrG//bcsA//rdgB//
go_0055086_4	gnd//cysD//
go_0055114_3	ynfE//scpB//nadC//galE//yihV//cobC//yrfG//ppx//dhaK//appA//gntK//ddlB//appA//menC//gdhA//hcp//rbn//idnO//ilvD//malS//nagZ//yeiG//ynfF//hchA//dxs//thiI//argK//katG//pnp//thrC//ung//sucC//cysS//leuA//adiA//metK//umpG//garL//bioC//rsmD//alkA//hyi//lpd//rlmJ//
go_0055129_5	hyaA//spoT//mepS//
go_0055130_8	tadA//alaC//
go_0060003_10	ycaO//kduD//
go_0060274_5	rhaB//
go_0060326_5	prs//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	eptC//
go_0061077_4	rluA//ldtC//gltD//gcvT//fbp//
go_0061475_9	uxaA//
go_0061504_8	murF//
go_0061610_5	murG//
go_0061615_7	rlmI//dmsB//
go_0061720_5	nrfB//aldA//napA//
go_0065002_6	pgl//
go_0065007_2	mrcB//
go_0070084_7	argS//
go_0070178_5	mraY//
go_0070207_8	fadB//ybiV//cysS//
go_0070298_8	
go_0070301_6	speG//aroE//
go_0070329_5	rfbB//
go_0070413_7	ispU//
go_0070415_6	fau//ampH//
go_0070417_5	cdd//
go_0070453_7	coaD//
go_0070475_7	thiI//thiL//mog//ybjG//fabZ//ubiC//fabA//rph//thrB//puuC//truC//rluE//frc//idnD//gloB//nirD//rutB//iscS//dgoA//
go_0070476_7	trmL//nfsB//
go_0070482_4	tehB//
go_0070574_9	gltX//mazG//glpX//gabT//
go_0070581_8	
go_0070588_9	
go_0070689_6	cheB//serA//
go_0070726_5	ynfE//zwf//
go_0070778_6	phnH//tadA//
go_0070894_6	
go_0070930_7	
go_0070981_6	hinT//
go_0070989_4	trmO//
go_0071139_6	
go_0071218_6	entF//
go_0071229_5	
go_0071230_6	folE//
go_0071236_5	dgoA//rhaB//idnO//
go_0071237_6	
go_0071243_5	mocA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	ilvH//
go_0071271_7	purF//
go_0071276_7	
go_0071280_7	galM//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	iaaA//lsrK//
go_0071289_7	cyoE//
go_0071291_6	dcd//
go_0071292_7	truB//
go_0071294_7	ygeX//
go_0071310_5	
go_0071421_9	fabD//dkgB//gldA//
go_0071422_7	gcvP//thiM//rsmB//
go_0071423_8	sgbE//
go_0071454_5	ribE//yqhD//
go_0071456_5	
go_0071467_5	
go_0071468_6	miaA//phr//selA//lplA//
go_0071470_5	
go_0071474_6	thyA//trmO//uvrB//
go_0071500_5	glcB//
go_0071502_5	
go_0071555_4	adeD//pabA//yidA//tyrS//waaL//ubiA//hyaB//rpiB//
go_0071577_9	fes//torZ//astC//paaB//rutE//prmC//
go_0071705_5	
go_0071731_5	
go_0071732_6	tcdA//
go_0071769_5	
go_0071805_4	ulaD//asd//gcd//chbF//yjjG//yhdH//def//add//ldtB//
go_0071806_6	birA//cpsB//
go_0071807_8	
go_0071897_6	ynfF//fadJ//mrcA//pdxY//aroK//codA//
go_0071915_9	clsB//
go_0071932_8	rsmD//
go_0071934_6	lpxH//
go_0071945_7	
go_0071951_8	accC//
go_0071963_4	
go_0071973_6	hisA//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	rlmE//yjjX//
go_0072348_5	frdC//
go_0072488_7	yjhH//
go_0072511_7	gluQ//
go_0072531_6	ppk//
go_0072581_9	ubiE//
go_0072714_5	
go_0075713_7	
go_0080111_4	acnA//mltD//
go_0089705_7	
go_0089709_7	lipA//tyrS//
go_0090071_6	
go_0090116_7	moaA//
go_0090143_4	
go_0090305_6	kbaZ//hcaD//glmM//gloB//gloB//dgcZ//dmsC//menC//malP//kduI//cynT//glpK//rhaM//sodB//yfbR//argH//hyaB//cpsG//dgcT//cdsA//ybiV//mpaA//phr//araD//araA//mgsA//lpxK//metL//yqhD//umuD//ftnA//speE//arnB//ada//yeaG//mepS//rhaM//thiE//yieH//yagF//tehB//cysC//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	proA//oxc//purT//ribE//dapF//codA//metE//leuS//menC//murA//rdgB//moaE//
go_0090502_8	hypF//upp//yciA//coaD//citE//dapA//ynfH//kdsA//uxuA//kdsA//nhoA//pfkB//murQ//prmC//gloC//lgoD//gloC//
go_0090503_8	pdeH//fadJ//uxaC//epmC//narY//fumA//kdgK//ispG//waaL//
go_0090529_5	
go_0090540_10	malS//
go_0090549_5	
go_0090609_6	ilvM//
go_0097056_7	mrcA//
go_0097264_6	yfiC//
go_0097304_7	opgB//
go_0097339_7	rbsK//
go_0097428_6	cysS//lplA//
go_0097502_4	speD//
go_0097510_7	murI//
go_0097533_5	
go_0097638_8	hemF//
go_0098002_8	
go_0098655_7	garR//nudG//metL//dosP//ldtA//gabT//aldA//menD//uvrC//rnd//leuC//trpC//tmcA//xthA//phoA//
go_0098656_7	treC//
go_0098707_10	
go_0098708_8	atoB//speF//
go_0098710_7	rihC//rsmI//
go_0098713_8	dapD//purD//
go_0098719_9	
go_0098732_6	fruK//
go_0098795_9	adk//
go_0098869_4	fadD//cobB//mak//coaA//pyrB//hinT//phnI//ybcF//truC//ybjG//kdsA//dosP//fadK//speD//speC//
go_0099131_7	sodA//
