# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	kdsC//
go_0015937_7	dgkA//lsrK//caiB//metL//
go_0015940_6	mtgA//
go_0015944_4	bglX//allD//paaG//
go_0015949_5	glgC//pykF//pgaB//yihU//paaJ//treA//rffH//gshB//ung//ndh//aroD//rlmD//rph//hflX//dut//arnT//metC//rhaA//
go_0015950_6	aroC//
go_0015951_7	waaJ//mhpA//
go_0015968_6	
go_0015969_8	aceB//glnS//
go_0015976_2	ybhA//
go_0015986_7	
go_0015990_10	pyrE//add//
go_0016024_7	lpxK//
go_0016032_5	purF//
go_0016036_6	ssuE//fumA//
go_0016042_5	
go_0016052_5	galU//bfr//idnO//astC//
go_0016075_8	fucO//
go_0016078_8	gshB//
go_0016094_6	torY//poxB//
go_0016226_5	aes//sodC//deoD//pnp//
go_0016259_7	ilvM//
go_0016260_8	pta//lpcA//proA//
go_0016310_6	bglX//sufS//pgaD//yihV//pdeH//tdcB//umpG//cdh//gcvT//dmsA//tsaE//fadK//dgoK//nrfB//glcF//garR//pdeR//
go_0016311_6	rsmI//cysI//psuG//hisA//nrdE//aphA//hemE//murQ//nirD//paaZ//rlmH//fumC//lpxB//cof//ushA//alaS//glpB//nadA//gcvT//napB//dadA//gcd//puuA//ybiV//wecC//pyrD//rfaE//hemL//nudG//argS//guaC//queA//curA//cobU//cobB//malQ//rlmG//ppc//fumC//malY//
go_0016458_3	
go_0016485_6	entB//cysK//
go_0016540_7	glxR//malQ//
go_0016579_7	glpA//
go_0016998_5	gpsA//
go_0017001_5	queF//
go_0017003_8	moaD//
go_0017004_7	thiG//
go_0017013_7	
go_0017038_6	
go_0017148_8	gapA//glnE//katE//yqhD//hyaB//
go_0017189_7	nth//
go_0017198_7	ribB//
go_0018012_8	dnaE//
go_0018023_7	lpxT//
go_0018063_8	alaC//
go_0018070_8	rutB//plsC//
go_0018104_8	ligA//gntK//alkB//ubiD//tilS//
go_0018105_8	aspA//
go_0018106_8	
go_0018108_8	trpB//
go_0018117_8	
go_0018125_6	idi//
go_0018131_6	thrC//
go_0018160_8	pheT//
go_0018206_8	acpH//
go_0018247_9	mtlD//
go_0018283_6	
go_0018298_7	uxaC//
go_0018307_7	guaB//
go_0018315_8	ahpC//
go_0018339_9	preA//
go_0018345_8	pdxK//
go_0018364_6	trpC//tig//
go_0018378_9	
go_0018393_10	ulaD//
go_0018394_9	guaD//
go_0018410_8	serS//
go_0018909_5	lysU//
go_0018937_4	ftsI//
go_0019042_6	cfa//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	rutB//
go_0019243_7	cysN//speB//pgi//yrfG//
go_0019249_6	aroK//
go_0019250_7	deoC//
go_0019262_6	hemD//gatZ//nagZ//rnb//mutS//
go_0019264_7	rluF//
go_0019272_9	leuD//thiH//
go_0019284_7	rsmA//pdeL//
go_0019285_5	pabB//pphA//
go_0019288_6	patA//yagE//rutE//ppiA//
go_0019290_5	
go_0019292_8	def//
go_0019294_6	dcm//hisA//glnS//ribC//
go_0019299_6	recJ//
go_0019301_7	polA//accD//gatY//frlB//paaG//prmB//leuB//
go_0019303_7	tyrB//tktB//
go_0019305_7	aroH//
go_0019309_7	nadC//
go_0019316_8	phnJ//ycaO//aroA//
go_0019318_5	ltaE//
go_0019323_6	phnI//nadD//pphB//treF//fadJ//caiD//waaG//
go_0019324_6	citX//dnaQ//ulaE//iscS//lpxC//
go_0019343_8	btuE//
go_0019344_7	garL//
go_0019346_7	mnmG//
go_0019353_8	gadA//thrA//phnM//maa//
go_0019354_6	dbpA//
go_0019379_5	dacA//
go_0019380_6	ushA//galT//
go_0019388_7	truA//
go_0019391_6	epd//
go_0019394_7	mobA//
go_0019395_5	kdgK//
go_0019404_8	fabD//wrbA//
go_0019413_6	hcp//phoA//
go_0019419_4	paaK//
go_0019427_7	pcm//
go_0019430_5	ftnA//hemL//chbF//
go_0019432_7	mnmG//
go_0019439_5	ulaF//cysC//
go_0019447_8	rlmF//
go_0019450_9	proB//
go_0019464_7	yahK//epmA//uidA//agp//lpd//plsB//
go_0019480_4	gstA//
go_0019509_7	
go_0019516_4	panC//napA//
go_0019521_6	glpC//eptC//
go_0019542_6	menF//
go_0019545_6	ubiI//
go_0019546_9	tktA//
go_0019563_7	mltF//napB//phnG//
go_0019568_7	astC//phnP//
go_0019569_7	phnN//gdhA//tgt//
go_0019571_8	chbF//pflB//ulaF//
go_0019572_8	gloB//
go_0019584_7	
go_0019588_7	murG//amyA//
go_0019592_8	xdhB//
go_0019595_8	pyrB//
go_0019607_6	polA//ansA//
go_0019622_6	pncB//malS//frdC//
go_0019629_7	rutC//citX//
go_0019632_5	cdd//alr//yigL//cpdA//
go_0019634_5	cobB//
go_0019645_6	clsC//glyA//rbsD//
go_0019646_6	astC//nanK//tsaC//ybhA//
go_0019664_6	gltX//glpC//
go_0019665_5	trmO//
go_0019673_6	hyaA//
go_0019676_3	fumB//
go_0019677_8	
go_0019679_7	metL//pfkA//lysS//
go_0019686_6	waaO//
go_0019698_7	truA//pyrH//paaB//paaZ//nirD//nrdB//
go_0019700_6	ndh//yciA//argB//fumA//
go_0019740_2	adeD//dhaL//eptB//ispU//yfaU//tcdA//
go_0019752_6	
go_0019805_6	yfdR//
go_0019835_3	
go_0019852_5	bioH//malY//lpoA//
go_0019854_6	yjiA//prpD//
go_0019856_7	mltB//
go_0019858_7	dcd//
go_0019859_7	ispB//
go_0019877_6	pphB//glxR//yciV//
go_0019878_9	yagE//
go_0019935_6	dacC//sad//
go_0019985_8	murQ//xthA//
go_0019988_7	thiM//
go_0022417_4	carA//
go_0022610_2	gstA//
go_0022611_3	queG//bglA//waaP//
go_0022900_4	hypF//hcaF//
go_0022904_5	dgcT//nfsB//betB//
go_0023014_4	sucC//bioA//valS//
go_0030001_7	tdcB//narI//fabZ//
go_0030007_8	pagP//
go_0030026_9	
go_0030091_6	hcaC//dfp//polA//nadE//
go_0030153_5	
go_0030162_7	
go_0030163_5	trpD//galU//dgoK//der//
go_0030244_9	
go_0030258_5	ubiF//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	thiI//speD//
go_0030388_5	frdA//orn//folM//
go_0030488_6	psd//recG//aspS//yhdH//fkpA//pyrB//nanE//aroL//nadB//nirB//
go_0030490_10	
go_0030497_7	pgl//prpC//
go_0030541_4	
go_0030573_6	acpT//
go_0030632_8	betA//ybjG//hyaB//ribD//
go_0030641_8	rhaB//tilS//
go_0030643_8	
go_0030961_9	frdA//
go_0030980_7	malY//thiE//dacC//
go_0031118_8	bfr//
go_0031119_8	fdhF//hdhA//rsmD//patD//mmuM//leuA//
go_0031125_10	entA//
go_0031162_5	paaZ//
go_0031167_6	tpiA//waaS//gldA//trpD//etk//dkgA//
go_0031280_6	queD//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	glxR//
go_0031400_8	
go_0031439_9	
go_0031460_7	ybjI//rpiB//tig//der//uvrA//waaF//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	yjjG//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	yfeX//
go_0032026_6	lpxL//
go_0032049_8	upp//rffM//mobA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	waaO//
go_0032196_3	cysD//
go_0032238_6	glgB//
go_0032259_3	aroC//cpdA//waaS//ldtA//
go_0032261_6	codA//
go_0032263_7	speB//aroA//
go_0032264_7	alsK//gcd//
go_0032265_7	murE//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	glgP//pldB//ppsA//
go_0032329_7	dnaE//yggF//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	yhdH//
go_0032445_10	rhaM//trpA//
go_0032462_7	entB//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	narH//gatY//glpB//galK//
go_0032774_6	cfa//
go_0032775_6	accA//cysN//thrA//
go_0032781_7	
go_0032784_8	
go_0032790_6	rutC//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	hchA//
go_0032978_7	
go_0033014_6	truB//ftsI//
go_0033051_5	cysE//
go_0033120_8	
go_0033194_5	pphB//yqaB//gltB//
go_0033195_5	cdd//
go_0033212_10	argF//gltB//
go_0033214_11	selB//rsmH//
go_0033228_8	hisS//trmH//lipB//
go_0033317_7	dapD//cysI//ogt//tgt//
go_0033320_6	kduI//
go_0033345_8	mrcA//yjhH//
go_0033353_5	ileS//
go_0033359_7	aroA//adhE//
go_0033384_6	mhpC//
go_0033388_7	ulaD//
go_0033477_5	paaZ//
go_0033499_8	dapD//mak//ada//mazG//aceB//
go_0033518_6	recF//
go_0033539_7	pgl//
go_0033542_7	queG//
go_0033543_8	acnB//
go_0033567_6	
go_0033585_7	guaD//rlmM//
go_0033611_8	rutD//
go_0033683_7	
go_0034194_8	mnmE//pyrG//cysS//
go_0034195_8	miaB//
go_0034198_6	polB//mcrA//
go_0034203_6	glmS//
go_0034204_5	nfi//hisB//
go_0034213_6	cof//
go_0034214_7	rnb//ttdA//rbn//
go_0034219_6	fadM//fcl//sthA//dld//tig//araA//cobB//fbaA//ghrB//arnA//aceB//glgP//puuB//folD//uxuA//ldcC//mog//rlmI//gcvH//yegS//sdhA//cysK//hemF//rutA//murF//treF//bglB//rutE//prmB//
go_0034220_6	accA//recG//uxuA//mnmE//gntK//sbcB//
go_0034224_6	
go_0034227_8	mutL//
go_0034258_8	accA//
go_0034260_5	
go_0034289_7	adk//
go_0034337_3	patZ//
go_0034355_7	purC//spoT//nfsB//waaU//
go_0034401_5	
go_0034414_9	paaF//
go_0034421_8	ppx//
go_0034470_8	ppk//
go_0034552_7	
go_0034599_5	waaP//glk//chbF//ogt//tsaE//
go_0034605_5	rnpA//narZ//
go_0034614_6	sdaB//
go_0034620_6	hchA//
go_0034628_9	insI-1//ftnA//ligB//trmA//rhaA//
go_0034635_6	murF//
go_0034644_7	yagF//
go_0034661_7	
go_0034775_7	ogt//hcp//
go_0034983_9	birA//etk//
go_0035235_6	dcyD//mtgA//eno//
go_0035307_9	
go_0035335_8	rfaD//waaG//
go_0035344_8	aceA//yagE//
go_0035350_6	citX//
go_0035429_8	fadD//murF//waaS//purD//puuC//cobC//
go_0035433_7	nanE//
go_0035434_9	wzc//
go_0035435_9	yfcF//feaB//purA//rluC//
go_0035442_7	aroD//mpaA//appA//yjhH//rutA//tcdA//glcF//
go_0035443_7	aroH//narV//cadA//
go_0035444_9	rsmI//rpiA//gloA//cysK//
go_0035461_6	acpH//
go_0035524_8	arnB//
go_0035552_6	yihU//
go_0035553_6	napC//
go_0035556_4	
go_0035600_8	cheR//
go_0035672_6	polA//accB//argG//
go_0035725_9	narH//truC//ispA//argA//tig//
go_0035784_9	ybjI//
go_0035864_6	
go_0035873_8	gpsA//gatD//
go_0035999_5	psd//rsmI//rutA//
go_0036001_7	arnB//
go_0036047_9	metL//
go_0036049_9	pyrF//
go_0036088_6	xthA//
go_0036104_6	fabB//ispH//
go_0036172_6	ddlB//
go_0036214_3	
go_0036265_6	ilvB//
go_0036289_9	mltB//folE//
go_0036448_6	aroD//thiL//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	alaA//glmM//
go_0040033_9	
go_0042026_4	argH//tyrS//yfdR//pyrE//
go_0042126_5	eptC//
go_0042128_5	
go_0042150_7	dgoD//
go_0042157_5	
go_0042158_6	nrdD//tdcD//
go_0042177_7	
go_0042182_5	pabC//
go_0042219_6	
go_0042245_7	aspA//rsmG//waaP//
go_0042254_5	gpmA//
go_0042255_6	
go_0042274_5	ldtE//
go_0042304_7	
go_0042351_7	hemF//
go_0042355_8	tdh//patA//phnI//phnL//panC//mutL//
go_0042371_7	epmB//
go_0042413_6	pgpA//glk//
go_0042450_7	atoB//aes//hisD//frdD//thiG//gutQ//
go_0042454_7	glxR//
go_0042493_4	ribC//btuE//ppiC//mhpD//glcF//galU//mhpA//mutS//gmhB//dmsB//pheS//dapA//bioB//
go_0042538_6	pagP//truB//sseA//
go_0042542_5	waaQ//cmoA//mmuM//pdxJ//
go_0042545_5	ahpC//
go_0042594_4	cpsB//folC//malZ//alkB//
go_0042619_6	
go_0042710_4	malP//dkgB//mgsA//gstA//narV//mutY//cyoE//preT//
go_0042732_6	purT//
go_0042744_6	pagP//aphA//
go_0042759_7	acpT//
go_0042773_6	speB//
go_0042777_8	
go_0042780_10	cobC//ahr//
go_0042817_5	murQ//
go_0042819_6	dkgA//
go_0042823_6	plsC//poxB//accB//proC//
go_0042838_6	proB//argB//gatZ//pabB//
go_0042840_7	eptC//entH//ybiV//uvrA//pgk//trpE//
go_0042843_7	treA//polA//
go_0042846_8	torA//
go_0042852_9	eptB//
go_0042867_8	birA//
go_0042873_7	ulaF//
go_0042882_10	treF//ubiC//
go_0042884_7	pyrF//aceA//menE//
go_0042885_8	udk//
go_0042891_6	rlmC//ung//rnt//rdgB//tynA//menA//fadD//
go_0042906_8	aroK//gmk//nadA//
go_0042908_5	galM//
go_0042914_8	chbF//
go_0042918_6	moeA//moeA//
go_0042919_6	
go_0042920_6	alr//
go_0042928_7	
go_0042930_7	ugd//kdgK//betA//yfbR//deoC//ppc//citX//rnd//ldtC//purC//
go_0042938_8	insI-1//gatD//kdsA//
go_0042939_8	ubiG//
go_0042941_8	hemF//
go_0042942_6	nanE//curA//
go_0042953_6	
go_0042956_8	pnp//kduI//
go_0042968_8	leuC//waaB//lpxH//
go_0043039_6	dhaK//pnp//ilvB//
go_0043041_6	yagE//mcrB//
go_0043085_5	napC//icd//gshA//
go_0043086_5	cfa//
go_0043093_3	alaA//hmp//glgX//mltC//
go_0043097_6	aceA//cmk//
go_0043099_7	waaO//
go_0043100_6	argK//
go_0043102_5	orn//
go_0043103_7	folA//
go_0043137_6	idnO//mutY//
go_0043150_8	
go_0043157_6	garR//
go_0043164_6	ribE//cysC//yieF//proA//glcD//tgt//patD//
go_0043165_6	ppx//waaC//
go_0043171_5	glgC//torC//pyrD//mutM//suhB//
go_0043200_5	
go_0043201_6	
go_0043213_7	selB//mltD//
go_0043254_5	
go_0043335_3	ynfH//tesB//rph//mpaA//fadI//
go_0043433_5	fklB//yfaU//sad//
go_0043442_6	ruvA//
go_0043456_6	prpD//
go_0043462_6	nanA//
go_0043470_6	
go_0043471_6	
go_0043488_5	ppc//lplA//aroF//
go_0043547_7	
go_0043571_7	ddlA//
go_0043610_4	fkpA//cysS//lsrK//
go_0043686_7	fabZ//
go_0043687_7	dapD//hemE//fumA//dfp//hisI//
go_0043708_5	yfbR//
go_0043709_6	sgbH//
go_0043711_5	
go_0043952_7	
go_0043953_7	ugd//
go_0044010_5	psuG//gpsA//waaL//ygjK//argI//aspA//
go_0044011_4	entF//
go_0044036_5	menD//yjhG//entD//
go_0044038_6	etp//murQ//
go_0044092_4	
go_0044179_5	
go_0044208_7	murG//
go_0044238_3	adk//kefF//ispG//argK//
go_0044248_4	
go_0044255_4	
go_0044262_4	pyrE//rffH//
go_0044273_5	glk//
go_0044275_5	putA//
go_0044349_6	
go_0044355_6	ybjI//
go_0044532_6	
go_0044659_7	mnmA//
go_0044718_6	mhpD//
go_0044764_3	
go_0044780_6	hyaB//
go_0044781_5	
go_0044787_5	lysA//
go_0044874_7	
go_0045004_7	putA//acpH//dcyD//
go_0045013_7	
go_0045226_7	kdgK//fkpA//lsrG//nrdD//citG//kefF//
go_0045333_5	malS//hemB//
go_0045337_6	adiA//
go_0045454_4	mpaA//phr//entH//bfr//glpD//wcaJ//pgi//
go_0045471_5	truC//dkgA//
go_0045717_8	tig//waaQ//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	gpt//frlC//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	speA//pbpC//pgaD//sthA//pfkB//
go_0045893_8	cobS//ubiG//
go_0045900_9	
go_0045903_5	alsK//
go_0045912_6	gcvT//glpD//cheR//
go_0045926_5	
go_0045936_8	
go_0045947_9	ydiO//speA//
go_0045975_9	
go_0045990_6	
go_0046037_8	prpC//
go_0046040_8	cmoA//
go_0046047_8	yfeW//
go_0046050_8	ttdB//der//fabB//
go_0046052_8	surA//
go_0046061_8	thiM//
go_0046076_8	moaE//
go_0046081_8	katG//fadD//
go_0046086_6	katG//
go_0046098_7	yghU//
go_0046100_7	dacC//
go_0046101_6	menA//ilvD//
go_0046103_9	dgcM//
go_0046104_8	waaG//
go_0046115_10	sdhC//
go_0046133_8	guaC//yeiG//
go_0046166_6	yfcG//
go_0046168_6	eda//cof//
go_0046176_6	thiG//tsaE//ilvA//nudB//
go_0046177_7	ileS//proA//frmA//hyaC//
go_0046181_7	nanK//
go_0046183_7	def//prs//gnd//
go_0046187_6	yjjX//
go_0046196_5	spoT//
go_0046210_6	ulaF//xdhB//pfkA//
go_0046214_6	frlB//
go_0046256_7	lpxB//pdeR//
go_0046271_5	nadK//
go_0046279_6	yigL//
go_0046292_4	fdhF//
go_0046294_5	glgP//folM//
go_0046296_6	gcvH//proA//fucI//
go_0046306_6	alr//ssuE//
go_0046323_10	dapB//
go_0046325_8	
go_0046336_6	ybiV//
go_0046342_8	garD//
go_0046348_6	katG//argA//
go_0046365_5	hflX//
go_0046392_7	yrfG//moaA//mutY//citC//
go_0046397_6	
go_0046416_6	phnL//
go_0046452_6	hemA//
go_0046459_6	mtn//
go_0046470_5	
go_0046474_6	rutA//cysG//gcvH//ygeX//tsaB//lpxD//
go_0046487_5	katG//
go_0046501_6	gatY//
go_0046618_6	gshA//pgl//phnI//hpt//queA//ubiA//
go_0046654_7	cysK//rbsD//yfiC//manA//garR//
go_0046655_5	sdhB//
go_0046656_6	tadA//gutQ//ttdA//bfr//gloC//waaQ//
go_0046657_6	bfr//
go_0046677_4	cheB//garD//argE//pdxY//dld//uxaB//purB//dxs//pfkA//paaB//hisI//glyA//fabI//puuB//ftsI//napA//mcrB//umpH//dgoK//dcm//fadJ//pagP//argA//metG//fabB//cmk//miaB//pgk//nrdE//paaA//thrC//
go_0046685_4	panC//atoB//
go_0046686_6	idnD//
go_0046688_6	fadB//guaB//
go_0046690_5	katE//hyaA//
go_0046710_8	ribA//
go_0046718_8	ybjI//purA//
go_0046777_8	cadA//frlB//psuG//
go_0046834_6	asnS//
go_0046835_5	hcaF//ldtD//nadB//hisH//rutA//epd//tmcA//lpxK//paaK//katG//rfe//tktB//betA//yhdH//epmB//trmL//serC//argA//hcaD//ybjI//purB//
go_0046836_7	rsmE//
go_0046839_6	folP//
go_0046855_6	ubiH//
go_0046892_8	
go_0046901_7	fes//
go_0046939_7	garD//fadA//yqhD//sgbH//
go_0046942_7	yihV//hyaC//nadD//
go_0046944_7	napC//
go_0047484_6	
go_0048034_6	insI-1//
go_0048255_6	
go_0048473_8	thiC//
go_0048518_4	
go_0048870_3	atoB//
go_0050427_5	phnG//
go_0050667_6	pabC//ldtE//
go_0050779_5	relA//
go_0050790_4	cmk//narV//
go_0050821_5	allC//ybhA//
go_0050918_5	panC//torZ//
go_0050919_5	aldB//
go_0051050_5	
go_0051083_5	ppiA//
go_0051085_5	xthA//ybcF//
go_0051090_4	ansA//
go_0051091_5	leuS//
go_0051131_7	
go_0051143_8	nrdA//
go_0051156_5	idnK//
go_0051171_5	
go_0051188_5	nadB//
go_0051191_6	glgA//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	surA//adiA//
go_0051270_5	
go_0051271_6	trmJ//glnE//
go_0051274_8	
go_0051276_5	
go_0051289_8	citE//bioC//acnB//katG//nudB//rutC//mgsA//der//galU//aphA//hisG//pgaD//yajO//apaH//glpC//tyrB//gmd//waaY//thrS//sucC//murG//ndk//rlmM//fruK//folA//acpS//puuB//queD//cmk//pdxJ//orn//ssuE//
go_0051301_3	queG//tktA//aspC//avtA//cobT//nrfD//ackA//ubiI//
go_0051302_5	
go_0051304_4	adhE//
go_0051338_5	
go_0051345_6	
go_0051346_6	menD//
go_0051347_6	
go_0051349_6	
go_0051353_6	ldtD//
go_0051391_8	rhaB//
go_0051409_4	caiB//
go_0051410_3	waaQ//
go_0051452_10	ulaF//
go_0051453_9	nadD//
go_0051454_10	ribD//yigB//yjjX//prs//puuD//
go_0051476_7	rsmG//
go_0051484_7	alaA//
go_0051495_8	
go_0051595_6	pabB//aceB//
go_0051596_6	mtn//gdhA//fkpA//hisS//
go_0051599_4	
go_0051603_6	ppc//waaC//
go_0051604_5	yjjX//ghrB//dkgB//
go_0051607_4	fkpA//gluQ//
go_0051649_4	
go_0051668_4	
go_0051692_6	pdxJ//glcF//
go_0051704_2	ravA//aphA//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	panD//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	murD//gadB//
go_0052778_6	cysD//
go_0052837_6	mcrB//
go_0055070_10	mltF//
go_0055072_10	aspS//ansA//
go_0055085_5	deoC//ravA//ribC//eutD//ddlB//leuB//rfbC//mltC//nfsB//rpiA//aroF//ftnA//mepS//recO//narV//purL//hcp//preA//melA//selA//queA//patD//srlD//ldhA//xylA//ilvD//ispU//yfdR//tdcD//pinE//malZ//waaH//nirB//rnpA//pyrF//nanA//folM//carA//alsE//mog//tag//cyaA//metL//slt//dmlA//guaB//napA//entB//yieF//glgB//gph//hyaB//trpA//hemF//lacZ//sodA//glxR//malS//nirD//tktB//bglX//dgoD//metK//frc//nadA//fdhF//gadA//speB//solA//fdhF//fucI//purD//der//aphA//yegS//pyrH//dgcZ//gldA//mnmE//tsaB//
go_0055086_4	argK//selB//
go_0055114_3	ubiX//cysK//ileS//rihB//accB//hisS//sodA//patA//ugd//dgoD//ybjI//tktA//pepD//phnG//rimK//cmk//paaK//sucB//purL//mutY//folX//rpiB//uvrB//pdxK//aceA//ydiO//allD//ackA//tatD//fucA//nanA//cdd//ispB//mcrA//menF//argD//rlmH//aphA//nagB//narH//adeD//yigL//mltD//mltC//
go_0055129_5	pta//epmA//recO//
go_0055130_8	yihV//oxc//
go_0060003_10	entF//upp//
go_0060274_5	torA//
go_0060326_5	rnpA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	waaO//
go_0061077_4	ubiG//cynS//ispU//narI//cpdA//
go_0061475_9	epmB//
go_0061504_8	acpS//
go_0061610_5	dosP//
go_0061615_7	ulaF//galM//
go_0061720_5	torY//phoA//uxaC//
go_0065002_6	hisH//
go_0065007_2	ubiE//
go_0070084_7	tig//
go_0070178_5	accA//
go_0070207_8	waaU//mak//idnD//
go_0070298_8	
go_0070301_6	scpC//rffG//
go_0070329_5	apt//
go_0070413_7	polB//
go_0070415_6	yigB//trpB//
go_0070417_5	paaZ//
go_0070453_7	polB//
go_0070475_7	pyrG//lpoA//rfaE//bioF//dld//murG//gmhB//cysE//trmI//rph//cysM//speB//avtA//gcvH//tdk//gpmA//ubiC//rsmC//hyaA//
go_0070476_7	puuE//yfbR//
go_0070482_4	glcB//
go_0070574_9	azoR//moaA//tdcG//ydiO//
go_0070581_8	
go_0070588_9	
go_0070689_6	dnaQ//dnaQ//
go_0070726_5	paaH//carA//
go_0070778_6	waaO//cynS//
go_0070894_6	
go_0070930_7	
go_0070981_6	gudD//
go_0070989_4	pgl//
go_0071139_6	
go_0071218_6	treF//
go_0071229_5	
go_0071230_6	yfcG//
go_0071236_5	leuA//asnA//plsB//
go_0071237_6	
go_0071243_5	dxs//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	bioF//
go_0071271_7	rsmC//
go_0071276_7	
go_0071280_7	malY//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	yieF//aroL//
go_0071289_7	putA//
go_0071291_6	leuC//
go_0071292_7	ndk//
go_0071294_7	entH//
go_0071310_5	
go_0071421_9	uvrB//cheR//glk//
go_0071422_7	rdgB//cobT//hypB//
go_0071423_8	argE//
go_0071454_5	bglB//glcB//
go_0071456_5	
go_0071467_5	
go_0071468_6	acpH//thiI//fabD//folE//
go_0071470_5	
go_0071474_6	adhP//waaU//tynA//
go_0071500_5	bioA//
go_0071502_5	
go_0071555_4	dacC//yciV//cheB//phnI//wrbA//cdsA//argS//glcD//
go_0071577_9	scpC//yjhH//nfsB//tig//entC//adiA//
go_0071705_5	
go_0071731_5	
go_0071732_6	gloA//
go_0071769_5	
go_0071805_4	yciV//ilvC//mcrB//rdgB//tynA//moeB//ispU//hcaC//dacA//
go_0071806_6	lyxK//rlmJ//
go_0071807_8	
go_0071897_6	queF//malZ//fadI//nadE//gltX//ileS//
go_0071915_9	pykF//
go_0071932_8	mnmG//
go_0071934_6	rbn//
go_0071945_7	
go_0071951_8	narZ//
go_0071963_4	
go_0071973_6	yjiA//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	fes//hisG//
go_0072348_5	hisG//
go_0072488_7	ynfH//
go_0072511_7	rfe//
go_0072531_6	asnB//
go_0072581_9	cyaA//
go_0072714_5	
go_0075713_7	
go_0080111_4	cmk//gstA//
go_0089705_7	
go_0089709_7	murA//cobC//
go_0090071_6	
go_0090116_7	argB//
go_0090143_4	
go_0090305_6	bacA//folD//yagE//umuC//ahr//rlmI//mug//yciV//yhdJ//proS//hycB//glnA//dld//yhdH//rpe//bioH//mcrA//sdhA//waaS//glk//epmB//ubiC//ulaF//frlB//sgbE//gpt//otsA//ldcA//lldD//selD//ilvC//lysA//murE//rlmB//nadK//umpG//aroC//dbpA//ubiD//ybiV//fabD//hemD//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	aceF//proA//lyxK//glmU//fadI//tyrA//yihX//gcl//tatD//roxA//glpA//murF//
go_0090502_8	citE//ada//cobC//gcvT//pdxB//lpoA//lacZ//trpD//aroB//dnaE//dmsB//zwf//gmd//uidA//frlB//accD//fadI//
go_0090503_8	slyD//guaC//ampD//adeD//glpB//rsmJ//hemF//ldhA//rffH//
go_0090529_5	
go_0090540_10	thiM//
go_0090549_5	
go_0090609_6	pyrE//
go_0097056_7	sodB//
go_0097264_6	mltC//
go_0097304_7	yihX//
go_0097339_7	dcm//
go_0097428_6	aes//miaB//
go_0097502_4	glnE//
go_0097510_7	scpB//
go_0097533_5	
go_0097638_8	hemA//
go_0098002_8	
go_0098655_7	narY//ubiG//yqjH//puuA//fabA//lyxK//thrB//dhaK//dxr//ldhA//hemG//alkA//umpH//gadB//ddlA//
go_0098656_7	rnpA//
go_0098707_10	
go_0098708_8	nrdF//pheT//
go_0098710_7	talB//lpxT//
go_0098713_8	nrdA//ahpC//
go_0098719_9	
go_0098732_6	paaJ//
go_0098795_9	truD//
go_0098869_4	glxK//gldA//ispB//leuC//serA//recR//talB//yegS//appA//ribC//yeaE//pdeR//hisF//purD//rluD//
go_0099131_7	wcaJ//
go_0099132_7	gmk//gatD//rluD//cyoE//yidA//fruK//paaC//trmI//
go_0099133_8	pabA//sgbE//sgbH//mhpD//ydiB//bfr//dfp//gcvH//prpC//abgA//ilvM//truB//
go_0101030_8	sdhD//
go_1900190_5	glxK//
go_1900191_6	
go_1900192_6	
go_1900231_6	yfbR//
go_1900232_7	
go_1900233_7	ttdA//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	tnaA//
go_1900751_9	rfaD//
