# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	nfi//
go_0015906_6	ynfF//
go_0015909_8	fabA//
go_0015912_8	waaQ//
go_0015914_7	dgoK//
go_0015920_7	ispU//etp//
go_0015937_7	torC//lysU//bglB//nfsB//
go_0015940_6	bioB//
go_0015944_4	ulaD//ldtB//alaC//
go_0015949_5	purA//acpS//mutY//rlmD//waaS//alaS//ghrB//suhB//psuG//idi//ynfF//rhaM//menA//entB//dxr//atoB//rph//yigB//
go_0015950_6	lpxK//
go_0015951_7	gatZ//rsmC//
go_0015968_6	
go_0015969_8	bglX//caiD//
go_0015976_2	purB//
go_0015986_7	
go_0015990_10	glcF//folE//
go_0016024_7	pgm//
go_0016032_5	hisH//
go_0016036_6	xthA//aroL//
go_0016042_5	
go_0016052_5	yciV//ynfH//argB//alkA//
go_0016075_8	narV//
go_0016078_8	pinE//
go_0016094_6	srlD//fadJ//
go_0016226_5	napA//rluA//eda//kdsB//
go_0016259_7	rbsK//
go_0016260_8	rluC//fbaA//oxc//
go_0016310_6	iaaA//mpaA//ppiA//otsA//patZ//mutL//ugd//dgt//pyrH//wcaJ//acnA//atoB//acpT//rsmH//rsmE//queF//phr//
go_0016311_6	hcp//patD//rluA//gpmA//panD//asnA//uvrC//nrdE//trmH//narY//ubiH//polB//torA//lpoA//sucA//rutC//yciA//truD//rsmG//aceB//moeA//thrC//guaC//gmhB//sdhA//clsB//paaK//sdaB//acnB//narI//lipB//acnB//cynS//menI//murE//hemD//nudB//lpd//dgcM//tmk//
go_0016458_3	
go_0016485_6	ydiO//lpxK//
go_0016540_7	cobB//gph//
go_0016579_7	truC//
go_0016998_5	pncB//
go_0017001_5	lpxP//
go_0017003_8	dcm//
go_0017004_7	ubiD//
go_0017013_7	
go_0017038_6	
go_0017148_8	nudG//pldB//kdsD//speB//waaZ//
go_0017189_7	dcyD//
go_0017198_7	frdA//
go_0018012_8	gadA//
go_0018023_7	kbaY//
go_0018063_8	frdB//
go_0018070_8	tktA//fumC//
go_0018104_8	mobA//mnmC//sodA//pabC//bacA//
go_0018105_8	dacD//
go_0018106_8	
go_0018108_8	pfkB//
go_0018117_8	
go_0018125_6	csdA//
go_0018131_6	lsrG//
go_0018160_8	argB//
go_0018206_8	gmk//
go_0018247_9	rpiB//
go_0018283_6	
go_0018298_7	cyaA//
go_0018307_7	mhpD//
go_0018315_8	panD//
go_0018339_9	gpp//
go_0018345_8	panB//
go_0018364_6	waaB//alkA//
go_0018378_9	
go_0018393_10	ppx//
go_0018394_9	lpxP//
go_0018410_8	pldB//
go_0018909_5	kdsD//
go_0018937_4	glpK//
go_0019042_6	argC//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	murQ//
go_0019243_7	nadC//yidA//lgoD//hisF//
go_0019249_6	murI//
go_0019250_7	insI-2//
go_0019262_6	dapB//trpE//bioD//aroA//amyA//
go_0019264_7	purN//
go_0019272_9	ackA//argK//
go_0019284_7	fbp//guaA//
go_0019285_5	fkpA//bcsA//
go_0019288_6	relA//sad//pfkB//ansA//
go_0019290_5	
go_0019292_8	ansB//
go_0019294_6	nanK//astC//leuB//nagB//
go_0019299_6	dacC//
go_0019301_7	glpA//dgoD//rluB//tdk//narG//pgpA//hisB//
go_0019303_7	bioH//narY//
go_0019305_7	hcaE//
go_0019309_7	tesB//
go_0019316_8	rluA//dapF//paaZ//
go_0019318_5	ycaO//
go_0019323_6	tmcA//alsE//hisD//mutY//ahpC//sodA//coaE//
go_0019324_6	pcm//pyrG//moaA//ileS//solA//
go_0019343_8	yrfG//
go_0019344_7	argK//
go_0019346_7	fucI//
go_0019353_8	kduD//murQ//rlmG//xylA//
go_0019354_6	valS//
go_0019379_5	agp//
go_0019380_6	dld//lpxP//
go_0019388_7	pheS//
go_0019391_6	opgB//
go_0019394_7	cdd//
go_0019395_5	talB//
go_0019404_8	pdxK//patZ//
go_0019413_6	yjhH//ssuE//
go_0019419_4	idnD//
go_0019427_7	fabZ//
go_0019430_5	paoC//tauD//argH//
go_0019432_7	murE//
go_0019439_5	opgB//tilS//
go_0019447_8	kduI//
go_0019450_9	pfkB//
go_0019464_7	mutS//truA//purF//mpaA//pbpC//thiL//
go_0019480_4	lpoA//
go_0019509_7	
go_0019516_4	mak//udp//
go_0019521_6	serA//nadD//
go_0019542_6	aphA//
go_0019545_6	alaC//
go_0019546_9	fbp//
go_0019563_7	tdcB//wrbA//araB//
go_0019568_7	codA//rfbB//
go_0019569_7	rnt//gltB//gatD//
go_0019571_8	curA//rlmE//nfi//
go_0019572_8	cpdB//
go_0019584_7	
go_0019588_7	malZ//ddlB//
go_0019592_8	cmk//
go_0019595_8	nemA//
go_0019607_6	fbaA//trmA//
go_0019622_6	mutH//tdcG//tdcB//
go_0019629_7	ybjI//mtgA//
go_0019632_5	tag//hemG//rutB//mtgA//
go_0019634_5	deoA//
go_0019645_6	selA//rluC//ybcF//
go_0019646_6	mobA//moeB//ahr//cpdA//
go_0019664_6	waaS//azoR//
go_0019665_5	mtlD//
go_0019673_6	thrA//
go_0019676_3	yeaE//
go_0019677_8	
go_0019679_7	kdgK//metL//glgX//
go_0019686_6	ubiI//
go_0019698_7	lpxT//aceF//fruK//truC//lpxH//ligB//
go_0019700_6	ackA//nrfA//fucO//paaZ//
go_0019740_2	lpoA//glpK//lpxB//dusC//tauD//sdhA//
go_0019752_6	
go_0019805_6	glyA//
go_0019835_3	
go_0019852_5	pcm//opgE//gnd//
go_0019854_6	pgaB//galT//
go_0019856_7	tgt//
go_0019858_7	trmO//
go_0019859_7	cysD//
go_0019877_6	alkA//napA//btuE//
go_0019878_9	yihX//
go_0019935_6	treA//dcd//
go_0019985_8	rnb//yeaG//
go_0019988_7	cobT//
go_0022417_4	apaH//
go_0022610_2	torZ//
go_0022611_3	tnaA//lpxB//sodC//
go_0022900_4	narV//sodC//
go_0022904_5	phnG//dosP//frlC//
go_0023014_4	acs//uvrB//ilvA//
go_0030001_7	purN//chbG//glcD//
go_0030007_8	waaS//
go_0030026_9	
go_0030091_6	uvrB//cmoB//fumB//rlmC//
go_0030153_5	
go_0030162_7	
go_0030163_5	rfbC//udk//lsrG//mltC//
go_0030244_9	
go_0030258_5	torY//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	ftnA//rsmJ//
go_0030388_5	pgaD//otsA//lsrK//
go_0030488_6	pdxK//kefF//dsdA//tktB//kbaZ//guaD//accB//yihT//torA//epd//
go_0030490_10	
go_0030497_7	frdD//ispU//
go_0030541_4	
go_0030573_6	yqhD//
go_0030632_8	scpC//ulaD//rfaE//pphB//
go_0030641_8	garL//psuG//
go_0030643_8	
go_0030961_9	sseA//
go_0030980_7	leuB//narI//purD//
go_0031118_8	lpoB//
go_0031119_8	speA//paaH//rne//fumC//speE//tmk//
go_0031125_10	pgaC//
go_0031162_5	gcl//
go_0031167_6	argB//paoC//uvrB//nadB//folX//cpdA//
go_0031280_6	malY//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	tmk//
go_0031400_8	
go_0031439_9	
go_0031460_7	ilvI//cueO//torA//hemD//lyxK//rnpA//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	mraY//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	xthA//
go_0032026_6	rsmJ//
go_0032049_8	recG//dkgB//ispA//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	truA//
go_0032196_3	dusB//
go_0032238_6	sufS//
go_0032259_3	mtgA//trmO//menB//bfr//
go_0032261_6	plsC//
go_0032263_7	sodC//proS//
go_0032264_7	dhaM//gcvT//
go_0032265_7	moaA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	cysC//queD//tsaE//
go_0032329_7	hcaB//truB//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	patD//
go_0032445_10	thiM//yeaG//
go_0032462_7	ligA//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	ybjG//bglA//deoB//trmD//
go_0032774_6	frdB//
go_0032775_6	gshB//waaQ//abgA//
go_0032781_7	
go_0032784_8	
go_0032790_6	gudD//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	puuE//
go_0032978_7	
go_0033014_6	glpA//rluD//
go_0033051_5	napC//
go_0033120_8	
go_0033194_5	chbF//purL//uxaA//
go_0033195_5	trpA//
go_0033212_10	selB//nadA//
go_0033214_11	pck//fadH//
go_0033228_8	idnK//pgaC//xylB//
go_0033317_7	pgaB//paaB//hisI//ilvA//
go_0033320_6	waaC//
go_0033345_8	mobA//yeiG//
go_0033353_5	guaD//
go_0033359_7	menB//lpxL//
go_0033384_6	guaC//
go_0033388_7	argF//
go_0033477_5	metH//
go_0033499_8	lpxH//fcl//frlC//pyrE//lysA//
go_0033518_6	nfi//
go_0033539_7	pgk//
go_0033542_7	xylB//
go_0033543_8	mnaT//
go_0033567_6	
go_0033585_7	paaA//ribF//
go_0033611_8	alaS//
go_0033683_7	
go_0034194_8	nhoA//mgsA//dnaE//
go_0034195_8	ycaO//
go_0034198_6	fadD//rlmG//
go_0034203_6	udk//
go_0034204_5	alaA//putA//
go_0034213_6	torY//
go_0034214_7	cfa//cysM//cyaA//
go_0034219_6	nadA//frdB//talB//bioH//glmM//puuD//glnA//yfiC//rnt//pnp//sgbE//guaA//mtgA//recF//proS//yeaG//hyaB//carB//ychF//cysN//napC//rlmB//arsC//eptC//fdhF//glcB//yagF//dbpA//rluF//
go_0034220_6	ogt//mrcA//dacD//leuA//truB//lpoB//
go_0034224_6	
go_0034227_8	gcl//
go_0034258_8	waaQ//
go_0034260_5	
go_0034289_7	betB//
go_0034337_3	scpC//
go_0034355_7	mrcB//waaO//fabA//hemD//
go_0034401_5	
go_0034414_9	ubiE//
go_0034421_8	arnT//
go_0034470_8	aroE//
go_0034552_7	
go_0034599_5	rlmJ//ispG//lpxH//putA//glmU//
go_0034605_5	queG//ldtD//
go_0034614_6	mtlD//
go_0034620_6	moaE//
go_0034628_9	patZ//rlmC//pcm//pgk//paaK//
go_0034635_6	hisC//
go_0034644_7	lpoB//
go_0034661_7	
go_0034775_7	gpmM//dgcM//
go_0034983_9	kbaY//dut//
go_0035235_6	fre//tdcB//fkpB//
go_0035307_9	
go_0035335_8	ddlB//ppk//
go_0035344_8	yahK//menH//
go_0035350_6	ppiC//
go_0035429_8	luxS//cynS//alaC//entB//bioH//idi//
go_0035433_7	ampD//
go_0035434_9	yeiG//
go_0035435_9	galM//pta//sgbH//ycjU//
go_0035442_7	panD//garD//wzc//sgbE//hyaA//udk//gltB//
go_0035443_7	nadE//rutA//eptA//
go_0035444_9	citX//cyaA//ilvH//dsdA//
go_0035461_6	mgsA//
go_0035524_8	rluE//
go_0035552_6	proC//
go_0035553_6	moeB//
go_0035556_4	
go_0035600_8	nagZ//
go_0035672_6	mocA//gmk//pdxY//
go_0035725_9	mraY//frdA//ilvI//ilvH//aes//
go_0035784_9	aceA//
go_0035864_6	
go_0035873_8	entA//ligB//
go_0035999_5	nadD//yagE//hemE//
go_0036001_7	mhpA//
go_0036047_9	dgt//
go_0036049_9	queC//
go_0036088_6	dcd//
go_0036104_6	tesB//coaE//
go_0036172_6	hypF//
go_0036214_3	
go_0036265_6	epd//
go_0036289_9	roxA//rluD//
go_0036448_6	adhP//araA//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	folE//plsC//
go_0040033_9	
go_0042026_4	gcvP//arnB//iscS//cobC//
go_0042126_5	gpt//
go_0042128_5	
go_0042150_7	pheT//
go_0042157_5	
go_0042158_6	asnB//gloB//
go_0042177_7	
go_0042182_5	upp//
go_0042219_6	
go_0042245_7	yieH//mutT//panE//
go_0042254_5	abgB//
go_0042255_6	
go_0042274_5	roxA//
go_0042304_7	
go_0042351_7	ghrB//
go_0042355_8	yjiA//nagB//ulaD//mrcA//gph//ansB//
go_0042371_7	nanK//
go_0042413_6	cobS//dmsB//
go_0042450_7	trpC//rutC//fkpA//melA//avtA//pyrG//
go_0042454_7	menF//
go_0042493_4	gcvT//psd//talB//gldA//rrrD//wzc//pykA//gabT//chbG//scpC//pyrH//cpsB//gmhB//
go_0042538_6	coaA//hcaD//yghU//
go_0042542_5	lysS//puuA//acs//eda//
go_0042545_5	cyaA//
go_0042594_4	lplA//entH//patZ//selD//
go_0042619_6	
go_0042710_4	frlC//wrbA//puuD//paaK//gluQ//lysU//uidA//yfdR//
go_0042732_6	mnmG//
go_0042744_6	mhpD//yqjH//
go_0042759_7	nrdB//
go_0042773_6	acpT//
go_0042777_8	
go_0042780_10	lysC//araB//
go_0042817_5	waaH//
go_0042819_6	wrbA//
go_0042823_6	pdxK//moaD//iscS//hemD//
go_0042838_6	ymdB//chbG//slyD//alaS//
go_0042840_7	yagF//alsK//dgcZ//tktB//waaU//hyi//
go_0042843_7	dkgB//dacD//
go_0042846_8	puuD//
go_0042852_9	accA//
go_0042867_8	aroL//
go_0042873_7	araB//
go_0042882_10	sucC//metE//
go_0042884_7	ynfF//betA//murD//
go_0042885_8	phnH//
go_0042891_6	lpxL//gpsA//yfaU//bioF//sucB//yfbR//fumB//
go_0042906_8	rrrD//hemL//acpS//
go_0042908_5	entE//
go_0042914_8	trmH//
go_0042918_6	sdaB//rne//
go_0042919_6	
go_0042920_6	curA//
go_0042928_7	
go_0042930_7	ynfE//truB//waaP//dnaE//ruvA//yciA//gmhB//moaD//fadJ//caiD//
go_0042938_8	aspS//sgbH//narG//
go_0042939_8	allD//
go_0042941_8	pyrH//
go_0042942_6	dhaL//accC//
go_0042953_6	
go_0042956_8	pfkB//aspA//
go_0042968_8	sucA//rfaE//uxaA//
go_0043039_6	nagB//rlmL//paaE//
go_0043041_6	purC//ndh//
go_0043085_5	kdgK//rffT//gapA//
go_0043086_5	yahK//
go_0043093_3	purB//katE//tesB//fdhF//
go_0043097_6	thrS//argB//
go_0043099_7	yfaU//
go_0043100_6	yhdH//
go_0043102_5	xylA//
go_0043103_7	nemA//
go_0043137_6	rlmD//argB//
go_0043150_8	
go_0043157_6	lgoD//
go_0043164_6	sdhB//folD//preA//fbaA//torZ//astC//cobT//
go_0043165_6	paaG//alaA//
go_0043171_5	kefF//tag//idnO//dmsC//fabZ//
go_0043200_5	
go_0043201_6	
go_0043213_7	ispG//proC//
go_0043254_5	
go_0043335_3	fabA//metE//nadB//puuD//glmS//
go_0043433_5	ubiX//hypF//glcD//
go_0043442_6	rlmC//
go_0043456_6	fumB//
go_0043462_6	yidA//
go_0043470_6	
go_0043471_6	
go_0043488_5	araA//tcdA//entB//
go_0043547_7	
go_0043571_7	yigL//
go_0043610_4	rluC//ldcC//nadA//
go_0043686_7	hemG//
go_0043687_7	rfaD//garK//ybjI//purT//araB//
go_0043708_5	adhE//
go_0043709_6	aroD//
go_0043711_5	
go_0043952_7	
go_0043953_7	argH//
go_0044010_5	tgt//hchA//appA//rluF//folA//bioH//
go_0044011_4	tdcD//
go_0044036_5	purA//sbcB//pdxK//
go_0044038_6	ampD//selB//
go_0044092_4	
go_0044179_5	
go_0044208_7	menB//
go_0044238_3	pfkA//lpxP//xdhB//orn//
go_0044248_4	
go_0044255_4	
go_0044262_4	gloB//ldtC//
go_0044273_5	folD//
go_0044275_5	garR//
go_0044349_6	
go_0044355_6	hemF//
go_0044532_6	
go_0044659_7	narH//
go_0044718_6	cynT//
go_0044764_3	
go_0044780_6	prmC//
go_0044781_5	
go_0044787_5	fabD//
go_0044874_7	
go_0045004_7	fucO//fumA//der//
go_0045013_7	
go_0045226_7	kdsD//scpC//insI-2//dosP//yfbR//speA//
go_0045333_5	araD//ilvM//
go_0045337_6	recO//
go_0045454_4	umuC//cmk//guaC//nemA//tdh//lpcA//truD//
go_0045471_5	cyoE//aceA//
go_0045717_8	acs//alaC//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	tatD//leuC//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	dacA//mnmG//nirB//adhP//chbG//
go_0045893_8	leuS//frmB//
go_0045900_9	
go_0045903_5	ruvB//
go_0045912_6	ubiD//accA//miaB//
go_0045926_5	
go_0045936_8	
go_0045947_9	aroA//purA//
go_0045975_9	
go_0045990_6	
go_0046037_8	dfp//
go_0046040_8	gshB//
go_0046047_8	paaZ//
go_0046050_8	fadB//glpC//uxaC//
go_0046052_8	gabD//
go_0046061_8	fadK//
go_0046076_8	yegS//
go_0046081_8	mog//ssuE//
go_0046086_6	rhaD//
go_0046098_7	bioD//
go_0046100_7	aroA//
go_0046101_6	ubiA//waaB//
go_0046103_9	tsaB//
go_0046104_8	recJ//
go_0046115_10	mltC//
go_0046133_8	nadK//folA//
go_0046166_6	dhaM//
go_0046168_6	gcl//caiD//
go_0046176_6	folM//patZ//plsB//purU//
go_0046177_7	moaD//ybcF//pcm//rdgB//
go_0046181_7	ackA//
go_0046183_7	garK//nfsB//paaJ//
go_0046187_6	hypF//
go_0046196_5	ttdA//
go_0046210_6	katG//trpB//wrbA//
go_0046214_6	recO//
go_0046256_7	mngB//fre//
go_0046271_5	lpxL//
go_0046279_6	mutH//
go_0046292_4	moaA//
go_0046294_5	atoB//pagP//
go_0046296_6	pgaC//yahK//tag//
go_0046306_6	metC//ada//
go_0046323_10	gor//
go_0046325_8	
go_0046336_6	xylA//
go_0046342_8	fucI//
go_0046348_6	rluD//ugd//
go_0046365_5	gltD//
go_0046392_7	purL//folX//pdxH//thrB//
go_0046397_6	
go_0046416_6	pdeR//
go_0046452_6	tpiA//
go_0046459_6	hyaB//
go_0046470_5	
go_0046474_6	mnmA//rutB//menH//acnA//ldtE//dkgB//
go_0046487_5	pgaC//
go_0046501_6	feaB//
go_0046618_6	argC//bglB//panB//ldtB//xthA//otsA//
go_0046654_7	glxR//plsC//cpsB//mtgA//mepS//
go_0046655_5	gatD//
go_0046656_6	rnb//tgt//acnA//hyaB//ppx//garR//
go_0046657_6	ppsA//
go_0046677_4	purF//dusC//rlmE//gntK//waaG//entF//sseA//dacD//ulaG//gcvT//glxR//uvrC//arnA//ndh//pgl//uxaA//paaB//nagB//folA//thiM//hemG//lpxM//moaA//pagP//gcd//thiM//ubiC//ldtC//ltaE//ycaO//preA//
go_0046685_4	yhdH//waaQ//
go_0046686_6	tgt//
go_0046688_6	murE//pdxY//
go_0046690_5	yigL//nrdF//
go_0046710_8	serA//
go_0046718_8	sgbH//thyA//
go_0046777_8	curA//purA//acnA//
go_0046834_6	tdk//
go_0046835_5	rfe//yhdH//add//moeB//eutD//yfeW//purC//nrfC//deoA//feaB//paaZ//ynfF//phnG//pyrH//pgaD//dut//phoA//pgpA//aldB//bglA//glgP//
go_0046836_7	adeD//
go_0046839_6	panB//
go_0046855_6	rlmC//
go_0046892_8	
go_0046901_7	galU//
go_0046939_7	trpC//pldB//ldtB//acpT//
go_0046942_7	xdhB//lgoD//ldcA//
go_0046944_7	gstA//
go_0047484_6	
go_0048034_6	ispH//
go_0048255_6	
go_0048473_8	paaK//
go_0048518_4	
go_0048870_3	cyoE//
go_0050427_5	glpA//
go_0050667_6	murC//eda//
go_0050779_5	murE//
go_0050790_4	manA//pgpA//
go_0050821_5	yfiC//fucA//
go_0050918_5	cyoE//yjiA//
go_0050919_5	ygjK//
go_0051050_5	
go_0051083_5	ligA//
go_0051085_5	ansB//fkpA//
go_0051090_4	ilvA//
go_0051091_5	ubiA//
go_0051131_7	
go_0051143_8	nanK//
go_0051156_5	xylB//
go_0051171_5	
go_0051188_5	dapA//
go_0051191_6	alsE//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	nudB//ackA//
go_0051270_5	
go_0051271_6	pinE//rsmC//
go_0051274_8	
go_0051276_5	
go_0051289_8	rffC//aldA//ulaG//xdhB//galM//ispH//dbpA//gltX//entB//lpxM//treF//rsmJ//gudD//dcyD//folP//sodC//truC//rhaB//miaA//sgbE//rffM//umpH//otsA//alsE//dnaE//wecC//yjcS//lpcA//cysN//rsmG//rhaA//nemA//
go_0051301_3	gpsA//frlB//lysU//ldtC//pfkB//clsC//aroD//yrfG//
go_0051302_5	
go_0051304_4	ligB//
go_0051338_5	
go_0051345_6	
go_0051346_6	otsB//
go_0051347_6	
go_0051349_6	
go_0051353_6	lpoB//
go_0051391_8	carB//
go_0051409_4	pgaC//
go_0051410_3	tsaB//
go_0051452_10	pdeF//
go_0051453_9	polA//
go_0051454_10	maeA//queF//cheB//lpxP//gph//
go_0051476_7	xylA//
go_0051484_7	abgA//
go_0051495_8	
go_0051595_6	thiI//xthA//
go_0051596_6	pgm//gor//slt//aldB//
go_0051599_4	
go_0051603_6	fadE//thiM//
go_0051604_5	lpxL//cysK//mltF//
go_0051607_4	menE//rffC//
go_0051649_4	
go_0051668_4	
go_0051692_6	acpT//frdA//
go_0051704_2	dxr//uxuA//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	purL//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	gph//ahpC//
go_0052778_6	speA//
go_0052837_6	pheS//
go_0055070_10	garK//
go_0055072_10	galU//yccX//
go_0055085_5	glpX//pyrB//garD//rsmD//clsC//rutE//pldB//ldtC//dapD//proB//tatD//gabT//lpoB//yagE//yrfG//yieF//glnE//gabT//purU//rluC//uxaA//acnB//frdB//hcaB//dkgB//waaP//hcaE//lpcA//speD//nirB//wecC//acnA//dapA//acs//ttdA//rlmM//aroB//lpcA//udk//nth//nth//hisH//bfr//ldtB//ushA//yfcG//fkpA//ubiC//metC//uxuB//agp//miaA//upp//gcvH//pck//ldtC//cysE//nhoA//thrC//dxr//pdxA//tag//nrfB//opgB//frdC//hisB//murD//tdh//cysE//bioA//thiD//fabD//apaH//guaB//cysD//ynfF//patZ//prpB//poxB//waaY//
go_0055086_4	nrdA//entD//
go_0055114_3	ldtE//rlmE//nfsB//wecC//aroL//lysA//fucI//pyrH//tdcD//fadA//yccX//hemE//trpD//fabD//ppk//bglX//hcaC//malQ//ydiO//truA//allD//leuA//rhaB//proA//nfsB//ldcA//ribB//umpH//ppk//murF//pheS//mltC//garK//waaA//fadM//yccX//patD//nudG//gmhB//yeaG//speE//patZ//gloB//aroE//
go_0055129_5	hcp//pck//hcaB//
go_0055130_8	polB//tdh//
go_0060003_10	ybiV//mnmC//
go_0060274_5	rlmI//
go_0060326_5	folM//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	trpD//
go_0061077_4	yagF//dxs//gltB//cysI//lpoB//
go_0061475_9	dapD//
go_0061504_8	folP//
go_0061610_5	arnA//
go_0061615_7	insI-1//rlmA//
go_0061720_5	glgX//kdsA//purT//
go_0065002_6	citC//
go_0065007_2	fumB//
go_0070084_7	tyrB//
go_0070178_5	ydiF//
go_0070207_8	hcaB//phnI//hemD//
go_0070298_8	
go_0070301_6	murF//phnI//
go_0070329_5	dbpA//
go_0070413_7	paaF//
go_0070415_6	purN//rsmJ//
go_0070417_5	argK//
go_0070453_7	alsK//
go_0070475_7	ravA//yagE//ftnA//hchA//hemH//paoC//dhaK//aroD//ulaE//tatD//lsrK//mhpC//deoB//dhaM//fadE//glgA//bioC//hdhA//dhaK//
go_0070476_7	dnaQ//panD//
go_0070482_4	glgA//
go_0070574_9	eptC//ispB//sad//pdeH//
go_0070581_8	
go_0070588_9	
go_0070689_6	aphA//dinB//
go_0070726_5	thiD//garK//
go_0070778_6	tdcE//pabA//
go_0070894_6	
go_0070930_7	
go_0070981_6	mdh//
go_0070989_4	ribC//
go_0071139_6	
go_0071218_6	tsaC//
go_0071229_5	
go_0071230_6	mhpC//
go_0071236_5	entD//sgbU//xthA//
go_0071237_6	
go_0071243_5	pgl//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	etp//
go_0071271_7	trmI//
go_0071276_7	
go_0071280_7	rsmA//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	sseA//mrdA//
go_0071289_7	paaF//
go_0071291_6	chbG//
go_0071292_7	nrfC//
go_0071294_7	waaF//
go_0071310_5	
go_0071421_9	dmsA//citX//bioA//
go_0071422_7	pheA//uxuB//menC//
go_0071423_8	hisB//
go_0071454_5	dgcT//folD//
go_0071456_5	
go_0071467_5	
go_0071468_6	gudD//fabG//rluC//ssuE//
go_0071470_5	
go_0071474_6	lpxK//gpt//hisF//
go_0071500_5	tdcE//
go_0071502_5	
go_0071555_4	yqhD//dgkA//mrcA//rhaM//hpt//dxr//mak//recJ//
go_0071577_9	yidA//uxuA//ribA//pgpC//fadB//ycaO//
go_0071705_5	
go_0071731_5	
go_0071732_6	cdh//
go_0071769_5	
go_0071805_4	mrdA//yagF//ynfH//rffG//kbaY//nadE//leuS//iscS//tktB//
go_0071806_6	waaB//glcB//
go_0071807_8	
go_0071897_6	kdsA//iaaA//gpp//mutY//betA//menI//
go_0071915_9	pheS//
go_0071932_8	rhaB//
go_0071934_6	hisC//
go_0071945_7	
go_0071951_8	ackA//
go_0071963_4	
go_0071973_6	sdaB//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	otsB//narI//
go_0072348_5	narV//
go_0072488_7	glnS//
go_0072511_7	phnP//
go_0072531_6	plsB//
go_0072581_9	tsaB//
go_0072714_5	
go_0075713_7	
go_0080111_4	xdhB//ycaO//
go_0089705_7	
go_0089709_7	galM//yfiC//
go_0090071_6	
go_0090116_7	slyD//
go_0090143_4	
go_0090305_6	udk//hchA//cmoA//ybcF//alsE//rlmF//gltB//thiI//malZ//clsB//dam//dapD//rlmL//uvrC//ilvE//paaC//nrdA//serC//pldB//rne//rutE//waaH//metC//thiE//yhdJ//aroE//gatZ//mltD//araD//fkpB//ybcF//ycjU//uxuA//rsgA//rluF//gloA//napB//serB//entD//trpE//nemA//gloB//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	ldtC//arsC//dusC//yqjH//gadA//psuG//nagK//fabD//queD//yjiA//queG//relA//
go_0090502_8	epmB//cynT//preA//torZ//speA//gloC//pgaB//cysG//yagF//folA//mnmE//trpC//glcD//paaF//dusC//ribC//tdcE//
go_0090503_8	mhpC//cyoE//umuD//preA//folX//ascB//gph//pgpA//dkgB//
go_0090529_5	
go_0090540_10	entE//
go_0090549_5	
go_0090609_6	fabI//
go_0097056_7	lpd//
go_0097264_6	acpS//
go_0097304_7	argG//
go_0097339_7	menA//
go_0097428_6	murI//coaA//
go_0097502_4	aroD//
go_0097510_7	rpe//
go_0097533_5	
go_0097638_8	paaE//
go_0098002_8	
go_0098655_7	metF//nagK//fadA//allD//argA//frdC//lpcA//rhaM//dxr//hyaC//ascB//mhpA//glgB//ymdB//agp//
go_0098656_7	rlmE//
go_0098707_10	
go_0098708_8	ulaF//phnP//
go_0098710_7	insI-1//sdhD//
go_0098713_8	pepD//fabG//
go_0098719_9	
go_0098732_6	mhpA//
go_0098795_9	glpB//
go_0098869_4	aroL//ilvH//lpxM//rffT//glyA//glmU//uxaC//aroK//chbF//wecB//araD//ubiF//cysQ//yigB//fabH//
go_0099131_7	lpxB//
go_0099132_7	sufS//bcsA//cdsA//tyrS//pnp//napB//fklB//cysI//
go_0099133_8	fkpB//waaC//yieF//metH//tatD//fadJ//melA//bioB//ispA//ilvC//rffT//yjjG//
