# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	cpdA//
go_0015906_6	tag//
go_0015909_8	iaaA//
go_0015912_8	rutB//
go_0015914_7	adeD//
go_0015920_7	mutH//guaC//
go_0015937_7	yihU//mhpA//ynfE//gltX//
go_0015940_6	cpsG//
go_0015944_4	leuB//paaZ//waaY//
go_0015949_5	ubiA//uxaA//hyi//pdxJ//ubiX//dacD//malY//thrC//pyrF//sseA//gpmA//glgA//fkpB//mnmC//moaD//bglA//gltB//yjjG//
go_0015950_6	cysI//
go_0015951_7	yfeW//hisG//
go_0015968_6	
go_0015969_8	yjiA//ispA//
go_0015976_2	xylB//
go_0015986_7	
go_0015990_10	cysC//fabI//
go_0016024_7	dgcT//
go_0016032_5	fadB//
go_0016036_6	rluC//recO//
go_0016042_5	
go_0016052_5	alaA//bioC//lipA//acpS//
go_0016075_8	ansB//
go_0016078_8	add//
go_0016094_6	glnA//azoR//
go_0016226_5	glpD//treC//hcaF//cobB//
go_0016259_7	rffM//
go_0016260_8	waaZ//cpsB//pdxK//
go_0016310_6	pgaD//ppiC//yciV//ligA//yieH//gnd//yihT//wcaJ//paaG//waaZ//preA//waaC//pncB//purA//galK//rluA//rsmC//
go_0016311_6	entH//rutA//fadJ//pldB//eno//prpC//gabT//tsaE//metF//kdsD//mhpC//ldcC//phnH//fumC//purL//ribC//queD//rlmF//mnaT//gpmA//rlmE//nrdD//dgoK//rlmD//hcp//yeaE//ribD//idnO//malY//dnaE//dgcZ//garR//uvrC//paaF//mutM//leuC//dapF//wecC//yigB//mepS//
go_0016458_3	
go_0016485_6	rluA//cobT//
go_0016540_7	paaG//ampD//
go_0016579_7	glpX//
go_0016998_5	iaaA//
go_0017001_5	trpS//
go_0017003_8	waaH//
go_0017004_7	ndh//
go_0017013_7	
go_0017038_6	
go_0017148_8	nadC//argG//hypF//nrdD//accC//
go_0017189_7	ilvD//
go_0017198_7	pgm//
go_0018012_8	rbn//
go_0018023_7	gatZ//
go_0018063_8	nrdB//
go_0018070_8	luxS//ldcA//
go_0018104_8	sdhA//yfeW//tauD//lpxD//ansA//
go_0018105_8	ugd//
go_0018106_8	
go_0018108_8	dgcZ//
go_0018117_8	
go_0018125_6	ldtB//
go_0018131_6	deoA//
go_0018160_8	glgA//
go_0018206_8	nagK//
go_0018247_9	ldcA//
go_0018283_6	
go_0018298_7	dgt//
go_0018307_7	gudD//
go_0018315_8	citG//
go_0018339_9	putA//
go_0018345_8	mltA//
go_0018364_6	dgkA//deoA//
go_0018378_9	
go_0018393_10	rph//
go_0018394_9	idnD//
go_0018410_8	lyxK//
go_0018909_5	gor//
go_0018937_4	hyi//
go_0019042_6	gpmA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	hemB//
go_0019243_7	paaJ//rimK//gutQ//purB//
go_0019249_6	ogt//
go_0019250_7	lplA//
go_0019262_6	sufS//ruvA//tdcB//aspC//argS//
go_0019264_7	queD//
go_0019272_9	folC//pgpB//
go_0019284_7	maa//malP//
go_0019285_5	folP//truD//
go_0019288_6	rsmG//yqaB//torA//bfr//
go_0019290_5	
go_0019292_8	malS//
go_0019294_6	ulaF//nth//murQ//gdhA//
go_0019299_6	pyrE//
go_0019301_7	gadA//ascB//idnD//queA//fadK//hypF//thiL//
go_0019303_7	slt//thiL//
go_0019305_7	nrdE//
go_0019309_7	ddlB//
go_0019316_8	slt//wzc//yagE//
go_0019318_5	rlmB//
go_0019323_6	tyrB//trmA//purA//thiI//astB//arnT//dosP//
go_0019324_6	hemH//rffM//metH//truA//fbp//
go_0019343_8	nagK//
go_0019344_7	hcaC//
go_0019346_7	rffM//
go_0019353_8	pdxH//rlmB//lpxD//arnT//
go_0019354_6	glyS//
go_0019379_5	mrcB//
go_0019380_6	waaH//glpB//
go_0019388_7	trpA//
go_0019391_6	nadB//
go_0019394_7	add//
go_0019395_5	ybjG//
go_0019404_8	ubiC//pgpB//
go_0019413_6	nhoA//mhpB//
go_0019419_4	pdxB//
go_0019427_7	uvrC//
go_0019430_5	pfkA//galU//waaF//
go_0019432_7	pabC//
go_0019439_5	xdhB//adeD//
go_0019447_8	gadA//
go_0019450_9	mnmC//
go_0019464_7	phnP//mtgA//purC//atoB//ahpC//mak//
go_0019480_4	nagB//
go_0019509_7	
go_0019516_4	ispF//tynA//
go_0019521_6	abgA//pabC//
go_0019542_6	bglB//
go_0019545_6	mraY//
go_0019546_9	clsC//
go_0019563_7	nhoA//eptB//cpsG//
go_0019568_7	recF//rsmI//
go_0019569_7	aldB//tsaB//yajO//
go_0019571_8	tsaD//alaC//glk//
go_0019572_8	fbp//
go_0019584_7	
go_0019588_7	patA//glcD//
go_0019592_8	cyaA//
go_0019595_8	hemA//
go_0019607_6	accA//umuC//
go_0019622_6	ahr//waaL//dhaM//
go_0019629_7	zwf//yihV//
go_0019632_5	carA//hisC//solA//mhpD//
go_0019634_5	speA//
go_0019645_6	sdhC//panD//fumB//
go_0019646_6	thiD//xylA//yjhH//hpt//
go_0019664_6	pta//nrdB//
go_0019665_5	otsA//
go_0019673_6	mug//
go_0019676_3	cysD//
go_0019677_8	
go_0019679_7	cysG//umpH//prpB//
go_0019686_6	argS//
go_0019698_7	ldhA//glpK//glk//trmJ//plsC//patD//
go_0019700_6	malS//appA//birA//ybhA//
go_0019740_2	folC//ubiI//selB//aroC//pdxY//ubiE//
go_0019752_6	
go_0019805_6	sgbE//
go_0019835_3	
go_0019852_5	iscS//queA//purF//
go_0019854_6	yhdH//yggF//
go_0019856_7	mutH//
go_0019858_7	phoA//
go_0019859_7	mltC//
go_0019877_6	pncB//yfbR//cysK//
go_0019878_9	waaC//
go_0019935_6	speD//yccX//
go_0019985_8	gltD//pagP//
go_0019988_7	prpB//
go_0022417_4	nhoA//
go_0022610_2	gapA//
go_0022611_3	avtA//mltF//fadM//
go_0022900_4	purL//fumC//
go_0022904_5	menH//alr//argH//
go_0023014_4	nrdF//rsmE//yidA//
go_0030001_7	metH//entH//pyrG//
go_0030007_8	selA//
go_0030026_9	
go_0030091_6	cdh//yegS//entC//mnmG//
go_0030153_5	
go_0030162_7	
go_0030163_5	pykF//ldhA//wzb//rlmI//
go_0030244_9	
go_0030258_5	appA//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	curA//argI//
go_0030388_5	rsmG//kdsD//pgaD//
go_0030488_6	nagZ//purC//citX//proB//rlmB//ribB//adiA//hisH//gcd//surA//
go_0030490_10	
go_0030497_7	arnT//glgB//
go_0030541_4	
go_0030573_6	deoA//
go_0030632_8	yfaU//fabG//glpK//yfiC//
go_0030641_8	cheR//yihX//
go_0030643_8	
go_0030961_9	argB//
go_0030980_7	cysG//phnN//murD//
go_0031118_8	mrdA//
go_0031119_8	kdsB//hemA//ygeX//udp//plsC//hypF//
go_0031125_10	waaG//
go_0031162_5	araD//
go_0031167_6	mutY//ybhA//ndh//yrfG//xylA//sdaA//
go_0031280_6	aspA//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	tnaA//
go_0031400_8	
go_0031439_9	
go_0031460_7	rutD//scpC//fkpB//gpp//pncB//xdhB//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	ulaG//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	sad//
go_0032026_6	pdxB//
go_0032049_8	fbaA//waaH//gmhB//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	rffM//
go_0032196_3	umpG//
go_0032238_6	aroD//
go_0032259_3	yahK//ispA//paoC//gdhA//
go_0032261_6	gcvP//
go_0032263_7	pabC//rlmB//
go_0032264_7	rfe//rihC//
go_0032265_7	miaA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	abgB//fabB//yjiA//
go_0032329_7	yhdJ//ycaO//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	tag//
go_0032445_10	caiD//folE//
go_0032462_7	adhP//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	wecC//pyrE//proS//rihA//
go_0032774_6	galM//
go_0032775_6	fabH//frdC//uvrB//
go_0032781_7	
go_0032784_8	
go_0032790_6	gabD//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	ushA//
go_0032978_7	
go_0033014_6	hypF//lsrK//
go_0033051_5	dkgB//
go_0033120_8	
go_0033194_5	queF//argF//yciV//
go_0033195_5	queD//
go_0033212_10	yahK//frmB//
go_0033214_11	purA//hisI//
go_0033228_8	rhaA//murG//prpB//
go_0033317_7	abgB//speF//argB//appA//
go_0033320_6	mnmA//
go_0033345_8	mpaA//rfaE//
go_0033353_5	hemA//
go_0033359_7	lacZ//yfcG//
go_0033384_6	cyoE//
go_0033388_7	arnA//
go_0033477_5	mmuM//
go_0033499_8	queC//rsmI//rnd//purC//nrfB//
go_0033518_6	folM//
go_0033539_7	rnd//
go_0033542_7	ydiB//
go_0033543_8	yfcG//
go_0033567_6	
go_0033585_7	rluA//sseA//
go_0033611_8	yigB//
go_0033683_7	
go_0034194_8	lplA//rhaB//mepS//
go_0034195_8	amyA//
go_0034198_6	dxr//ilvB//
go_0034203_6	avtA//
go_0034204_5	phnP//carA//
go_0034213_6	guaC//
go_0034214_7	ubiI//rsmG//recR//
go_0034219_6	mhpD//pdxY//srlD//paaK//ynfE//ynfH//aroE//hemB//curA//frmB//uvrA//paaK//cysG//speC//xdhB//dapB//poxB//acnA//phnN//yfbR//treF//pyrH//metL//yieF//uvrB//ribD//eutB//rluB//kdgK//
go_0034220_6	ruvC//yagE//lpxB//rlmL//eno//phnP//
go_0034224_6	
go_0034227_8	oxc//
go_0034258_8	lacZ//
go_0034260_5	
go_0034289_7	hemC//
go_0034337_3	sgbH//
go_0034355_7	aroG//panB//sdhA//gpp//
go_0034401_5	
go_0034414_9	fdhF//
go_0034421_8	rffH//
go_0034470_8	bcsA//
go_0034552_7	
go_0034599_5	pphB//waaF//mrcB//fabB//rsmB//
go_0034605_5	mtgA//ldhA//
go_0034614_6	argC//
go_0034620_6	glyS//
go_0034628_9	ligA//panC//gltX//rfbC//cysG//
go_0034635_6	aspS//
go_0034644_7	glpB//
go_0034661_7	
go_0034775_7	malQ//galK//
go_0034983_9	dmsC//umpG//
go_0035235_6	yjhH//feaB//dapF//
go_0035307_9	
go_0035335_8	ada//ribE//
go_0035344_8	arsC//nudB//
go_0035350_6	bglX//
go_0035429_8	cysH//napB//hemF//hemB//ilvB//speB//
go_0035433_7	fabA//
go_0035434_9	mocA//
go_0035435_9	mngB//argI//nudB//fbp//
go_0035442_7	recG//pgl//rsmB//ftnA//frmA//eda//sgbH//
go_0035443_7	kbaY//paaB//thrA//
go_0035444_9	epmB//gcvH//yjhG//cobT//
go_0035461_6	araA//
go_0035524_8	pdeF//
go_0035552_6	arnT//
go_0035553_6	dgoD//
go_0035556_4	
go_0035600_8	cysD//
go_0035672_6	fumC//argA//menH//
go_0035725_9	ycjU//cobB//leuS//tktB//eda//
go_0035784_9	eutD//
go_0035864_6	
go_0035873_8	garL//speG//
go_0035999_5	ygeX//metC//rluE//
go_0036001_7	nanE//
go_0036047_9	rsmD//
go_0036049_9	lldD//
go_0036088_6	eda//
go_0036104_6	dgkA//hcp//
go_0036172_6	lsrK//
go_0036214_3	
go_0036265_6	pinE//
go_0036289_9	cobU//alkB//
go_0036448_6	tsaC//paaC//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	ribB//phnP//
go_0040033_9	
go_0042026_4	ybjI//bioB//thrC//ampD//
go_0042126_5	waaQ//
go_0042128_5	
go_0042150_7	ndh//
go_0042157_5	
go_0042158_6	rbsD//recJ//
go_0042177_7	
go_0042182_5	epmA//
go_0042219_6	
go_0042245_7	rluD//dkgB//mocA//
go_0042254_5	pyrD//
go_0042255_6	
go_0042274_5	gabT//
go_0042304_7	
go_0042351_7	fumC//
go_0042355_8	fabI//plsC//pdxK//curA//rfaE//pdxB//
go_0042371_7	paoC//
go_0042413_6	kdsD//otsB//
go_0042450_7	cpsG//gloB//garR//appA//metE//ydiO//
go_0042454_7	tyrA//
go_0042493_4	guaD//thrB//trmI//pagP//murE//pfkA//hemG//eno//nrfC//spoT//ampD//dmsB//yieH//
go_0042538_6	recO//gcvH//aceB//
go_0042542_5	yfdR//tdcB//ldcA//rsmA//
go_0042545_5	speB//
go_0042594_4	rnt//betB//paaE//dcm//
go_0042619_6	
go_0042710_4	fcl//dmsC//thrC//panE//waaB//wcaJ//nanE//glmM//
go_0042732_6	dmsB//
go_0042744_6	nrfC//mutL//
go_0042759_7	garK//
go_0042773_6	truC//
go_0042777_8	
go_0042780_10	nagA//menF//
go_0042817_5	paaA//
go_0042819_6	entA//
go_0042823_6	mazG//preT//udp//ulaF//
go_0042838_6	ddlA//waaH//yigL//trmI//
go_0042840_7	rutE//yjhG//leuC//glpC//folM//prpB//
go_0042843_7	gloB//murE//
go_0042846_8	rlmJ//
go_0042852_9	lysS//
go_0042867_8	rnd//
go_0042873_7	hisC//
go_0042882_10	rsmD//glnE//
go_0042884_7	mltF//otsB//pdxK//
go_0042885_8	argS//
go_0042891_6	pgk//phnN//ydfG//lplA//epmB//eptC//fau//
go_0042906_8	guaA//hyaB//nudB//
go_0042908_5	moaD//
go_0042914_8	metH//
go_0042918_6	hisS//otsA//
go_0042919_6	
go_0042920_6	waaA//
go_0042928_7	
go_0042930_7	treF//betA//mnmE//cmoA//fbp//sbcB//dusB//yigB//rihA//tktB//
go_0042938_8	truC//dacA//adk//
go_0042939_8	queA//
go_0042941_8	ychF//
go_0042942_6	nanA//yhdJ//
go_0042953_6	
go_0042956_8	asd//thiE//
go_0042968_8	hisF//xylA//glpB//
go_0043039_6	trpC//garD//sgbU//
go_0043041_6	miaB//glxR//
go_0043085_5	lpd//cpsB//yieF//
go_0043086_5	rutD//
go_0043093_3	ulaE//ispH//napA//sdhD//
go_0043097_6	napC//dxs//
go_0043099_7	cysH//
go_0043100_6	aldB//
go_0043102_5	ygjK//
go_0043103_7	fabB//
go_0043137_6	mgsA//glmU//
go_0043150_8	
go_0043157_6	cdh//
go_0043164_6	mmuM//gpp//entB//mocA//alkA//yihT//kdsC//
go_0043165_6	fabD//dgcZ//
go_0043171_5	adeD//purC//nfi//ldcC//fumC//
go_0043200_5	
go_0043201_6	
go_0043213_7	appA//rluC//
go_0043254_5	
go_0043335_3	epmC//udp//ldtB//gmd//folC//
go_0043433_5	metG//waaP//nanE//
go_0043442_6	scpC//
go_0043456_6	asnA//
go_0043462_6	yagF//
go_0043470_6	
go_0043471_6	
go_0043488_5	lipA//cdd//galK//
go_0043547_7	
go_0043571_7	luxS//
go_0043610_4	glpK//zwf//sodB//
go_0043686_7	alr//
go_0043687_7	mrcA//pdeF//entE//pfkA//gcd//
go_0043708_5	folX//
go_0043709_6	mnmC//
go_0043711_5	
go_0043952_7	
go_0043953_7	folC//
go_0044010_5	rdgB//cpsG//ldtB//gatZ//fcl//hdhA//
go_0044011_4	tyrS//
go_0044036_5	hypF//nudB//yjhG//
go_0044038_6	alsK//yccX//
go_0044092_4	
go_0044179_5	
go_0044208_7	rlmF//
go_0044238_3	cobU//bcsA//aroD//plsB//
go_0044248_4	
go_0044255_4	
go_0044262_4	glpX//gltB//
go_0044273_5	psd//
go_0044275_5	pinE//
go_0044349_6	
go_0044355_6	rlmI//
go_0044532_6	
go_0044659_7	nrdF//
go_0044718_6	selD//
go_0044764_3	
go_0044780_6	tauD//
go_0044781_5	
go_0044787_5	yhdH//
go_0044874_7	
go_0045004_7	truB//leuA//mnmC//
go_0045013_7	
go_0045226_7	prpD//fabI//tsaD//tsaE//hdhA//hisI//
go_0045333_5	torY//dkgA//
go_0045337_6	cof//
go_0045454_4	speE//rpe//paaB//eno//dgcT//pyrC//tehB//
go_0045471_5	yegS//kbaZ//
go_0045717_8	thrC//clsC//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	ilvE//narG//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	araD//tmcA//thiG//ribB//rfaE//
go_0045893_8	ribE//rfbC//
go_0045900_9	
go_0045903_5	arsC//
go_0045912_6	eno//lpxL//paaE//
go_0045926_5	
go_0045936_8	
go_0045947_9	lpxM//cyoE//
go_0045975_9	
go_0045990_6	
go_0046037_8	gmhB//
go_0046040_8	idnD//
go_0046047_8	tgt//
go_0046050_8	ftsI//sodA//ygeX//
go_0046052_8	proB//
go_0046061_8	pgsA//
go_0046076_8	ychF//
go_0046081_8	yihS//fucK//
go_0046086_6	aceF//
go_0046098_7	dapA//
go_0046100_7	nudB//
go_0046101_6	lyxK//glxR//
go_0046103_9	etp//
go_0046104_8	yjiA//
go_0046115_10	fre//
go_0046133_8	tsaC//panB//
go_0046166_6	glyA//
go_0046168_6	moeA//accB//
go_0046176_6	allC//nirB//fdhF//yigB//
go_0046177_7	ackA//cyaA//dbpA//orn//
go_0046181_7	queG//
go_0046183_7	yigB//dxs//murD//
go_0046187_6	kdsC//
go_0046196_5	yggF//
go_0046210_6	metE//putA//yeaE//
go_0046214_6	dsdA//
go_0046256_7	rlmG//napB//
go_0046271_5	metF//
go_0046279_6	dgoD//
go_0046292_4	uidA//
go_0046294_5	mcrA//amiD//
go_0046296_6	ppk//thiL//udp//
go_0046306_6	accD//cynT//
go_0046323_10	rlmD//
go_0046325_8	
go_0046336_6	mnaT//
go_0046342_8	etk//
go_0046348_6	eda//gstB//
go_0046365_5	nhoA//
go_0046392_7	mazG//hcaB//glyS//tdk//
go_0046397_6	
go_0046416_6	rdgB//
go_0046452_6	cobB//
go_0046459_6	carB//
go_0046470_5	
go_0046474_6	trmH//cobU//sodC//rph//mngB//aroH//
go_0046487_5	ygjK//
go_0046501_6	opgB//
go_0046618_6	mocA//pgsA//garD//yahK//purD//yhdJ//
go_0046654_7	leuA//rnb//bglA//hinT//fkpA//
go_0046655_5	metF//
go_0046656_6	hcaF//tdcB//uvrB//idnO//tpiA//glgP//
go_0046657_6	pfkB//
go_0046677_4	mltB//mngB//fadA//pyrF//cysM//dmlA//moeB//ddlA//malQ//kefF//treA//yihS//rihB//nrdE//rsmG//dgoA//alaC//suhB//rsmI//ilvB//nadA//mnaT//alsE//ydfG//lpoB//rihB//der//xylB//alkA//tyrB//fbaA//
go_0046685_4	rluF//allC//
go_0046686_6	aroC//
go_0046688_6	citC//patA//
go_0046690_5	pdeF//der//
go_0046710_8	kbaZ//
go_0046718_8	moeB//mnmG//
go_0046777_8	fre//cysC//ldtD//
go_0046834_6	birA//
go_0046835_5	tadA//dcyD//fadA//galM//dmsC//btuR//dmsB//pheA//gshA//frmA//trmJ//cmoB//rfbB//idnK//agp//dacA//glyA//lpoA//hcaF//yieF//rffC//
go_0046836_7	selD//
go_0046839_6	aroH//
go_0046855_6	leuA//
go_0046892_8	
go_0046901_7	ilvE//
go_0046939_7	suhB//epmB//glmM//ldtD//
go_0046942_7	speG//waaH//yegS//
go_0046944_7	puuE//
go_0047484_6	
go_0048034_6	mmuM//
go_0048255_6	
go_0048473_8	mak//
go_0048518_4	
go_0048870_3	rluE//
go_0050427_5	phnN//
go_0050667_6	nanA//lysA//
go_0050779_5	entC//
go_0050790_4	entF//galE//
go_0050821_5	ldtB//puuA//
go_0050918_5	argH//purA//
go_0050919_5	lpxT//
go_0051050_5	
go_0051083_5	sdhA//
go_0051085_5	entC//hemB//
go_0051090_4	speD//
go_0051091_5	glgB//
go_0051131_7	
go_0051143_8	murI//
go_0051156_5	tehB//
go_0051171_5	
go_0051188_5	birA//
go_0051191_6	sdhD//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	nagK//waaG//
go_0051270_5	
go_0051271_6	pcm//gloA//
go_0051274_8	
go_0051276_5	
go_0051289_8	gatZ//paaK//hemB//phnJ//metG//pflB//malY//accC//sdaA//alkB//dusC//rutA//tig//lysS//ubiH//dcd//rluD//frdB//sdaA//puuE//argF//xylB//proC//glgP//apaH//hypF//guaD//rsmJ//sbcB//epmC//idnD//clsA//
go_0051301_3	dkgB//bioA//thrA//citE//hdhA//aceB//valS//trmA//
go_0051302_5	
go_0051304_4	kdsA//
go_0051338_5	
go_0051345_6	
go_0051346_6	thrS//
go_0051347_6	
go_0051349_6	
go_0051353_6	trpC//
go_0051391_8	alr//
go_0051409_4	hisS//
go_0051410_3	adk//
go_0051452_10	ubiA//
go_0051453_9	fabH//
go_0051454_10	asnB//purB//yihS//pheS//scpC//
go_0051476_7	cheR//
go_0051484_7	tktA//
go_0051495_8	
go_0051595_6	lipA//pdxB//
go_0051596_6	hdhA//gshA//aspS//treC//
go_0051599_4	
go_0051603_6	mnmE//citG//
go_0051604_5	lpxH//wzb//cysH//
go_0051607_4	fkpA//torC//
go_0051649_4	
go_0051668_4	
go_0051692_6	gadB//rfaD//
go_0051704_2	ilvI//araB//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	queF//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	nadB//mazG//
go_0052778_6	lpxD//
go_0052837_6	uxaC//
go_0055070_10	frdA//
go_0055072_10	mltF//garR//
go_0055085_5	poxB//mltF//yihU//rfaE//ulaF//mmuM//waaC//gshA//phnP//menB//ispH//truB//ubiG//speC//dinB//puuB//sdhA//xylA//bioH//pykA//treC//poxB//ilvH//truA//paaF//maeA//hcaF//torY//sucA//arsC//lipA//glpD//pdeH//waaB//scpB//agp//ppx//puuA//mnmC//alkB//dam//sodC//yidA//speG//tauD//birA//relA//ilvB//cysS//uxuA//phnO//citE//tauD//dld//kefF//nrfC//relA//accC//arnA//mcrA//coaD//ilvC//hemF//metH//yagF//dnaQ//epmB//fkpA//lpxD//etk//ydiF//nanA//waaL//mazG//maa//carA//hycB//ldhA//surA//phoA//
go_0055086_4	ilvC//thiI//
go_0055114_3	umpH//lpd//ydiB//dgoA//mepS//murI//wzb//pdeH//rutC//ileS//cheR//phnO//udp//tehB//aroA//kduD//queG//bioD//tsaB//yahK//paaZ//rpe//dkgB//arnT//lpxD//narV//menH//dmsA//mltF//glxR//narH//hisA//relA//dosP//sodC//rlmC//malS//cysS//lpxM//accA//nirD//malQ//trmD//bioC//
go_0055129_5	rsmF//umuC//fruK//
go_0055130_8	ppx//malS//
go_0060003_10	fre//yeiG//
go_0060274_5	menF//
go_0060326_5	nemA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	nagZ//
go_0061077_4	nadD//aspS//dgkA//rffH//nrdF//
go_0061475_9	waaO//
go_0061504_8	ravA//
go_0061610_5	ppk//
go_0061615_7	opgB//dnaQ//
go_0061720_5	trmO//yciV//cysQ//
go_0065002_6	selD//
go_0065007_2	paaC//
go_0070084_7	aroB//
go_0070178_5	yigB//
go_0070207_8	ybcF//valS//eptA//
go_0070298_8	
go_0070301_6	umuD//yeaG//
go_0070329_5	nrfB//
go_0070413_7	ascB//
go_0070415_6	yhdH//deoB//
go_0070417_5	ubiF//
go_0070453_7	gatD//
go_0070475_7	dfp//def//adhE//aceA//gluQ//lpxB//yjhG//rfbD//frlB//asd//alaS//ftnA//sdaB//frdC//epd//cpdA//rimK//leuB//garD//
go_0070476_7	tsaC//agp//
go_0070482_4	tadA//
go_0070574_9	gcvH//entA//aroL//frdC//
go_0070581_8	
go_0070588_9	
go_0070689_6	fruK//bglA//
go_0070726_5	sdhC//pdxA//
go_0070778_6	cysH//ubiA//
go_0070894_6	
go_0070930_7	
go_0070981_6	ulaG//
go_0070989_4	glyA//
go_0071139_6	
go_0071218_6	ilvI//
go_0071229_5	
go_0071230_6	recR//
go_0071236_5	thiD//thiH//pinE//
go_0071237_6	
go_0071243_5	rnt//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	gnd//
go_0071271_7	uidA//
go_0071276_7	
go_0071280_7	aes//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	hyaA//mnmE//
go_0071289_7	ruvB//
go_0071291_6	hemF//
go_0071292_7	thrS//
go_0071294_7	mltC//
go_0071310_5	
go_0071421_9	selB//nudF//gor//
go_0071422_7	surA//acpT//trpS//
go_0071423_8	nudC//
go_0071454_5	proB//cysG//
go_0071456_5	
go_0071467_5	
go_0071468_6	tdcE//ldtE//hisS//yihS//
go_0071470_5	
go_0071474_6	frdB//ttdA//yfcG//
go_0071500_5	pnp//
go_0071502_5	
go_0071555_4	mltF//hisC//citC//proC//phnJ//leuB//acnB//arnT//
go_0071577_9	fucA//dxr//pfkA//gltD//xylA//yeiG//
go_0071705_5	
go_0071731_5	
go_0071732_6	treA//
go_0071769_5	
go_0071805_4	entC//cysE//appA//ravA//ubiC//nfi//dinB//preA//hemA//
go_0071806_6	argE//aphA//
go_0071807_8	
go_0071897_6	cdsA//katG//waaU//argB//cysM//aroE//
go_0071915_9	yihU//
go_0071932_8	ldcC//
go_0071934_6	queF//
go_0071945_7	
go_0071951_8	hypF//
go_0071963_4	
go_0071973_6	ackA//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	murA//leuS//
go_0072348_5	hcaE//
go_0072488_7	nrdE//
go_0072511_7	dxr//
go_0072531_6	bglB//
go_0072581_9	ispG//
go_0072714_5	
go_0075713_7	
go_0080111_4	asnS//aroG//
go_0089705_7	
go_0089709_7	phnM//mutL//
go_0090071_6	
go_0090116_7	pepD//
go_0090143_4	
go_0090305_6	tilS//metH//lpoA//lpxT//purU//mocA//pinE//yihU//sufS//rlmG//nagA//trmI//ung//clsA//pdeR//dfp//xapA//nudF//leuD//murA//allC//suhB//pgm//otsB//lpxP//yigL//yghU//rbn//fumB//mltF//hemN//rdgB//rluC//phnP//aceB//kdsC//recG//sucB//fkpB//pinE//psuG//aroC//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	mutM//proC//kdsC//rfaD//appA//gadB//rsmH//kdgK//der//dmsB//arsC//fabG//
go_0090502_8	ttdB//xthA//prpB//glxK//phnI//napA//menA//gpsA//rsmG//lipB//ilvD//gabT//tag//dcm//lpoA//puuE//gloC//
go_0090503_8	gor//ilvN//guaC//glxR//pgpC//ilvA//gcvT//pgpA//rluC//
go_0090529_5	
go_0090540_10	relA//
go_0090549_5	
go_0090609_6	trpB//
go_0097056_7	fklB//
go_0097264_6	ltaE//
go_0097304_7	gadA//
go_0097339_7	eutB//
go_0097428_6	metB//ygjK//
go_0097502_4	fucA//
go_0097510_7	guaB//
go_0097533_5	
go_0097638_8	ldtD//
go_0098002_8	
go_0098655_7	sucB//ilvA//gloA//ppk//tilS//puuC//rlmD//cysI//ghrB//gatD//cobU//trmD//ghrB//aroB//hdhA//
go_0098656_7	alkA//
go_0098707_10	
go_0098708_8	gadB//orn//
go_0098710_7	glnE//gmhB//
go_0098713_8	fadA//betA//
go_0098719_9	
go_0098732_6	citC//
go_0098795_9	kdsA//
go_0098869_4	torA//ubiE//mcrA//pdxH//mtlD//insI-2//kefF//rutA//lpxL//speB//astC//malP//idnO//ycaO//truC//
go_0099131_7	speA//
go_0099132_7	yfcF//mltA//trpD//thiE//ogt//tyrS//bioD//rsmB//
go_0099133_8	bfr//leuC//paaJ//bglB//rluC//bfr//cyaA//queA//sucC//kduI//pck//dosP//
go_0101030_8	cobS//
go_1900190_5	mocA//
