# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	cueO//
go_0015889_6	truC//ispF//pabC//
go_0015891_6	ygjK//
go_0015906_6	cysK//
go_0015909_8	murE//
go_0015912_8	fbp//
go_0015914_7	opgB//
go_0015920_7	sbcB//purC//
go_0015937_7	hyaB//uxuA//lysA//yccX//
go_0015940_6	thrC//
go_0015944_4	ldtC//rbsK//hisI//
go_0015949_5	fadD//arnT//paoC//mraY//yjjG//sdhB//malY//adk//adk//gutQ//treA//murI//ilvN//rhaA//gapA//narH//leuC//ldtB//
go_0015950_6	phnN//
go_0015951_7	thiI//eda//
go_0015968_6	
go_0015969_8	rutE//eptA//
go_0015976_2	guaD//
go_0015986_7	
go_0015990_10	pgi//fabB//
go_0016024_7	manA//
go_0016032_5	cheR//
go_0016036_6	arnA//ydiB//
go_0016042_5	
go_0016052_5	thiH//menI//cmoB//ispA//
go_0016075_8	pck//
go_0016078_8	aroA//
go_0016094_6	hcaB//moaE//
go_0016226_5	dam//acs//cobT//ddlA//
go_0016259_7	ileS//
go_0016260_8	truC//pabA//ligB//
go_0016310_6	yhdJ//dhaL//gpmM//adhE//tag//gshB//entC//insI-2//lyxK//hdhA//fau//yagE//nrdD//hemE//thrA//ppc//torZ//
go_0016311_6	bioD//umuC//aspC//bioF//tyrS//ispB//cheR//fadD//garL//ubiI//moaE//mhpD//paaZ//waaG//rsuA//fabD//treC//idnD//menE//nemA//citC//cobC//luxS//paaG//acnB//glyS//hpt//rfaD//guaC//glgB//hyaC//fadK//rffT//iaaA//paaA//nadE//entB//ilvB//argA//malP//
go_0016458_3	
go_0016485_6	ppiA//narH//
go_0016540_7	bcsA//hemG//
go_0016579_7	hemE//
go_0016998_5	murA//
go_0017001_5	paaK//
go_0017003_8	selA//
go_0017004_7	fabD//
go_0017013_7	
go_0017038_6	
go_0017148_8	pdeF//ribC//arnB//glcE//chbG//
go_0017189_7	narV//
go_0017198_7	pabC//
go_0018012_8	yjiA//
go_0018023_7	fadH//
go_0018063_8	gcvH//
go_0018070_8	fau//selB//
go_0018104_8	lyxK//talB//glnS//mog//gmk//
go_0018105_8	atoB//
go_0018106_8	
go_0018108_8	menD//
go_0018117_8	
go_0018125_6	hcaE//
go_0018131_6	gdhA//
go_0018160_8	metH//
go_0018206_8	moaA//
go_0018247_9	ychF//
go_0018283_6	
go_0018298_7	pdxH//
go_0018307_7	sucA//
go_0018315_8	mtgA//
go_0018339_9	etp//
go_0018345_8	trmI//
go_0018364_6	narH//arnA//
go_0018378_9	
go_0018393_10	ndh//
go_0018394_9	rne//
go_0018410_8	alaA//
go_0018909_5	alsE//
go_0018937_4	ttdA//
go_0019042_6	astC//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	yfeX//
go_0019243_7	yihV//mltA//folA//cyaA//
go_0019249_6	hemH//
go_0019250_7	rnd//
go_0019262_6	pgi//narV//pyrC//gltX//mhpB//
go_0019264_7	pdxB//
go_0019272_9	rsmH//recG//
go_0019284_7	ampH//cpdB//
go_0019285_5	sdhA//fes//
go_0019288_6	fabH//narZ//pinE//icd//
go_0019290_5	
go_0019292_8	fumA//
go_0019294_6	gntK//metB//rbn//psuG//
go_0019299_6	purD//
go_0019301_7	ubiE//waaS//acs//malZ//murQ//maeA//dmsC//
go_0019303_7	glgP//katG//
go_0019305_7	bioH//
go_0019309_7	araA//
go_0019316_8	moeA//pdxB//lysS//
go_0019318_5	ansB//
go_0019323_6	yhdH//menI//lipA//ppsA//argG//mutH//asnS//
go_0019324_6	mltA//entH//argK//xdhB//aceA//
go_0019343_8	nrfD//
go_0019344_7	rfbB//
go_0019346_7	sucA//
go_0019353_8	cpsG//trpS//rffC//icd//
go_0019354_6	umuC//
go_0019379_5	waaY//
go_0019380_6	glk//pgl//
go_0019388_7	pcm//
go_0019391_6	sseA//
go_0019394_7	lpoB//
go_0019395_5	der//
go_0019404_8	yfaU//nrfA//
go_0019413_6	tktA//mutT//
go_0019419_4	argS//
go_0019427_7	argH//
go_0019430_5	pdeH//aspC//ssuE//
go_0019432_7	amyA//
go_0019439_5	ruvA//serA//
go_0019447_8	cynT//
go_0019450_9	sucC//
go_0019464_7	nirD//nadC//tag//ynfE//torZ//nanE//
go_0019480_4	allB//
go_0019509_7	
go_0019516_4	add//mmuM//
go_0019521_6	fucK//prpD//
go_0019542_6	tcdA//
go_0019545_6	paaK//
go_0019546_9	ydiB//
go_0019563_7	glxK//nanK//ydiO//
go_0019568_7	rsmI//pyrC//
go_0019569_7	fucA//gcvP//lpcA//
go_0019571_8	entH//moaA//sgbH//
go_0019572_8	pphA//
go_0019584_7	
go_0019588_7	serB//xylB//
go_0019592_8	ubiI//
go_0019595_8	pgaB//
go_0019607_6	allD//allC//
go_0019622_6	glnS//ppc//puuC//
go_0019629_7	ubiC//waaH//
go_0019632_5	lsrK//yfbR//dosP//aldB//
go_0019634_5	nadB//
go_0019645_6	argH//paaZ//kduD//
go_0019646_6	folE//nrfC//icd//dut//
go_0019664_6	ybjI//narG//
go_0019665_5	aspC//
go_0019673_6	uxaC//
go_0019676_3	ppiA//
go_0019677_8	
go_0019679_7	pfkA//mltA//metE//
go_0019686_6	dapF//
go_0019698_7	glyA//putA//nfi//ispH//ydiO//phnP//
go_0019700_6	patZ//dam//rutE//cysN//
go_0019740_2	eutD//rlmC//adiA//frdC//glmU//yjhG//
go_0019752_6	
go_0019805_6	fadE//
go_0019835_3	
go_0019852_5	yidA//argA//asnA//
go_0019854_6	wrbA//rutE//
go_0019856_7	rluF//
go_0019858_7	kduD//
go_0019859_7	cmk//
go_0019877_6	rffC//purL//nudB//
go_0019878_9	nadE//
go_0019935_6	ansA//btuR//
go_0019985_8	gltB//thiM//
go_0019988_7	guaC//
go_0022417_4	rnt//
go_0022610_2	lsrG//
go_0022611_3	wecB//hdhA//idnO//
go_0022900_4	mpaA//caiD//
go_0022904_5	ubiI//selA//wzc//
go_0023014_4	alaS//prmB//ravA//
go_0030001_7	argF//yjhG//caiB//
go_0030007_8	waaS//
go_0030026_9	
go_0030091_6	uxaA//kbaZ//gatZ//yihS//
go_0030153_5	
go_0030162_7	
go_0030163_5	ygjK//katG//frdB//alaA//
go_0030244_9	
go_0030258_5	fcl//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	rffG//valS//
go_0030388_5	paaK//otsB//pldB//
go_0030488_6	pheA//gntK//acpS//gcvP//citC//dkgA//xthA//paaZ//wecB//argD//
go_0030490_10	
go_0030497_7	clsB//yfbR//
go_0030541_4	
go_0030573_6	mocA//
go_0030632_8	wecB//zwf//lpcA//lpxD//
go_0030641_8	rfaE//narY//
go_0030643_8	
go_0030961_9	prpB//
go_0030980_7	yciV//xdhB//araD//
go_0031118_8	trpB//
go_0031119_8	manA//thrC//ydiO//trmJ//argK//purA//
go_0031125_10	dgcM//
go_0031162_5	ubiF//
go_0031167_6	gapA//hisG//chbG//nrdB//glcE//tmk//
go_0031280_6	rhaB//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	rfbB//
go_0031400_8	
go_0031439_9	
go_0031460_7	opgB//epmC//gstB//dacA//tnaA//patD//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	dgcZ//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	dnaQ//
go_0032026_6	mtlD//
go_0032049_8	ydfG//idnK//fdhF//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	yjcS//
go_0032196_3	cmk//
go_0032238_6	rihC//
go_0032259_3	thiC//guaC//ldtE//gabT//
go_0032261_6	alaA//
go_0032263_7	aroL//mog//
go_0032264_7	gldA//ispH//
go_0032265_7	pyrE//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	serA//metB//phnP//
go_0032329_7	lpoA//purT//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	alaS//
go_0032445_10	pyrH//murG//
go_0032462_7	ampH//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	lysA//gpsA//preT//talB//
go_0032774_6	napB//
go_0032775_6	plsC//dgoK//idnK//
go_0032781_7	
go_0032784_8	
go_0032790_6	ddlB//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	fucA//
go_0032978_7	
go_0033014_6	mltD//dut//
go_0033051_5	fre//
go_0033120_8	
go_0033194_5	speC//miaB//trpD//
go_0033195_5	aldA//
go_0033212_10	agp//nemA//
go_0033214_11	etp//gapA//
go_0033228_8	mnaT//eno//polA//
go_0033317_7	deoC//hemC//ansA//glnS//
go_0033320_6	ansB//
go_0033345_8	metE//accD//
go_0033353_5	sucB//
go_0033359_7	tyrS//hisD//
go_0033384_6	ligA//
go_0033388_7	hypF//
go_0033477_5	treA//
go_0033499_8	gdhA//hemA//arsC//fkpA//epmB//
go_0033518_6	lpxM//
go_0033539_7	psd//
go_0033542_7	lsrK//
go_0033543_8	bfr//
go_0033567_6	
go_0033585_7	phnO//plsB//
go_0033611_8	plsC//
go_0033683_7	
go_0034194_8	yeiG//trmI//lpcA//
go_0034195_8	bioF//
go_0034198_6	murA//cheB//
go_0034203_6	narY//
go_0034204_5	rsmE//malQ//
go_0034213_6	thrB//
go_0034214_7	nrdA//kdsA//speC//
go_0034219_6	rbsK//rihC//glgB//frdC//cysM//fcl//menF//yciA//ssuE//waaC//nemA//hisC//pdeH//murB//paaJ//nfsB//entC//ssuD//trmA//dinB//pflB//lsrK//rsmH//mngB//sucD//paaC//folX//ubiC//hemE//
go_0034220_6	argG//tyrB//menA//pdxJ//sdhB//ligA//
go_0034224_6	
go_0034227_8	ydiB//
go_0034258_8	dgcM//
go_0034260_5	
go_0034289_7	rhaM//
go_0034337_3	treF//
go_0034355_7	pepD//appA//accD//glpD//
go_0034401_5	
go_0034414_9	lpoB//
go_0034421_8	dapA//
go_0034470_8	panB//
go_0034552_7	
go_0034599_5	hcaD//yjjX//frlC//mltC//lipA//
go_0034605_5	yciV//idnD//
go_0034614_6	entE//
go_0034620_6	phr//
go_0034628_9	glgX//waaY//hisI//xylA//malP//
go_0034635_6	menH//
go_0034644_7	glcD//
go_0034661_7	
go_0034775_7	nfsB//pyrD//
go_0034983_9	hpt//ppc//
go_0035235_6	ackA//rsmG//rutB//
go_0035307_9	
go_0035335_8	menA//icd//
go_0035344_8	apaH//yfeX//
go_0035350_6	phnJ//
go_0035429_8	wzb//thrA//ada//aroB//dapF//ldtD//
go_0035433_7	metH//
go_0035434_9	paaA//
go_0035435_9	kbaZ//malZ//fre//gcd//
go_0035442_7	rsmJ//gntK//fucA//pldB//ushA//ogt//rihB//
go_0035443_7	ubiI//phnL//ghrB//
go_0035444_9	alr//moeA//gatD//hypB//
go_0035461_6	lysS//
go_0035524_8	murA//
go_0035552_6	tdcB//
go_0035553_6	xapA//
go_0035556_4	
go_0035600_8	allD//
go_0035672_6	kdgK//eptC//ribC//
go_0035725_9	mutH//betB//nrdE//appA//lgoD//
go_0035784_9	entE//
go_0035864_6	
go_0035873_8	hemG//ahr//
go_0035999_5	patA//hemA//atoB//
go_0036001_7	waaC//
go_0036047_9	mnmG//
go_0036049_9	cpdA//
go_0036088_6	curA//
go_0036104_6	pgk//rsmA//
go_0036172_6	yihT//
go_0036214_3	
go_0036265_6	thiD//
go_0036289_9	leuD//sbcB//
go_0036448_6	suhB//dgcZ//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	pcm//ppx//
go_0040033_9	
go_0042026_4	ybjI//rsmC//paaZ//torY//
go_0042126_5	idnD//
go_0042128_5	
go_0042150_7	psuG//
go_0042157_5	
go_0042158_6	btuE//puuC//
go_0042177_7	
go_0042182_5	guaA//
go_0042219_6	
go_0042245_7	bioF//adhP//astB//
go_0042254_5	betA//
go_0042255_6	
go_0042274_5	phnH//
go_0042304_7	
go_0042351_7	fre//
go_0042355_8	trmI//mutY//ltaE//pabB//pabB//mngB//
go_0042371_7	phnI//
go_0042413_6	alkB//fabI//
go_0042450_7	fkpB//ilvE//frmA//coaD//ribF//nanK//
go_0042454_7	mhpC//
go_0042493_4	narG//kdsB//cysK//rlmC//adhE//phnP//relA//rffH//menE//mhpA//nagZ//frc//hcaB//
go_0042538_6	eda//hemC//narG//
go_0042542_5	cmoA//nanA//aroE//glnE//
go_0042545_5	pabC//
go_0042594_4	leuS//aroH//mltA//abgA//
go_0042619_6	
go_0042710_4	frdD//tmcA//rne//idnO//ubiH//dxr//rfbD//glxK//
go_0042732_6	udk//
go_0042744_6	mgsA//trmA//
go_0042759_7	trmO//
go_0042773_6	torZ//
go_0042777_8	
go_0042780_10	ppk//selD//
go_0042817_5	ygeX//
go_0042819_6	idnO//
go_0042823_6	yfeX//argF//insI-2//yfbR//
go_0042838_6	narG//pheS//sgbU//hemD//
go_0042840_7	tktA//gloC//glcF//torA//psd//citX//
go_0042843_7	thiD//sdhD//
go_0042846_8	rffM//
go_0042852_9	alsK//
go_0042867_8	pdxH//
go_0042873_7	dut//
go_0042882_10	rhaM//ribE//
go_0042884_7	coaD//rlmB//gmd//
go_0042885_8	rfaE//
go_0042891_6	puuD//thiG//yeiG//cpsG//galU//alkA//sucB//
go_0042906_8	dmsB//pphB//paaG//
go_0042908_5	folC//
go_0042914_8	napB//
go_0042918_6	sufS//nanK//
go_0042919_6	
go_0042920_6	adk//
go_0042928_7	
go_0042930_7	katG//queF//trpA//ilvN//eutB//waaA//panD//cysC//serC//clsC//
go_0042938_8	clsB//gapA//etk//
go_0042939_8	rfbB//
go_0042941_8	xylA//
go_0042942_6	fadJ//zwf//
go_0042953_6	
go_0042956_8	rutD//argH//
go_0042968_8	mazG//glpB//yjjX//
go_0043039_6	fruK//nagZ//cysE//
go_0043041_6	rlmM//otsA//
go_0043085_5	ybcF//ppc//gatD//
go_0043086_5	sucC//
go_0043093_3	entB//phnJ//phnN//menD//
go_0043097_6	recF//lacZ//
go_0043099_7	pcm//
go_0043100_6	proA//
go_0043102_5	frlC//
go_0043103_7	purU//
go_0043137_6	gldA//acpT//
go_0043150_8	
go_0043157_6	cobS//
go_0043164_6	ybjI//waaZ//mngB//prs//upp//gstB//deoB//
go_0043165_6	rffC//queG//
go_0043171_5	cmoB//ung//speA//ilvE//purB//
go_0043200_5	
go_0043201_6	
go_0043213_7	pyrH//galT//
go_0043254_5	
go_0043335_3	eptA//phnO//kduD//yagE//mtgA//
go_0043433_5	idnD//hisI//arnT//
go_0043442_6	ubiC//
go_0043456_6	tgt//
go_0043462_6	ileS//
go_0043470_6	
go_0043471_6	
go_0043488_5	fbp//gcl//tdcE//
go_0043547_7	
go_0043571_7	gpp//
go_0043610_4	tdcD//galE//recO//
go_0043686_7	garR//
go_0043687_7	paoC//rne//lsrG//phoA//preA//
go_0043708_5	cysH//
go_0043709_6	gcvH//
go_0043711_5	
go_0043952_7	
go_0043953_7	entH//
go_0044010_5	kdsC//gor//dcyD//yggF//rfe//hmp//
go_0044011_4	dut//
go_0044036_5	gloA//nagA//rfaE//
go_0044038_6	dxr//mrcB//
go_0044092_4	
go_0044179_5	
go_0044208_7	gcvH//
go_0044238_3	murI//dkgB//tsaB//ahpC//
go_0044248_4	
go_0044255_4	
go_0044262_4	srlD//dacC//
go_0044273_5	thiM//
go_0044275_5	dgoK//
go_0044349_6	
go_0044355_6	alaS//
go_0044532_6	
go_0044659_7	rluF//
go_0044718_6	metH//
go_0044764_3	
go_0044780_6	mltB//
go_0044781_5	
go_0044787_5	entC//
go_0044874_7	
go_0045004_7	tdcE//cdsA//gcvT//
go_0045013_7	
go_0045226_7	pncB//ppiA//pinE//ghrB//sad//tdh//
go_0045333_5	murD//adeD//
go_0045337_6	frmA//
go_0045454_4	selD//udk//malZ//lysC//trpS//gabD//murE//
go_0045471_5	lpxB//dbpA//
go_0045717_8	accC//fadE//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	trpE//uxuB//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	galE//rnd//murD//carA//rutA//
go_0045893_8	hemL//nirB//
go_0045900_9	
go_0045903_5	hemE//
go_0045912_6	waaG//pyrD//proA//
go_0045926_5	
go_0045936_8	
go_0045947_9	pdxK//thrS//
go_0045975_9	
go_0045990_6	
go_0046037_8	amiD//
go_0046040_8	glcF//
go_0046047_8	rpe//
go_0046050_8	lyxK//pdxA//uxuA//
go_0046052_8	adhE//
go_0046061_8	prmC//
go_0046076_8	kefF//
go_0046081_8	lpxK//eptA//
go_0046086_6	pyrD//
go_0046098_7	lipA//
go_0046100_7	tdcB//
go_0046101_6	ruvB//gatZ//
go_0046103_9	dsdA//
go_0046104_8	folD//
go_0046115_10	ilvI//
go_0046133_8	rsmB//zwf//
go_0046166_6	gmhB//
go_0046168_6	rihC//astC//
go_0046176_6	aroD//waaH//frdC//coaD//
go_0046177_7	cmk//pyrH//metF//fucI//
go_0046181_7	thiD//
go_0046183_7	pfkA//asnS//rnt//
go_0046187_6	gloC//
go_0046196_5	dsdA//
go_0046210_6	folM//hemB//pgk//
go_0046214_6	gapA//
go_0046256_7	ddlB//mltF//
go_0046271_5	hcaD//
go_0046279_6	asnA//
go_0046292_4	recF//
go_0046294_5	asd//pyrB//
go_0046296_6	ydiB//ldtB//etk//
go_0046306_6	maa//dnaQ//
go_0046323_10	selB//
go_0046325_8	
go_0046336_6	ubiX//
go_0046342_8	ribC//
go_0046348_6	gloB//lpcA//
go_0046365_5	fre//
go_0046392_7	gltX//sdhA//garR//speC//
go_0046397_6	
go_0046416_6	pgpA//
go_0046452_6	der//
go_0046459_6	glk//
go_0046470_5	
go_0046474_6	lpxP//avtA//udk//recR//phnM//yjjG//
go_0046487_5	frdC//
go_0046501_6	gnd//
go_0046618_6	glpX//uvrA//cysM//ilvI//yfaU//kdgK//
go_0046654_7	kdsB//aspC//gadB//ubiF//garL//
go_0046655_5	nfsB//
go_0046656_6	ssuE//fucA//ubiH//xapA//appA//gapA//
go_0046657_6	tilS//
go_0046677_4	gatD//rsmD//insI-1//adhE//patD//ppc//tdcE//alaC//narI//ydiF//asd//mutS//pdeR//ynfF//rnb//dusB//waaY//mepS//der//gcvT//tnaA//gcvH//pepD//katG//gldA//lsrG//trmA//fkpA//gudD//puuD//fucK//
go_0046685_4	lpxH//murF//
go_0046686_6	oxc//
go_0046688_6	hyaA//nrdA//
go_0046690_5	prpB//gntK//
go_0046710_8	murF//
go_0046718_8	gapA//queG//
go_0046777_8	gltB//apt//dhaK//
go_0046834_6	glmS//
go_0046835_5	hemG//argF//acnA//dacA//tilS//ulaE//pdxY//panB//dgoA//rfbB//torY//ppiA//glpA//yciV//glcE//ghrB//ackA//cdd//yeiG//nudC//argF//
go_0046836_7	dgoD//
go_0046839_6	citX//
go_0046855_6	metC//
go_0046892_8	
go_0046901_7	speA//
go_0046939_7	ravA//mocA//mtgA//clsB//
go_0046942_7	cpdB//rluD//yigB//
go_0046944_7	hycB//
go_0047484_6	
go_0048034_6	sodB//
go_0048255_6	
go_0048473_8	rluD//
go_0048518_4	
go_0048870_3	yjjG//
go_0050427_5	pyrG//
go_0050667_6	nagK//dcyD//
go_0050779_5	murA//
go_0050790_4	torC//menB//
go_0050821_5	tig//queF//
go_0050918_5	pgk//rffG//
go_0050919_5	ssuD//
go_0051050_5	
go_0051083_5	treA//
go_0051085_5	pinE//murB//
go_0051090_4	aldB//
go_0051091_5	fabB//
go_0051131_7	
go_0051143_8	thyA//
go_0051156_5	rluE//
go_0051171_5	
go_0051188_5	preT//
go_0051191_6	speC//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	tktA//trpC//
go_0051270_5	
go_0051271_6	ubiA//pdxY//
go_0051274_8	
go_0051276_5	
go_0051289_8	purF//ada//ygeX//wzb//mtlD//moaE//ubiI//yfbR//waaU//opgE//asd//arnA//rnd//recG//lpcA//pdxA//carB//selA//hemN//opgB//puuD//waaA//ftnA//purA//ribA//pdxY//ogt//nrdB//ulaD//pyrE//serC//thiE//
go_0051301_3	gcl//selB//ltaE//malY//ttdB//tktA//thiI//purA//
go_0051302_5	
go_0051304_4	pinE//
go_0051338_5	
go_0051345_6	
go_0051346_6	lpoB//
go_0051347_6	
go_0051349_6	
go_0051353_6	lpxH//
go_0051391_8	metB//
go_0051409_4	miaB//
go_0051410_3	ilvH//
go_0051452_10	garK//
go_0051453_9	tynA//
go_0051454_10	cheR//waaZ//ghrB//panD//torY//
go_0051476_7	nth//
go_0051484_7	bioA//
go_0051495_8	
go_0051595_6	allB//ybcF//
go_0051596_6	caiB//uvrB//panB//garK//
go_0051599_4	
go_0051603_6	yfeW//udk//
go_0051604_5	chbF//yfdR//galE//
go_0051607_4	yeiG//ndk//
go_0051649_4	
go_0051668_4	
go_0051692_6	ribC//ampD//
go_0051704_2	ssuE//cmoA//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	otsB//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	nadK//fabI//
go_0052778_6	speC//
go_0052837_6	uvrA//
go_0055070_10	birA//
go_0055072_10	lsrG//asnB//
go_0055085_5	glyA//trmA//malZ//hcaE//hemE//tktB//rlmH//ppc//kdsD//alsE//ispF//fucK//yrfG//ubiE//gabT//trmJ//ligA//pfkB//aroH//argC//glgX//wrbA//folP//thiI//murC//hisC//pepD//mak//sucA//lpxD//zwf//trpE//sucA//phoA//eda//eutB//aroF//rlmL//ppiA//rbsK//nrdD//lpxC//hemE//cheR//citX//citE//cysK//ubiF//thrC//tyrA//sdhA//gshA//rfaE//ilvB//preA//nfi//prmC//glgX//trmJ//hisS//phnH//kdsA//alkB//rluA//mutY//fabD//nfsB//hemL//garD//idi//bioD//sucB//uxaB//murI//rfaE//pheS//yjcS//bglA//menI//fabD//
go_0055086_4	bioH//ubiF//
go_0055114_3	ldtB//ycaO//puuC//dhaM//rnpA//rluB//argS//dusB//yegS//lpoB//pbpC//fadK//opgB//purB//sad//hemF//asnA//fau//cueO//cysD//appA//ddlA//mrcB//glmU//ada//ubiX//dut//glgP//menI//puuB//aphA//srlD//ltaE//pheT//rluF//hcaC//uxuA//truD//alkA//aspA//otsB//cynT//rne//lacZ//
go_0055129_5	ribC//metF//pinE//
go_0055130_8	opgE//btuE//
go_0060003_10	maa//narV//
go_0060274_5	sdaA//
go_0060326_5	adiA//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	folE//
go_0061077_4	phr//lpoA//pncB//lpxM//nrfD//
go_0061475_9	treA//
go_0061504_8	fdhF//
go_0061610_5	phnG//
go_0061615_7	recJ//nrfC//
go_0061720_5	prpB//murQ//gatY//
go_0065002_6	fumA//
go_0065007_2	gpp//
go_0070084_7	nfsB//
go_0070178_5	menB//
go_0070207_8	yegS//hyaB//ygeX//
go_0070298_8	
go_0070301_6	acnA//rnd//
go_0070329_5	otsA//
go_0070413_7	katG//
go_0070415_6	trmD//proS//
go_0070417_5	tyrS//
go_0070453_7	accA//
go_0070475_7	sbcB//yigB//sgbH//malP//yrfG//yieH//tilS//tadA//tktA//rluF//ldcA//ydiO//aspS//fadI//dinB//tnaA//ogt//nagB//atoB//
go_0070476_7	dmsB//hemN//
go_0070482_4	sthA//
go_0070574_9	rfbD//mtgA//agp//yjiA//
go_0070581_8	
go_0070588_9	
go_0070689_6	metF//argD//
go_0070726_5	kdsA//tnaA//
go_0070778_6	rutD//citG//
go_0070894_6	
go_0070930_7	
go_0070981_6	rlmL//
go_0070989_4	rsmF//
go_0071139_6	
go_0071218_6	nrfD//
go_0071229_5	
go_0071230_6	phnJ//
go_0071236_5	argF//araA//fcl//
go_0071237_6	
go_0071243_5	hyaB//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	carB//
go_0071271_7	tauD//
go_0071276_7	
go_0071280_7	yfcG//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	yihU//dapB//
go_0071289_7	cysG//
go_0071291_6	alsE//
go_0071292_7	aldB//
go_0071294_7	ribB//
go_0071310_5	
go_0071421_9	rdgB//rsmH//fabB//
go_0071422_7	lyxK//ilvD//rutE//
go_0071423_8	hyaB//
go_0071454_5	waaO//phnP//
go_0071456_5	
go_0071467_5	
go_0071468_6	entB//rlmL//argK//ldtD//
go_0071470_5	
go_0071474_6	ubiA//epmC//zwf//
go_0071500_5	hcp//
go_0071502_5	
go_0071555_4	trpD//prpD//galT//uidA//truC//yfcF//serB//rfbC//
go_0071577_9	garD//uvrA//pabA//tsaE//aroC//metL//
go_0071705_5	
go_0071731_5	
go_0071732_6	sgbE//
go_0071769_5	
go_0071805_4	cysH//sdaA//asd//waaS//citG//gatZ//rne//dxr//guaB//
go_0071806_6	nrdF//pabA//
go_0071807_8	
go_0071897_6	cysG//trpS//cysH//metL//hinT//pinE//
go_0071915_9	phnL//
go_0071932_8	trmJ//
go_0071934_6	icd//
go_0071945_7	
go_0071951_8	csdA//
go_0071963_4	
go_0071973_6	thiE//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	hisB//cynS//
go_0072348_5	glmS//
go_0072488_7	fucO//
go_0072511_7	luxS//
go_0072531_6	ligB//
go_0072581_9	dcyD//
go_0072714_5	
go_0075713_7	
go_0080111_4	ilvC//hemC//
go_0089705_7	
go_0089709_7	puuE//rffT//
go_0090071_6	
go_0090116_7	fumA//
go_0090143_4	
go_0090305_6	ynfE//etp//eutB//pyrE//gshA//poxB//panC//opgB//dmsB//hcp//murD//cof//rbn//solA//coaA//cynS//glpA//spoT//dmlA//glgA//araA//ulaG//purT//ribB//rfaD//rbsD//phnL//lpxD//ada//tktB//bioD//yccX//epd//rfe//deoC//lpcA//pdxB//waaB//gatY//rsmJ//rhaB//phr//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	gatD//ssuD//glmU//edd//pncB//gstA//aspC//paaA//folC//garR//nanE//astC//
go_0090502_8	panB//entA//trpA//atoB//rlmC//citE//bioH//nudF//appA//cysE//wecC//gloB//selD//eno//dfp//pbpC//aspC//
go_0090503_8	ltaE//adhE//upp//cfa//dxr//gcvH//recR//orn//ampD//
go_0090529_5	
go_0090540_10	idnD//
go_0090549_5	
go_0090609_6	kbaY//
go_0097056_7	umpH//
go_0097264_6	rutD//
go_0097304_7	aceA//
go_0097339_7	thyA//
go_0097428_6	ilvM//fadD//
go_0097502_4	dhaK//
go_0097510_7	rlmB//
go_0097533_5	
go_0097638_8	fadD//
go_0098002_8	
go_0098655_7	umpH//patA//otsB//rsmC//purF//metG//hemH//ribD//galT//rhaB//ycaO//ispB//hemA//rluD//waaL//
go_0098656_7	eptB//
go_0098707_10	
go_0098708_8	gstB//ubiX//
go_0098710_7	ubiG//wecC//
go_0098713_8	folA//ppiC//
go_0098719_9	
go_0098732_6	opgE//
go_0098795_9	nadD//
go_0098869_4	truD//tig//rsmA//argD//cynS//yggF//cysK//nrdA//dapB//manA//lpxP//gabD//ubiA//gstA//sgbU//
go_0099131_7	hemH//
go_0099132_7	mtlD//aroH//moaE//idnK//mhpD//betA//mhpA//btuE//
go_0099133_8	trmH//menE//ssuD//tyrS//rsmD//hemG//speB//nrdD//ppk//garR//rffT//glcB//
go_0101030_8	epd//
go_1900190_5	dkgA//
go_1900191_6	
go_1900192_6	
