# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	yigB//
go_0015912_8	gcvH//
go_0015914_7	recJ//
go_0015920_7	cynS//deoD//
go_0015937_7	glpC//ribE//ldtE//hemE//
go_0015940_6	ansB//
go_0015944_4	kdsA//nrdD//fabA//
go_0015949_5	cdd//rlmI//menE//iaaA//rsmJ//yegS//cmk//etp//etk//dkgA//argC//sgbU//lipB//apt//acpT//purC//glyA//mhpC//
go_0015950_6	astC//
go_0015951_7	paaK//purF//
go_0015968_6	
go_0015969_8	adk//tdcD//
go_0015976_2	waaA//
go_0015986_7	
go_0015990_10	adhP//cysK//
go_0016024_7	selA//
go_0016032_5	bioD//
go_0016036_6	cobC//fabD//
go_0016042_5	
go_0016052_5	sucA//aceB//mgsA//purT//
go_0016075_8	panC//
go_0016078_8	paaH//
go_0016094_6	tauD//sgbE//
go_0016226_5	murB//ndh//sseA//proA//
go_0016259_7	galT//
go_0016260_8	yagF//bioD//prmC//
go_0016310_6	dgoA//yajO//nagB//ydiB//ldtB//recF//nadB//lpxP//yeaG//gnd//mdh//murD//yqhD//serC//tatD//recR//gcl//
go_0016311_6	fabB//ymdB//sodB//yjcS//argA//bioB//gshA//dmsC//malP//coaA//dosP//garR//gpp//glpC//ravA//ndk//rsmA//ydiB//tdh//garK//dgkA//alsK//ileS//yeiG//alkA//pykA//argC//rihB//prpC//rluA//purF//maeA//waaP//menE//trmL//mraY//tehB//ldtD//argB//ribF//
go_0016458_3	
go_0016485_6	yihT//napB//
go_0016540_7	folP//ilvN//
go_0016579_7	bioF//
go_0016998_5	bacA//
go_0017001_5	deoB//
go_0017003_8	pfkB//
go_0017004_7	dxr//
go_0017013_7	
go_0017038_6	
go_0017148_8	lpxL//cobB//tsaC//ghrB//aldA//
go_0017189_7	mngB//
go_0017198_7	umuD//
go_0018012_8	menC//
go_0018023_7	rlmH//
go_0018063_8	nanE//
go_0018070_8	hyaA//selA//
go_0018104_8	acpS//fadK//queA//eptB//prpC//
go_0018105_8	gpt//
go_0018106_8	
go_0018108_8	dgoD//
go_0018117_8	
go_0018125_6	garD//
go_0018131_6	leuD//
go_0018160_8	aceB//
go_0018206_8	rffH//
go_0018247_9	ldtA//
go_0018283_6	
go_0018298_7	yqhD//
go_0018307_7	rutC//
go_0018315_8	kdgK//
go_0018339_9	deoC//
go_0018345_8	rfbD//
go_0018364_6	dhaM//speC//
go_0018378_9	
go_0018393_10	ilvM//
go_0018394_9	pck//
go_0018410_8	leuD//
go_0018909_5	mraY//
go_0018937_4	gapA//
go_0019042_6	pdxK//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	glnS//
go_0019243_7	phoA//fkpA//ndk//yfcG//
go_0019249_6	truD//
go_0019250_7	nadB//
go_0019262_6	aroG//caiD//phnH//menF//metF//
go_0019264_7	mmuM//
go_0019272_9	eptA//yrfG//
go_0019284_7	mmuM//fklB//
go_0019285_5	ispG//ribE//
go_0019288_6	pyrB//hemL//cmoA//alaC//
go_0019290_5	
go_0019292_8	nrfC//
go_0019294_6	yeaG//waaL//ynfE//plsB//
go_0019299_6	arnT//
go_0019301_7	asnA//codA//dnaQ//abgB//gpp//tktB//fumA//
go_0019303_7	frmA//nagA//
go_0019305_7	ung//
go_0019309_7	cysG//
go_0019316_8	aroE//mpaA//kdsA//
go_0019318_5	betA//
go_0019323_6	cobT//argC//adhP//hcaF//rfaE//panB//ycaO//
go_0019324_6	dbpA//leuS//guaB//cysH//yfeW//
go_0019343_8	phr//
go_0019344_7	aspC//
go_0019346_7	narZ//
go_0019353_8	yjiA//dacC//queA//rsmB//
go_0019354_6	pabB//
go_0019379_5	pdeR//
go_0019380_6	gpsA//csdA//
go_0019388_7	murQ//
go_0019391_6	gdhA//
go_0019394_7	glmM//
go_0019395_5	fumA//
go_0019404_8	sodA//rne//
go_0019413_6	ldtE//glmM//
go_0019419_4	waaB//
go_0019427_7	asd//
go_0019430_5	nadD//gpmA//ribF//
go_0019432_7	gpp//
go_0019439_5	nagA//murB//
go_0019447_8	yegS//
go_0019450_9	nirB//
go_0019464_7	speE//ydiO//cadA//phnH//tyrS//entA//
go_0019480_4	moeA//
go_0019509_7	
go_0019516_4	umuC//eptC//
go_0019521_6	nrfA//iscS//
go_0019542_6	hisG//
go_0019545_6	hcaD//
go_0019546_9	udp//
go_0019563_7	gpsA//nagK//frlC//
go_0019568_7	napA//guaC//
go_0019569_7	gshA//dgt//kdsD//
go_0019571_8	ribD//ilvH//fadM//
go_0019572_8	yigL//
go_0019584_7	
go_0019588_7	wecB//tsaD//
go_0019592_8	pabB//
go_0019595_8	bcsA//
go_0019607_6	ilvD//ilvH//
go_0019622_6	ybcF//arsC//azoR//
go_0019629_7	ybjG//cysN//
go_0019632_5	kduD//ubiD//fadB//cpsB//
go_0019634_5	trmO//
go_0019645_6	ushA//lgoD//kbaY//
go_0019646_6	cobT//rlmG//eptC//ybjI//
go_0019664_6	cpsB//rlmB//
go_0019665_5	queF//
go_0019673_6	pyrH//
go_0019676_3	gnd//
go_0019677_8	
go_0019679_7	nadA//ldcA//proB//
go_0019686_6	pflB//
go_0019698_7	mutS//moeB//glnS//tyrB//selB//yfcG//
go_0019700_6	recG//metE//nadC//thiL//
go_0019740_2	cheR//glmS//aroC//nadD//rlmL//astC//
go_0019752_6	
go_0019805_6	accC//
go_0019835_3	
go_0019852_5	argI//luxS//fabH//
go_0019854_6	ubiH//panE//
go_0019856_7	adeD//
go_0019858_7	dbpA//
go_0019859_7	phnH//
go_0019877_6	kdsC//pheA//mdh//
go_0019878_9	yhdJ//
go_0019935_6	atoB//cyaA//
go_0019985_8	glxK//napA//
go_0019988_7	metH//
go_0022417_4	nemA//
go_0022610_2	aroD//
go_0022611_3	gloC//thiD//psd//
go_0022900_4	lpxM//gluQ//
go_0022904_5	rlmJ//hemL//prpB//
go_0023014_4	phnN//arnA//aroH//
go_0030001_7	mog//argH//deoA//
go_0030007_8	guaB//
go_0030026_9	
go_0030091_6	preT//ligB//metG//ulaF//
go_0030153_5	
go_0030162_7	
go_0030163_5	tktA//sodB//speA//miaA//
go_0030244_9	
go_0030258_5	ppiA//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	yqjH//waaC//
go_0030388_5	uxuA//dgcZ//aspC//
go_0030488_6	sucA//rlmH//ileS//gmk//asnS//cysQ//torY//adiA//cobT//tilS//
go_0030490_10	
go_0030497_7	gor//fabD//
go_0030541_4	
go_0030573_6	dxr//
go_0030632_8	hflX//wrbA//rutB//wecC//
go_0030641_8	ilvB//nhoA//
go_0030643_8	
go_0030961_9	fabA//
go_0030980_7	hisF//cmk//gmhB//
go_0031118_8	lpcA//
go_0031119_8	ppiA//btuR//frc//mraY//yjcS//fadA//
go_0031125_10	uvrA//
go_0031162_5	gcd//
go_0031167_6	nfsB//narY//rlmM//dgoK//nirB//paaG//
go_0031280_6	rlmC//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	rlmA//
go_0031400_8	
go_0031439_9	
go_0031460_7	yciA//ascB//csdA//purC//mtlD//hemB//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	puuB//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	gutQ//
go_0032026_6	aceB//
go_0032049_8	paaB//uxaC//torZ//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	yihS//
go_0032196_3	ttdA//
go_0032238_6	argI//
go_0032259_3	speA//mltF//leuS//dusC//
go_0032261_6	talB//
go_0032263_7	ddlA//leuB//
go_0032264_7	rfbC//cobT//
go_0032265_7	prs//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	gcvP//puuA//murF//
go_0032329_7	rutD//nrfC//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	ldcC//
go_0032445_10	rpe//pyrD//
go_0032462_7	ppc//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	yggF//menB//idnK//cheB//
go_0032774_6	hyaB//
go_0032775_6	dapA//dmsC//ldcC//
go_0032781_7	
go_0032784_8	
go_0032790_6	metK//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	aroL//
go_0032978_7	
go_0033014_6	cyaA//uvrB//
go_0033051_5	thrC//
go_0033120_8	
go_0033194_5	phnG//bglX//dadA//
go_0033195_5	hmp//
go_0033212_10	gltD//galT//
go_0033214_11	nrfA//idi//
go_0033228_8	serA//ogt//ruvA//
go_0033317_7	arnA//patD//cynT//puuC//
go_0033320_6	treC//
go_0033345_8	azoR//appA//
go_0033353_5	pgaD//
go_0033359_7	yhdJ//prpC//
go_0033384_6	ltaE//
go_0033388_7	dnaE//
go_0033477_5	garL//
go_0033499_8	waaS//waaF//idi//mltD//idnD//
go_0033518_6	metL//
go_0033539_7	pphB//
go_0033542_7	pykA//
go_0033543_8	ribA//
go_0033567_6	
go_0033585_7	nanE//bglB//
go_0033611_8	ldcA//
go_0033683_7	
go_0034194_8	lpoB//hemN//frc//
go_0034195_8	sad//
go_0034198_6	rsmD//narG//
go_0034203_6	xylB//
go_0034204_5	yccX//rfe//
go_0034213_6	gatD//
go_0034214_7	gshB//fucK//aceA//
go_0034219_6	pgi//pnp//trmL//purN//mrdA//tesB//lpxL//lpoB//bcsA//dxr//yjhG//ybcF//tcdA//mmuM//dapA//mpaA//waaS//fadI//nagZ//speB//gshB//ndk//icd//dcd//ftsI//feaB//yjhG//uxuA//uidA//
go_0034220_6	panD//rsmE//garR//malY//folX//prmC//
go_0034224_6	
go_0034227_8	menB//
go_0034258_8	dhaM//
go_0034260_5	
go_0034289_7	tag//
go_0034337_3	gloA//
go_0034355_7	ydiF//sdaB//ldcC//rsmA//
go_0034401_5	
go_0034414_9	adk//
go_0034421_8	bioF//
go_0034470_8	lpxK//
go_0034552_7	
go_0034599_5	thiG//aroC//tcdA//yjhH//entF//
go_0034605_5	dxr//ruvB//
go_0034614_6	argD//
go_0034620_6	xapA//
go_0034628_9	cmoB//torZ//pcm//pyrC//argG//
go_0034635_6	accB//
go_0034644_7	phnG//
go_0034661_7	
go_0034775_7	waaL//trmA//
go_0034983_9	xapA//yccX//
go_0035235_6	ttdB//rutD//yjhH//
go_0035307_9	
go_0035335_8	fabG//tmk//
go_0035344_8	psd//rlmB//
go_0035350_6	proS//
go_0035429_8	rhaM//cpdB//rlmI//phnI//nfi//nfi//
go_0035433_7	waaY//
go_0035434_9	rbsD//
go_0035435_9	abgA//zwf//waaJ//phnM//
go_0035442_7	nirD//nadA//mcrA//pykF//lpxM//relA//azoR//
go_0035443_7	hemH//selD//coaD//
go_0035444_9	clsB//sucB//aroK//maa//
go_0035461_6	dsdA//
go_0035524_8	ubiF//
go_0035552_6	pdeH//
go_0035553_6	glgP//
go_0035556_4	
go_0035600_8	fadE//
go_0035672_6	serS//aroD//phnP//
go_0035725_9	thyA//puuD//yrfG//dapF//deoD//
go_0035784_9	polB//
go_0035864_6	
go_0035873_8	thrS//hyaA//
go_0035999_5	menH//ldcA//ilvC//
go_0036001_7	dhaM//
go_0036047_9	dacD//
go_0036049_9	gloA//
go_0036088_6	kduI//
go_0036104_6	aroA//epmC//
go_0036172_6	yidA//
go_0036214_3	
go_0036265_6	ruvB//
go_0036289_9	lpxT//fabA//
go_0036448_6	entA//tatD//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	rluD//ybhA//
go_0040033_9	
go_0042026_4	murQ//clsA//btuR//lyxK//
go_0042126_5	ghrB//
go_0042128_5	
go_0042150_7	ispA//
go_0042157_5	
go_0042158_6	tpiA//gshB//
go_0042177_7	
go_0042182_5	pdeH//
go_0042219_6	
go_0042245_7	insI-1//nrfD//pyrC//
go_0042254_5	acpT//
go_0042255_6	
go_0042274_5	fabD//
go_0042304_7	
go_0042351_7	ackA//
go_0042355_8	sodC//scpB//gluQ//dmsB//prs//rsmD//
go_0042371_7	metF//
go_0042413_6	purF//eptA//
go_0042450_7	glpD//narZ//yegS//yqhD//purT//birA//
go_0042454_7	iscS//
go_0042493_4	leuD//narZ//appA//dld//entA//argE//ada//dgcZ//lysA//pbpC//epd//speE//rlmG//
go_0042538_6	metF//pyrB//sucB//
go_0042542_5	avtA//pinE//rsmA//rffM//
go_0042545_5	wecC//
go_0042594_4	dgkA//tpiA//preA//tcdA//
go_0042619_6	
go_0042710_4	dhaL//gntK//ppk//ulaD//cysM//dsdA//rhaB//proB//
go_0042732_6	etk//
go_0042744_6	dgoK//ilvD//
go_0042759_7	leuD//
go_0042773_6	xylA//
go_0042777_8	
go_0042780_10	hemC//argE//
go_0042817_5	menA//
go_0042819_6	kbaZ//
go_0042823_6	mtgA//tig//uidA//aroB//
go_0042838_6	nrfD//valS//sdhA//ygeX//
go_0042840_7	gatD//katE//mltB//pcm//tdcD//bioC//
go_0042843_7	carB//thiE//
go_0042846_8	uvrA//
go_0042852_9	glgA//
go_0042867_8	waaQ//
go_0042873_7	chbG//
go_0042882_10	sodB//bglA//
go_0042884_7	argA//cheB//alaS//
go_0042885_8	fadE//
go_0042891_6	pfkA//paoC//fadJ//dapD//cmk//entE//sdhC//
go_0042906_8	ilvE//cysN//uidA//
go_0042908_5	bioH//
go_0042914_8	yhdJ//
go_0042918_6	cmoB//astB//
go_0042919_6	
go_0042920_6	rffM//
go_0042928_7	
go_0042930_7	dmlA//alkB//fadM//pyrC//mazG//accD//waaA//curA//nfi//ychF//
go_0042938_8	patD//mltD//tnaA//
go_0042939_8	hyaB//
go_0042941_8	gph//
go_0042942_6	malZ//ubiA//
go_0042953_6	
go_0042956_8	dgoK//tmk//
go_0042968_8	yjcS//hyaA//rffM//
go_0043039_6	rluC//dcd//trpC//
go_0043041_6	ltaE//tynA//
go_0043085_5	fruK//fumC//lplA//
go_0043086_5	ispH//
go_0043093_3	tdcD//uxaC//argK//phnM//
go_0043097_6	sucD//entE//
go_0043099_7	dmlA//
go_0043100_6	pgl//
go_0043102_5	acs//
go_0043103_7	galT//
go_0043137_6	queC//gmk//
go_0043150_8	
go_0043157_6	rsmH//
go_0043164_6	moeA//cheB//sgbU//trmL//hcaE//metL//lpxD//
go_0043165_6	waaP//pdeF//
go_0043171_5	paoC//gcvT//hisG//upp//rsmB//
go_0043200_5	
go_0043201_6	
go_0043213_7	pfkB//ribE//
go_0043254_5	
go_0043335_3	mngB//argA//roxA//purF//gutQ//
go_0043433_5	pncB//thiI//menE//
go_0043442_6	ydfG//
go_0043456_6	argG//
go_0043462_6	lpxT//
go_0043470_6	
go_0043471_6	
go_0043488_5	pinE//ribB//rsgA//
go_0043547_7	
go_0043571_7	waaQ//
go_0043610_4	fabH//rlmL//argI//
go_0043686_7	pgm//
go_0043687_7	cynS//pgm//mutH//menD//rnd//
go_0043708_5	dgkA//
go_0043709_6	rlmC//
go_0043711_5	
go_0043952_7	
go_0043953_7	asnB//
go_0044010_5	acs//fcl//bioH//yqhD//rlmF//nadC//
go_0044011_4	paaH//
go_0044036_5	aroF//ycjU//fabH//
go_0044038_6	ispA//dmlA//
go_0044092_4	
go_0044179_5	
go_0044208_7	preT//
go_0044238_3	hemD//puuA//trmL//fadH//
go_0044248_4	
go_0044255_4	
go_0044262_4	dnaQ//ppk//
go_0044273_5	truA//
go_0044275_5	gadA//
go_0044349_6	
go_0044355_6	pyrB//
go_0044532_6	
go_0044659_7	tyrA//
go_0044718_6	mug//
go_0044764_3	
go_0044780_6	gshA//
go_0044781_5	
go_0044787_5	sthA//
go_0044874_7	
go_0045004_7	truA//purC//aceF//
go_0045013_7	
go_0045226_7	rutE//gdhA//pepD//aceB//scpC//sdhD//
go_0045333_5	rlmI//cynT//
go_0045337_6	wrbA//
go_0045454_4	rsuA//rdgB//lsrG//rsmB//pcm//metB//entF//
go_0045471_5	tsaD//argC//
go_0045717_8	selA//rnt//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	cobU//nudG//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	rsmB//entD//citC//mug//sdhD//
go_0045893_8	birA//pdxY//
go_0045900_9	
go_0045903_5	guaA//
go_0045912_6	pphA//aroG//glmM//
go_0045926_5	
go_0045936_8	
go_0045947_9	murB//spoT//
go_0045975_9	
go_0045990_6	
go_0046037_8	mltC//
go_0046040_8	mepS//
go_0046047_8	tktB//
go_0046050_8	nadC//yjiA//epmC//
go_0046052_8	aspA//
go_0046061_8	caiD//
go_0046076_8	prpC//
go_0046081_8	yjjX//uvrA//
go_0046086_6	frdD//
go_0046098_7	moeA//
go_0046100_7	ydiB//
go_0046101_6	dosP//coaA//
go_0046103_9	kduI//
go_0046104_8	lgoD//
go_0046115_10	adhP//
go_0046133_8	hemH//rffT//
go_0046166_6	ppiA//
go_0046168_6	thiD//yfcF//
go_0046176_6	paaG//garR//ampD//hisH//
go_0046177_7	rfbC//clsA//alsE//cysE//
go_0046181_7	rhaD//
go_0046183_7	gcd//dgcZ//bfr//
go_0046187_6	glmU//
go_0046196_5	waaG//
go_0046210_6	nrfB//nagA//uxaC//
go_0046214_6	ispB//
go_0046256_7	adhP//yfbR//
go_0046271_5	talB//
go_0046279_6	pagP//
go_0046292_4	carB//
go_0046294_5	thrB//abgA//
go_0046296_6	epmA//torZ//prs//
go_0046306_6	mltD//yfiC//
go_0046323_10	rsuA//
go_0046325_8	
go_0046336_6	caiB//
go_0046342_8	orn//
go_0046348_6	speC//paaA//
go_0046365_5	mazG//
go_0046392_7	ldtB//rfbC//trmL//gabT//
go_0046397_6	
go_0046416_6	queA//
go_0046452_6	fadE//
go_0046459_6	bglX//
go_0046470_5	
go_0046474_6	phnO//luxS//fre//pgaD//fadJ//aroD//
go_0046487_5	metF//
go_0046501_6	ghrB//
go_0046618_6	argC//treA//relA//proB//ynfE//dgcZ//
go_0046654_7	rlmD//mocA//gmk//ubiA//pheA//
go_0046655_5	truA//
go_0046656_6	tyrB//cobT//bfr//thiH//paaE//plsC//
go_0046657_6	tadA//
go_0046677_4	nudB//tdcD//torZ//epmB//cysC//prmB//rpiB//dmsB//hemA//uvrA//asnB//nadB//citE//scpC//patZ//gudD//mpaA//ygeX//glgA//nirB//csdA//rluC//lacZ//pck//talB//malP//lpxC//leuS//lpxD//hcaB//truA//
go_0046685_4	waaC//rihA//
go_0046686_6	frc//
go_0046688_6	lysU//prmB//
go_0046690_5	mnaT//mhpD//
go_0046710_8	ribA//
go_0046718_8	waaH//ubiE//
go_0046777_8	uvrC//rutB//kbaZ//
go_0046834_6	tmk//
go_0046835_5	poxB//cysH//acpT//kdgK//sucB//cobB//speB//mog//murB//bioC//murF//ldtB//sucA//purB//ddlB//rffH//nanK//frdC//patA//ulaG//rsmB//
go_0046836_7	ldtA//
go_0046839_6	dmsA//
go_0046855_6	proB//
go_0046892_8	
go_0046901_7	pyrF//
go_0046939_7	dmsC//glgA//citE//cysC//
go_0046942_7	murA//rfbB//rdgB//
go_0046944_7	gpsA//
go_0047484_6	
go_0048034_6	waaO//
go_0048255_6	
go_0048473_8	fumC//
go_0048518_4	
go_0048870_3	ligB//
go_0050427_5	gcvH//
go_0050667_6	mdh//preA//
go_0050779_5	moaA//
go_0050790_4	rfbB//allC//
go_0050821_5	dgoK//rlmD//
go_0050918_5	fadA//metG//
go_0050919_5	yggF//
go_0051050_5	
go_0051083_5	tktA//
go_0051085_5	waaH//speE//
go_0051090_4	gluQ//
go_0051091_5	tatD//
go_0051131_7	
go_0051143_8	fucI//
go_0051156_5	gudD//
go_0051171_5	
go_0051188_5	allD//
go_0051191_6	pdeR//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	paaF//paaJ//
go_0051270_5	
go_0051271_6	pepD//rlmG//
go_0051274_8	
go_0051276_5	
go_0051289_8	hycB//fumC//etp//yihU//ppk//gltB//dacD//cpsG//argB//thrB//dkgB//ligB//epmA//mltF//truB//ftnA//moeA//speE//paaB//ddlA//xapA//amiD//rlmA//kdgK//ubiD//ilvE//frlC//surA//fabI//trpE//rbsD//mnmE//
go_0051301_3	epmC//pabA//lpxC//metC//tcdA//waaL//dgcT//coaA//
go_0051302_5	
go_0051304_4	fabG//
go_0051338_5	
go_0051345_6	
go_0051346_6	etk//
go_0051347_6	
go_0051349_6	
go_0051353_6	ascB//
go_0051391_8	mocA//
go_0051409_4	rbsD//
go_0051410_3	fkpA//
go_0051452_10	umpH//
go_0051453_9	yfeW//
go_0051454_10	glcE//dacA//alaC//ravA//phnP//
go_0051476_7	treC//
go_0051484_7	queC//
go_0051495_8	
go_0051595_6	argI//aroB//
go_0051596_6	thiM//ybjI//lpcA//yidA//
go_0051599_4	
go_0051603_6	ubiH//waaJ//
go_0051604_5	metB//napA//waaY//
go_0051607_4	trpC//moaD//
go_0051649_4	
go_0051668_4	
go_0051692_6	kdsD//otsB//
go_0051704_2	gltX//rsmA//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	nudG//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	murI//oxc//
go_0052778_6	speD//
go_0052837_6	adk//
go_0055070_10	kbaZ//
go_0055072_10	dgcT//nrdF//
go_0055085_5	hcp//gmd//hyaB//iaaA//pdxH//lplA//scpC//narY//xdhB//trmH//metC//murQ//yfeX//glk//tsaE//btuE//metH//umuC//wzc//ydfG//coaE//umpG//rffC//nrdD//fabA//glcE//purF//malQ//yjhH//hcaD//rfbB//appA//purL//purF//miaB//oxc//phnJ//murB//purC//queG//ybjI//ynfH//ydfG//mhpD//thiL//rhaM//poxB//gmd//murI//yjiA//phnM//thiC//pgsA//katG//ahpC//entH//rlmL//gmk//pgm//fkpA//dmsB//ispH//torY//dnaQ//ribD//eutB//betB//katG//dmsB//tpiA//surA//cynS//mutY//aldB//aspA//thiD//ndh//ahr//selD//mltA//
go_0055086_4	tdcE//metH//
go_0055114_3	menA//uvrB//garL//dgcT//phoA//puuB//dacD//gutQ//fadI//waaH//deoC//rlmB//lpxP//guaD//yjjX//gmd//yjhG//gnd//lpxM//mltC//nagZ//patA//nrfA//dut//treF//bcsA//mltA//waaO//ddlA//mngB//manA//pyrG//paaA//pflB//abgA//ruvA//rfbD//xapA//oxc//thrS//rdgB//arnT//thiI//eutB//
go_0055129_5	gapA//yhdJ//astB//
go_0055130_8	lsrG//tktB//
go_0060003_10	panE//yidA//
go_0060274_5	ispF//
go_0060326_5	argB//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	ychF//
go_0061077_4	cysI//proS//ileS//pdxA//ttdB//
go_0061475_9	selA//
go_0061504_8	codA//
go_0061610_5	dkgA//
go_0061615_7	garR//rlmA//
go_0061720_5	roxA//dgoD//polB//
go_0065002_6	hisI//
go_0065007_2	rlmH//
go_0070084_7	caiD//
go_0070178_5	solA//
go_0070207_8	dsdA//araB//yqhD//
go_0070298_8	
go_0070301_6	cobT//pfkA//
go_0070329_5	caiD//
go_0070413_7	mazG//
go_0070415_6	aldB//pncB//
go_0070417_5	phnP//
go_0070453_7	otsB//
go_0070475_7	cysI//mltD//cpdB//dam//torZ//add//gloB//serC//asnS//ubiI//tdcB//panD//treC//slyD//pepD//purB//narI//codA//puuB//
go_0070476_7	yihT//solA//
go_0070482_4	thiH//
go_0070574_9	rhaB//rihB//feaB//dbpA//
go_0070581_8	
go_0070588_9	
go_0070689_6	ddlA//hcaC//
go_0070726_5	rluE//fadA//
go_0070778_6	pinE//yciA//
go_0070894_6	
go_0070930_7	
go_0070981_6	idi//
go_0070989_4	miaB//
go_0071139_6	
go_0071218_6	phnG//
go_0071229_5	
go_0071230_6	cobT//
go_0071236_5	ssuE//ahpC//folE//
go_0071237_6	
go_0071243_5	ruvA//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	murI//
go_0071271_7	hemG//
go_0071276_7	
go_0071280_7	dacD//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	rutA//cysK//
go_0071289_7	gcd//
go_0071291_6	ldtE//
go_0071292_7	dapD//
go_0071294_7	nrfB//
go_0071310_5	
go_0071421_9	trpB//hcaC//rffH//
go_0071422_7	maeA//oxc//ybjG//
go_0071423_8	nrfD//
go_0071454_5	fabB//fdhF//
go_0071456_5	
go_0071467_5	
go_0071468_6	bcsA//dapA//tatD//fadJ//
go_0071470_5	
go_0071474_6	rnb//purL//ldtC//
go_0071500_5	rfbD//
go_0071502_5	
go_0071555_4	miaB//rluF//opgE//solA//purA//sgbU//surA//trmL//
go_0071577_9	argC//yajO//idnK//ygjK//garK//hyaB//
go_0071705_5	
go_0071731_5	
go_0071732_6	lpd//
go_0071769_5	
go_0071805_4	cysK//lyxK//yieF//fucI//bioD//panB//sseA//cueO//cdsA//
go_0071806_6	fumC//rsmI//
go_0071807_8	
go_0071897_6	phnI//gph//fadI//kdsA//opgE//umpG//
go_0071915_9	paaF//
go_0071932_8	glpD//
go_0071934_6	pyrD//
go_0071945_7	
go_0071951_8	yajO//
go_0071963_4	
go_0071973_6	pdeH//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	sodB//oxc//
go_0072348_5	hyaC//
go_0072488_7	pykA//
go_0072511_7	nudF//
go_0072531_6	ygeX//
go_0072581_9	gatY//
go_0072714_5	
go_0075713_7	
go_0080111_4	yfeX//glgP//
go_0089705_7	
go_0089709_7	lysC//etp//
go_0090071_6	
go_0090116_7	ilvC//
go_0090143_4	
go_0090305_6	rfe//amiD//ushA//idi//puuB//def//pgm//ahpC//idnK//hyaA//mngB//ybiV//rhaD//amiD//pdeR//ribD//gntK//fre//dkgB//rsuA//ubiF//appA//lpxD//truA//hypB//ilvA//kdsD//waaA//cpdA//purN//fadM//sodC//puuD//gadA//adiA//gloA//patZ//edd//waaA//panC//hpt//mobA//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	polA//asnA//ldtE//coaA//fabA//speB//sufS//argK//adhP//nanA//nanA//metE//
go_0090502_8	nagK//lysC//pabA//hyaA//aroD//yfcG//cpsG//gadA//sodB//cobB//alsE//birA//ilvM//garK//bglA//purB//folD//
go_0090503_8	puuC//nirB//gcd//queF//nhoA//kdsB//eptB//deoD//cobB//
go_0090529_5	
go_0090540_10	hemA//
go_0090549_5	
go_0090609_6	adk//
go_0097056_7	mhpB//
go_0097264_6	rutE//
go_0097304_7	lpxB//
go_0097339_7	pgaD//
go_0097428_6	moaA//yjjX//
go_0097502_4	citC//
go_0097510_7	cheR//
go_0097533_5	
go_0097638_8	acpH//
go_0098002_8	
go_0098655_7	dapD//ribE//moeB//rsmJ//dosP//argA//rluA//insI-1//leuD//malY//lpxH//sgbH//hisI//opgB//purT//
go_0098656_7	ilvD//
go_0098707_10	
go_0098708_8	ravA//ansA//
go_0098710_7	mltA//rsmJ//
go_0098713_8	ispB//proB//
go_0098719_9	
go_0098732_6	aroD//
go_0098795_9	pgl//
go_0098869_4	yhdH//gmk//tdcB//purC//dacA//xylB//asnS//dapA//gmd//glgB//aroE//aceF//hisF//pyrE//pdxJ//
go_0099131_7	rnd//
go_0099132_7	rhaA//argG//ribB//nrfD//lldD//sdaA//treF//purT//
go_0099133_8	ddlB//mcrB//tsaC//mhpA//umpH//aroA//tktB//ydfG//aroK//thrB//bioH//pheA//
go_0101030_8	bfr//
