# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	otsB//
go_0015891_6	fucK//
go_0015906_6	uxuB//
go_0015909_8	hpt//
go_0015912_8	argD//
go_0015914_7	waaF//
go_0015920_7	ogt//dcm//
go_0015937_7	glpB//hyaC//aroG//mrcA//
go_0015940_6	sodA//
go_0015944_4	uxuA//glxK//xthA//
go_0015949_5	yfeX//murA//fau//rsmI//cobU//plsB//fabI//glyS//dld//sufS//aes//cobS//ispF//purU//yihX//rlmF//pgk//menC//
go_0015950_6	yegS//
go_0015951_7	mutM//rsmE//
go_0015968_6	
go_0015969_8	rffT//lpxL//
go_0015976_2	gloB//
go_0015986_7	
go_0015990_10	nadC//paoC//
go_0016024_7	cpsB//
go_0016032_5	speB//
go_0016036_6	lpxK//iscS//
go_0016042_5	
go_0016052_5	lpxP//fucI//metC//mutT//
go_0016075_8	yegS//
go_0016078_8	epd//
go_0016094_6	frdB//yieH//
go_0016226_5	thiE//mnmG//ftsI//aldA//
go_0016259_7	xapA//
go_0016260_8	tktA//ppiA//gmhB//
go_0016310_6	nudC//rihA//narY//ispH//rfbB//wrbA//trpE//ilvN//cysM//glcF//rlmL//mobA//hisD//trpC//cpdB//lsrK//arnB//
go_0016311_6	frlB//alsE//gltD//melA//gltD//nfsB//selD//ldtD//adiA//patA//paoC//fklB//pfkB//tmk//yjhG//upp//adeD//gpmA//tag//rbsK//hisB//rlmL//hcaE//murF//fdhF//recF//rrrD//mnmG//ribA//bioB//pyrH//hisG//mltB//fabI//cmoB//rsmD//polB//sucA//glpC//araD//
go_0016458_3	
go_0016485_6	nrdE//truB//
go_0016540_7	cdh//betA//
go_0016579_7	rffC//
go_0016998_5	pheA//
go_0017001_5	metG//
go_0017003_8	argI//
go_0017004_7	dhaL//
go_0017013_7	
go_0017038_6	
go_0017148_8	proC//narH//ftsI//ddlB//ispF//
go_0017189_7	wecB//
go_0017198_7	melA//
go_0018012_8	aroK//
go_0018023_7	moaE//
go_0018063_8	rlmG//
go_0018070_8	mazG//purL//
go_0018104_8	lipA//rsmE//folA//fucK//deoC//
go_0018105_8	gltD//
go_0018106_8	
go_0018108_8	tyrA//
go_0018117_8	
go_0018125_6	waaU//
go_0018131_6	mtn//
go_0018160_8	ilvE//
go_0018206_8	rutB//
go_0018247_9	prs//
go_0018283_6	
go_0018298_7	xdhB//
go_0018307_7	ushA//
go_0018315_8	fdhF//
go_0018339_9	thiD//
go_0018345_8	argA//
go_0018364_6	ispG//moeB//
go_0018378_9	
go_0018393_10	rnd//
go_0018394_9	mngB//
go_0018410_8	murQ//
go_0018909_5	solA//
go_0018937_4	fucK//
go_0019042_6	gmk//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	glpB//
go_0019243_7	yfiC//ltaE//fadK//hyaB//
go_0019249_6	mrdA//
go_0019250_7	lysA//
go_0019262_6	nrdA//waaQ//wecB//nfi//clsC//
go_0019264_7	ybjI//
go_0019272_9	glpD//rhaM//
go_0019284_7	tyrS//selB//
go_0019285_5	tktB//glgB//
go_0019288_6	dacC//glk//glcD//pheA//
go_0019290_5	
go_0019292_8	dhaL//
go_0019294_6	speF//paaC//pgaD//lpxL//
go_0019299_6	rlmL//
go_0019301_7	ribF//ubiI//rsuA//atoB//sseA//insI-2//prpB//
go_0019303_7	dhaL//nagA//
go_0019305_7	fadB//
go_0019309_7	pncB//
go_0019316_8	phnI//ybjG//trpD//
go_0019318_5	frmA//
go_0019323_6	gdhA//cof//pta//fabZ//fucI//thrA//entB//
go_0019324_6	speF//mltB//pgm//lpxL//nrfB//
go_0019343_8	torY//
go_0019344_7	glyS//
go_0019346_7	mltC//
go_0019353_8	torZ//rutB//fdhF//dhaL//
go_0019354_6	nadE//
go_0019379_5	phoA//
go_0019380_6	gabT//orn//
go_0019388_7	narZ//
go_0019391_6	rbsD//
go_0019394_7	rlmG//
go_0019395_5	gatD//
go_0019404_8	gatZ//treF//
go_0019413_6	epmC//rlmJ//
go_0019419_4	garK//
go_0019427_7	nadE//
go_0019430_5	yajO//pyrE//rsmE//
go_0019432_7	fabD//
go_0019439_5	tig//tdcB//
go_0019447_8	hemF//
go_0019450_9	folX//
go_0019464_7	purN//rutA//truC//purC//araA//hmp//
go_0019480_4	caiB//
go_0019509_7	
go_0019516_4	gcl//wrbA//
go_0019521_6	rhaA//rpiB//
go_0019542_6	hemA//
go_0019545_6	fucK//
go_0019546_9	hyaA//
go_0019563_7	asnB//mhpA//rlmG//
go_0019568_7	rnb//thiL//
go_0019569_7	mak//deoB//ubiI//
go_0019571_8	araD//gadB//gpmM//
go_0019572_8	guaB//
go_0019584_7	
go_0019588_7	yihX//alr//
go_0019592_8	tig//
go_0019595_8	katE//
go_0019607_6	panC//asd//
go_0019622_6	gcvP//dam//pdeR//
go_0019629_7	hemL//ppsA//
go_0019632_5	garK//ribE//hemD//psd//
go_0019634_5	nrfD//
go_0019645_6	waaC//nanA//sufS//
go_0019646_6	dhaL//patA//icd//pinE//
go_0019664_6	rnt//nrdD//
go_0019665_5	rffG//
go_0019673_6	kdsC//
go_0019676_3	glpB//
go_0019677_8	
go_0019679_7	prs//apt//recO//
go_0019686_6	bglX//
go_0019698_7	eno//glcF//paoC//cyaA//torY//tilS//
go_0019700_6	sdaA//garK//lldD//panB//
go_0019740_2	recO//rlmB//rihB//uxaA//gstA//ampD//
go_0019752_6	
go_0019805_6	galU//
go_0019835_3	
go_0019852_5	folM//cysC//dnaE//
go_0019854_6	psuG//dgt//
go_0019856_7	waaP//
go_0019858_7	glpB//
go_0019859_7	murF//
go_0019877_6	apt//relA//kbaZ//
go_0019878_9	pheT//
go_0019935_6	glpA//talB//
go_0019985_8	rlmM//pgl//
go_0019988_7	puuA//
go_0022417_4	ldtC//
go_0022610_2	bglB//
go_0022611_3	lysU//pflB//entH//
go_0022900_4	aroH//aroA//
go_0022904_5	hemG//orn//patA//
go_0023014_4	umuD//fabG//cueO//
go_0030001_7	hisS//cynS//add//
go_0030007_8	eptA//
go_0030026_9	
go_0030091_6	hypF//speA//thiL//cobB//
go_0030153_5	
go_0030162_7	
go_0030163_5	surA//yigB//gstB//birA//
go_0030244_9	
go_0030258_5	wecB//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	gpt//tmk//
go_0030388_5	epmA//araA//ynfE//
go_0030488_6	prmC//otsA//aspA//mdh//glmU//rlmL//yhdH//etk//fruK//accC//
go_0030490_10	
go_0030497_7	xapA//metB//
go_0030541_4	
go_0030573_6	patD//
go_0030632_8	pphA//dnaE//glnS//ndk//
go_0030641_8	glgP//paaH//
go_0030643_8	
go_0030961_9	glcF//
go_0030980_7	lpxP//truB//trmO//
go_0031118_8	ldcA//
go_0031119_8	lpxD//nadE//deoC//dgcT//ldhA//sgbH//
go_0031125_10	kdsD//
go_0031162_5	aroC//
go_0031167_6	cyaA//ascB//bioA//dkgA//tauD//gpt//
go_0031280_6	lpxH//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	argI//
go_0031400_8	
go_0031439_9	
go_0031460_7	add//ilvC//bfr//lpxP//glgP//idnO//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	add//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	nudF//
go_0032026_6	cobS//
go_0032049_8	tktB//rlmJ//poxB//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	ygeX//
go_0032196_3	ilvH//
go_0032238_6	gmhB//
go_0032259_3	cysN//gstB//pyrH//tcdA//
go_0032261_6	hyaC//
go_0032263_7	pncB//suhB//
go_0032264_7	rlmL//paaA//
go_0032265_7	glpX//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	phnI//ybcF//srlD//
go_0032329_7	dkgA//nrfB//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	rfaE//
go_0032445_10	ilvI//mutH//
go_0032462_7	alaC//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	gstB//hcaD//fklB//pagP//
go_0032774_6	entA//
go_0032775_6	acs//sdaA//ybjI//
go_0032781_7	
go_0032784_8	
go_0032790_6	ppc//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	der//
go_0032978_7	
go_0033014_6	hemL//hyaC//
go_0033051_5	talB//
go_0033120_8	
go_0033194_5	thiM//fumB//yfeW//
go_0033195_5	gloA//
go_0033212_10	menH//queG//
go_0033214_11	yfdR//fucA//
go_0033228_8	hypB//pncB//dcyD//
go_0033317_7	fadJ//glcF//folX//rffM//
go_0033320_6	gcvH//
go_0033345_8	waaU//agp//
go_0033353_5	betB//
go_0033359_7	rutB//adhE//
go_0033384_6	leuB//
go_0033388_7	ahpC//
go_0033477_5	rutB//
go_0033499_8	gmk//sucD//opgE//nadB//dam//
go_0033518_6	gpp//
go_0033539_7	acpT//
go_0033542_7	hemC//
go_0033543_8	dhaM//
go_0033567_6	
go_0033585_7	rbsD//wzc//
go_0033611_8	hisH//
go_0033683_7	
go_0034194_8	sdaB//glmS//hypF//
go_0034195_8	hcaE//
go_0034198_6	nirB//sgbE//
go_0034203_6	hemH//
go_0034204_5	ribB//gcd//
go_0034213_6	rsmE//
go_0034214_7	hypB//fabI//yciA//
go_0034219_6	thrA//idnK//eptC//ascB//ampH//recF//tyrA//ybcF//ravA//garL//ygjK//pgi//dacC//yegS//tatD//yfaU//prs//rpiB//aspS//ndh//yfcG//rffH//fadA//katG//ydiO//yjhH//treA//fes//betB//
go_0034220_6	argD//lipA//ushA//ppc//gloC//uidA//
go_0034224_6	
go_0034227_8	proS//
go_0034258_8	amyA//
go_0034260_5	
go_0034289_7	yihV//
go_0034337_3	rlmA//
go_0034355_7	add//folE//appA//gltX//
go_0034401_5	
go_0034414_9	rluC//
go_0034421_8	ligA//
go_0034470_8	yihT//
go_0034552_7	
go_0034599_5	udp//aroD//speE//lipB//paaF//
go_0034605_5	mtgA//glmM//
go_0034614_6	ppiA//
go_0034620_6	hemG//
go_0034628_9	birA//cheB//wzb//ssuD//rluA//
go_0034635_6	pyrG//
go_0034644_7	metE//
go_0034661_7	
go_0034775_7	hmp//valS//
go_0034983_9	pgaC//dfp//
go_0035235_6	coaA//pyrD//malP//
go_0035307_9	
go_0035335_8	fumA//dsdA//
go_0035344_8	adhE//aceB//
go_0035350_6	ftsI//
go_0035429_8	sdaA//menE//rsmG//hemC//queG//murC//
go_0035433_7	ulaE//
go_0035434_9	eutD//
go_0035435_9	ulaD//purT//cysQ//lsrK//
go_0035442_7	nagB//pdeH//frmB//nadK//lpxK//abgB//paaB//
go_0035443_7	yfbR//serA//ribE//
go_0035444_9	speF//argC//sucB//cysH//
go_0035461_6	frmB//
go_0035524_8	mazG//
go_0035552_6	fkpA//
go_0035553_6	moaD//
go_0035556_4	
go_0035600_8	kdsB//
go_0035672_6	argG//gpmM//gltX//
go_0035725_9	cysM//paaZ//dacD//mak//tesB//
go_0035784_9	hisB//
go_0035864_6	
go_0035873_8	rlmB//gpmM//
go_0035999_5	yjhH//gloB//rsmA//
go_0036001_7	ubiD//
go_0036047_9	maeA//
go_0036049_9	bioF//
go_0036088_6	glcB//
go_0036104_6	yfeW//folM//
go_0036172_6	cysE//
go_0036214_3	
go_0036265_6	rfbB//
go_0036289_9	paaH//aroG//
go_0036448_6	bacA//fau//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	tehB//ybhA//
go_0040033_9	
go_0042026_4	glcD//nudB//guaC//yhdH//
go_0042126_5	treF//
go_0042128_5	
go_0042150_7	thrS//
go_0042157_5	
go_0042158_6	tynA//fadJ//
go_0042177_7	
go_0042182_5	ribF//
go_0042219_6	
go_0042245_7	abgB//gatZ//sdhB//
go_0042254_5	frdD//
go_0042255_6	
go_0042274_5	coaE//
go_0042304_7	
go_0042351_7	speA//
go_0042355_8	mhpB//gpmM//ackA//lldD//maa//mltC//
go_0042371_7	gdhA//
go_0042413_6	abgA//gldA//
go_0042450_7	dapA//dgoK//dcm//preT//coaD//lpxD//
go_0042454_7	rluB//
go_0042493_4	patD//phnJ//mraY//trpS//lysS//pgpA//torC//dut//aroC//trpC//kefF//rph//kdsB//
go_0042538_6	manA//alaS//pgi//
go_0042542_5	xapA//yihT//nrfB//ubiD//
go_0042545_5	truA//
go_0042594_4	bglB//sodB//coaE//glnE//
go_0042619_6	
go_0042710_4	narY//glpK//alaC//fabB//icd//tgt//nadK//narZ//
go_0042732_6	wecC//
go_0042744_6	nrfC//thrS//
go_0042759_7	alaS//
go_0042773_6	phnP//
go_0042777_8	
go_0042780_10	rbn//malZ//
go_0042817_5	sdaA//
go_0042819_6	rluB//
go_0042823_6	spoT//pyrC//mutT//frmA//
go_0042838_6	ttdA//kduD//ymdB//thrB//
go_0042840_7	yieH//gnd//rluB//pabC//ltaE//ubiE//
go_0042843_7	insI-2//hinT//
go_0042846_8	nudG//
go_0042852_9	sad//
go_0042867_8	mnmA//
go_0042873_7	umuD//
go_0042882_10	def//rhaB//
go_0042884_7	surA//cdsA//ogt//
go_0042885_8	glgP//
go_0042891_6	gpmM//rsmD//dhaL//purB//rpiB//hisB//relA//
go_0042906_8	acpH//yeaE//fabZ//
go_0042908_5	ldtD//
go_0042914_8	hemB//
go_0042918_6	umuC//hcp//
go_0042919_6	
go_0042920_6	ogt//
go_0042928_7	
go_0042930_7	cdsA//nadK//sdhA//pdeF//cobU//purB//apaH//amiD//murI//kdgK//
go_0042938_8	purL//trpC//ubiE//
go_0042939_8	sbcB//
go_0042941_8	psd//
go_0042942_6	mutL//mngB//
go_0042953_6	
go_0042956_8	mtgA//cysS//
go_0042968_8	thiE//yqhD//sad//
go_0043039_6	malP//mmuM//chbG//
go_0043041_6	ppk//paaB//
go_0043085_5	lpxK//pnp//cynS//
go_0043086_5	ydiO//
go_0043093_3	xapA//gapA//ribA//dmsC//
go_0043097_6	yjcS//prmC//
go_0043099_7	yjhG//
go_0043100_6	aspA//
go_0043102_5	cysI//
go_0043103_7	cobU//
go_0043137_6	manA//trpE//
go_0043150_8	
go_0043157_6	mdh//
go_0043164_6	yigL//lpxT//narH//pdxY//mhpB//yagF//purC//
go_0043165_6	gmhB//patZ//
go_0043171_5	hcaE//queC//yfbR//rutD//opgB//
go_0043200_5	
go_0043201_6	
go_0043213_7	fumB//wzb//
go_0043254_5	
go_0043335_3	tdcB//paaJ//dgcT//acnB//nudG//
go_0043433_5	aspC//gmd//metC//
go_0043442_6	ldhA//
go_0043456_6	hemE//
go_0043462_6	plsB//
go_0043470_6	
go_0043471_6	
go_0043488_5	lpxD//rhaM//metB//
go_0043547_7	
go_0043571_7	ilvN//
go_0043610_4	thiG//accA//glyS//
go_0043686_7	glgA//
go_0043687_7	metL//bglB//ydiO//avtA//waaL//
go_0043708_5	gmk//
go_0043709_6	serC//
go_0043711_5	
go_0043952_7	
go_0043953_7	fadI//
go_0044010_5	gdhA//lyxK//leuC//dapD//rffT//mazG//
go_0044011_4	ygjK//
go_0044036_5	paaE//tsaB//scpB//
go_0044038_6	glgC//citE//
go_0044092_4	
go_0044179_5	
go_0044208_7	dapF//
go_0044238_3	murI//rlmL//argB//asnA//
go_0044248_4	
go_0044255_4	
go_0044262_4	waaQ//rlmE//
go_0044273_5	lpxC//
go_0044275_5	cynS//
go_0044349_6	
go_0044355_6	malS//
go_0044532_6	
go_0044659_7	solA//
go_0044718_6	waaJ//
go_0044764_3	
go_0044780_6	yeiG//
go_0044781_5	
go_0044787_5	argE//
go_0044874_7	
go_0045004_7	bioB//argS//thiI//
go_0045013_7	
go_0045226_7	waaJ//ogt//mltD//aldB//ybjI//cysK//
go_0045333_5	gloC//pgl//
go_0045337_6	pepD//
go_0045454_4	allD//rsuA//mhpD//apt//curA//araB//purU//
go_0045471_5	arnB//tmcA//
go_0045717_8	yciV//nfsB//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	fkpA//nrfB//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	murD//paaA//gcvP//rlmH//truA//
go_0045893_8	tsaC//asnS//
go_0045900_9	
go_0045903_5	glpC//
go_0045912_6	ravA//lpxL//lpxK//
go_0045926_5	
go_0045936_8	
go_0045947_9	icd//waaF//
go_0045975_9	
go_0045990_6	
go_0046037_8	dapB//
go_0046040_8	ansA//
go_0046047_8	ldhA//
go_0046050_8	epmB//aceF//ravA//
go_0046052_8	sdhD//
go_0046061_8	fadE//
go_0046076_8	menC//
go_0046081_8	cysS//entE//
go_0046086_6	nudB//
go_0046098_7	fbp//
go_0046100_7	adhP//
go_0046101_6	fadM//opgB//
go_0046103_9	ssuE//
go_0046104_8	tpiA//
go_0046115_10	aceA//
go_0046133_8	adiA//tmk//
go_0046166_6	etp//
go_0046168_6	sucB//chbG//
go_0046176_6	sgbU//pgi//glpA//speB//
go_0046177_7	tesB//xylA//trpD//yfiC//
go_0046181_7	dgoA//
go_0046183_7	cheR//caiB//acpS//
go_0046187_6	gcvP//
go_0046196_5	tilS//
go_0046210_6	folP//gabT//gshB//
go_0046214_6	ldtC//
go_0046256_7	clsA//ulaD//
go_0046271_5	mug//
go_0046279_6	ligB//
go_0046292_4	malZ//
go_0046294_5	aldA//fucO//
go_0046296_6	lpxL//tdcE//purB//
go_0046306_6	yieH//ldtA//
go_0046323_10	mutM//
go_0046325_8	
go_0046336_6	panB//
go_0046342_8	nfi//
go_0046348_6	ulaG//thiC//
go_0046365_5	rlmL//
go_0046392_7	sufS//waaB//phoA//recG//
go_0046397_6	
go_0046416_6	pfkB//
go_0046452_6	menB//
go_0046459_6	malS//
go_0046470_5	
go_0046474_6	ydiO//uxaB//thrA//malZ//ligA//ushA//
go_0046487_5	murD//
go_0046501_6	glnE//
go_0046618_6	nirB//betB//waaP//pheS//patZ//waaF//
go_0046654_7	nrdB//zwf//mpaA//tdcD//yjcS//
go_0046655_5	yjiA//
go_0046656_6	mgsA//eda//dmsC//torY//yahK//rsmA//
go_0046657_6	rihC//
go_0046677_4	dusB//ppk//wcaJ//spoT//bioH//hemE//glnS//rlmG//clsC//epd//murB//tyrA//kduI//tgt//ynfF//eptA//guaA//tdcE//ilvE//purA//oxc//hemG//nrfB//dacA//gabD//argB//gstA//pabC//gcd//tig//hyaB//
go_0046685_4	nagK//fabI//
go_0046686_6	aroL//
go_0046688_6	torY//argC//
go_0046690_5	aroC//sodC//
go_0046710_8	ybhA//
go_0046718_8	ilvH//kefF//
go_0046777_8	lipB//ushA//ynfE//
go_0046834_6	ispH//
go_0046835_5	kdsB//phr//yeaG//rnpA//rluB//gshB//tdk//dmlA//pyrB//ansA//dgt//fadD//plsC//paaH//feaB//hemH//hyi//fadE//rihA//ampD//nadA//
go_0046836_7	udp//
go_0046839_6	puuB//
go_0046855_6	pheS//
go_0046892_8	
go_0046901_7	aceB//
go_0046939_7	puuE//argK//argF//prpB//
go_0046942_7	agp//glgX//rluB//
go_0046944_7	nadA//
go_0047484_6	
go_0048034_6	ileS//
go_0048255_6	
go_0048473_8	rlmE//
go_0048518_4	
go_0048870_3	queF//
go_0050427_5	ppsA//
go_0050667_6	pgi//nudF//
go_0050779_5	nagZ//
go_0050790_4	mpaA//leuA//
go_0050821_5	waaU//cysK//
go_0050918_5	glcB//coaA//
go_0050919_5	chbF//
go_0051050_5	
go_0051083_5	nadE//
go_0051085_5	argH//cysM//
go_0051090_4	malP//
go_0051091_5	cpdA//
go_0051131_7	
go_0051143_8	ftsI//
go_0051156_5	yfcF//
go_0051171_5	
go_0051188_5	idnD//
go_0051191_6	rffH//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	spoT//malS//
go_0051270_5	
go_0051271_6	sucA//cmoB//
go_0051274_8	
go_0051276_5	
go_0051289_8	panE//hinT//fumA//orn//fumA//kefF//frmB//pphA//rlmC//hyi//rbn//yfeX//galU//sgbU//amiD//hisA//fumB//deoA//rsmA//leuC//umuC//mltD//yfcF//dacC//bglA//murC//rlmG//cadA//bfr//acnA//accD//purN//
go_0051301_3	yihS//ulaD//caiB//garR//pphA//cpsG//idnD//moaE//
go_0051302_5	
go_0051304_4	guaA//
go_0051338_5	
go_0051345_6	
go_0051346_6	pta//
go_0051347_6	
go_0051349_6	
go_0051353_6	ftsI//
go_0051391_8	yccX//
go_0051409_4	nrdE//
go_0051410_3	iaaA//
go_0051452_10	trpA//
go_0051453_9	hisF//
go_0051454_10	paaJ//trmD//dcd//gshA//metK//
go_0051476_7	insI-1//
go_0051484_7	kefF//
go_0051495_8	
go_0051595_6	tcdA//hflX//
go_0051596_6	lsrK//garR//recF//pcm//
go_0051599_4	
go_0051603_6	fucK//slyD//
go_0051604_5	metE//rsmA//rlmD//
go_0051607_4	rne//scpB//
go_0051649_4	
go_0051668_4	
go_0051692_6	waaB//cobT//
go_0051704_2	leuS//wecB//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	ppc//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	pdxY//cmoA//
go_0052778_6	fdhF//
go_0052837_6	fucI//
go_0055070_10	pyrB//
go_0055072_10	guaD//umuD//
go_0055085_5	argS//hyi//mazG//yeiG//sdhD//idnK//aceB//ymdB//ttdB//sgbU//fre//ubiD//tsaB//pyrF//hisC//purC//astC//mtlD//lpxP//ampH//glpD//dgcM//nudF//tktB//menD//betB//pta//accC//ribE//dam//putA//rnpA//hyaC//aphA//rihA//ydfG//metH//gor//avtA//ldtD//yfcG//mutH//fbaA//rbsK//serS//dkgA//pabA//plsC//pdxY//ynfH//argK//folP//epmB//moaE//rsmJ//mug//tynA//pgaC//recJ//pbpC//lpxB//pgsA//mnaT//torA//eptA//rlmD//udp//menA//prpC//nudC//metK//bglB//pldB//puuD//napB//tilS//rlmL//rsgA//pdxK//rfbB//
go_0055086_4	idnK//idi//
go_0055114_3	tyrS//add//yeaG//allD//gltB//waaH//rlmD//yfiC//narZ//psd//ydiB//fkpB//pykF//menA//carB//coaD//pgi//proA//dgcT//spoT//fumC//aspC//gor//guaC//deoC//nadC//rpiA//lysA//bglX//adhE//yjcS//dgoD//moaA//paaB//tsaD//alaC//rbn//rsgA//lysC//yagE//citC//pgpB//nrfA//dsdA//
go_0055129_5	bfr//xdhB//dgoK//
go_0055130_8	arnB//mnmE//
go_0060003_10	gstB//fabD//
go_0060274_5	hisA//
go_0060326_5	yhdH//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	pnp//
go_0061077_4	iscS//mltA//menB//gpsA//gabT//
go_0061475_9	edd//
go_0061504_8	lysA//
go_0061610_5	aceA//
go_0061615_7	deoB//ttdB//
go_0061720_5	bioF//yahK//cdh//
go_0065002_6	ydfG//
go_0065007_2	rnt//
go_0070084_7	dgt//
go_0070178_5	tnaA//
go_0070207_8	rfbC//glpD//betA//
go_0070298_8	
go_0070301_6	ppsA//idi//
go_0070329_5	rnd//
go_0070413_7	truB//
go_0070415_6	leuD//ubiF//
go_0070417_5	speF//
go_0070453_7	ispH//
go_0070475_7	mrdA//pflB//fadD//yfeX//ileS//wzc//glcB//phnN//trmI//rnpA//waaO//asnB//argI//adhP//yjiA//yihV//ydiB//atoB//asnS//
go_0070476_7	tsaE//mnmA//
go_0070482_4	wecC//
go_0070574_9	queG//lsrK//mmuM//paaE//
go_0070581_8	
go_0070588_9	
go_0070689_6	speD//hypB//
go_0070726_5	avtA//pta//
go_0070778_6	bcsA//rsmG//
go_0070894_6	
go_0070930_7	
go_0070981_6	ilvI//
go_0070989_4	pdxY//
go_0071139_6	
go_0071218_6	gadB//
go_0071229_5	
go_0071230_6	pgm//
go_0071236_5	mrcB//argB//prpD//
go_0071237_6	
go_0071243_5	prmC//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	murE//
go_0071271_7	frmB//
go_0071276_7	
go_0071280_7	cdh//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	gltX//rnpA//
go_0071289_7	waaZ//
go_0071291_6	clsA//
go_0071292_7	kdsB//
go_0071294_7	nrdD//
go_0071310_5	
go_0071421_9	folX//cdd//amyA//
go_0071422_7	kdgK//frdC//glxK//
go_0071423_8	feaB//
go_0071454_5	nudF//lpxK//
go_0071456_5	
go_0071467_5	
go_0071468_6	ssuD//serA//thiL//tyrA//
go_0071470_5	
go_0071474_6	eptB//pykF//allB//
go_0071500_5	wrbA//
go_0071502_5	
go_0071555_4	citE//cof//pabC//sdhB//rffM//mutL//tdcD//pheS//
go_0071577_9	mcrB//arsC//recR//pgsA//frdC//yfbR//
go_0071705_5	
go_0071731_5	
go_0071732_6	thiM//
go_0071769_5	
go_0071805_4	clsC//slyD//aroA//polA//paoC//metF//rhaM//pnp//aroD//
go_0071806_6	fucO//ynfF//
go_0071807_8	
go_0071897_6	nrdF//menC//dgoA//ubiX//entH//plsB//
go_0071915_9	dusB//
go_0071932_8	aroA//
go_0071934_6	dacD//
go_0071945_7	
go_0071951_8	oxc//
go_0071963_4	
go_0071973_6	eno//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	yciA//hisF//
go_0072348_5	pyrC//
go_0072488_7	murF//
go_0072511_7	tdcB//
go_0072531_6	pabC//
go_0072581_9	rhaD//
go_0072714_5	
go_0075713_7	
go_0080111_4	malQ//eno//
go_0089705_7	
go_0089709_7	nemA//araB//
go_0090071_6	
go_0090116_7	aroG//
go_0090143_4	
go_0090305_6	leuC//yjjG//phoA//carB//nadK//yghU//rluB//eno//pheA//pdxK//wzc//mnmE//gstB//paaG//nanA//gstA//gmk//dacC//ychF//murF//mnmC//pcm//idnD//ycjU//rihC//tsaC//murG//uidA//rffG//sufS//yfiC//ldtD//fabH//recR//lplA//xdhB//mtn//dhaM//xapA//rutC//fumA//rihA//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	yieH//queF//mtn//ulaG//rfaD//slt//lpxK//valS//speF//nhoA//wzb//talB//
go_0090502_8	rffH//pdeF//dxs//tatD//kefF//rlmG//add//insI-1//glnE//ltaE//nrfA//aspA//ung//rbn//eda//fbp//aspA//
go_0090503_8	ldtD//yghU//lpxD//recJ//rnpA//ssuE//apaH//gatZ//nagZ//
go_0090529_5	
go_0090540_10	lysC//
go_0090549_5	
go_0090609_6	sucB//
go_0097056_7	yjjG//
go_0097264_6	proS//
go_0097304_7	argS//
go_0097339_7	ghrB//
go_0097428_6	xthA//yihU//
go_0097502_4	dosP//
go_0097510_7	queA//
go_0097533_5	
go_0097638_8	allB//
go_0098002_8	
go_0098655_7	paaC//btuE//galK//rbn//trmA//mtn//tyrB//puuE//arnT//btuE//etk//galM//dacD//fcl//tdh//
go_0098656_7	cobS//
go_0098707_10	
go_0098708_8	lsrG//ldcC//
go_0098710_7	thiG//glgA//
go_0098713_8	pgi//dld//
go_0098719_9	
go_0098732_6	caiD//
go_0098795_9	adk//
go_0098869_4	epmB//epmC//amiD//arsC//dxs//caiB//gcd//fre//nrdA//uidA//tauD//ilvB//paaK//clsC//glcE//
go_0099131_7	gutQ//
go_0099132_7	bacA//melA//ilvE//leuS//napB//moeA//ispA//glyS//
go_0099133_8	trpB//accB//ulaG//trmJ//sucD//yfeW//ldtB//gmd//fumA//araD//trmD//gltB//
go_0101030_8	citE//
go_1900190_5	birA//
