# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	argS//
go_0015889_6	der//pyrD//ushA//
go_0015891_6	thyA//
go_0015906_6	lysC//
go_0015909_8	glyA//
go_0015912_8	gltD//
go_0015914_7	acs//
go_0015920_7	moaA//panD//
go_0015937_7	dgcM//tdk//guaA//pheT//
go_0015940_6	talB//
go_0015944_4	kdsB//menH//glpD//
go_0015949_5	speC//aroK//gcvH//idnO//tnaA//frdB//dld//rpe//cysH//menE//surA//pdxB//dam//narG//murD//fkpA//dusB//eutB//
go_0015950_6	recR//
go_0015951_7	mhpC//waaA//
go_0015968_6	
go_0015969_8	yqhD//recG//
go_0015976_2	mraY//
go_0015986_7	
go_0015990_10	rluD//yhdH//
go_0016024_7	nudC//
go_0016032_5	allD//
go_0016036_6	argE//rdgB//
go_0016042_5	
go_0016052_5	rsmA//narY//dapA//truC//
go_0016075_8	talB//
go_0016078_8	yqhD//
go_0016094_6	rnb//fruK//
go_0016226_5	dusC//valS//ygeX//dmlA//
go_0016259_7	yagE//
go_0016260_8	puuC//appA//argC//
go_0016310_6	leuD//accB//glmM//alkA//rrrD//amiD//mutT//yahK//phr//phnL//mobA//gadA//ada//kduI//hisF//dcyD//gcd//
go_0016311_6	mmuM//cysH//glpX//waaB//gluQ//mutH//entF//nfi//murG//gapA//glk//argD//glk//adhE//gpsA//pyrC//gatY//aceF//folD//prmC//ybhA//ddlA//xylB//waaZ//umuD//insI-2//cpdA//pdeH//lpcA//cysS//pinE//epd//pflB//fucO//lpxC//nanA//rsmD//psd//waaG//dusB//
go_0016458_3	
go_0016485_6	bglB//ilvE//
go_0016540_7	dfp//sdaB//
go_0016579_7	nudB//
go_0016998_5	hisI//
go_0017001_5	lpxP//
go_0017003_8	pdxB//
go_0017004_7	rfbD//
go_0017013_7	
go_0017038_6	
go_0017148_8	atoB//aroC//ilvC//nth//panD//
go_0017189_7	nemA//
go_0017198_7	gatD//
go_0018012_8	trmD//
go_0018023_7	rdgB//
go_0018063_8	wcaJ//
go_0018070_8	sgbE//dusB//
go_0018104_8	rsmE//frmA//tatD//ilvD//sucA//
go_0018105_8	ygjK//
go_0018106_8	
go_0018108_8	bglB//
go_0018117_8	
go_0018125_6	rhaD//
go_0018131_6	sucD//
go_0018160_8	rpiA//
go_0018206_8	cysM//
go_0018247_9	mnaT//
go_0018283_6	
go_0018298_7	dacC//
go_0018307_7	cysE//
go_0018315_8	proC//
go_0018339_9	ruvC//
go_0018345_8	manA//
go_0018364_6	fadM//dinB//
go_0018378_9	
go_0018393_10	pldB//
go_0018394_9	chbG//
go_0018410_8	tmcA//
go_0018909_5	rfbD//
go_0018937_4	rimK//
go_0019042_6	csdA//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	dgcZ//
go_0019243_7	pgaC//rutC//otsA//aldB//
go_0019249_6	puuB//
go_0019250_7	uxaB//
go_0019262_6	waaC//rffT//hemE//edd//glnA//
go_0019264_7	asnS//
go_0019272_9	tnaA//udk//
go_0019284_7	gntK//dcd//
go_0019285_5	trmL//paaZ//
go_0019288_6	pfkA//mutY//sthA//maa//
go_0019290_5	
go_0019292_8	pabB//
go_0019294_6	birA//argA//pbpC//dgt//
go_0019299_6	puuD//
go_0019301_7	purN//cysQ//narI//sdhD//speF//hinT//nagA//
go_0019303_7	cysC//ung//
go_0019305_7	yjjX//
go_0019309_7	nadA//
go_0019316_8	alsK//alaS//fbp//
go_0019318_5	tag//
go_0019323_6	malQ//glcD//lgoD//mrcB//leuD//pabA//mhpC//
go_0019324_6	scpC//torZ//fabB//gcd//mltC//
go_0019343_8	gcvP//
go_0019344_7	gpsA//
go_0019346_7	accD//
go_0019353_8	fabA//ldtA//rbsK//hemD//
go_0019354_6	pfkA//
go_0019379_5	speB//
go_0019380_6	malQ//mnmG//
go_0019388_7	yeiG//
go_0019391_6	cueO//
go_0019394_7	iscS//
go_0019395_5	puuE//
go_0019404_8	pyrH//clsC//
go_0019413_6	gloB//malQ//
go_0019419_4	phr//
go_0019427_7	epmB//
go_0019430_5	frdC//preA//nrdD//
go_0019432_7	sdhC//
go_0019439_5	cmoA//fre//
go_0019447_8	mnaT//
go_0019450_9	recJ//
go_0019464_7	dkgA//paoC//glpB//mepS//csdA//lpxT//
go_0019480_4	ynfE//
go_0019509_7	
go_0019516_4	hyi//uxuB//
go_0019521_6	pgpB//rsmA//
go_0019542_6	clsA//
go_0019545_6	pabA//
go_0019546_9	hisC//
go_0019563_7	alaS//yihU//argF//
go_0019568_7	panB//allD//
go_0019569_7	udk//thiL//panC//
go_0019571_8	pdeL//insI-2//phnI//
go_0019572_8	yggF//
go_0019584_7	
go_0019588_7	aroA//ldtE//
go_0019592_8	speB//
go_0019595_8	uxuB//
go_0019607_6	frmB//bioD//
go_0019622_6	nudC//phnL//pdxJ//
go_0019629_7	dacC//yigL//
go_0019632_5	mobA//xdhB//mnaT//rutA//
go_0019634_5	trpC//
go_0019645_6	xthA//wecC//ubiH//
go_0019646_6	nrfB//garD//asnS//pyrD//
go_0019664_6	rhaM//argI//
go_0019665_5	napB//
go_0019673_6	luxS//
go_0019676_3	cobC//
go_0019677_8	
go_0019679_7	rlmB//galU//hemH//
go_0019686_6	mgsA//
go_0019698_7	argG//pagP//talB//abgA//bacA//murQ//
go_0019700_6	pyrG//yahK//lsrG//torA//
go_0019740_2	gloA//glgX//pdeR//rsmG//glcD//pgi//
go_0019752_6	
go_0019805_6	thrC//
go_0019835_3	
go_0019852_5	rpiA//def//pabB//
go_0019854_6	aroH//alsE//
go_0019856_7	katE//
go_0019858_7	prpD//
go_0019859_7	deoD//
go_0019877_6	fadI//xylA//frdC//
go_0019878_9	argK//
go_0019935_6	glnE//fabZ//
go_0019985_8	gcvT//rpe//
go_0019988_7	rbsK//
go_0022417_4	cyoE//
go_0022610_2	mdh//
go_0022611_3	ybjI//cmoA//dapF//
go_0022900_4	wrbA//dhaL//
go_0022904_5	fabG//pta//murI//
go_0023014_4	ilvM//arsC//glcE//
go_0030001_7	pdxY//trpS//rsuA//
go_0030007_8	nanE//
go_0030026_9	
go_0030091_6	purC//puuA//trmL//yccX//
go_0030153_5	
go_0030162_7	
go_0030163_5	paaC//azoR//cynS//lysU//
go_0030244_9	
go_0030258_5	lipB//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	menF//hmp//
go_0030388_5	mltB//aceF//argI//
go_0030488_6	narV//sdhA//polB//tdcG//citE//oxc//gabD//tktA//folE//argG//
go_0030490_10	
go_0030497_7	luxS//pdeH//
go_0030541_4	
go_0030573_6	fadD//
go_0030632_8	sad//dxr//idi//dusB//
go_0030641_8	truA//fadK//
go_0030643_8	
go_0030961_9	hemA//
go_0030980_7	narV//malZ//murG//
go_0031118_8	fabA//
go_0031119_8	rluC//bglB//ldtD//otsA//relA//cynT//
go_0031125_10	rph//
go_0031162_5	idi//
go_0031167_6	hisD//yfeW//glgC//glpA//ilvH//paaZ//
go_0031280_6	aroH//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	hcaB//
go_0031400_8	
go_0031439_9	
go_0031460_7	sodA//aroL//yihU//sseA//katE//folX//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	prpD//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	gmk//
go_0032026_6	epd//
go_0032049_8	nadC//mrcA//hisS//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	kbaZ//
go_0032196_3	argA//
go_0032238_6	ychF//
go_0032259_3	mhpB//asnA//paaF//yfaU//
go_0032261_6	murE//
go_0032263_7	deoB//rluA//
go_0032264_7	dgcM//gstB//
go_0032265_7	murA//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	ppsA//eno//aceF//
go_0032329_7	lsrK//glgA//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	ogt//
go_0032445_10	pgaC//aroL//
go_0032462_7	pdeF//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	paaJ//adhE//hisF//pyrE//
go_0032774_6	lpxK//
go_0032775_6	menA//edd//fucA//
go_0032781_7	
go_0032784_8	
go_0032790_6	cheR//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	paaH//
go_0032978_7	
go_0033014_6	uxaC//waaL//
go_0033051_5	fadB//
go_0033120_8	
go_0033194_5	avtA//treF//mutY//
go_0033195_5	hpt//
go_0033212_10	aroE//dnaQ//
go_0033214_11	sdhD//idnD//
go_0033228_8	apt//pyrF//gstB//
go_0033317_7	hemF//mltC//glcF//coaD//
go_0033320_6	pldB//
go_0033345_8	opgB//chbG//
go_0033353_5	sufS//
go_0033359_7	dgcZ//ndh//
go_0033384_6	wzc//
go_0033388_7	dgoD//
go_0033477_5	ribC//
go_0033499_8	recR//ycaO//oxc//plsC//spoT//
go_0033518_6	dmsB//
go_0033539_7	cadA//
go_0033542_7	sgbE//
go_0033543_8	ftnA//
go_0033567_6	
go_0033585_7	slyD//sthA//
go_0033611_8	mltF//
go_0033683_7	
go_0034194_8	metH//ravA//epmA//
go_0034195_8	kdsD//
go_0034198_6	glcE//fadJ//
go_0034203_6	ppiA//
go_0034204_5	glxR//cpsB//
go_0034213_6	gshA//
go_0034214_7	lsrG//tig//fcl//
go_0034219_6	pgk//nth//gloC//yidA//btuE//murF//ynfE//cobU//prmC//ndh//trmO//yjiA//wcaJ//rlmF//pabC//rfbB//sodB//mutL//ldcC//hemL//mngB//yjhH//cfa//eutB//feaB//glcF//asnA//icd//lysC//
go_0034220_6	purC//ppx//pgm//rdgB//gor//trmO//
go_0034224_6	
go_0034227_8	fadH//
go_0034258_8	dgt//
go_0034260_5	
go_0034289_7	patD//
go_0034337_3	yigB//
go_0034355_7	kefF//maeA//hisH//rlmA//
go_0034401_5	
go_0034414_9	hemF//
go_0034421_8	uxaA//
go_0034470_8	waaB//
go_0034552_7	
go_0034599_5	lpxD//tyrA//lysU//rfbC//katG//
go_0034605_5	rfaE//gmd//
go_0034614_6	cysD//
go_0034620_6	sufS//
go_0034628_9	glnA//sgbE//wzb//alaA//leuB//
go_0034635_6	dhaK//
go_0034644_7	ldtD//
go_0034661_7	
go_0034775_7	ribE//fkpA//
go_0034983_9	uvrB//hyaB//
go_0035235_6	murC//nanK//miaA//
go_0035307_9	
go_0035335_8	hemD//frlB//
go_0035344_8	aroL//dacA//
go_0035350_6	glpX//
go_0035429_8	abgB//glpK//scpB//xylB//purC//metC//
go_0035433_7	sbcB//
go_0035434_9	puuC//
go_0035435_9	aceF//araD//nirB//mpaA//
go_0035442_7	eda//dosP//dbpA//rpe//pdxH//leuC//phnJ//
go_0035443_7	argK//umuD//chbF//
go_0035444_9	feaB//aceF//tdcB//hdhA//
go_0035461_6	ubiC//
go_0035524_8	leuD//
go_0035552_6	kdsA//
go_0035553_6	arnT//
go_0035556_4	
go_0035600_8	hinT//
go_0035672_6	pheT//garK//garL//
go_0035725_9	gdhA//orn//ubiF//gluQ//sucD//
go_0035784_9	menF//
go_0035864_6	
go_0035873_8	lpd//preA//
go_0035999_5	hemG//rsmC//aes//
go_0036001_7	narZ//
go_0036047_9	chbG//
go_0036049_9	alsK//
go_0036088_6	ilvM//
go_0036104_6	paaC//selD//
go_0036172_6	adk//
go_0036214_3	
go_0036265_6	pyrF//
go_0036289_9	ilvB//tcdA//
go_0036448_6	apt//ubiC//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	lysA//speD//
go_0040033_9	
go_0042026_4	dsdA//gntK//agp//waaO//
go_0042126_5	tynA//
go_0042128_5	
go_0042150_7	scpB//
go_0042157_5	
go_0042158_6	fabA//eptC//
go_0042177_7	
go_0042182_5	fkpA//
go_0042219_6	
go_0042245_7	pyrB//scpC//asd//
go_0042254_5	frc//
go_0042255_6	
go_0042274_5	sodC//
go_0042304_7	
go_0042351_7	rsmD//
go_0042355_8	cmoA//allC//waaG//preT//rsmJ//prpC//
go_0042371_7	murG//
go_0042413_6	allC//cmoA//
go_0042450_7	thrB//valS//yqjH//pyrD//trmL//yfdR//
go_0042454_7	iscS//
go_0042493_4	paaB//lgoD//frlB//waaF//ydfG//sseA//tesB//glxK//ldcC//panB//abgB//rph//scpB//
go_0042538_6	hcaB//oxc//recJ//
go_0042542_5	paaJ//fadE//prs//yjhH//
go_0042545_5	malP//
go_0042594_4	sufS//mltB//pheA//nrdE//
go_0042619_6	
go_0042710_4	glcE//glgC//polA//fucA//nagA//pyrB//ddlB//nrfB//
go_0042732_6	argG//
go_0042744_6	leuC//fabB//
go_0042759_7	truD//
go_0042773_6	glyA//
go_0042777_8	
go_0042780_10	hisD//sdhB//
go_0042817_5	hisF//
go_0042819_6	paaE//
go_0042823_6	entH//codA//thiH//leuD//
go_0042838_6	thiD//rluF//cysK//hemL//
go_0042840_7	yegS//frc//moaD//glxK//phnM//sucB//
go_0042843_7	aroL//waaC//
go_0042846_8	speB//
go_0042852_9	glnE//
go_0042867_8	nrdF//
go_0042873_7	preT//
go_0042882_10	lpxC//mutM//
go_0042884_7	rsgA//ulaG//bfr//
go_0042885_8	entH//
go_0042891_6	nemA//lsrG//coaE//tktB//phnP//ppiC//bioC//
go_0042906_8	dgoK//sdaA//ilvI//
go_0042908_5	speF//
go_0042914_8	murD//
go_0042918_6	mnmG//ppsA//
go_0042919_6	
go_0042920_6	mazG//
go_0042928_7	
go_0042930_7	folM//serS//rutD//fadJ//apt//nagA//phnN//ilvN//narG//tdcG//
go_0042938_8	lysA//rhaB//rpiB//
go_0042939_8	queG//
go_0042941_8	yciA//
go_0042942_6	gpp//dhaL//
go_0042953_6	
go_0042956_8	otsB//waaB//
go_0042968_8	eutB//pdxH//glxK//
go_0043039_6	mrcA//yeaG//rutD//
go_0043041_6	dacA//plsB//
go_0043085_5	lpoA//cysD//nagZ//
go_0043086_5	puuA//
go_0043093_3	cdsA//citX//hcp//nudB//
go_0043097_6	trpS//ddlA//
go_0043099_7	thiC//
go_0043100_6	glnE//
go_0043102_5	speE//
go_0043103_7	eutB//
go_0043137_6	dinB//argE//
go_0043150_8	
go_0043157_6	malY//
go_0043164_6	nrdE//tdh//glnS//nudF//pcm//gpmA//ubiE//
go_0043165_6	entD//uxaC//
go_0043171_5	tdh//roxA//patZ//cynS//yfdR//
go_0043200_5	
go_0043201_6	
go_0043213_7	ldcC//hcaD//
go_0043254_5	
go_0043335_3	torA//cysC//thiL//puuA//pdeL//
go_0043433_5	sucA//tktB//phnO//
go_0043442_6	dld//
go_0043456_6	ubiA//
go_0043462_6	lsrK//
go_0043470_6	
go_0043471_6	
go_0043488_5	ybiV//truD//hisS//
go_0043547_7	
go_0043571_7	gshA//
go_0043610_4	leuC//agp//plsB//
go_0043686_7	psuG//
go_0043687_7	gmd//argK//ppk//murC//pgpC//
go_0043708_5	mltD//
go_0043709_6	aspS//
go_0043711_5	
go_0043952_7	
go_0043953_7	puuB//
go_0044010_5	lysU//cueO//tsaC//truC//glk//ddlA//
go_0044011_4	mcrB//
go_0044036_5	prpC//nirB//fdhF//
go_0044038_6	bioH//tesB//
go_0044092_4	
go_0044179_5	
go_0044208_7	narH//
go_0044238_3	lpcA//cysC//thrB//phnL//
go_0044248_4	
go_0044255_4	
go_0044262_4	yfcF//narY//
go_0044273_5	thiE//
go_0044275_5	tyrS//
go_0044349_6	
go_0044355_6	guaC//
go_0044532_6	
go_0044659_7	mngB//
go_0044718_6	metK//
go_0044764_3	
go_0044780_6	uvrC//
go_0044781_5	
go_0044787_5	narH//
go_0044874_7	
go_0045004_7	tsaB//fadK//ulaG//
go_0045013_7	
go_0045226_7	murB//umuD//trmL//carB//cysC//lpxD//
go_0045333_5	mutT//rluE//
go_0045337_6	cpdB//
go_0045454_4	allB//mhpA//gmhB//hcaB//folA//glpX//aroL//
go_0045471_5	pgaD//ycaO//
go_0045717_8	pgpC//maeA//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	rdgB//gpmM//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	narV//paaE//tdcE//mdh//frdA//
go_0045893_8	ubiC//cueO//
go_0045900_9	
go_0045903_5	pdxJ//
go_0045912_6	thiC//spoT//hycB//
go_0045926_5	
go_0045936_8	
go_0045947_9	thiH//trpA//
go_0045975_9	
go_0045990_6	
go_0046037_8	glmS//
go_0046040_8	dosP//
go_0046047_8	glnA//
go_0046050_8	argS//rnb//pabA//
go_0046052_8	menH//
go_0046061_8	rluC//
go_0046076_8	aroE//
go_0046081_8	ispF//fumA//
go_0046086_6	rbsK//
go_0046098_7	rnd//
go_0046100_7	azoR//
go_0046101_6	clsC//lpxL//
go_0046103_9	proS//
go_0046104_8	wcaJ//
go_0046115_10	caiD//
go_0046133_8	lpxC//trmI//
go_0046166_6	cysK//
go_0046168_6	fabI//luxS//
go_0046176_6	gpsA//glcF//nudC//pyrH//
go_0046177_7	sucC//ribA//hemE//rhaD//
go_0046181_7	rutC//
go_0046183_7	lpoA//rne//patD//
go_0046187_6	orn//
go_0046196_5	pabA//
go_0046210_6	mnmC//lpxK//pnp//
go_0046214_6	phnG//
go_0046256_7	rluD//lpxB//
go_0046271_5	otsB//
go_0046279_6	tdcE//
go_0046292_4	thiD//
go_0046294_5	fadA//folP//
go_0046296_6	lpxM//menF//pck//
go_0046306_6	hcaB//dcm//
go_0046323_10	acs//
go_0046325_8	
go_0046336_6	mutS//
go_0046342_8	folA//
go_0046348_6	waaP//pyrD//
go_0046365_5	dapF//
go_0046392_7	aspS//ulaG//aphA//napA//
go_0046397_6	
go_0046416_6	rffM//
go_0046452_6	mgsA//
go_0046459_6	pgaB//
go_0046470_5	
go_0046474_6	yfdR//appA//bfr//ilvH//napB//dut//
go_0046487_5	pinE//
go_0046501_6	cmoB//
go_0046618_6	thrS//pncB//aroA//gpsA//frc//rlmH//
go_0046654_7	rsmI//dfp//tadA//ppc//lpxT//
go_0046655_5	tsaD//
go_0046656_6	hemE//dut//lacZ//trmJ//acs//yjjX//
go_0046657_6	kduI//
go_0046677_4	ydfG//recO//pyrC//rlmJ//mpaA//cdsA//glmU//nrdE//nanE//ltaE//wzb//tdcG//garD//rsmH//xthA//betB//idnD//recG//pepD//rsmD//pyrB//rpiA//ulaD//rfaD//tyrA//ubiG//gadB//rutD//sodA//pagP//garR//
go_0046685_4	mltF//guaC//
go_0046686_6	allC//
go_0046688_6	leuB//ubiG//
go_0046690_5	avtA//cyoE//
go_0046710_8	pgpB//
go_0046718_8	slyD//asnS//
go_0046777_8	fbp//rpe//abgB//
go_0046834_6	ugd//
go_0046835_5	rluB//menC//dgcT//prpC//aroF//upp//gpt//aspA//nadE//ispG//cysN//serS//folM//proA//chbG//mhpC//sgbH//tsaC//folM//zwf//leuC//
go_0046836_7	eno//
go_0046839_6	hemB//
go_0046855_6	mltF//
go_0046892_8	
go_0046901_7	nth//
go_0046939_7	gadA//suhB//waaS//pinE//
go_0046942_7	rsmC//umuC//pdxA//
go_0046944_7	yidA//
go_0047484_6	
go_0048034_6	mnmG//
go_0048255_6	
go_0048473_8	rutB//
go_0048518_4	
go_0048870_3	pabC//
go_0050427_5	rutE//
go_0050667_6	amiD//pphB//
go_0050779_5	waaZ//
go_0050790_4	yihT//ansA//
go_0050821_5	bglB//mcrB//
go_0050918_5	leuD//yahK//
go_0050919_5	alr//
go_0051050_5	
go_0051083_5	wzc//
go_0051085_5	trmL//lacZ//
go_0051090_4	cmoB//
go_0051091_5	pldB//
go_0051131_7	
go_0051143_8	paaE//
go_0051156_5	cysH//
go_0051171_5	
go_0051188_5	ssuE//
go_0051191_6	waaA//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	acnB//scpB//
go_0051270_5	
go_0051271_6	atoB//arnB//
go_0051274_8	
go_0051276_5	
go_0051289_8	dsdA//galM//ybcF//hemL//gcd//pdeR//uxuB//napC//glcF//dmlA//alsE//acpH//polB//lpoA//sufS//xylA//wcaJ//bioH//ushA//proA//otsA//oxc//hpt//argH//rluE//serC//yihU//dgt//ilvC//paaK//yrfG//srlD//
go_0051301_3	fadJ//waaP//abgA//ahpC//der//acpT//hemN//epd//
go_0051302_5	
go_0051304_4	cmk//
go_0051338_5	
go_0051345_6	
go_0051346_6	umpH//
go_0051347_6	
go_0051349_6	
go_0051353_6	nrdA//
go_0051391_8	metH//
go_0051409_4	gcvT//
go_0051410_3	yieF//
go_0051452_10	clsC//
go_0051453_9	pyrB//
go_0051454_10	argF//ubiH//pfkB//cmoB//wcaJ//
go_0051476_7	dhaM//
go_0051484_7	frdB//
go_0051495_8	
go_0051595_6	bglX//mnaT//
go_0051596_6	ndh//miaB//menA//glmM//
go_0051599_4	
go_0051603_6	iaaA//narV//
go_0051604_5	leuD//ribE//rhaA//
go_0051607_4	rfaE//hisS//
go_0051649_4	
go_0051668_4	
go_0051692_6	thrB//sucA//
go_0051704_2	gcvP//mazG//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	pykF//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	folD//ldtE//
go_0052778_6	gloA//
go_0052837_6	ubiF//
go_0055070_10	yfcG//
go_0055072_10	otsB//serA//
go_0055085_5	otsB//add//menC//trmD//fruK//paaA//rfaD//mtgA//pta//hyi//glnS//pldB//rlmC//rpe//ilvB//phr//eda//melA//dgoD//kdsA//uidA//citX//yidA//hisD//idnO//mug//deoD//rrrD//lpd//tnaA//alkA//purL//ilvD//ftnA//hyaB//uidA//frdC//ugd//cdh//icd//hisF//gluQ//puuB//aspS//panD//alr//gltX//tktB//pdeF//rlmD//fadK//folX//fadH//lgoD//argF//pdxA//rhaD//galU//ada//rfe//phnH//guaD//eno//rfaE//rlmE//rfe//rihC//fabA//treC//murQ//hcaF//gabT//murI//gcvT//thiD//glxK//ubiH//nrdA//rffM//ppiC//
go_0055086_4	umpG//dgoA//
go_0055114_3	dapD//hpt//apaH//paaE//lpxT//rrrD//ubiG//lysS//yqaB//galK//dcm//idnK//pdxH//argB//dhaL//ppiC//ddlA//purU//serC//ilvC//spoT//gloA//sodC//hcaC//citC//fabI//ilvA//dxr//yciV//menC//pgm//rhaD//nfi//torZ//glpC//rhaD//yegS//acs//waaJ//ubiE//caiB//fabI//dgt//uxuA//
go_0055129_5	der//bglX//ansB//
go_0055130_8	hisI//nrfB//
go_0060003_10	ldtC//pdxK//
go_0060274_5	metL//
go_0060326_5	hisS//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	tyrB//
go_0061077_4	ftnA//cysN//ribC//waaF//glpB//
go_0061475_9	adiA//
go_0061504_8	amyA//
go_0061610_5	kdsD//
go_0061615_7	hyaC//ilvA//
go_0061720_5	rrrD//cpsB//gcvP//
go_0065002_6	sucC//
go_0065007_2	rsmC//
go_0070084_7	hisF//
go_0070178_5	frmB//
go_0070207_8	ppsA//menA//napA//
go_0070298_8	
go_0070301_6	prmB//proB//
go_0070329_5	epd//
go_0070413_7	gloC//
go_0070415_6	folD//acs//
go_0070417_5	glxR//
go_0070453_7	tag//
go_0070475_7	paaC//hyi//phnH//dusC//dacA//nfi//fadD//napA//tyrB//ribA//dmsA//rdgB//glk//melA//pgl//lsrG//yrfG//tdcE//garD//
go_0070476_7	thiI//ndk//
go_0070482_4	waaL//
go_0070574_9	gntK//metK//ispU//csdA//
go_0070581_8	
go_0070588_9	
go_0070689_6	rluD//rihC//
go_0070726_5	rfbD//ppx//
go_0070778_6	mug//purL//
go_0070894_6	
go_0070930_7	
go_0070981_6	clsA//
go_0070989_4	gmk//
go_0071139_6	
go_0071218_6	mngB//
go_0071229_5	
go_0071230_6	paaF//
go_0071236_5	argD//glgC//dhaK//
go_0071237_6	
go_0071243_5	fabH//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	tktA//
go_0071271_7	upp//
go_0071276_7	
go_0071280_7	lpxL//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	rfbD//yccX//
go_0071289_7	rutA//
go_0071291_6	cdd//
go_0071292_7	trmD//
go_0071294_7	nrdF//
go_0071310_5	
go_0071421_9	ispB//gatZ//aldB//
go_0071422_7	alaS//entA//mak//
go_0071423_8	entF//
go_0071454_5	fabI//waaY//
go_0071456_5	
go_0071467_5	
go_0071468_6	glyS//aroH//mhpD//tag//
go_0071470_5	
go_0071474_6	trpD//panB//coaD//
go_0071500_5	poxB//
go_0071502_5	
go_0071555_4	galE//ulaE//pgpC//murG//dgcM//insI-1//ligB//hcaB//
go_0071577_9	uxaA//pheT//ldtE//def//malZ//gmk//
go_0071705_5	
go_0071731_5	
go_0071732_6	rhaM//
go_0071769_5	
go_0071805_4	hisF//serS//rfbC//gcd//deoA//nadD//opgB//yfeX//nrdA//
go_0071806_6	rluF//kefF//
go_0071807_8	
go_0071897_6	nhoA//nemA//mrcA//rlmL//fadM//selB//
go_0071915_9	pfkB//
go_0071932_8	ppsA//
go_0071934_6	sseA//
go_0071945_7	
go_0071951_8	rutD//
go_0071963_4	
go_0071973_6	cobC//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	tktB//bacA//
go_0072348_5	hcp//
go_0072488_7	pgm//
go_0072511_7	rlmI//
go_0072531_6	rlmC//
go_0072581_9	nadK//
go_0072714_5	
go_0075713_7	
go_0080111_4	rsmI//yegS//
go_0089705_7	
go_0089709_7	moeB//lpxK//
go_0090071_6	
go_0090116_7	proA//
go_0090143_4	
go_0090305_6	tsaE//serB//mhpB//trpD//tsaC//abgB//serC//xthA//aes//thiD//gudD//yihX//rlmD//dcd//mutM//hemH//mltA//murB//thiE//pck//rluF//kdsD//fabA//mltD//thrB//ssuE//nanA//sdhD//panB//ppk//gpsA//hycB//cysK//yihV//waaQ//kdsB//gpp//gatZ//pgm//dmsB//asnS//relA//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	leuC//prpC//dcm//xylB//speF//alaS//mraY//yfeX//glnE//kbaZ//ispH//ldcA//
go_0090502_8	prs//rsmH//fau//gpsA//narY//ybcF//murQ//ribD//sgbU//psd//tcdA//serA//codA//yfdR//allB//yidA//trmL//
go_0090503_8	tsaB//leuC//yfaU//trpD//aroC//rlmL//ydiF//dbpA//dkgA//
go_0090529_5	
go_0090540_10	dgkA//
go_0090549_5	
go_0090609_6	araA//
go_0097056_7	pheA//
go_0097264_6	coaD//
go_0097304_7	folC//
go_0097339_7	rbsK//
go_0097428_6	dld//rsmI//
go_0097502_4	rsuA//
go_0097510_7	caiB//
go_0097533_5	
go_0097638_8	purB//
go_0098002_8	
go_0098655_7	gadB//epd//ruvA//hcaF//argH//hypF//sucD//ldcC//pgi//gph//ldtB//murE//pgsA//chbF//acpT//
go_0098656_7	tilS//
go_0098707_10	
go_0098708_8	mrcA//rlmL//
go_0098710_7	betB//dacA//
go_0098713_8	murQ//selD//
go_0098719_9	
go_0098732_6	rpe//
go_0098795_9	garK//
go_0098869_4	speD//yieF//hisB//accA//nudB//dgkA//aceF//speF//narG//gdhA//dgoA//hisD//pck//upp//cysN//
go_0099131_7	menD//
go_0099132_7	feaB//entB//patZ//aroB//bglA//tesB//hemD//gpp//
