# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	ansB//
go_0015909_8	mocA//
go_0015912_8	tnaA//
go_0015914_7	dgkA//
go_0015920_7	rhaA//treA//
go_0015937_7	clsC//rfbC//cobT//malP//
go_0015940_6	menI//
go_0015944_4	waaC//gudD//rffM//
go_0015949_5	fucI//menI//pabB//yidA//napC//ada//serC//wecC//argB//hemN//bioF//pdxJ//hpt//ltaE//adiA//moeA//eptA//araB//
go_0015950_6	pdeL//
go_0015951_7	betA//murD//
go_0015968_6	
go_0015969_8	ynfH//lplA//
go_0015976_2	pyrD//
go_0015986_7	
go_0015990_10	nfi//mrdA//
go_0016024_7	polB//
go_0016032_5	hemE//
go_0016036_6	accB//rffM//
go_0016042_5	
go_0016052_5	mazG//maa//trmL//torY//
go_0016075_8	coaA//
go_0016078_8	pdeR//
go_0016094_6	ddlB//slyD//
go_0016226_5	tdcD//galM//otsB//argA//
go_0016259_7	menH//
go_0016260_8	sdhC//mngB//frc//
go_0016310_6	ahr//mcrB//dut//ldcC//cysI//lacZ//yihU//trpE//queD//ubiG//mocA//dnaE//ansB//ychF//rlmA//leuS//fcl//
go_0016311_6	waaP//tesB//iaaA//pgk//cdsA//cysH//aroK//mltF//recR//leuC//accA//tsaC//glpA//gpmA//mpaA//gnd//glyS//dxr//fes//frdD//pphB//rluE//malZ//ackA//murD//alaC//betA//waaQ//tehB//glcE//asd//nanK//rffC//cfa//ubiC//tmcA//lpoA//narZ//galT//allB//
go_0016458_3	
go_0016485_6	folC//hemF//
go_0016540_7	cysI//bioA//
go_0016579_7	psd//
go_0016998_5	slt//
go_0017001_5	glpD//
go_0017003_8	ribB//
go_0017004_7	trpA//
go_0017013_7	
go_0017038_6	
go_0017148_8	cynS//menD//pgpB//rnb//glcB//
go_0017189_7	ubiF//
go_0017198_7	tcdA//
go_0018012_8	lpxL//
go_0018023_7	ftnA//
go_0018063_8	glpK//
go_0018070_8	nagB//argK//
go_0018104_8	glgB//suhB//pyrG//menI//adeD//
go_0018105_8	rffG//
go_0018106_8	
go_0018108_8	ushA//
go_0018117_8	
go_0018125_6	rlmM//
go_0018131_6	tsaB//
go_0018160_8	caiD//
go_0018206_8	dapA//
go_0018247_9	dadA//
go_0018283_6	
go_0018298_7	yigL//
go_0018307_7	mutT//
go_0018315_8	chbF//
go_0018339_9	glnA//
go_0018345_8	murC//
go_0018364_6	fucA//phnP//
go_0018378_9	
go_0018393_10	waaA//
go_0018394_9	tmcA//
go_0018410_8	metE//
go_0018909_5	metC//
go_0018937_4	ilvH//
go_0019042_6	yfcF//
go_0019068_6	
go_0019076_6	
go_0019217_7	
go_0019242_6	bacA//
go_0019243_7	allC//entH//gabD//dnaQ//
go_0019249_6	waaS//
go_0019250_7	tesB//
go_0019262_6	menE//dacC//ygeX//astC//pnp//
go_0019264_7	araD//
go_0019272_9	glk//uxaB//
go_0019284_7	entF//aroA//
go_0019285_5	ubiC//guaD//
go_0019288_6	aceA//deoC//hemH//mcrA//
go_0019290_5	
go_0019292_8	sdhB//
go_0019294_6	clsA//murB//purF//yrfG//
go_0019299_6	coaE//
go_0019301_7	umpH//rsmF//dgcZ//panE//mltF//cysN//orn//
go_0019303_7	folA//glyS//
go_0019305_7	arnT//
go_0019309_7	yjjX//
go_0019316_8	agp//ilvM//nrfD//
go_0019318_5	rsgA//
go_0019323_6	gltB//menF//waaG//ribA//hemA//cobT//ldtB//
go_0019324_6	wecB//treA//trpD//folX//phnH//
go_0019343_8	accB//
go_0019344_7	alkA//
go_0019346_7	pheS//
go_0019353_8	ansA//cobB//trpB//asnB//
go_0019354_6	bioA//
go_0019379_5	murQ//
go_0019380_6	paaA//glnS//
go_0019388_7	yihT//
go_0019391_6	rbsD//
go_0019394_7	fucA//
go_0019395_5	cysG//
go_0019404_8	malQ//ribB//
go_0019413_6	citE//yihU//
go_0019419_4	gabT//
go_0019427_7	tsaE//
go_0019430_5	fadK//sdhC//ampD//
go_0019432_7	dgkA//
go_0019439_5	yeaG//pdeF//
go_0019447_8	ppiC//
go_0019450_9	trmO//
go_0019464_7	pheT//fucO//sdhD//thiD//glcF//ldtD//
go_0019480_4	fadH//
go_0019509_7	
go_0019516_4	nrfD//katE//
go_0019521_6	paaK//mgsA//
go_0019542_6	narV//
go_0019545_6	aroD//
go_0019546_9	thyA//
go_0019563_7	murQ//hemH//gcd//
go_0019568_7	argG//azoR//
go_0019569_7	aceA//yihX//cobU//
go_0019571_8	yihX//ulaD//clsC//
go_0019572_8	ilvI//
go_0019584_7	
go_0019588_7	idnK//pdxH//
go_0019592_8	ravA//
go_0019595_8	fadE//
go_0019607_6	hisS//mpaA//
go_0019622_6	queG//cynS//acnB//
go_0019629_7	amyA//ampH//
go_0019632_5	panE//lpxC//panE//sdhC//
go_0019634_5	rlmA//
go_0019645_6	waaG//tmk//dinB//
go_0019646_6	glk//glpD//tilS//cpdB//
go_0019664_6	hyaC//hisF//
go_0019665_5	waaH//
go_0019673_6	bcsA//
go_0019676_3	puuE//
go_0019677_8	
go_0019679_7	nrfA//dapF//dcd//
go_0019686_6	fau//
go_0019698_7	pdxB//folC//nrfD//ung//pgsA//dnaQ//
go_0019700_6	xylA//gloC//tsaD//lpd//
go_0019740_2	mraY//thiI//rhaB//nagA//mog//opgE//
go_0019752_6	
go_0019805_6	nudG//
go_0019835_3	
go_0019852_5	trmL//lpxD//ruvA//
go_0019854_6	tsaE//prmC//
go_0019856_7	allB//
go_0019858_7	scpB//
go_0019859_7	yigL//
go_0019877_6	cobT//rsmH//pdxK//
go_0019878_9	hcaE//
go_0019935_6	yfaU//panD//
go_0019985_8	phr//gatY//
go_0019988_7	folC//
go_0022417_4	trmA//
go_0022610_2	ulaE//
go_0022611_3	yqhD//ydiO//rfaD//
go_0022900_4	psd//aroG//
go_0022904_5	pgsA//uxaA//aceB//
go_0023014_4	ruvB//xapA//hdhA//
go_0030001_7	trpA//ppiA//fumB//
go_0030007_8	hisI//
go_0030026_9	
go_0030091_6	insI-1//gnd//acpS//fadE//
go_0030153_5	
go_0030162_7	
go_0030163_5	aceB//arsC//entC//narH//
go_0030244_9	
go_0030258_5	treC//
go_0030260_7	
go_0030261_8	
go_0030307_6	
go_0030308_6	rhaB//rbsK//
go_0030388_5	glcB//hemD//dhaM//
go_0030488_6	aroK//garL//acpH//dhaM//prpB//yfaU//trmH//ulaE//glnE//deoD//
go_0030490_10	
go_0030497_7	cysI//cheR//
go_0030541_4	
go_0030573_6	ttdB//
go_0030632_8	rffT//tsaC//alr//purU//
go_0030641_8	fabZ//gmk//
go_0030643_8	
go_0030961_9	nanK//
go_0030980_7	ltaE//preT//rsmG//
go_0031118_8	speF//
go_0031119_8	polB//pgaC//tktA//ldtD//adiA//aroC//
go_0031125_10	accC//
go_0031162_5	luxS//
go_0031167_6	aceF//argH//pdxJ//pdeH//eptC//ydiO//
go_0031280_6	garD//
go_0031297_7	
go_0031342_5	
go_0031346_7	
go_0031365_7	def//
go_0031400_8	
go_0031439_9	
go_0031460_7	galE//pgpA//hmp//kefF//pldB//fkpB//
go_0031554_7	
go_0031555_8	
go_0031556_9	
go_0031564_8	tesB//
go_0031638_7	
go_0031648_5	
go_0031669_5	
go_0031670_5	
go_0032025_6	murQ//
go_0032026_6	rsmB//
go_0032049_8	ilvD//glmM//rihC//
go_0032055_6	
go_0032091_6	
go_0032147_9	
go_0032150_8	
go_0032194_8	kbaY//
go_0032196_3	pgk//
go_0032238_6	rsmB//
go_0032259_3	gatD//yfeW//glpX//rsmJ//
go_0032261_6	glnE//
go_0032263_7	sdhD//accA//
go_0032264_7	ybjG//gshB//
go_0032265_7	pinE//
go_0032272_7	
go_0032297_10	
go_0032298_10	
go_0032324_6	kdgK//glgP//rdgB//
go_0032329_7	hycB//glpX//
go_0032359_7	
go_0032412_6	
go_0032413_6	
go_0032414_6	poxB//
go_0032445_10	panD//kdsD//
go_0032462_7	ung//
go_0032466_7	
go_0032467_7	
go_0032506_4	
go_0032508_8	melA//acpS//hyaC//nirD//
go_0032774_6	pfkA//
go_0032775_6	paoC//putA//mnaT//
go_0032781_7	
go_0032784_8	
go_0032790_6	adeD//
go_0032885_7	
go_0032951_8	
go_0032955_6	
go_0032973_7	roxA//
go_0032978_7	
go_0033014_6	lpoA//sucC//
go_0033051_5	trpB//
go_0033120_8	
go_0033194_5	uxaC//ligB//dgoA//
go_0033195_5	pdxJ//
go_0033212_10	rhaM//xapA//
go_0033214_11	phnM//bacA//
go_0033228_8	aes//idnK//cysN//
go_0033317_7	arnA//birA//hemN//pheT//
go_0033320_6	dadA//
go_0033345_8	mocA//kdsD//
go_0033353_5	speG//
go_0033359_7	waaL//selD//
go_0033384_6	galK//
go_0033388_7	deoD//
go_0033477_5	folD//
go_0033499_8	lpd//folM//poxB//kduI//panE//
go_0033518_6	sucB//
go_0033539_7	rlmL//
go_0033542_7	hyaB//
go_0033543_8	maa//
go_0033567_6	
go_0033585_7	tynA//fdhF//
go_0033611_8	sdhB//
go_0033683_7	
go_0034194_8	cpsG//ispH//abgB//
go_0034195_8	ribD//
go_0034198_6	xthA//hcaC//
go_0034203_6	ubiF//
go_0034204_5	avtA//citX//
go_0034213_6	rsgA//
go_0034214_7	polB//coaA//yegS//
go_0034219_6	tyrS//pgpC//slyD//lgoD//nagA//ghrB//carA//icd//ilvE//epd//insI-1//garD//hmp//lsrK//nadC//gntK//lsrK//ldtA//gatZ//xapA//murD//tmcA//prpB//lipB//bacA//paaC//lpoB//dhaL//ppiA//
go_0034220_6	panB//dmlA//pphA//mtlD//speA//phnN//
go_0034224_6	
go_0034227_8	sdhB//
go_0034258_8	frdC//
go_0034260_5	
go_0034289_7	entH//
go_0034337_3	preT//
go_0034355_7	aphA//argA//dcm//fadK//
go_0034401_5	
go_0034414_9	trmD//
go_0034421_8	tyrS//
go_0034470_8	dam//
go_0034552_7	
go_0034599_5	yfiC//galK//pdeH//dgkA//malP//
go_0034605_5	ppk//rsmH//
go_0034614_6	paaK//
go_0034620_6	galK//
go_0034628_9	cueO//rlmL//glpA//nanA//aroL//
go_0034635_6	malP//
go_0034644_7	opgB//
go_0034661_7	
go_0034775_7	zwf//waaG//
go_0034983_9	sdaB//cdsA//
go_0035235_6	eptB//nrdD//otsA//
go_0035307_9	
go_0035335_8	menI//gltX//
go_0035344_8	mog//proB//
go_0035350_6	yieH//
go_0035429_8	tig//yihU//speC//lpxH//pphA//ribC//
go_0035433_7	mepS//
go_0035434_9	argS//
go_0035435_9	folD//cadA//uxaB//gstA//
go_0035442_7	ruvA//yqjH//hcp//metH//nrfD//tmcA//paaH//
go_0035443_7	alsE//mutY//yciV//
go_0035444_9	orn//murD//cpsG//frmB//
go_0035461_6	narY//
go_0035524_8	cpsG//
go_0035552_6	aceF//
go_0035553_6	metL//
go_0035556_4	
go_0035600_8	fumB//
go_0035672_6	edd//curA//entD//
go_0035725_9	bcsA//otsB//queC//cpdB//gluQ//
go_0035784_9	nfi//
go_0035864_6	
go_0035873_8	rluD//pncB//
go_0035999_5	ispG//rluA//cobS//
go_0036001_7	thiC//
go_0036047_9	folM//
go_0036049_9	rrrD//
go_0036088_6	rsuA//
go_0036104_6	lpxK//rluA//
go_0036172_6	cpsG//
go_0036214_3	
go_0036265_6	hemC//
go_0036289_9	paaF//hyaB//
go_0036448_6	argI//kdsD//
go_0036460_5	
go_0036506_5	
go_0036525_7	
go_0038083_9	garL//ynfF//
go_0040033_9	
go_0042026_4	panD//amyA//aroK//cdh//
go_0042126_5	cof//
go_0042128_5	
go_0042150_7	phnP//
go_0042157_5	
go_0042158_6	ispA//yfbR//
go_0042177_7	
go_0042182_5	waaU//
go_0042219_6	
go_0042245_7	xdhB//cheR//sdhD//
go_0042254_5	narV//
go_0042255_6	
go_0042274_5	speE//
go_0042304_7	
go_0042351_7	aceF//
go_0042355_8	gatY//hemA//tdcE//mltF//rhaD//glxK//
go_0042371_7	nadA//
go_0042413_6	wzb//glcF//
go_0042450_7	rsgA//ulaF//torA//alaS//lacZ//tdcE//
go_0042454_7	yfbR//
go_0042493_4	apaH//trmA//ybjG//waaL//oxc//umuD//hypF//malP//dacA//curA//narI//ubiX//hcp//
go_0042538_6	rnpA//nadC//ansA//
go_0042542_5	codA//thiL//yihX//fabA//
go_0042545_5	treF//
go_0042594_4	ynfE//prmC//yahK//mrdA//
go_0042619_6	
go_0042710_4	glcE//lpoA//aroH//accD//hmp//fumC//trmJ//aroE//
go_0042732_6	rlmD//
go_0042744_6	mutH//menI//
go_0042759_7	serB//
go_0042773_6	narI//
go_0042777_8	
go_0042780_10	mltB//aroF//
go_0042817_5	xapA//
go_0042819_6	mpaA//
go_0042823_6	rluE//tdcB//adeD//azoR//
go_0042838_6	xdhB//lpxC//rph//pgaB//
go_0042840_7	mhpD//cysS//phnN//csdA//ilvM//oxc//
go_0042843_7	trpA//asnS//
go_0042846_8	bioB//
go_0042852_9	rutE//
go_0042867_8	folC//
go_0042873_7	proC//
go_0042882_10	sodB//menB//
go_0042884_7	argA//gnd//rutA//
go_0042885_8	galT//
go_0042891_6	hflX//ldtE//hisS//ttdA//alkA//rihC//slyD//
go_0042906_8	metB//dxr//yciA//
go_0042908_5	frmA//
go_0042914_8	rihC//
go_0042918_6	aroC//hcaF//
go_0042919_6	
go_0042920_6	rlmC//
go_0042928_7	
go_0042930_7	lipB//glgX//argC//hcaE//tig//gapA//hisH//rhaD//yeaG//hcaF//
go_0042938_8	nrdA//metC//gutQ//
go_0042939_8	hemH//
go_0042941_8	speA//
go_0042942_6	coaE//hyi//
go_0042953_6	
go_0042956_8	rpiB//hcaF//
go_0042968_8	cobT//waaC//ogt//
go_0043039_6	tadA//aceA//pabA//
go_0043041_6	rnt//yajO//
go_0043085_5	cysN//rffC//gatD//
go_0043086_5	miaA//
go_0043093_3	ygeX//hisB//uxuB//rlmM//
go_0043097_6	ynfE//mhpC//
go_0043099_7	cysE//
go_0043100_6	lpxH//
go_0043102_5	trmD//
go_0043103_7	rluF//
go_0043137_6	mnaT//insI-1//
go_0043150_8	
go_0043157_6	aroK//
go_0043164_6	gntK//garK//idi//psd//phnL//pdxK//nudB//
go_0043165_6	lpxM//mmuM//
go_0043171_5	pyrH//hpt//recR//araA//recG//
go_0043200_5	
go_0043201_6	
go_0043213_7	glyA//dgcT//
go_0043254_5	
go_0043335_3	dcm//torZ//phnI//mnaT//rlmG//
go_0043433_5	fadB//murF//nudB//
go_0043442_6	cysQ//
go_0043456_6	sodB//
go_0043462_6	nemA//
go_0043470_6	
go_0043471_6	
go_0043488_5	nadA//sucD//menB//
go_0043547_7	
go_0043571_7	murD//
go_0043610_4	talB//hmp//nanK//
go_0043686_7	tmk//
go_0043687_7	recG//epmA//paaH//sucB//nfsB//
go_0043708_5	mcrB//
go_0043709_6	rluE//
go_0043711_5	
go_0043952_7	
go_0043953_7	rpiA//
go_0044010_5	hcp//mltF//thiL//cysG//asnA//thiM//
go_0044011_4	glmS//
go_0044036_5	tdcE//clsA//guaC//
go_0044038_6	menB//ilvN//
go_0044092_4	
go_0044179_5	
go_0044208_7	fadA//
go_0044238_3	tcdA//abgB//ilvN//citX//
go_0044248_4	
go_0044255_4	
go_0044262_4	cpdB//prmC//
go_0044273_5	ubiD//
go_0044275_5	tdk//
go_0044349_6	
go_0044355_6	lpxC//
go_0044532_6	
go_0044659_7	pheA//
go_0044718_6	insI-2//
go_0044764_3	
go_0044780_6	wzb//
go_0044781_5	
go_0044787_5	uxaB//
go_0044874_7	
go_0045004_7	wzb//sucD//pgpB//
go_0045013_7	
go_0045226_7	pyrH//psd//glxK//bglA//murI//pbpC//
go_0045333_5	gpt//dam//
go_0045337_6	pepD//
go_0045454_4	umpG//allB//lysA//glpA//dgoA//ispG//lgoD//
go_0045471_5	rlmF//yjiA//
go_0045717_8	dusC//galU//
go_0045719_8	
go_0045723_8	
go_0045727_8	
go_0045732_7	
go_0045733_6	frmA//rph//
go_0045819_8	
go_0045828_7	
go_0045848_5	
go_0045859_7	
go_0045861_8	
go_0045862_8	
go_0045883_5	
go_0045892_8	mog//curA//yihX//aes//gldA//
go_0045893_8	trpA//murB//
go_0045900_9	
go_0045903_5	relA//
go_0045912_6	uxuB//leuA//nagZ//
go_0045926_5	
go_0045936_8	
go_0045947_9	aroC//citX//
go_0045975_9	
go_0045990_6	
go_0046037_8	trpC//
go_0046040_8	glcE//
go_0046047_8	nagA//
go_0046050_8	kdsC//citX//lpxL//
go_0046052_8	moaA//
go_0046061_8	ackA//
go_0046076_8	truD//
go_0046081_8	rimK//yjhG//
go_0046086_6	ybcF//
go_0046098_7	ilvH//
go_0046100_7	mug//
go_0046101_6	garR//tgt//
go_0046103_9	fucK//
go_0046104_8	hemB//
go_0046115_10	trmL//
go_0046133_8	cysC//tdcE//
go_0046166_6	opgE//
go_0046168_6	purC//coaA//
go_0046176_6	asnS//otsA//hemH//cysE//
go_0046177_7	ddlB//fkpB//miaB//hisI//
go_0046181_7	bglB//
go_0046183_7	trpS//uxuA//nadB//
go_0046187_6	rluB//
go_0046196_5	bioB//
go_0046210_6	ubiI//sodC//hcp//
go_0046214_6	uvrA//
go_0046256_7	gltB//ldtB//
go_0046271_5	yqjH//
go_0046279_6	purF//
go_0046292_4	trpA//
go_0046294_5	galT//murA//
go_0046296_6	gmk//thiI//araB//
go_0046306_6	fkpB//thiH//
go_0046323_10	fbaA//
go_0046325_8	
go_0046336_6	pnp//
go_0046342_8	plsB//
go_0046348_6	eutB//betA//
go_0046365_5	asnS//
go_0046392_7	ltaE//preA//allD//garD//
go_0046397_6	
go_0046416_6	pck//
go_0046452_6	bcsA//
go_0046459_6	glmS//
go_0046470_5	
go_0046474_6	lplA//eda//rlmG//metK//waaH//rhaD//
go_0046487_5	rihC//
go_0046501_6	moeB//
go_0046618_6	torA//aldB//speF//waaO//fabD//argK//
go_0046654_7	ldtD//mog//insI-1//ldtE//alaS//
go_0046655_5	solA//
go_0046656_6	fes//trpD//argS//lgoD//folD//xylB//
go_0046657_6	kbaY//
go_0046677_4	rffM//bioA//acpH//recJ//hpt//ubiX//prmB//iaaA//pdeH//waaC//hpt//ubiA//folD//xylA//mgsA//aceF//cmoB//nrdD//tgt//dut//argE//fabG//gltD//aroC//tag//paaH//rsmA//birA//mltB//ppx//rffC//
go_0046685_4	rfbB//rhaD//
go_0046686_6	abgB//
go_0046688_6	tmk//nrdD//
go_0046690_5	mocA//ahpC//
go_0046710_8	sdhC//
go_0046718_8	udp//iaaA//
go_0046777_8	fabI//tktA//guaC//
go_0046834_6	agp//
go_0046835_5	alsE//ybjG//hisI//mutM//napC//dxs//yghU//ilvD//gltX//metK//cysQ//tcdA//phr//waaZ//psuG//pphA//glnS//rph//glcB//ribB//pheT//
go_0046836_7	frc//
go_0046839_6	murF//
go_0046855_6	cpsB//
go_0046892_8	
go_0046901_7	folM//
go_0046939_7	ilvH//gatD//gatY//ygeX//
go_0046942_7	tag//hisH//torC//
go_0046944_7	bacA//
go_0047484_6	
go_0048034_6	araA//
go_0048255_6	
go_0048473_8	lysU//
go_0048518_4	
go_0048870_3	ilvH//
go_0050427_5	rluD//
go_0050667_6	curA//mnmG//
go_0050779_5	ftnA//
go_0050790_4	iaaA//malP//
go_0050821_5	gshB//slyD//
go_0050918_5	trpB//serA//
go_0050919_5	pdxB//
go_0051050_5	
go_0051083_5	trpA//
go_0051085_5	gpt//lpcA//
go_0051090_4	ynfH//
go_0051091_5	cheB//
go_0051131_7	
go_0051143_8	ugd//
go_0051156_5	hemN//
go_0051171_5	
go_0051188_5	bioH//
go_0051191_6	galK//
go_0051205_6	
go_0051224_6	
go_0051252_6	
go_0051258_7	
go_0051260_7	spoT//nudB//
go_0051270_5	
go_0051271_6	ubiA//eda//
go_0051274_8	
go_0051276_5	
go_0051289_8	gstA//maa//sseA//xapA//yeaE//ubiE//patD//dmlA//ispH//galU//fucK//yhdJ//kduI//ilvH//cmk//ubiF//sufS//waaZ//eno//gltX//argG//hmp//hyaA//hemF//glmM//gudD//pphB//waaY//pbpC//serS//argC//hemN//
go_0051301_3	moeB//appA//tehB//glyA//uxaC//melA//yjjX//umpH//
go_0051302_5	
go_0051304_4	ilvE//
go_0051338_5	
go_0051345_6	
go_0051346_6	rsmH//
go_0051347_6	
go_0051349_6	
go_0051353_6	dacA//
go_0051391_8	idnK//
go_0051409_4	xapA//
go_0051410_3	putA//
go_0051452_10	galT//
go_0051453_9	metB//
go_0051454_10	argK//surA//glmM//cysM//ulaD//
go_0051476_7	manA//
go_0051484_7	oxc//
go_0051495_8	
go_0051595_6	gpp//ssuD//
go_0051596_6	aroK//lpxL//argD//dgcM//
go_0051599_4	
go_0051603_6	fadB//miaA//
go_0051604_5	gstA//ppx//sdhB//
go_0051607_4	rne//fadA//
go_0051649_4	
go_0051668_4	
go_0051692_6	rlmJ//ugd//
go_0051704_2	alsE//kduD//
go_0051715_4	
go_0051716_3	
go_0051726_5	
go_0051781_6	phnL//
go_0051782_6	
go_0051977_7	
go_0051983_5	
go_0052131_6	
go_0052547_6	
go_0052653_5	
go_0052777_7	nirD//prs//
go_0052778_6	aroL//
go_0052837_6	lplA//
go_0055070_10	hemE//
go_0055072_10	chbF//alr//
go_0055085_5	waaJ//lysS//argG//glgX//sucC//opgE//cadA//proA//pdxH//dmsC//prs//ribF//ynfH//chbG//pepD//tnaA//cpdB//rnt//lysS//waaB//hyi//nagK//leuC//appA//yciA//glpK//cobS//cpsG//yeiG//xylA//entA//eda//rpiB//puuD//yjjG//nagA//thrB//rlmA//tsaE//malS//gmhB//torC//alsK//dld//ychF//panB//hcaE//nrfC//leuC//otsA//cysQ//sseA//dhaK//cobC//sucC//amyA//glpD//gcl//gutQ//gltX//appA//glmU//mutH//dgoA//pdeL//gatY//dacA//aldA//purF//aroH//speD//sucB//slyD//prpB//rluB//nirB//gltX//glyA//entE//ssuD//
go_0055086_4	rluD//wzc//
go_0055114_3	cmoB//cpsG//galK//adeD//ogt//narI//bioH//speD//yjjX//dinB//thrB//ilvI//rpiA//tdk//hypB//gpmM//rsmJ//folM//alr//speB//speA//glpC//gloB//pheA//tag//rffM//sdhA//nadC//trpS//citE//yihT//glxK//lgoD//lpxT//aceF//ilvM//ravA//pgpC//tktA//gatY//sad//menB//add//astB//
go_0055129_5	bglX//hisI//araD//
go_0055130_8	ileS//ulaF//
go_0060003_10	lpxD//poxB//
go_0060274_5	cyoE//
go_0060326_5	rlmF//
go_0060566_8	
go_0060567_8	
go_0060699_8	
go_0060702_9	tag//
go_0061077_4	srlD//nagK//mutM//oxc//rutB//
go_0061475_9	waaS//
go_0061504_8	narZ//
go_0061610_5	trmL//
go_0061615_7	paoC//pgl//
go_0061720_5	rrrD//hycB//nagB//
go_0065002_6	lpd//
go_0065007_2	zwf//
go_0070084_7	rlmI//
go_0070178_5	eptB//
go_0070207_8	frlB//eutD//fucI//
go_0070298_8	
go_0070301_6	lpcA//glnE//
go_0070329_5	ppiC//
go_0070413_7	ilvD//
go_0070415_6	alaS//udp//
go_0070417_5	plsC//
go_0070453_7	dosP//
go_0070475_7	pck//rsuA//ubiE//pabB//pyrB//recG//folE//gloB//gor//truC//sucB//thrA//pdxA//malZ//pykF//pabC//pgpA//ulaF//rhaB//
go_0070476_7	pdxK//glnE//
go_0070482_4	acnA//
go_0070574_9	malQ//ubiE//appA//rlmI//
go_0070581_8	
go_0070588_9	
go_0070689_6	suhB//nudF//
go_0070726_5	ilvC//mutM//
go_0070778_6	ydiF//nrdB//
go_0070894_6	
go_0070930_7	
go_0070981_6	ribA//
go_0070989_4	hcaF//
go_0071139_6	
go_0071218_6	malZ//
go_0071229_5	
go_0071230_6	epd//
go_0071236_5	iscS//truD//glcD//
go_0071237_6	
go_0071243_5	mcrB//
go_0071248_6	
go_0071249_6	
go_0071250_6	
go_0071266_6	hchA//
go_0071271_7	acpH//
go_0071276_7	
go_0071280_7	tktB//
go_0071284_7	
go_0071286_7	
go_0071287_7	
go_0071288_7	scpB//ilvD//
go_0071289_7	adhP//
go_0071291_6	xylB//
go_0071292_7	mltA//
go_0071294_7	dgoD//
go_0071310_5	
go_0071421_9	hcaC//paaF//deoC//
go_0071422_7	csdA//scpC//wecB//
go_0071423_8	moaE//
go_0071454_5	ubiF//trmH//
go_0071456_5	
go_0071467_5	
go_0071468_6	tynA//pdeR//cobB//hisF//
go_0071470_5	
go_0071474_6	rnt//talB//menE//
go_0071500_5	yrfG//
go_0071502_5	
go_0071555_4	iaaA//rffC//dusC//garR//oxc//glxK//orn//glnE//
go_0071577_9	pabC//murD//acpS//aroF//etk//speB//
go_0071705_5	
go_0071731_5	
go_0071732_6	ybhA//
go_0071769_5	
go_0071805_4	waaJ//tsaE//rbsK//pldB//recR//lpxC//rsmA//rsmF//etk//
go_0071806_6	pykA//yihU//
go_0071807_8	
go_0071897_6	waaC//ribC//hyaB//xylA//waaF//bglA//
go_0071915_9	rsmH//
go_0071932_8	ackA//
go_0071934_6	pdxA//
go_0071945_7	
go_0071951_8	nudC//
go_0071963_4	
go_0071973_6	yfdR//
go_0071977_5	
go_0071978_7	
go_0072321_6	
go_0072323_7	
go_0072344_7	yqjH//truC//
go_0072348_5	pbpC//
go_0072488_7	uvrC//
go_0072511_7	araD//
go_0072531_6	manA//
go_0072581_9	prpD//
go_0072714_5	
go_0075713_7	
go_0080111_4	ycjU//gltD//
go_0089705_7	
go_0089709_7	ribC//gloC//
go_0090071_6	
go_0090116_7	codA//
go_0090143_4	
go_0090305_6	fucA//rlmG//glmU//folX//menB//rbsK//lyxK//uxaA//rlmD//rpe//paaC//glcE//phnO//fadH//pphA//cysK//wrbA//ldhA//prmB//rrrD//fabD//glyA//thiD//metL//adhP//selD//cysQ//gpp//lyxK//frlB//yhdJ//kduI//ilvN//hyaA//gcl//fucA//xylA//ispF//icd//yghU//araD//otsA//
go_0090313_8	
go_0090347_6	
go_0090352_6	
go_0090357_7	
go_0090358_8	
go_0090501_7	tdcG//rsmA//gltX//tsaE//asnB//narV//ubiA//mcrA//hemG//frmA//lsrG//pdxJ//
go_0090502_8	yigB//proS//fumA//rph//glnE//entB//maa//serB//hypB//nagK//glxK//birA//hcaC//yidA//amiD//nirD//hemH//
go_0090503_8	rhaB//torZ//lipA//mcrA//caiD//nadC//lsrK//sgbU//waaZ//
go_0090529_5	
go_0090540_10	moeA//
go_0090549_5	
go_0090609_6	psd//
go_0097056_7	hcaE//
go_0097264_6	rhaB//
go_0097304_7	patZ//
go_0097339_7	rlmM//
go_0097428_6	xylA//ushA//
go_0097502_4	dusB//
go_0097510_7	rhaB//
go_0097533_5	
go_0097638_8	waaO//
go_0098002_8	
go_0098655_7	speB//murA//fkpA//lpxL//ileS//dmsA//mhpB//fumA//gmk//waaC//paaA//cfa//cmoA//tdcD//rsmI//
go_0098656_7	murE//
go_0098707_10	
go_0098708_8	ribF//yfeX//
go_0098710_7	dacD//miaA//
go_0098713_8	cmoA//prpD//
go_0098719_9	
go_0098732_6	phnG//
go_0098795_9	cpdA//
go_0098869_4	fucO//prmB//sseA//deoC//ribC//cysC//fadE//treA//pdeL//glgX//torC//ogt//mpaA//fadK//napC//
go_0099131_7	rlmG//
go_0099132_7	rhaB//gpt//menC//rihC//paaK//dmsA//dacA//hemL//
go_0099133_8	etp//yihT//glcF//narZ//pbpC//dnaE//menB//eno//aroC//gcvT//fadA//zwf//
go_0101030_8	gcl//
go_1900190_5	ppc//
go_1900191_6	
go_1900192_6	
go_1900231_6	astB//
go_1900232_7	
