#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b3230//yjgX//b2697//b2750//
go_0009239_6	b3141//b1696//b3292//b2558//b0550//b2946//b0420//b3650//
go_0009240_6	b1199//
go_0009242_6	b3524//b4133//b1393//b2150//b0133//b1236//b3554//b1007//b1103//b2818//b0911//
go_0009243_7	b4316//
go_0009244_7	b3336//b3745//b1136//b0123//b3125//b3210//b3932//b3630//b1651//b4085//b1819//b2330//b0980//b0414//b4025//b1855//b1347//b0892//b3143//b0168//b4297//b0106//b4054//b1917//b2333//b3804//b0376//b2399//b0968//
go_0009245_6	b0139//b4189//b0316//b0905//b1323//b1077//b2201//b3967//b3409//b0210//
go_0009246_6	b1930//b3958//b2786//b3189//b3494//b0601//b0722//b0467//b1693//
go_0009249_6	b3034//b2267//b3600//
go_0009250_7	b0835//b2138//b3574//
go_0009251_7	b4040//
go_0009252_7	b1232//b0161//b3082//b1913//b3110//b2568//b3700//b3745//b0394//b3578//b2515//b1829//b2896//b2483//b0337//b3353//b2358//b1832//b2040//b1237//b0697//b1203//b0978//b1218//b3251//b1978//b0089//b1260//b0587//b2798//b3148//
go_0009253_8	b3503//b3256//b3525//b4401//b0734//b1895//b3746//b3370//b2193//b1078//
go_0009254_8	b1841//b2297//b2682//b4159//b1737//b0873//b1886//b4123//b4073//b3083//
go_0009257_8	b0135//b4080//b2530//b1433//
go_0009263_6	b1132//b1851//b1009//b2789//
go_0009264_6	b2934//b3879//
go_0009265_7	b3502//
go_0009266_4	b1822//b0620//b2592//b2542//b1275//insI4//
go_0009267_5	b3486//b1481//b0243//b2121//
go_0009268_4	b2135//b0083//b3022//b2791//b3110//
go_0009271_4	b2990//b2682//b4391//
go_0009273_5	b2342//b0817//
go_0009290_6	b1858//b0328//
go_0009294_5	b1840//b3268//
go_0009297_6	b1101//b1824//b2662//b3359//b2318//b4602//b0797//b2496//b3559//b3208//b3176//b4096//b3169//b0043//
go_0009298_7	b2339//b0644//b0189//
go_0009305_7	b0577//
go_0009306_4	b1220//b1951//
go_0009311_5	b1237//
go_0009314_4	b0363//b1619//b2905//b4470//b0399//b2980//b2705//b0932//b2423//b2093//b1741//b2335//b0634//b2284//b3253//b2952//b2794//b1493//b3404//b0265//b2996//b1440//b0584//b2307//b0779//b3244//b2218//b0732//b2428//b2276//b3659//b0921//b0517//b3839//b1266//b1646//b0110//b2220//mtnN//b3353//b3835//b2834//b4261//b0636//b3706//b0269//b1886//b3930//b1114//
go_0009372_5	b0001//b4073//b2996//
go_0009396_6	b0591//b2416//b2486//
go_0009398_7	b2831//
go_0009401_7	b1925//b1530//b0176//b3291//b0430//b0101//b0082//b0397//b0467//b0375//b3583//b3597//b0611//b3588//b0970//b0741//b0133//b0316//b3166//b1384//b3264//b2945//b3385//b1299//b0697//b1447//b3011//b2741//b3704//b0484//b4544//b2219//b2910//b1198//b2958//b3093//b3559//b2992//b1570//b3010//b1432//b4320//b3659//b4112//b2828//b0492//b3619//b3892//b4290//b0607//b3260//b3670//
go_0009403_5	b3736//
go_0009405_4	b1225//b3629//b2594//
go_0009407_3	b2170//b0315//b4665//
go_0009408_4	b3613//b0215//b1633//b3902//b4415//b1741//b0914//b3287//b3399//b1830//b0696//b2369//b0776//b4356//b2599//b2407//b0296//glsB//b3930//b2026//b2231//b1374//b3521//b0592//b3008//b0613//b3511//b1159//b1122//b0531//b4254//b1473//b0528//b1850//b1723//b1540//b2597//b1378//b0348//b2098//b2726//b2539//b3105//b3271//b0634//b2684//b2934//b3743//b2751//b0443//b2093//b2297//b1660//
go_0009409_4	b0754//b3539//b1518//b2147//b1921//b1550//b3522//b3320//b1186//b3876//b3430//b2927//b0076//b3542//
go_0009410_4	b3750//
go_0009411_6	b3149//b3431//b2255//b1676//b0172//b2501//b0393//b1988//b3908//b1109//b2711//b4322//b1677//b2262//
go_0009416_5	b2606//b1077//
go_0009423_8	b3224//b2477//gpr//b3624//
go_0009432_5	b3084//b3529//b4138//b0465//b4213//b0314//b3464//b3613//b1338//b1241//b1703//b0417//b4506//b3984//b0118//b1294//b0098//b2427//b0047//b1637//b0182//b3650//
go_0009435_9	b0679//b3894//b0526//b1118//b3185//
go_0009436_6	b0315//b3963//b0784//b0601//
go_0009437_5	b1617//b4484//b1165//b2818//b4453//
go_0009438_5	b3998//
go_0009440_6	b1390//b0141//b3514//
go_0009442_7	b3190//b2904//b0376//b3902//b1210//
go_0009443_5	b2028//b3255//b2891//
go_0009446_6	b3430//b3784//
go_0009447_6	b3902//b2905//b0138//b2195//b1377//b0573//b1441//b2604//
go_0009450_6	b2910//b0674//b3705//b1199//
go_0009451_6	b0062//b1328//b0601//b1008//b3511//
go_0009593_4	b0758//
go_0009597_5	b3730//
go_0009636_4	b2933//b0474//b0902//b1920//b4082//b0366//b2407//b4225//b2531//
go_0009637_6	b1329//
go_0009651_5	b2580//b1021//b0937//
go_0009697_5	b3704//
go_0009758_2	b2265//
go_0009785_5	b4142//
go_0009970_6	b2015//b2903//b4074//
go_0009972_10	b3876//
go_0009992_5	b3376//b3702//b0930//b3392//
go_0010033_4	b0053//
go_0010038_5	b3794//b4381//
go_0010039_6	b2017//
go_0010041_7	b0466//b2386//b2606//b3832//b0597//b0622//
go_0010042_6	b3268//
go_0010043_6	b0153//b2786//b0260//b2287//
go_0010045_6	b3247//b0871//
go_0010106_6	b3262//
go_0010124_4	b2526//b0723//b3956//b1805//b3736//b0724//b4539//b0696//b1259//b0718//b3219//b2581//b1200//
go_0010133_7	b3974//
go_0010139_7	b2922//
go_0010165_6	b3176//b1199//b1677//b3198//b2954//b2148//b0382//b1678//b2955//glsA2//b4565//b3565//b2819//b3415//xisR//b3635//
go_0010212_5	b3145//b2748//b0245//b1775//b2745//b3717//b3385//b4069//b3299//b2265//b2905//
go_0010226_6	b0076//
go_0010243_5	b3860//b1466//b2614//
go_0010272_6	b0127//b3748//b2810//b2240//
go_0010273_4	b3180//b2243//b3193//b3137//b1218//b1160//
go_0010312_3	b4465//
go_0010332_6	b4130//
go_0010350_6	b4298//b0024//
go_0010438_6	b4318//b1476//b4031//b3366//
go_0010447_5	b3389//b3224//b0198//b1800//b3804//b2197//b3176//b1090//b2991//b1653//b4409//
go_0010468_6	b3876//b1338//b2869//b0040//b3196//
go_0010498_6	b3477//
go_0010501_7	b3556//b0110//b4115//b3393//b3554//b4346//b1892//b0303//b3075//
go_0010557_7	b3341//
go_0010608_7	b2149//b4138//
go_0010628_7	b4124//b0698//b2806//
go_0010629_7	b1853//b2497//
go_0010676_7	b4050//
go_0010699_4	b0915//b0241//
go_0010810_5	b1096//b2144//
go_0010876_4	b1104//
go_0010911_5	b1526//
go_0010921_6	b2827//b2128//b3606//b2564//
go_0010951_8	b0376//b0939//
go_0010967_6	b3189//
go_0010974_7	b0513//
go_0012501_4	b2328//b3327//b2964//b0027//b0662//b1297//b4259//b2211//b2574//
go_0014070_5	b1601//b4122//
go_0015031_5	b3447//b0481//b3046//b2528//b2802//b3754//b3068//b4082//b1227//b4014//b2178//b2312//b1166//b1925//b4398//b0030//b3049//b2779//
go_0015074_6	b1447//b3213//b3712//b0173//b4301//b3236//b0546//
go_0015628_5	b2423//b3933//b3295//b1257//b3748//
go_0015670_6	hprS//
go_0015673_9	b2892//
go_0015675_9	b1188//
go_0015679_10	b2792//b0782//
go_0015682_8	b0159//b0995//
go_0015684_9	b0779//b2996//b0551//b2212//
go_0015685_8	b2094//b4268//b0118//b3169//b0566//b1625//
go_0015687_7	b2930//b0153//b4401//
go_0015688_6	b1441//b3169//b1580//b3095//
go_0015689_8	b1489//b3331//b0031//
go_0015691_9	b3869//b1198//
go_0015692_8	b0612//
go_0015693_9	b4033//
go_0015696_6	b2086//
go_0015698_7	b0314//
go_0015699_8	b2267//
go_0015700_8	b0403//b1120//
go_0015706_6	b4225//b1243//b0431//
go_0015707_6	b1476//b0215//b3497//b0571//b3289//b2622//
go_0015709_6	b1294//
go_0015710_8	b0064//b0300//
go_0015712_7	b1133//
go_0015718_8	b0732//
go_0015721_7	b0134//b3193//
go_0015724_7	b0394//b0344//b2267//
go_0015726_8	b3753//
go_0015733_7	b2663//
go_0015734_6	b0213//b2841//b1139//
go_0015736_9	b4280//
go_0015739_7	b1473//
go_0015740_9	b4106//b4687//b2456//b2916//
go_0015741_10	b0912//b3462//
go_0015747_6	b2285//
go_0015748_6	b1114//
go_0015749_7	b1637//b3048//b2930//b2841//b0191//b0877//b1009//b3287//b0907//b2312//b0083//b1882//b3703//b2718//b1953//b1288//b3784//b1774//b0874//b2303//b2533//
go_0015751_9	b3533//b2004//b3145//
go_0015752_9	b0555//b1812//b4101//b0433//b2981//b3733//
go_0015753_9	b3429//b1469//b0584//
go_0015754_9	b4289//b4059//b0597//
go_0015755_9	b2961//b2607//b1489//b3722//b0774//b2004//b2136//
go_0015756_9	b1530//msrP//
go_0015757_9	b4350//b4279//b3705//b0341//arcC//b1202//b3940//
go_0015760_8	b0099//
go_0015761_9	b1184//b0422//b2170//
go_0015762_9	b3395//
go_0015764_7	b0467//b0088//b2526//b1831//
go_0015765_8	b0210//b0085//b3899//b3212//
go_0015767_9	b1282//b0069//b2949//b1077//
go_0015768_9	b1682//b3911//b2011//b0058//b2901//b4207//
go_0015769_9	b1998//
go_0015771_9	b3541//b1569//b3554//b2144//
go_0015772_7	b3139//b3341//b1299//b4501//
go_0015774_7	b2904//b4187//
go_0015778_7	b3261//
go_0015793_7	b2100//b1377//
go_0015794_7	b0440//b2726//b1448//b2060//b4379//
go_0015795_7	b2342//
go_0015796_7	b1798//b2290//b0394//b0808//
go_0015797_7	b3647//b3584//
go_0015803_7	b1857//b3131//b0841//b1385//b0572//b0430//
go_0015804_7	b3722//
go_0015806_6	b1312//
go_0015807_7	b0979//b2661//b3261//b2971//b4520//b1660//
go_0015808_8	b3665//b0886//
go_0015809_7	b2328//
go_0015810_8	b1676//b2260//
go_0015811_7	b2745//b4415//b2569//b0881//b0815//
go_0015813_6	b2201//b1731//b3580//
go_0015814_7	b0192//
go_0015816_6	b3891//
go_0015817_7	b1739//
go_0015818_7	b1652//b3209//
go_0015820_7	b4510//b3520//b1447//b2092//b0792//
go_0015821_7	b0083//b0887//b0405//b0693//b1363//
go_0015822_7	b4479//
go_0015823_7	b2717//b2829//b0367//b0741//b0053//b3236//b3828//
go_0015824_7	b0796//b0480//
go_0015825_8	b2203//
go_0015826_7	b2093//b0156//b3794//
go_0015827_7	b1692//b3685//b2870//
go_0015828_7	arcC//b0435//
go_0015829_7	b1988//b3064//b2153//b3627//
go_0015830_7	b2405//b0032//b0687//
go_0015833_6	b0466//b2546//b0239//b1924//b3647//b3664//b1780//b2569//b4324//b1654//b0085//b0852//b3519//b0388//b1066//b0882//b0403//
go_0015834_7	b0086//b3070//b3124//b0004//b3271//
go_0015835_6	b3730//
go_0015836_7	b0526//b2392//b2496//
go_0015839_7	b2954//
go_0015846_6	b0240//b2943//
go_0015847_7	b3125//b3413//b3196//b0564//b0652//b2782//b3812//b4129//b1945//b2669//b2092//b0675//b4094//b1204//b3699//
go_0015848_7	b2091//b3599//b3499//
go_0015851_6	b3127//
go_0015853_8	b3226//b0655//
go_0015856_8	b0774//
go_0015857_6	b0353//b2980//
go_0015858_7	b2519//b3966//b0862//
go_0015860_7	b1526//b0750//
go_0015861_9	b0512//b1023//
go_0015862_9	b2167//b4225//
go_0015863_8	b2058//
go_0015864_8	rpnB//
go_0015871_6	b2296//b0076//b1639//b1182//b4301//
go_0015878_6	b2568//
go_0015879_9	b0784//
go_0015882_7	b1004//b3426//b0341//
go_0015886_6	b2100//b1352//b2170//b2808//b2367//b1850//b0242//b1775//b0657//
go_0015887_7	b1112//
go_0015888_6	b2107//
go_0015889_6	b2503//b3249//b3539//b3297//b4143//b4318//b3426//
go_0015891_6	b2688//b2492//
go_0015906_6	b0298//b4361//b4141//
go_0015909_8	b0890//
go_0015912_8	b4460//
go_0015914_7	b0723//b0270//b2682//b1602//b3682//b0683//
go_0015920_7	b3130//b3751//b1856//b3438//b2920//b1319//b3708//b3066//b4267//
go_0015937_7	b3908//b2913//b3197//b2945//
go_0015940_6	b2744//b4237//
go_0015944_4	b1576//b0993//b3053//glsA//b4177//b1590//b0570//
go_0015949_5	b0365//b2184//b2963//b2961//b3624//b4393//b0988//b0918//b1981//b3190//b4378//b1258//b0721//b1117//b3565//b3188//b3391//b1342//b3390//b4326//
go_0015950_6	b1620//
go_0015951_7	b4682//b1876//
go_0015968_6	b3787//
go_0015969_8	b4033//b2028//
go_0015976_2	b1058//b3034//b1856//b3201//b3991//b0088//b2565//b2579//
go_0015986_7	b3714//b1731//b2224//
go_0015990_10	b2418//b0349//b1220//b0514//b3900//b3790//b0168//b0483//
go_0016024_7	b1292//
go_0016032_5	b0233//
go_0016036_6	b3746//b0019//b0378//b0779//b1702//b3061//
go_0016042_5	b1736//b1683//
go_0016052_5	b0959//b3456//b0497//b0476//
go_0016075_8	b0169//b1218//
go_0016078_8	b0506//
go_0016094_6	b2916//b0777//
go_0016226_5	b4544//b3774//b3625//b2993//b3734//b1225//b4065//b3180//b3982//b0026//b3040//b1652//b0809//glsA1//b3144//b2600//b0034//
go_0016259_7	b1600//
go_0016260_8	b0983//b3452//b0546//
go_0016310_6	b4618//b3525//b3087//b4151//b1126//b1291//b2277//b3942//b2817//b3360//b3908//b1282//b4251//rpnB//b0586//b2793//b1787//b1905//b2260//b1260//b1817//b2697//b0827//b0674//b3029//
go_0016311_6	b0815//b0506//b2069//b1299//b2509//b2113//b1421//b1091//b0762//b2511//b2354//b0032//b2093//b3463//b2027//b0838//b3702//b3057//b3620//b3700//b1246//b2329//b2183//b4280//b2610//b0997//b1600//b1694//b2669//b0415//b2416//b0212//b0978//b4309//b1387//b0378//b2689//b2314//b1612//b0790//b2533//b3139//b2527//b2781//b2794//
go_0016458_3	b1823//b2922//
go_0016485_6	b4363//b0687//b2952//b0566//b0085//
go_0016540_7	b3885//b3515//
go_0016579_7	b2096//
go_0016998_5	b4192//
go_0017001_5	b0826//
go_0017003_8	b3341//b0727//
go_0017004_7	b2581//b3191//b2731//b3017//b3872//yeeL//b1988//
go_0017013_7	b1680//b3806//
go_0017038_6	b1530//b4039//b1698//
go_0017148_8	b1478//b2053//b0811//b3728//b0533//b1769//b0935//b3196//b3421//b0101//b3558//b0401//
go_0017189_7	b1049//
go_0017198_7	b2786//
go_0018012_8	b3702//
go_0018023_7	b0102//
go_0018063_8	b1468//b3301//
go_0018070_8	b2197//b4043//
go_0018104_8	b2750//b3457//b0125//b2702//b1892//b0607//b1281//b2149//
go_0018105_8	b3063//
go_0018106_8	b0192//b3139//b0314//b4265//b0972//b1888//b2066//b3533//b4155//b3718//b1557//b0918//b0320//b1384//b2501//b0826//b0103//b2995//b0795//b0531//b1221//b0677//b4155//b1249//b0596//b3132//b4052//b0644//b3522//
go_0018108_8	b0574//
go_0018117_8	b3063//
go_0018125_6	b2023//
go_0018131_6	b2435//
go_0018160_8	b0330//
go_0018206_8	b1160//
go_0018247_9	b3312//
go_0018283_6	b1805//b1688//
go_0018298_7	b3567//
go_0018307_7	b0949//
go_0018315_8	b1441//
go_0018339_9	b4359//selU//
go_0018345_8	b2595//
go_0018364_6	b3835//b2662//
go_0018378_9	b1094//b2511//b2174//
go_0018393_10	b2294//b3643//
go_0018394_9	b0856//
go_0018410_8	b3128//
go_0018909_5	b4481//
go_0018937_4	b0774//
go_0019042_6	b0506//
go_0019068_6	b4222//b3005//
go_0019076_6	b4664//b1501//b1444//b1614//
go_0019217_7	b4043//
go_0019242_6	b0907//
go_0019243_7	b3149//b4122//b1799//b3582//b3140//b4477//b2831//b2392//b3630//b3753//b3227//b1091//b1633//b3881//b2798//b1071//b0313//b1716//b1778//b1830//b4356//b1039//b3170//b2706//
go_0019249_6	b0049//
go_0019250_7	b3262//
go_0019262_6	b0852//b1804//b3138//b1421//b3546//b1656//b0551//
go_0019264_7	b1276//
go_0019272_9	b1279//b0891//
go_0019284_7	b3571//b1394//b3740//
go_0019285_5	b0929//b2441//
go_0019288_6	b2610//b4557//b2839//b3904//
go_0019290_5	b1917//
go_0019292_8	b3387//
go_0019294_6	b2782//b0478//b0421//b3297//
go_0019299_6	b3534//
go_0019301_7	b2802//b4705//b3291//b4138//b3662//b3554//b1550//
go_0019303_7	b0240//b1220//
go_0019305_7	b1709//
go_0019309_7	b4373//
go_0019316_8	b2232//b3110//b2628//
go_0019318_5	b2715//
go_0019323_6	b1924//b0717//b1212//b3135//b0084//b1826//b0479//b1615//b2136//
go_0019324_6	b4392//b3231//b0590//b1307//b4251//
go_0019343_8	b2597//
go_0019344_7	b0185//b1544//b2818//
go_0019346_7	b2121//
go_0019353_8	b2608//b2368//b2136//b4687//
go_0019354_6	b3838//
go_0019379_5	b2163//
go_0019380_6	b0237//b3238//b3390//b2416//b1753//
go_0019388_7	b4510//
go_0019391_6	b1002//
go_0019394_7	gpr//
go_0019395_5	b4042//b2528//
go_0019404_8	b4109//b3836//
go_0019413_6	b0451//b2170//
go_0019419_4	b3726//
go_0019427_7	b0874//
go_0019430_5	b4242//b2429//b3822//
go_0019432_7	b4268//
go_0019439_5	b0812//b2342//
go_0019447_8	b3028//
go_0019450_9	b0602//
go_0019464_7	b2406//b0406//b1374//b2110//
go_0019480_4	b2743//
go_0019509_7	b3664//
go_0019516_4	b3193//b0046//
go_0019521_6	b4004//b1763//
go_0019542_6	b2573//
go_0019545_6	b0069//
go_0019546_9	b3690//b2762//b1010//b3509//
go_0019563_7	b3049//b0025//b0555//b0627//
go_0019568_7	b2149//b1918//b0758//
go_0019569_7	b1840//b4040//b2600//
go_0019571_8	b3206//b3791//b1900//
go_0019572_8	b1526//
go_0019584_7	b1545//
go_0019588_7	b0847//b3441//
go_0019592_8	b0637//
go_0019595_8	b1922//
go_0019607_6	b4373//b3790//
go_0019622_6	b3583//b1871//b2556//
go_0019629_7	b3163//srkA//
go_0019632_5	b0693//b4317//b1822//b2074//
go_0019634_5	b0739//
go_0019645_6	b1724//b4350//b4005//b2686//b1922//b2619//b3699//b2060//
go_0019646_6	b0093//b0136//b0353//b1379//b4128//b3634//b0178//b1180//b2098//
go_0019664_6	b4687//b1236//
go_0019665_5	b2762//
go_0019673_6	b0276//
go_0019676_3	b2787//b0413//
go_0019677_8	b1991//
go_0019679_7	b0092//b2269//b0140//
go_0019686_6	b2906//
go_0019698_7	b4550//b4359//b1188//b1878//b0697//b0473//
go_0019700_6	b2066//b1281//b0870//b4064//b2735//b2015//b3416//b1664//
go_0019740_2	b0681//b1120//b1601//b3238//b3357//srkA//b2924//
go_0019752_6	b1176//
go_0019805_6	b3592//
go_0019835_3	b4602//b4702//b2053//b4354//b4485//
go_0019852_5	b1111//b4078//b3881//
go_0019854_6	b1790//b2570//
go_0019856_7	b1737//b3846//
go_0019858_7	b3901//
go_0019859_7	b1698//
go_0019877_6	b0042//b2897//b2760//
go_0019878_9	b2958//b1774//
go_0019935_6	b4177//b0806//
go_0019985_8	b0188//b1499//b4116//
go_0019988_7	b1732//
go_0022417_4	b3198//b2161//
go_0022610_2	b0394//b0570//b1710//
go_0022611_3	b0796//b0424//b0089//b2180//b2252//b3144//
go_0022900_4	b4231//b3350//b4312//
go_0022904_5	b3639//b2320//b4169//b0968//b3156//
go_0023014_4	b0032//b0534//b1347//b2413//b3543//b0173//b4124//b3341//b2935//insI1//b1319//b0222//b4027//b2580//b0750//b0904//b3860//b4099//b0138//b1863//b3867//b1522//b0633//b1182//b4224//b0197//b0092//b0982//b3732//b2952//b0440//b2952//b0172//
go_0030001_7	b1377//b2675//b3630//
go_0030007_8	b3597//
go_0030026_9	b1756//
go_0030091_6	b3339//b1407//b1644//b1349//b0980//b2277//b0323//b2342//b1821//b3647//
go_0030153_5	b0775//b0347//
go_0030162_7	b2474//b0886//
go_0030163_5	b3501//b1128//hprR//
go_0030244_9	b0731//
go_0030258_5	b3737//b1391//
go_0030260_7	b1822//
go_0030261_8	b4129//
go_0030307_6	b3024//
go_0030308_6	b1684//b4464//b3512//b0823//b0064//
go_0030388_5	b3089//b3904//b2730//
go_0030488_6	b3317//b3116//b0228//b1086//b3626//b3006//b2616//b1829//b0777//b4078//b3344//b3230//b4262//
go_0030490_10	b0766//b0945//b3952//
go_0030497_7	b3967//b0353//
go_0030541_4	b3024//b4705//
go_0030573_6	b3026//
go_0030632_8	msrQ//b0836//b3205//b1096//
go_0030641_8	b1212//rpnB//
go_0030643_8	b2478//
go_0030961_9	b0798//
go_0030980_7	b1766//b4297//b3243//
go_0031118_8	b0345//
go_0031119_8	b3093//b1362//b3904//b0949//b0921//b4027//
go_0031125_10	b0551//
go_0031162_5	b4421//b0929//
go_0031167_6	b1728//b2344//b0068//b1474//b0624//b0838//
go_0031280_6	b3258//
go_0031297_7	b3985//
go_0031342_5	b4018//
go_0031346_7	b1037//
go_0031365_7	b1513//
go_0031400_8	b2430//
go_0031439_9	b0076//
go_0031460_7	b3900//b0830//b3668//b0414//b3161//b0388//b2236//b0793//b0593//b1061//b1433//b4346//
go_0031554_7	b4479//
go_0031555_8	b3551//b3918//b0265//b3721//
go_0031556_9	b1759//b0307//
go_0031564_8	b4162//b0855//b3616//b2799//b3728//b0683//b0138//b0433//b3563//b0188//b3072//b1769//insI1//
go_0031638_7	b0817//
go_0031648_5	b3141//
go_0031669_5	b4637//b0124//b1844//
go_0031670_5	b3648//
go_0032025_6	b4123//b4136//
go_0032026_6	b0947//
go_0032049_8	b3393//b0192//b4138//
go_0032055_6	b0841//
go_0032091_6	b3517//
go_0032147_9	b1399//
go_0032150_8	b2595//
go_0032194_8	b2150//
go_0032196_3	b2493//b0943//b4022//b4130//b3212//b1284//
go_0032238_6	b0377//
go_0032259_3	b3986//b3426//b3728//b2841//b4035//b1493//b0368//
go_0032261_6	b2828//
go_0032263_7	b2712//b0121//
go_0032264_7	b3786//b0027//
go_0032265_7	b1831//
go_0032272_7	b0469//b3481//
go_0032297_10	b0827//b1653//b2135//
go_0032298_10	b4070//b2536//
go_0032324_6	b4062//b0601//b0084//
go_0032329_7	b2086//b0775//
go_0032359_7	b3857//b3213//b0685//
go_0032412_6	b1649//
go_0032413_6	b3066//
go_0032414_6	b0400//b0440//
go_0032445_10	b1091//b3847//b3769//b3998//b2211//
go_0032462_7	b2255//
go_0032466_7	b1563//
go_0032467_7	b2609//
go_0032506_4	b0653//
go_0032508_8	b3883//b2921//b2545//b0170//b2009//b0428//b1374//b1719//b2392//b3667//
go_0032774_6	b4219//
go_0032775_6	b2066//b2364//b0131//
go_0032781_7	b3195//b2027//b2435//
go_0032784_8	b3736//b2760//
go_0032790_6	b0091//b1580//
go_0032885_7	b1175//
go_0032951_8	b2921//
go_0032955_6	b3880//b3652//
go_0032973_7	b1014//
go_0032978_7	b1380//b2320//b1704//b0138//
go_0033014_6	b1379//b0401//
go_0033051_5	b0696//
go_0033120_8	b1333//
go_0033194_5	b2727//b3384//b4070//b3982//
go_0033195_5	b1197//
go_0033212_10	b1652//b1286//b1086//
go_0033214_11	b0009//b3163//
go_0033228_8	b1119//b2741//b1145//b1376//
go_0033317_7	b2104//b1333//b3528//b4326//
go_0033320_6	b2559//
go_0033345_8	b3240//
go_0033353_5	b1252//
go_0033359_7	b3503//b2998//
go_0033384_6	b0630//
go_0033388_7	b1330//
go_0033477_5	b0172//
go_0033499_8	b3850//b2032//b3982//b4665//b0265//b1508//b4208//
go_0033518_6	b1329//
go_0033539_7	b0815//b1197//b0731//
go_0033542_7	b2619//
go_0033543_8	b3289//
go_0033567_6	b3347//
go_0033585_7	b3081//b3546//
go_0033611_8	b2781//
go_0033683_7	b0386//
go_0034194_8	b2919//b2760//b4367//
go_0034195_8	b3918//
go_0034198_6	b0239//b0066//b3806//
go_0034203_6	b3116//
go_0034204_5	b2976//b2506//
go_0034213_6	b4095//
go_0034214_7	b1047//b3507//b1707//b0097//
go_0034219_6	b3081//b4148//b1841//b3047//b0578//b1432//b2405//b3511//b0026//b3807//b0717//b3778//b1317//b1920//b0584//b1686//b1943//b1682//b0110//b1695//b4265//b1714//b2248//b4306//b3040//b1042//b0425//b4565//b2497//b3824//b2178//b3115//b4027//b3486//b1466//b0333//b4246//b1481//b4300//b2836//b1473//b1221//b2032//b4312//b0911//b0101//b2308//b3262//b4093//b0427//b0531//b2631//b0855//b1139//b3391//b0312//b4025//
go_0034220_6	b1263//b1637//b4300//b3733//b0110//b1988//b0060//b2500//b1851//b3984//
go_0034224_6	b0806//b0947//
go_0034227_8	b0423//
go_0034258_8	b2836//
go_0034260_5	b3714//
go_0034289_7	b1930//
go_0034337_3	b3513//b2334//
go_0034355_7	b4042//b2069//b3549//b0621//
go_0034401_5	b1292//
go_0034414_9	b4096//
go_0034421_8	b3875//
go_0034470_8	b3386//
go_0034552_7	b3009//
go_0034599_5	b2418//b2386//b0993//b2740//b3539//b3312//b2193//b2958//b1021//b2512//b1800//
go_0034605_5	b1538//b4067//b1301//b3535//b2232//b1002//b4075//b0978//b1133//
go_0034614_6	b2431//b1279//
go_0034620_6	b0143//b2133//b2697//b0517//
go_0034628_9	b1244//b3580//b1535//b2753//b1593//
go_0034635_6	b4073//
go_0034644_7	b0170//b2470//
go_0034661_7	b0153//
go_0034775_7	b0336//b3021//b3956//b3680//b4046//
go_0034983_9	b3870//b1139//
go_0035235_6	b1313//b4161//b4467//b4637//
go_0035307_9	b4347//
go_0035335_8	b2957//b0803//b1618//
go_0035344_8	b3991//b2285//
go_0035350_6	b1824//
go_0035429_8	b4323//b0554//b3266//b2040//b4072//b3170//
go_0035433_7	b3989//
go_0035434_9	b1200//
go_0035435_9	b3179//b2726//b0383//b2185//b3428//b3745//b4372//b2392//b2496//
go_0035442_7	b2469//b0417//b1130//b1199//b1133//b0637//b3357//b4323//b2972//b1034//b0014//
go_0035443_7	b0063//b1222//b0803//
go_0035444_9	b0651//b1378//b1881//b3029//b4481//b1701//b3910//
go_0035461_6	b0110//b0329//
go_0035524_8	b2386//
go_0035552_6	b3582//
go_0035553_6	b1508//
go_0035556_4	b0478//
go_0035600_8	b0475//
go_0035672_6	b1123//b2428//b2831//b3137//
go_0035725_9	b0424//b4550//b1545//b4377//b0588//b3221//
go_0035784_9	b0936//
go_0035864_6	b4687//
go_0035873_8	b1288//b0433//
go_0035999_5	b3204//b0378//b2370//b1334//
go_0036001_7	b2991//
go_0036047_9	b2579//
go_0036049_9	b4033//
go_0036088_6	b4129//
go_0036104_6	b2004//b3307//
go_0036172_6	b2519//
go_0036214_3	b0881//
go_0036265_6	b1645//b1294//
go_0036289_9	b2666//b1595//
go_0036448_6	b0124//b3766//b3464//
go_0036460_5	b3769//b3939//b3998//b3196//b0790//b0170//
go_0036506_5	b1713//
go_0036525_7	b2436//
go_0038083_9	b1086//b1133//b0052//b0166//b1338//
go_0040033_9	b0882//
go_0042026_4	b4059//b4361//b1778//b2281//b3816//b0945//b1432//b2437//b3648//
go_0042126_5	b4085//b2023//
go_0042128_5	b2717//b2964//
go_0042150_7	b3227//b3251//b0068//
go_0042157_5	b0437//
go_0042158_6	b2834//b2525//
go_0042177_7	b4467//b2349//b0935//
go_0042182_5	b0754//
go_0042219_6	b3633//
go_0042245_7	b2958//b0070//b2515//
go_0042254_5	b2292//b0981//b0900//b0135//b1297//b0859//b0896//
go_0042255_6	b0708//b2942//
go_0042274_5	b1973//b3916//b3094//b4018//
go_0042304_7	b1140//
go_0042351_7	b1474//
go_0042355_8	b3189//b2634//b1260//b1912//b3041//b1815//
go_0042371_7	b1482//
go_0042413_6	b4323//b0486//b2178//b0026//
